system,cohort,cell,method,arm_note,source,n_seeds,seeds,weighting,n_bins_in_window,beta,int_bias2_plugin,int_bias2_debiased,int_var,int_mse_direct,int_mse_pop,bias_fraction,rms_total,int_bias2_debiased_lo95,int_bias2_debiased_hi95,int_var_lo95,int_var_hi95,int_mse_direct_lo95,int_mse_direct_hi95,bias_fraction_lo95,bias_fraction_hi95,var_ratio_vs_abf,bias2_ratio_vs_abf,mse_ratio_vs_abf,var_ratio_vs_abf_lo95,var_ratio_vs_abf_hi95,bias2_ratio_vs_abf_lo95,bias2_ratio_vs_abf_hi95,mse_ratio_vs_abf_lo95,mse_ratio_vs_abf_hi95
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,abf,"fr_rate=0 (baseline), N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_10kT,136,1.0,0.10761979007977435,0.10751715301194059,0.0010263706783375005,0.10854352369027812,0.10854352369027809,0.9905441555291112,0.32945944164688634,0.10569390557466415,0.10967607769050428,0.000682852682762413,0.0011812257453770387,0.10654273379271272,0.11062948772844716,0.9891724073044736,0.9936733685808453,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,abf,"fr_rate=0 (baseline), N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_20kT,136,1.0,0.10761979007977435,0.10751715301194059,0.0010263706783375005,0.10854352369027812,0.10854352369027809,0.9905441555291112,0.32945944164688634,0.10569390557466415,0.10967607769050428,0.000682852682762413,0.0011812257453770387,0.10654273379271272,0.11062948772844716,0.9891724073044736,0.9936733685808453,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,abf,"fr_rate=0 (baseline), N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,equilibrium,136,1.0,0.04844000603841058,0.04834164796969916,0.0009835806871141752,0.04932522865681334,0.04932522865681334,0.9800592776982836,0.22209283792327328,0.04700531050311322,0.050033086179159254,0.0006442238110217249,0.001127517338222784,0.047899949609517274,0.050830330450919815,0.9768879016974468,0.9871577811760892,1.0,1.0,1.0,nan,nan,nan,nan,nan,nan
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_estimated,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_10kT,136,1.0,0.0703019069608268,0.07016598869298775,0.0013591826783905287,0.07152517137137827,0.07152517137137827,0.9809971419525404,0.2674419027964359,0.06597725577021356,0.0747795200608001,0.0009019630881434951,0.0015004162521373543,0.06716790098455852,0.07591671359529954,0.9788310352442742,0.9875157264738013,1.3242610170743692,0.6526027403757174,0.6589538365777649,0.9251870281974605,1.9516238596741022,0.608012561029242,0.7019302414580905,0.6147500109312741,0.7072991664786179
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_estimated,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_20kT,136,1.0,0.0703019069608268,0.07016598869298775,0.0013591826783905287,0.07152517137137827,0.07152517137137827,0.9809971419525404,0.2674419027964359,0.06597725577021356,0.0747795200608001,0.0009019630881434951,0.0015004162521373543,0.06716790098455852,0.07591671359529954,0.9788310352442742,0.9875157264738013,1.3242610170743692,0.6526027403757174,0.6589538365777649,0.9251870281974605,1.9516238596741022,0.608012561029242,0.7019302414580905,0.6147500109312741,0.7072991664786179
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_estimated,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,equilibrium,136,1.0,0.03664006837290532,0.036529150667313146,0.001109177055921764,0.037638327723234916,0.03763832772323491,0.9705306499247828,0.19400599919392936,0.03437920120942675,0.0389533270722831,0.0006871754528991455,0.001251226755243561,0.03538956633385157,0.03974749588352048,0.9659843265482077,0.9822686516335514,1.1276930001300538,0.75564553964337,0.7630644347359938,0.7310078933551616,1.776937377182744,0.6993889687363469,0.8111907796091938,0.708869130033755,0.8132208387786621
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_uniform,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_10kT,136,1.0,0.06859791539843758,0.06843794197652008,0.001599734219175122,0.07003767619569518,0.0700376761956952,0.9771589477825443,0.2646463228455955,0.06324980556107847,0.07471533409928131,0.0011091928291680397,0.0017462375317535306,0.0644861099230651,0.07606477666916767,0.9751232816440096,0.9842245290087848,1.5586320351301803,0.6365304517402868,0.6452497008991815,1.179257114824218,2.2358304808089793,0.5814778955201764,0.7014175328384075,0.5891446823211214,0.7085608592101766
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_uniform,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_20kT,136,1.0,0.06859791539843758,0.06843794197652008,0.001599734219175122,0.07003767619569518,0.0700376761956952,0.9771589477825443,0.2646463228455955,0.06324980556107847,0.07471533409928131,0.0011091928291680397,0.0017462375317535306,0.0644861099230651,0.07606477666916767,0.9751232816440096,0.9842245290087848,1.5586320351301803,0.6365304517402868,0.6452497008991815,1.179257114824218,2.2358304808089793,0.5814778955201764,0.7014175328384075,0.5891446823211214,0.7085608592101766
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_uniform,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,equilibrium,136,1.0,0.03504995012969801,0.034919717684866534,0.0013023244483147986,0.03622204213318134,0.03622204213318133,0.9640460788067552,0.190320892529384,0.03281985957999842,0.037594347872350824,0.0008659252535501752,0.001452902316931079,0.03391727035686857,0.03861332095657631,0.9596022384320186,0.9763971449269169,1.3240646805864167,0.7223526534874116,0.7343512259253957,0.9642547998854152,1.9587988256451592,0.6722181844827446,0.7802218578939518,0.6827707917106172,0.7887963680325566
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_oracle,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_10kT,136,1.0,0.06882642397444465,0.0687022442605865,0.001241797138581382,0.06994404139916788,0.06994404139916789,0.9822458480559553,0.2644693581479107,0.06550082599108688,0.07251675320142995,0.0008755889200740294,0.0013066368469422682,0.06659457866828429,0.07352701224963558,0.9810991418083731,0.98744732054192,1.2098914795508637,0.6389886853956839,0.6443870534252107,0.8555954832945785,1.6464872591304376,0.6076539148890935,0.6755354468343359,0.6128706059534476,0.6803822115614013
wca_dimer,representative_10seed,b1_h2_w2_n10_a1.5,fr_oracle,"fr_rate=0.1, fr_every=5, target_ema_rate=0.005, N=1024, T=120000",results/wca_representative/raw,10,0;1;2;3;4;5;6;7;8;9,thermal_uniform_20kT,136,1.0,0.06882642397444465,0.0687022442605865,0.001241797138581382,0.06994404139916788,0.06994404139916789,0.9822458480559553,0.2644693581479107,0.06550082599108688,0.07251675320142995,0.0008755889200740294,0.0013066368469422682,0.06659457866828429,0.07352701224963558,0.9810991418083731,0.98744732054192,1.2098914795508637,0.6389886853956839,0.6443870534252107,0.8555954832945785,1.6464872591304376,0.6076539148890935,0.6755354468343359,0.6128706059534476,0.6803822115614013
