run_id,study,stage,name,method,seed,n_steps,n_replicas,budget,beta,h,w,n_dim,M,a,beta_h,opes_barrier,opes_pace,opes_sigma,opes_gamma,opes_estimator,l2_f,l2_fp,l2_f_reweight,l2_fp_reweight,integrated_l2_f,l2_f_transition,l2_fp_transition,marginal_l2_uniform,marginal_l2_ref,n_barrier_crossings,n_round_trips,opes_neff_frac_final,opes_neff_frac_min,opes_n_kernels_final,opes_bias_range_final,had_nan,runtime_seconds,physics_tag
representative__opes__b4_h1_w2_n10_a1.5__seed0__N1024__T120000__b4_p500_s0.05_ginf__38eb97289cb8,opes_wca,representative,opes,opes,0.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.017015195196456816,0.08559182204887783,0.19950462753851553,0.7958376644263399,57.820347549391585,0.0171246577432868,0.10265714495997094,0.4450998567657692,0.7706388123610142,299997.0,149603.0,0.0930596430714135,0.07209525982488439,160.0,1.3097918033599854,0.0,142.123980675824,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed1__N1024__T120000__b4_p500_s0.05_ginf__2f0bdf6c6127,opes_wca,representative,opes,opes,1.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.023327133268487146,0.10036798478687566,0.1993544338649674,0.9060590771830564,52.63582367891122,0.014420511961831261,0.10172005338152171,0.40305800381614776,0.8182786742414974,568204.0,283717.0,0.08400388151397414,0.061873402695563524,160.0,1.3451786041259766,0.0,142.34177428111434,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed2__N1024__T120000__b4_p500_s0.05_ginf__02452d45e2ae,opes_wca,representative,opes,opes,2.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.018947767497035646,0.06986731197263177,0.13869894340109407,0.6729265699666648,42.38506535750342,0.008165101569750519,0.07418308353672406,0.33038602057426075,0.7835792796675081,632469.0,315882.0,0.12940861937016698,0.07772966936501985,160.0,1.1957859992980957,0.0,137.2456551687792,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed3__N1024__T120000__b4_p500_s0.05_ginf__e77d37d38f38,opes_wca,representative,opes,opes,3.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.028942135819445543,0.10729419814869919,0.22424357188743788,0.9187726181147722,54.87277537587097,0.02031187300458966,0.13708621251434175,0.4735335191248051,0.7863008392043888,433523.0,216360.0,0.0793362361007163,0.06460890606526674,160.0,1.3909040689468384,0.0,143.35111102368683,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed4__N1024__T120000__b4_p500_s0.05_ginf__856180d92d30,opes_wca,representative,opes,opes,4.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.020349602031596147,0.07445569645906808,0.2228988611017276,0.9025098430771435,55.85150224733688,0.013483159828682199,0.09351005771097116,0.43705763332082387,0.7763637476239089,480543.0,239877.0,0.07923375827355324,0.06461373137473811,160.0,1.3800982236862183,0.0,143.68033061455935,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed5__N1024__T120000__b4_p500_s0.05_ginf__f6f7395d2b0e,opes_wca,representative,opes,opes,5.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.023474668483063028,0.08564910172725745,0.14721955084531319,0.6783277642382622,49.7662034416752,0.009952798669743775,0.08317612662522592,0.3336496551184272,0.7600368712006096,373202.0,186241.0,0.12598181066830375,0.07881008469907069,160.0,1.208804965019226,0.0,137.71268110722303,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed6__N1024__T120000__b4_p500_s0.05_ginf__fb3e23ffbff0,opes_wca,representative,opes,opes,6.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.02332211470423597,0.0921980939581407,0.21286241052627278,0.8929482984392336,52.03146669847714,0.015334609333754863,0.10414139697638446,0.4089913847110763,0.8594733734565253,524788.0,262009.0,0.07842227460036695,0.06243076990040502,160.0,1.3595855236053467,0.0,142.82999190595,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed7__N1024__T120000__b4_p500_s0.05_ginf__9b4d229b06c1,opes_wca,representative,opes,opes,7.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.015492691037209322,0.06639214370663189,0.10076330023146644,0.5069711734771304,32.48175506205088,0.009567219625320146,0.07107270613632377,0.2802502410766278,0.7879595965995896,642523.0,320930.0,0.18504895411137767,0.09386791192548449,160.0,1.0952950716018677,0.0,143.57257213722914,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed8__N1024__T120000__b4_p500_s0.05_ginf__332b73e3fc4c,opes_wca,representative,opes,opes,8.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.024655092564432077,0.09585347554624868,0.19121316045514222,0.84048223158193,53.16570300211142,0.012141202258870918,0.10468797480004258,0.4012246663294321,0.8009955768475395,370141.0,184688.0,0.09405924146687468,0.0698728598952128,160.0,1.3047879934310913,0.0,136.931817821227,b4_h1_w2_n10_a1.5
representative__opes__b4_h1_w2_n10_a1.5__seed9__N1024__T120000__b4_p500_s0.05_ginf__6581f3b6ab10,opes_wca,representative,opes,opes,9.0,120000.0,1024.0,122880000.0,4.0,1.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.018918837872985463,0.08348447277047263,0.16037061686081136,0.7147002641114448,53.80403022452155,0.012235498608826188,0.08706310392741433,0.33099858995431297,0.8007179254389256,516253.0,257775.0,0.11563749751946902,0.07621259591604347,160.0,1.235864281654358,0.0,143.11508557200432,b4_h1_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed0__N1024__T120000__b4_p500_s0.05_ginf__86a026bdc4a2,opes_wca,representative,opes,opes,0.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.07697916608175583,0.4752119906988515,0.432141625908974,1.9371007318896998,84.82283224939586,0.06855600431639566,0.46779084256972553,0.7410489008769521,0.9300117760099731,213817.0,106434.0,0.07232745048032423,0.07232745048032423,131.0,2.6680493354797363,0.0,143.62531889695674,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed1__N1024__T120000__b4_p500_s0.05_ginf__8122fe697dc9,opes_wca,representative,opes,opes,1.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.03908346160290963,0.33609130528242137,0.38811905112656264,1.9518359470559141,81.68464407346222,0.04032259859830729,0.22845176463783418,0.6598005235057222,0.9486177311427831,574963.0,287046.0,0.06761592017236502,0.06760674995115902,129.0,2.6061065196990967,0.0,136.81461959239095,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed2__N1024__T120000__b4_p500_s0.05_ginf__a3a74aee2d7b,opes_wca,representative,opes,opes,2.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.04146331802824036,0.3385937156637771,0.39345119254826816,1.858867435244723,76.24133024289233,0.04508551363143269,0.29566807850266386,0.6785992185593274,0.9787781604606998,416522.0,207807.0,0.07059769807418698,0.07059769807418698,130.0,2.615784168243408,0.0,139.99475941248238,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed3__N1024__T120000__b4_p500_s0.05_ginf__154321a65496,opes_wca,representative,opes,opes,3.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.044515615568979164,0.3625366368612877,0.39736823475134114,1.894655880329524,79.67957498921888,0.048842774613719935,0.3348128318148944,0.6758439222814424,0.9742749109651133,431340.0,215215.0,0.06999356210936471,0.06999356210936471,130.0,2.623833179473877,0.0,142.47540052514523,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed4__N1024__T120000__b4_p500_s0.05_ginf__7e14bc45f930,opes_wca,representative,opes,opes,4.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.05056463243164813,0.3976503501881144,0.4175956553043475,1.9980934914042723,79.67296313236216,0.04812900442440691,0.3218567374140401,0.6715590862128615,0.9827880913343329,487563.0,243334.0,0.0694629191082075,0.0694629191082075,128.0,2.6520702838897705,0.0,138.61052563227713,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed5__N1024__T120000__b4_p500_s0.05_ginf__3d708ec64ca3,opes_wca,representative,opes,opes,5.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.07634297147342102,0.43745671400430025,0.39660373837849316,2.0363403291859643,79.22055806000967,0.06995617367683031,0.5398925943028275,0.8145849286310185,0.8577463936018085,27318.0,13178.0,0.07679498848149126,0.07679498848149126,142.0,2.432421922683716,0.0,139.9531075283885,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed6__N1024__T120000__b4_p500_s0.05_ginf__fd4183c48ad8,opes_wca,representative,opes,opes,6.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.028094549343219113,0.26955041106843264,0.3730337479424837,1.8685745589830929,72.26329553807383,0.031353457029365935,0.20901553119498606,0.6418332734475891,0.9575400405481825,581680.0,290410.0,0.06722912062225646,0.06713015952532292,129.0,2.578763008117676,0.0,142.51012892648578,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed7__N1024__T120000__b4_p500_s0.05_ginf__8b977bd02734,opes_wca,representative,opes,opes,7.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.01882668318362175,0.21175135555830277,0.2005356503430676,1.3143492429417758,49.670045606246596,0.02172079022465265,0.18415979373190655,0.5830921044676786,0.9359966674820087,702085.0,350641.0,0.12088212361415396,0.09719701637031862,150.0,2.2020623683929443,0.0,137.4308714317158,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed8__N1024__T120000__b4_p500_s0.05_ginf__6cda3b79e6d6,opes_wca,representative,opes,opes,8.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.06292507461347518,0.4274705132090337,0.42081720746668855,1.9395006184504056,85.59517489723402,0.05803673295178684,0.4165971085859709,0.6908560917919755,0.949348232134813,386593.0,192846.0,0.07024387605042967,0.07024387605042967,129.0,2.6724677085876465,0.0,141.4345125015825,b4_h2_w2_n10_a1.5
representative__opes__b4_h2_w2_n10_a1.5__seed9__N1024__T120000__b4_p500_s0.05_ginf__aa7fa8b87b63,opes_wca,representative,opes,opes,9.0,120000.0,1024.0,122880000.0,4.0,2.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.05295417280523903,0.41241362458640296,0.4097475759371206,1.9493652367949312,77.90806559877552,0.054768959417728115,0.3708147118685404,0.6934899056057218,0.9557521338214061,431974.0,215539.0,0.06992799662128527,0.06992799662128527,129.0,2.6548011302948,0.0,142.85976126603782,b4_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed0__N1024__T120000__b4_p500_s0.05_ginf__e9c590f471ef,opes_wca,representative,opes_flat,opes,0.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.14667588823295535,0.5186091703501143,0.12625563070690543,0.9079251825387518,79.47205167824546,0.06736429177023379,0.5258831521562444,0.07057063748198623,0.5138271193477584,1622766.0,811100.0,0.559440532686835,0.22539657036600846,160.0,2.35261607170105,0.0,137.30731799919158,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed1__N1024__T120000__b4_p500_s0.05_ginf__eb06d21dde86,opes_wca,representative,opes_flat,opes,1.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.135802284998008,0.49353057640114856,0.12704372855864243,0.921337938799456,71.18587785060662,0.055465316267945805,0.4662777097744418,0.09006793691663946,0.531499679761021,1626003.0,812712.0,0.5615725680233452,0.21711517279023712,160.0,2.3482894897460938,0.0,142.4316411204636,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed2__N1024__T120000__b4_p500_s0.05_ginf__bc80fe07908e,opes_wca,representative,opes_flat,opes,2.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.14335275389230323,0.4938812407780764,0.13344255464370816,0.8937912653895514,75.02794649026535,0.06157925727502314,0.49325346401923603,0.08962953444571188,0.529349944457709,1626445.0,812947.0,0.5596858272360031,0.2180763079431743,160.0,2.344928503036499,0.0,141.18329459615052,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed3__N1024__T120000__b4_p500_s0.05_ginf__057508eca71c,opes_wca,representative,opes_flat,opes,3.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.14112562091061087,0.5042473890671743,0.12492518449519889,0.9123190815956569,83.32008722424791,0.05732580711902388,0.5187247086831648,0.05677328839028364,0.5190566564661175,1629733.0,814591.0,0.5528126414226346,0.21288727872670546,160.0,2.333359479904175,0.0,136.67823710571975,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed4__N1024__T120000__b4_p500_s0.05_ginf__d86281001b4c,opes_wca,representative,opes_flat,opes,4.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.13793687651059827,0.4820711462938326,0.12959510594472362,0.9418783397012153,97.69163134248626,0.05465816222227012,0.462646649101049,0.09164280999047414,0.47300042015342475,1622154.0,810796.0,0.5556622923590971,0.21230756444520987,160.0,2.35012149810791,0.0,142.84263070020825,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed5__N1024__T120000__b4_p500_s0.05_ginf__c88fcd697713,opes_wca,representative,opes_flat,opes,5.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.1492496645366399,0.5094421979830208,0.12787806905465413,0.8982924295632951,80.96379106618731,0.06094831845578707,0.5305443525612761,0.055100066031686164,0.5110418220457793,1589074.0,794261.0,0.5447344676375093,0.20754017681755557,160.0,2.3491618633270264,0.0,142.33071600738913,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed6__N1024__T120000__b4_p500_s0.05_ginf__be4bd25e61ff,opes_wca,representative,opes_flat,opes,6.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.1418684811141438,0.5196933577067834,0.13012747104181147,0.939001758390814,73.2570046101036,0.05651554652298841,0.48979725291649534,0.10915435018428041,0.4770963008545599,1587020.0,793224.0,0.5592944731530766,0.21674828608267677,160.0,2.337890863418579,0.0,137.0300013460219,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed7__N1024__T120000__b4_p500_s0.05_ginf__3d7f3deea3a0,opes_wca,representative,opes_flat,opes,7.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.1466552997482879,0.5118563127334302,0.12304490359660941,0.9336501080158883,74.74912452337735,0.059745347927271895,0.49461816505675443,0.10516633796399785,0.5361191514117789,1571512.0,785473.0,0.5606616070722583,0.21830266483105232,160.0,2.3108344078063965,0.0,143.21242530550808,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed8__N1024__T120000__b4_p500_s0.05_ginf__ed092f188392,opes_wca,representative,opes_flat,opes,8.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.140922145083675,0.5240579146299396,0.11726193414595235,0.9126708518502682,71.8001101611671,0.06274003089439731,0.5203061372033865,0.07880219776453043,0.5025506685824302,1615809.0,807626.0,0.555253262417419,0.21222351806738765,160.0,2.3005080223083496,0.0,142.27061792556196,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h2_w2_n10_a1.5__seed9__N1024__T120000__b4_p500_s0.05_ginf__29a256c770cf,opes_wca,representative,opes_flat,opes,9.0,120000.0,1024.0,122880000.0,1.0,2.0,2.0,10.0,100.0,1.5,2.0,4.0,500.0,0.05,inf,meanforce,0.14023412645350974,0.4892422979695713,0.12280194523539852,0.9085568627801325,94.33083492509014,0.0597079518445401,0.48957672720621853,0.09245653939179956,0.49905700889926385,1563250.0,781341.0,0.5542153010598123,0.21071586862815064,160.0,2.320117473602295,0.0,138.0649878066033,b1_h2_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed0__N1024__T120000__b4_p500_s0.05_ginf__a81ad9ca947e,opes_wca,representative,opes_flat,opes,0.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.18967275306089057,0.6471368806877668,0.12295113901157896,1.4150670443795803,107.98659235123903,0.06911953922609067,0.646850815086188,0.0997135494498313,0.7200631218397123,1188831.0,594145.0,0.4314769683755614,0.19782113507883897,160.0,3.8763906955718994,0.0,142.89238816685975,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed1__N1024__T120000__b4_p500_s0.05_ginf__9b3e0e155971,opes_wca,representative,opes_flat,opes,1.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.19975615195249402,0.6493768778389599,0.1271379554693542,1.500967049878247,106.8609981882889,0.07645909778486917,0.6494538912758677,0.1445633530472918,0.714376212545504,1190664.0,595044.0,0.434647870074607,0.19960802326144986,160.0,3.8623063564300537,0.0,142.04875199124217,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed2__N1024__T120000__b4_p500_s0.05_ginf__d41b09dcf817,opes_wca,representative,opes_flat,opes,2.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.1966454723134836,0.6686404133263035,0.12284867545106438,1.4323413570707337,109.65314986157067,0.07240013216790235,0.6935062433094881,0.1543128614977169,0.7232412527180482,1176006.0,587707.0,0.42967220954872715,0.19236451418105682,160.0,3.8751602172851562,0.0,136.58742157556117,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed3__N1024__T120000__b4_p500_s0.05_ginf__3ca64dbde094,opes_wca,representative,opes_flat,opes,3.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.20538922691788677,0.6599693547362451,0.12214927222623259,1.4618160071038664,110.45206690228358,0.07840321047449213,0.62358597482584,0.1091024098787786,0.7292832649975978,1233911.0,616681.0,0.4235362987500931,0.18982719106303803,160.0,3.880805253982544,0.0,140.27411054819822,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed4__N1024__T120000__b4_p500_s0.05_ginf__f6800f2e9267,opes_wca,representative,opes_flat,opes,4.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.19544988070949956,0.677777911374137,0.12810834484172665,1.4754600155052484,109.39093786645094,0.06430700088073475,0.6527676742597753,0.12496434156909123,0.7150527206407854,1178879.0,589166.0,0.42936848956751233,0.19247064662384702,160.0,3.885429859161377,0.0,141.0968353273347,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed5__N1024__T120000__b4_p500_s0.05_ginf__20b03562972a,opes_wca,representative,opes_flat,opes,5.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.19546992707891386,0.6408113671603474,0.11646337201323967,1.3599269775485863,111.37613432265665,0.06697076163416014,0.6083096732239455,0.12881811233026383,0.7282072141328234,1229825.0,614632.0,0.4274288936208007,0.19199017078390723,160.0,3.882943630218506,0.0,136.50741021800786,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed6__N1024__T120000__b4_p500_s0.05_ginf__219d4098006e,opes_wca,representative,opes_flat,opes,6.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.19502766933841872,0.6676794337691881,0.12972632120356908,1.527948781912896,104.88592050932496,0.06691673037029033,0.6381816594525856,0.1556181910102932,0.6802908508149342,1196436.0,597941.0,0.4259623845091541,0.19189364829577804,160.0,3.8869574069976807,0.0,141.5650019561872,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed7__N1024__T120000__b4_p500_s0.05_ginf__51de14b8a07a,opes_wca,representative,opes_flat,opes,7.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.2008652574257136,0.6657880002461742,0.13114749918245563,1.5094210431325423,119.37736546152684,0.07240098439012603,0.6256120226584955,0.13131924579158752,0.6960094145967153,1177349.0,588396.0,0.4342679578420551,0.19499629677742197,160.0,3.877314567565918,0.0,141.6634779497981,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed8__N1024__T120000__b4_p500_s0.05_ginf__e496a451c04a,opes_wca,representative,opes_flat,opes,8.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.19787827793760948,0.6657910622989499,0.1339491873382026,1.5041503243213346,102.44586661673696,0.06641615397682256,0.6202040482969127,0.12366263932409872,0.7651429245250565,1209859.0,604636.0,0.4296355564558346,0.19255764095653846,160.0,3.869431972503662,0.0,136.59313960652798,b1_h4_w2_n10_a1.5
representative__opes_flat__b1_h4_w2_n10_a1.5__seed9__N1024__T120000__b4_p500_s0.05_ginf__becd080361f5,opes_wca,representative,opes_flat,opes,9.0,120000.0,1024.0,122880000.0,1.0,4.0,2.0,10.0,100.0,1.5,4.0,4.0,500.0,0.05,inf,meanforce,0.20856337503092814,0.6947831826178774,0.11977156837554791,1.4469322738085275,114.75976268638988,0.08194097694892198,0.7063979234602973,0.18088901612907982,0.6747411194588925,1115006.0,557211.0,0.4291451253546307,0.19547896956933633,160.0,3.8599929809570312,0.0,143.257500060834,b1_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed0__N1024__T120000__b4_p500_s0.05_ginf__20284038cad9,opes_wca,representative,opes_flat,opes,0.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.0899542630757718,0.40346307909344536,0.30090742998186965,2.2282596531686925,85.23484293966523,0.060754766792849864,0.431626358433474,0.4798983738473149,0.9425803625035543,248227.0,123729.0,0.13508838949901342,0.09626609514495928,160.0,4.131485939025879,0.0,141.4871885497123,b2_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed1__N1024__T120000__b4_p500_s0.05_ginf__f019332e0f2c,opes_wca,representative,opes_flat,opes,1.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.11034796281884825,0.4218467468652692,0.2701695544553928,2.2902440458837083,75.59145002966875,0.050787791650264265,0.40077165768106027,0.3640539919458496,0.987395957642704,433074.0,216185.0,0.142444121772764,0.09472282829902544,160.0,4.196093559265137,0.0,136.60223670024425,b2_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed2__N1024__T120000__b4_p500_s0.05_ginf__2fe2d31ea454,opes_wca,representative,opes_flat,opes,2.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.08527211832020187,0.4123562842680975,0.26283983933899907,2.2332930154274377,81.70777878120624,0.04915656564885276,0.39679126194107567,0.4186361697931626,0.9860087536257849,321820.0,160548.0,0.14443045940682644,0.09662812262609842,160.0,4.120797634124756,0.0,143.02570131327957,b2_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed3__N1024__T120000__b4_p500_s0.05_ginf__f0672ee14a84,opes_wca,representative,opes_flat,opes,3.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.10007406084466827,0.3835193006053322,0.3106675572818758,2.3425287190731385,79.76121604263399,0.05501562901049772,0.36555436226711063,0.4882767623387531,0.9627552714630848,464716.0,231959.0,0.13110235929284383,0.09481995320340723,160.0,4.293055057525635,0.0,143.6831999765709,b2_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed4__N1024__T120000__b4_p500_s0.05_ginf__aba6cb957544,opes_wca,representative,opes_flat,opes,4.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.09410555641549302,0.3760817571043209,0.295403454618898,2.329125023040042,77.5039590340756,0.04092314055775719,0.31548092316730736,0.4060025130302456,1.019572857041858,493060.0,246159.0,0.1367847676135712,0.09476552077654492,160.0,4.249353408813477,0.0,136.62482727784663,b2_h4_w2_n10_a1.5
representative__opes_flat__b2_h4_w2_n10_a1.5__seed5__N1024__T120000__b4_p500_s0.05_ginf__66fb1e631443,opes_wca,representative,opes_flat,opes,5.0,120000.0,1024.0,122880000.0,2.0,4.0,2.0,10.0,100.0,1.5,8.0,4.0,500.0,0.05,inf,meanforce,0.09711350327252623,0.38141324778331803,0.29087962043302007,2.317090020530752,84.24966914707544,0.04232861123325369,0.32146479417627366,0.38390411052776846,1.005894956346624,498723.0,248998.0,0.13890875640537678,0.09411182571559426,160.0,4.246986389160156,0.0,143.12687148712575,b2_h4_w2_n10_a1.5
