method,target_type,seed,t,x_bin_center,conditional_l2_y,conditional_kl_y,n_samples_in_bin
abf_fr_estimated,estimated,0,199.998,-1.5,0.3940882715085202,0.1270254492894634,81
abf_fr_estimated,estimated,0,199.998,-0.5,0.3515013720989892,0.2957696836150364,63
abf_fr_estimated,estimated,0,199.998,0.0,0.1764761371723157,0.1063773743750531,104
abf_fr_estimated,estimated,0,199.998,0.5,0.4024840631166619,0.2894578325152702,84
abf_fr_estimated,estimated,0,199.998,1.5,0.1547742760603599,0.0328545073463724,92
abf_fr_estimated,estimated,1,199.998,-1.5,0.3923729564852378,0.0690350803282257,88
abf_fr_estimated,estimated,1,199.998,-0.5,0.4707273672405994,0.3527083508617664,94
abf_fr_estimated,estimated,1,199.998,0.0,0.3471319291155352,0.1491675840405681,83
abf_fr_estimated,estimated,1,199.998,0.5,0.307639222541224,0.2278909705697375,64
abf_fr_estimated,estimated,1,199.998,1.5,0.3794741679970713,0.0834290498836127,86
abf_fr_estimated,estimated,2,199.998,-1.5,0.168195704444818,0.0589254244832026,78
abf_fr_estimated,estimated,2,199.998,-0.5,0.3457170875315924,0.2812270711325664,73
abf_fr_estimated,estimated,2,199.998,0.0,0.264409441169321,0.1350440526987973,79
abf_fr_estimated,estimated,2,199.998,0.5,0.5438111312443997,0.4624129748182798,92
abf_fr_estimated,estimated,2,199.998,1.5,0.1948697233887519,0.0401931682150839,87
abf_fr_estimated,estimated,3,199.998,-1.5,0.353780193588199,0.1108941857724048,83
abf_fr_estimated,estimated,3,199.998,-0.5,0.3519423510681407,0.2886698903294784,75
abf_fr_estimated,estimated,3,199.998,0.0,0.5230965858131337,0.2077899563061397,75
abf_fr_estimated,estimated,3,199.998,0.5,0.2511553936026156,0.1239924239127545,83
abf_fr_estimated,estimated,3,199.998,1.5,0.1390198437395495,0.0256255240988397,92
abf_fr_estimated,estimated,4,199.998,-1.5,0.1736343368233762,0.0581800215024436,90
abf_fr_estimated,estimated,4,199.998,-0.5,0.3881727686335342,0.3297466370780505,76
abf_fr_estimated,estimated,4,199.998,0.0,0.2885794269350038,0.1172462760637681,99
abf_fr_estimated,estimated,4,199.998,0.5,0.4199202182809555,0.3046262524155881,89
abf_fr_estimated,estimated,4,199.998,1.5,0.3257219616092044,0.0455396325256951,76
abf_fr_estimated,estimated,0,199.998,-1.5,0.2343432110228244,0.0381478993314813,109
abf_fr_estimated,estimated,0,199.998,-0.5,0.3935403006393606,0.3350221082434081,82
abf_fr_estimated,estimated,0,199.998,0.0,0.2400880880728502,0.0576725171022431,97
abf_fr_estimated,estimated,0,199.998,0.5,0.3858988857210578,0.2619960286767185,76
abf_fr_estimated,estimated,0,199.998,1.5,0.4564095064509514,0.1099571886267066,74
abf_fr_estimated,estimated,1,199.998,-1.5,0.4034759147387277,0.1102994824653029,87
abf_fr_estimated,estimated,1,199.998,-0.5,0.4760750223567401,0.3211930726577026,86
abf_fr_estimated,estimated,1,199.998,0.0,0.1894153014985915,0.0981104975594407,84
abf_fr_estimated,estimated,1,199.998,0.5,0.3470883099930685,0.2552468438781556,66
abf_fr_estimated,estimated,1,199.998,1.5,0.255951965026557,0.0525271483160405,89
abf_fr_estimated,estimated,2,199.998,-1.5,0.1373446723294392,0.0234485562145346,80
abf_fr_estimated,estimated,2,199.998,-0.5,0.2076438872433619,0.1833108978809022,77
abf_fr_estimated,estimated,2,199.998,0.0,0.2913904788429466,0.1279103498459506,90
abf_fr_estimated,estimated,2,199.998,0.5,0.229695152064965,0.1535011180582561,94
abf_fr_estimated,estimated,2,199.998,1.5,0.3736745433318083,0.0748009936774824,71
abf_fr_estimated,estimated,3,199.998,-1.5,0.2108100067718124,0.0283881875253359,72
abf_fr_estimated,estimated,3,199.998,-0.5,0.3164597118185112,0.1900613017164657,80
abf_fr_estimated,estimated,3,199.998,0.0,0.2661546914339105,0.1833676010763456,94
abf_fr_estimated,estimated,3,199.998,0.5,0.3230734000626446,0.220488226195086,74
abf_fr_estimated,estimated,3,199.998,1.5,0.3023563183221268,0.0556009210502133,101
abf_fr_estimated,estimated,4,199.998,-1.5,0.1570143363737389,0.0309892882457002,86
abf_fr_estimated,estimated,4,199.998,-0.5,0.310797746168852,0.2787630705709695,97
abf_fr_estimated,estimated,4,199.998,0.0,0.2962081515877412,0.1185562635006677,91
abf_fr_estimated,estimated,4,199.998,0.5,0.419606441047154,0.2704080917581942,79
abf_fr_estimated,estimated,4,199.998,1.5,0.1888105625755201,0.0892418715034273,57
abf_fr_estimated,estimated,0,199.998,-1.5,0.2600232455913059,0.0482524369361361,86
abf_fr_estimated,estimated,0,199.998,-0.5,0.2369098720012966,0.1515046666895941,78
abf_fr_estimated,estimated,0,199.998,0.0,0.3497212243284513,0.0963751179038528,87
abf_fr_estimated,estimated,0,199.998,0.5,0.3953245365545919,0.323758041922488,87
abf_fr_estimated,estimated,0,199.998,1.5,0.3210177872632857,0.0671068480281382,73
abf_fr_estimated,estimated,1,199.998,-1.5,0.2479867934560174,0.0405477800057416,89
abf_fr_estimated,estimated,1,199.998,-0.5,0.3014505509687255,0.2768993997133937,71
abf_fr_estimated,estimated,1,199.998,0.0,0.3176060301455707,0.1386925447698517,83
abf_fr_estimated,estimated,1,199.998,0.5,0.2558402302402215,0.2134887688001383,84
abf_fr_estimated,estimated,1,199.998,1.5,0.1988657509863474,0.0225291981426392,79
abf_fr_estimated,estimated,2,199.998,-1.5,0.120854573788839,0.0230457398695902,94
abf_fr_estimated,estimated,2,199.998,-0.5,0.3005011279373168,0.4169841936294575,79
abf_fr_estimated,estimated,2,199.998,0.0,0.1990035967315856,0.1660992164397306,85
abf_fr_estimated,estimated,2,199.998,0.5,0.356541696770465,0.2014250525676099,97
abf_fr_estimated,estimated,2,199.998,1.5,0.1257407874822413,0.0194234514320417,95
abf_fr_estimated,estimated,3,199.998,-1.5,0.3171291496317023,0.0644984996506931,87
abf_fr_estimated,estimated,3,199.998,-0.5,0.3475982606153143,0.1937819999721614,91
abf_fr_estimated,estimated,3,199.998,0.0,0.382298807431492,0.1338005811234449,89
abf_fr_estimated,estimated,3,199.998,0.5,0.3522962238164153,0.3541506383409217,79
abf_fr_estimated,estimated,3,199.998,1.5,0.2497288046281869,0.0347502322490592,90
abf_fr_estimated,estimated,4,199.998,-1.5,0.2118478565282211,0.0668600918819385,79
abf_fr_estimated,estimated,4,199.998,-0.5,0.2249756314215899,0.1341506529424558,83
abf_fr_estimated,estimated,4,199.998,0.0,0.2671240363131544,0.1492023245269582,97
abf_fr_estimated,estimated,4,199.998,0.5,0.2780367620237151,0.2282524688514634,92
abf_fr_estimated,estimated,4,199.998,1.5,0.3183700378767577,0.0498330961547489,77
abf_fr_estimated,estimated,0,199.998,-1.5,0.3711663590959839,0.0960626333343064,84
abf_fr_estimated,estimated,0,199.998,-0.5,0.3176415997468877,0.2231513371339148,76
abf_fr_estimated,estimated,0,199.998,0.0,0.4043657280001104,0.205346765662804,75
abf_fr_estimated,estimated,0,199.998,0.5,0.4070567194916576,0.3529932388161319,76
abf_fr_estimated,estimated,0,199.998,1.5,0.2365176779667721,0.0225834584672987,91
abf_fr_estimated,estimated,1,199.998,-1.5,0.3188143567696042,0.0476480912597634,87
abf_fr_estimated,estimated,1,199.998,-0.5,0.3201658896687207,0.3155441248751287,62
abf_fr_estimated,estimated,1,199.998,0.0,0.1916301467623847,0.1083416000838197,78
abf_fr_estimated,estimated,1,199.998,0.5,0.3922750165212607,0.2252136792164646,82
abf_fr_estimated,estimated,1,199.998,1.5,0.2094332976965739,0.0778751824142403,85
abf_fr_estimated,estimated,2,199.998,-1.5,0.1331094481679444,0.0201954626848948,83
abf_fr_estimated,estimated,2,199.998,-0.5,0.3483292476692012,0.2056058710592063,92
abf_fr_estimated,estimated,2,199.998,0.0,0.4355823564167417,0.1584839379795047,90
abf_fr_estimated,estimated,2,199.998,0.5,0.2695421377003175,0.1989250468015141,87
abf_fr_estimated,estimated,2,199.998,1.5,0.2233405116077026,0.0349194969563984,85
abf_fr_estimated,estimated,3,199.998,-1.5,0.2535061078457032,0.0436280757637328,71
abf_fr_estimated,estimated,3,199.998,-0.5,0.2650713180527348,0.2134189583711588,72
abf_fr_estimated,estimated,3,199.998,0.0,0.2585490296765359,0.1443729876458566,85
abf_fr_estimated,estimated,3,199.998,0.5,0.2938640892129173,0.2182480678927585,82
abf_fr_estimated,estimated,3,199.998,1.5,0.1913943984097187,0.0382321922893035,78
abf_fr_estimated,estimated,4,199.998,-1.5,0.2379251914183326,0.0631963425926868,87
abf_fr_estimated,estimated,4,199.998,-0.5,0.3659945800438717,0.2928619219052227,86
abf_fr_estimated,estimated,4,199.998,0.0,0.3620708361379101,0.1512606025345995,93
abf_fr_estimated,estimated,4,199.998,0.5,0.4665435172376926,0.2834205560085766,68
abf_fr_estimated,estimated,4,199.998,1.5,0.2705517737748042,0.0576806590734163,84
abf_fr_estimated,estimated,0,199.998,-1.5,0.3505529526600361,0.0606223997895095,87
abf_fr_estimated,estimated,0,199.998,-0.5,0.4346450448296414,0.3345075230275395,90
abf_fr_estimated,estimated,0,199.998,0.0,0.2427591947810886,0.1581323068770666,92
abf_fr_estimated,estimated,0,199.998,0.5,0.4244977863030986,0.3109666118335588,74
abf_fr_estimated,estimated,0,199.998,1.5,0.2691966341663982,0.0501785488273774,70
abf_fr_estimated,estimated,1,199.998,-1.5,0.1952421501191288,0.0335596233480137,84
abf_fr_estimated,estimated,1,199.998,-0.5,0.4075727814797828,0.393580818673935,83
abf_fr_estimated,estimated,1,199.998,0.0,0.1456280602884799,0.095258664925859,99
abf_fr_estimated,estimated,1,199.998,0.5,0.4125248317943347,0.3594061608789077,80
abf_fr_estimated,estimated,1,199.998,1.5,0.1196123605136107,0.0910859279738013,76
abf_fr_estimated,estimated,2,199.998,-1.5,0.2063261885300284,0.0354299575658877,79
abf_fr_estimated,estimated,2,199.998,-0.5,0.4145263255819023,0.273728652150419,81
abf_fr_estimated,estimated,2,199.998,0.0,0.291861435317628,0.1119474350320193,103
abf_fr_estimated,estimated,2,199.998,0.5,0.3926707262029761,0.3156597064140083,78
abf_fr_estimated,estimated,2,199.998,1.5,0.2316442174357705,0.0640393661690678,77
abf_fr_estimated,estimated,3,199.998,-1.5,0.236402056085373,0.0437261843096676,91
abf_fr_estimated,estimated,3,199.998,-0.5,0.2018637283940727,0.1089004993433125,84
abf_fr_estimated,estimated,3,199.998,0.0,0.3040583663722509,0.1366253512543419,73
abf_fr_estimated,estimated,3,199.998,0.5,0.4017367578151709,0.3295897521893131,64
abf_fr_estimated,estimated,3,199.998,1.5,0.2446664778036449,0.055804463715243,97
abf_fr_estimated,estimated,4,199.998,-1.5,0.1933854283864506,0.0864104035582184,90
abf_fr_estimated,estimated,4,199.998,-0.5,0.352315027058584,0.2815793657474308,75
abf_fr_estimated,estimated,4,199.998,0.0,0.2946222589437361,0.1089497362511363,94
abf_fr_estimated,estimated,4,199.998,0.5,0.3633289139188856,0.2950343959108588,67
abf_fr_estimated,estimated,4,199.998,1.5,0.3385287669757374,0.0750073234170731,89
abf_fr_estimated,estimated,0,199.998,-1.5,0.2396001068654087,0.0828207767372086,81
abf_fr_estimated,estimated,0,199.998,-0.5,0.2395857500162662,0.1130499255110426,89
abf_fr_estimated,estimated,0,199.998,0.0,0.3628006510173058,0.1273258404889709,100
abf_fr_estimated,estimated,0,199.998,0.5,0.2784177958817202,0.2475266645133363,75
abf_fr_estimated,estimated,0,199.998,1.5,0.3156140285025427,0.0603306229215992,77
abf_fr_estimated,estimated,1,199.998,-1.5,0.2582836298358951,0.0807275244049908,101
abf_fr_estimated,estimated,1,199.998,-0.5,0.2629856824702122,0.226468413796687,81
abf_fr_estimated,estimated,1,199.998,0.0,0.2259409930060444,0.1394028291262442,80
abf_fr_estimated,estimated,1,199.998,0.5,0.5531539430941618,0.4222562514993017,73
abf_fr_estimated,estimated,1,199.998,1.5,0.2411685234009661,0.0848297378932525,87
abf_fr_estimated,estimated,2,199.998,-1.5,0.174010775776861,0.0295176213686286,75
abf_fr_estimated,estimated,2,199.998,-0.5,0.3681301438195208,0.2266466149713829,73
abf_fr_estimated,estimated,2,199.998,0.0,0.3045419064608162,0.1200913138003827,94
abf_fr_estimated,estimated,2,199.998,0.5,0.4141694300811451,0.3815456328945836,83
abf_fr_estimated,estimated,2,199.998,1.5,0.262768461222811,0.041246493147267,80
abf_fr_estimated,estimated,3,199.998,-1.5,0.207491883229221,0.0689543254758143,83
abf_fr_estimated,estimated,3,199.998,-0.5,0.4828972773035667,0.4171678162898016,93
abf_fr_estimated,estimated,3,199.998,0.0,0.3260546382603019,0.1740223328280869,79
abf_fr_estimated,estimated,3,199.998,0.5,0.3847396418122657,0.3271847597594298,86
