seed,t,e_F,e_F_full,e_Fprime
5300,0.0,2.9066038639870517,5.408116675855963,6.564657815288973
5300,1.0,0.6828159690128623,0.7379677026703048,1.7360421334220677
5300,2.0,0.6451243778193347,0.6991405776129972,1.6721785808292182
5300,3.0,0.607280396902351,0.6456954073802763,1.606049086695525
5300,4.0,0.5778556910993714,0.609282146598018,1.5541628218967867
5300,5.0,0.550985745889537,0.5840511600150426,1.49526261446233
5300,6.0,0.5256392068549524,0.5537724532152329,1.440379945147847
5300,7.0,0.5096236848455222,0.5318132209037938,1.4027283815604523
5300,8.0,0.4931652189606163,0.5070321886227547,1.3577584905402758
5300,9.0,0.48133521195299833,0.48872269197098117,1.326479891455196
5300,10.0,0.4676373649459974,0.474091358348952,1.2946394285907896
5300,11.0,0.4551174029399488,0.4592076821176958,1.2635436923755714
5300,12.0,0.4465387509042013,0.4482151567197587,1.2419041134091942
5300,13.0,0.4352033918167944,0.43556958442886623,1.2123462842269097
5300,14.0,0.4227664318862066,0.42155512894927377,1.1778235041906677
5300,15.0,0.4139684602634919,0.41099826630258685,1.1537986378015286
5300,16.0,0.40764312721136386,0.401216366852621,1.1326289847706006
5300,17.0,0.40256713186705595,0.39425747007314416,1.1172748719924233
5300,18.0,0.3978956020932234,0.38753782606704806,1.1009840648780054
5300,19.0,0.3905400446315132,0.37824735780928426,1.0788369294972984
5300,20.0,0.3838926196507936,0.3708950053576954,1.0621068601485528
5300,21.0,0.37722416223865335,0.3639782476961007,1.0463991043108698
5300,22.0,0.37058770583148476,0.3571510704738553,1.0291234795267643
5300,23.0,0.3643158359903276,0.35091636944501803,1.015525348732633
5300,24.0,0.36024390898562925,0.3458853820075438,1.0049355908646906
5300,25.0,0.3574032507746859,0.3417215636949282,0.9942589724890502
5300,26.0,0.35304206489622414,0.3366264447625089,0.979771067173496
5300,27.0,0.34997789514311173,0.33332738201501816,0.9722317956103842
5300,28.0,0.34616077487665053,0.32910102330922314,0.9622536257363358
5300,29.0,0.34210302314081453,0.3247494949988241,0.9527738326605955
5300,30.0,0.3405947666879961,0.32188486776498404,0.9465565913875048
5300,31.0,0.3377495759499982,0.31835775621669393,0.9391415310357706
5300,32.0,0.33523693188388676,0.3150310716489781,0.9305965923724551
5300,33.0,0.33419777386248495,0.31302033545440705,0.9260306698436348
5300,34.0,0.33294354031510803,0.3114705154997149,0.9234650485900969
5300,35.0,0.3312797815078935,0.3095602167576101,0.9208376648572882
5300,36.0,0.3300546913340375,0.30794769874274236,0.9169320886169723
5300,37.0,0.3285140906844702,0.3064169741249928,0.913743989888074
5300,38.0,0.32796417603739164,0.3052809232303327,0.9128838333544781
5300,39.0,0.3258272767574904,0.3026695025746322,0.9070628117385982
5300,40.0,0.32395235056508137,0.3005129464594495,0.9022288158421744
5300,41.0,0.3225376239372352,0.29864135492094146,0.8978684137873222
5300,42.0,0.3194728066380181,0.2953918850306173,0.8893563480719369
5300,43.0,0.317648586843831,0.293304158469799,0.8847781165040123
5300,44.0,0.3164237088760362,0.2916977114487687,0.8801449750769944
