seed,arm,e_F_final,e_F_full_final,e_Fprime_final,e_F_integrated,ancestor_ess_final,n_replacements,gamma_final,tau_final
5200,A6b,0.05046761939198787,0.06192286115197229,0.1378875189775706,27.87994001955617,256.0,0,"[0.0027228524711095567, 0.0023943766107813883, 0.002661529669409966, 0.0041286882055920245, 0.002853504451496583, 0.002585491170861265, 0.002427002089284004, 0.0014250187219934996, 0.0012391310802054392, 0.0010932552453427598, 0.0013361225307384264, 0.002112482076801032, 0.008858707631642652, 0.03266352848673682, 0.06023288976238512, 0.00632698425258381, 0.004173418067799286, 0.06813729291483153, 0.04840348642345267, 0.022067672158406822, 0.0033922271364159253, 0.001465345080782918, 0.001053488809040818, 0.001357974931543728, 0.002252079397215615, 0.0033516816223547797, 0.006470879813043781, 0.007877328566741323, 0.00603199891723197, 0.0031195446978418044, 0.0023999846496552744, 0.0023951400945990443]","[0.01675880796486501, 0.011521581616237522, 0.012173070010320253, 0.017405173220102686, 0.01166455104720055, 0.011888152979277646, 0.014929499491100992, 0.0077354909664716885, 0.009431643261678134, 0.006777644179814853, 0.011539428021616074, 0.013584533612494716, 0.025037355459610007, 0.017818762998576227, 0.02713000118561228, 0.0190292259117989, 0.016120765935618335, 0.03683094267176884, 0.020555395044603634, 0.019357922726018217, 0.00988360696471462, 0.011044405931105668, 0.006157797366758389, 0.009449064962100923, 0.010876329822698714, 0.01005760519707599, 0.014896963668747406, 0.014833961825793978, 0.013347560675368826, 0.010181174294674813, 0.009559546973284448, 0.013125313036699456]"
5201,A6b,0.05068832177147823,0.062368300463439955,0.17913066839227676,20.941882877495768,256.0,0,"[0.0018395800795088235, 0.001607555291014183, 0.002629313601498536, 0.0024712157891221835, 0.0030469580760464094, 0.002052541683751551, 0.0017335013464402052, 0.0011766835499780978, 0.0009643710302608272, 0.0009238157726379578, 0.001115018047633086, 0.0017278633312512747, 0.006353372849593306, 0.037971796384009236, 0.06283523822115761, 0.006687125750721858, 0.004536080657797354, 0.05283400980019554, 0.08143864872528234, 0.013909968975343202, 0.0027586102169046434, 0.0011693779012803573, 0.000909130680733101, 0.0011074752952786723, 0.0016257781229514208, 0.0041739584267567265, 0.006541447232336046, 0.005743850660401963, 0.006411651397940088, 0.0023567733376174283, 0.0016445842501261075, 0.0023801070178957034]","[0.009633837959580921, 0.006840998852475434, 0.012965697200592105, 0.00971337956585189, 0.013195955707731922, 0.00980793579343142, 0.011351246680935121, 0.007804237262736523, 0.006866072270758937, 0.008021475829384516, 0.011048290101652498, 0.011130503069032847, 0.01457223995002437, 0.020922051443927888, 0.030162346044877546, 0.01933979932687325, 0.014114683674279635, 0.026400184236245305, 0.03712793189659533, 0.016493446593893336, 0.01295928587972585, 0.010465428999560013, 0.0072339319624738704, 0.008988496728150287, 0.008670671596016566, 0.016934575611048396, 0.018382062053401777, 0.012832598804542199, 0.01613246726469692, 0.007453284540255923, 0.008864970485257173, 0.015244613328404337]"
5202,A6b,0.03926337336195807,0.06765114126990404,0.1686624212806113,18.2646575190663,256.0,0,"[0.0021114121627078103, 0.00230859278580778, 0.003132756692757166, 0.0032659818819527338, 0.0038740569768533776, 0.003827541082304557, 0.002029319949676471, 0.001547607008549585, 0.0012523033502331673, 0.0010639398776100067, 0.0013157244740077175, 0.0020932188557389693, 0.012634063645629641, 0.046785033960426166, 0.05926836783273391, 0.004837877922055183, 0.005639480343601327, 0.06658113733720877, 0.049210846877630526, 0.023169265683170365, 0.003024433877501435, 0.0013674716218011703, 0.0011314470940507518, 0.0012932989004046816, 0.00218495010020697, 0.004597559848697811, 0.007725158640364107, 0.006316351111897861, 0.006657928348179783, 0.003819530439481907, 0.003215882220300644, 0.002626824160593384]","[0.009928096612467298, 0.009714831999002577, 0.014951562944804304, 0.012681277697974544, 0.016632290689143316, 0.02062329822425302, 0.011896157157882262, 0.011930490193915946, 0.012045023075942107, 0.004306905306941508, 0.010718683167508035, 0.010461934729968592, 0.022470718342716096, 0.024178603148691708, 0.027158355646546874, 0.013549327768077594, 0.01998034085503077, 0.03236141218996773, 0.023442375954327327, 0.02840452161295811, 0.01422144297459624, 0.011579874942227213, 0.01121607914579187, 0.008907810710327861, 0.012489534429173051, 0.017712069807383254, 0.018455807047832683, 0.01125326666536061, 0.014345060241870742, 0.01359093075212707, 0.01676807401523751, 0.016861612822486678]"
5203,A6b,0.0509082946630085,0.07752801840207178,0.22332577071698312,18.96240178826699,256.0,0,"[0.0022006742663282907, 0.0016464965860301989, 0.0027214241541122673, 0.003694429005581836, 0.004022288510439946, 0.0036989951052690505, 0.0019141276179820152, 0.0015873306561338956, 0.0012367608005107971, 0.0011042443630446376, 0.0013454568485249943, 0.0025347134451765303, 0.015681112751330425, 0.05898068912210932, 0.06403515105404162, 0.007314692854112893, 0.007059922130625053, 0.06909163105641324, 0.04890849452230385, 0.016952277360661745, 0.0026855781040409383, 0.0014706516771634758, 0.0012135256361314245, 0.0013854110899398336, 0.002392449977342974, 0.0037193230574982723, 0.007174997878868358, 0.0062213587703798265, 0.009673507935881754, 0.003299012390225907, 0.0027469423901426327, 0.0027063757068960543]","[0.012035999987575102, 0.010022604379269997, 0.012149871700789145, 0.01601634489735918, 0.018444245917020936, 0.021038254906095153, 0.010761878866074201, 0.011776145102552845, 0.00985124943639499, 0.00652795535521279, 0.010987690350663116, 0.012450783002802364, 0.018888223877714085, 0.029302224973236052, 0.02986737097032719, 0.021157109586842908, 0.021303935923998134, 0.03316126532603935, 0.02413466057545607, 0.020000521148262597, 0.010076217277794682, 0.012331065042447714, 0.014716573779889051, 0.010129893393700282, 0.01342235569617807, 0.012664747861188508, 0.01703711524165021, 0.011681301571198083, 0.02267668006097681, 0.012242913261035054, 0.013518177551461013, 0.017888645849076]"
5204,A6b,0.07475116289309346,0.08882908733682376,0.30920845486061166,19.962369692413304,256.0,0,"[0.0022641324046787175, 0.0023239480459055716, 0.00234077514855176, 0.004760259007364606, 0.003987525397173191, 0.0035597956970373976, 0.002384694345767559, 0.0013220060051841863, 0.0011622033317569575, 0.001060734733268954, 0.0012608472984421708, 0.0026716050878812453, 0.014226767427795748, 0.03298828615047477, 0.05217269232567155, 0.00938931224164926, 0.006521533988293207, 0.06088748119714733, 0.038112704944033717, 0.01735081638635643, 0.0024208105482663445, 0.0012608944629928398, 0.0011347092084682618, 0.0012958659257119652, 0.0017200250585703812, 0.004689051018199409, 0.004711494502780527, 0.009713724332038728, 0.004979793357521558, 0.003363894856236281, 0.0025251738138196704, 0.0024473096496252004]","[0.012089973559684466, 0.011133567928689938, 0.009117270610715395, 0.01921628874141006, 0.016316174661478538, 0.017802258250876512, 0.015919735071122577, 0.007283617161271453, 0.008689790950854101, 0.007379791817468975, 0.009792573694486047, 0.013390755984872478, 0.020204514646664166, 0.018840570312683876, 0.026194077791428988, 0.02319761212393869, 0.017075771563011388, 0.02940402739450969, 0.020593743873718814, 0.019562605970970343, 0.008705513213401102, 0.008108411605077095, 0.013400727332038245, 0.009298225107428112, 0.007309756765622211, 0.01827956800827, 0.011098334393938331, 0.02089525052964169, 0.01127965947463534, 0.012086720944210512, 0.009139196651939083, 0.014084598367583828]"
5205,A6b,0.042810300670332896,0.0740910945899072,0.15267652826303307,20.54654960314121,256.0,0,"[0.0025003156245737247, 0.0018254177535561742, 0.002771912906797286, 0.004212585053792894, 0.004417567891848581, 0.0030119478824102187, 0.0023481648689599594, 0.0014628101589244376, 0.0012263463612346708, 0.001126573676193508, 0.001465514897026826, 0.002424554085694479, 0.011491747247900693, 0.04748054980802583, 0.06819438368561907, 0.004463725080258428, 0.005312526687340596, 0.047833604951942714, 0.056828267779906225, 0.022105666759039907, 0.003107802273820746, 0.001246306764191779, 0.001130677291348262, 0.0014794678063989122, 0.0023958487238844445, 0.0048348922885764626, 0.010340117655132531, 0.011186008373117428, 0.0068041490041275965, 0.0037583898122694162, 0.0021351168560976804, 0.001784983994676359]","[0.014858153605773724, 0.012431170655483168, 0.012295250930935182, 0.01719009437390083, 0.01785526243900037, 0.013945470098617144, 0.015796024551719818, 0.009852509065343063, 0.010084658644306094, 0.009298916544205555, 0.01554860732957463, 0.014064149973406801, 0.019892865976611364, 0.02296685544097786, 0.031074931723486927, 0.013358772606880481, 0.019927805657253283, 0.02321691561098418, 0.02395841207369276, 0.02353291894943284, 0.012359212060041232, 0.006578520157034428, 0.009765078721867175, 0.013641331672362868, 0.012985653717504295, 0.01566878019509608, 0.02151241892889308, 0.018597905083522256, 0.01423527383309655, 0.01442746355930595, 0.008707114355821914, 0.008179120967329407]"
5206,A6b,0.04943697639397393,0.08510491391870638,0.1948552033747191,17.830120939184823,256.0,0,"[0.0023566581421688537, 0.0017780949802462982, 0.0022604661527825167, 0.003465637966970787, 0.0030850314870400908, 0.003421024376011851, 0.002033311825132799, 0.0013478581381264473, 0.0011181947668550993, 0.0010313034194083294, 0.0013903933341016732, 0.0025399413779975803, 0.013171286155454131, 0.029758811784022215, 0.058968679165686086, 0.005561490262828721, 0.005396939734598029, 0.06495053591847275, 0.033191289153577344, 0.009089558321878492, 0.002011630410549601, 0.001242053010844968, 0.0010009245991476942, 0.0012676371456769768, 0.0019027521611598075, 0.003438871072796457, 0.007605856007169269, 0.008403072422546006, 0.0068906458863687865, 0.00291647984452228, 0.0026449852040361537, 0.001779550700846096]","[0.013205132851929386, 0.013592047481547256, 0.010383862525532337, 0.01536454732304963, 0.0129514962597263, 0.018227624911170942, 0.01295903450567137, 0.00896752101754048, 0.00977078132480249, 0.010344390344034669, 0.013840460008737683, 0.012868838932571187, 0.017067046646378446, 0.015104487977092651, 0.028530108277068717, 0.016199687392028723, 0.017346622083276357, 0.030133801736479247, 0.01616908784788514, 0.014046692699020043, 0.009275574049648676, 0.010864790005325172, 0.007333254674240174, 0.010964302823518872, 0.010996811313314583, 0.011965787040832208, 0.017783474590864944, 0.014423907997196886, 0.015196571710499299, 0.011510252639997191, 0.012689133835726183, 0.009428343799656699]"
5207,A6b,0.04703489695244711,0.05672669815653798,0.1650629377327323,19.86989947954139,256.0,0,"[0.002282042392959772, 0.0025950757505551784, 0.0025165980683086687, 0.0031236321641723913, 0.003471266051658966, 0.002688540672867107, 0.0018256902113624163, 0.0015045164181282118, 0.001117678736829573, 0.001070403840000589, 0.001226110243605534, 0.0021541111674791853, 0.009637504356017262, 0.036630974131674994, 0.05918707940734367, 0.005430300699931303, 0.005140404350964207, 0.060939244369205434, 0.041017384611374316, 0.02023202820821679, 0.002443403420340565, 0.001242666706784665, 0.0010344003713392243, 0.0012604282855892264, 0.0018131529091566809, 0.003377330302949594, 0.0051516189358894494, 0.007129773402239062, 0.006313840089197096, 0.0035325632055494167, 0.0028866144441775463, 0.002788766702350261]","[0.013762826537476076, 0.011934359565627946, 0.011805165615933347, 0.01287891958467138, 0.015209188660137839, 0.01336032631468849, 0.011026730961843749, 0.011507835178241633, 0.008284983702690417, 0.011336833588839993, 0.009776248975002944, 0.012132268120317723, 0.017464105973353548, 0.018854880624108596, 0.027491281549120263, 0.01566629575189662, 0.01935870389165543, 0.03027531528758297, 0.01814330425966455, 0.02427979693423289, 0.010323162497670669, 0.009498016582709698, 0.008875802685663207, 0.011775256732188264, 0.011620710123259635, 0.015449606130377845, 0.015371417424575786, 0.01640482955248776, 0.01471939119225723, 0.012076195257555027, 0.012537514672560507, 0.0186331386381264]"
5208,A6b,0.06856456444772796,0.07008908714055276,0.18229783892293744,24.307923198977516,256.0,0,"[0.002103530628413998, 0.0023482731643249314, 0.0026589532371024643, 0.003053566100372464, 0.003534093753737818, 0.0028040164128013403, 0.0020817612032634466, 0.001396597893275812, 0.0011782685874994281, 0.0010552833914232408, 0.0013013939057480357, 0.002260770588268457, 0.005646300193980035, 0.03267661779173219, 0.05432335150527633, 0.007306732614531957, 0.005066623108759641, 0.06842666182761696, 0.05375684262354178, 0.025277699725041274, 0.002882748913811525, 0.001273256352068609, 0.0010874102095084941, 0.0012862757450194675, 0.002639108980227894, 0.002899878058274019, 0.006783852837885815, 0.009759309912038903, 0.0047072679398432685, 0.0036163706329668407, 0.0020132809266343154, 0.0020801772717090493]","[0.01158557962587855, 0.012589575602366197, 0.013133127113145853, 0.012337236779155334, 0.014821188766609818, 0.01391556028649285, 0.012385832093187072, 0.008710819471936204, 0.01037734370054149, 0.008377826356182269, 0.013257670085939002, 0.015556625150145347, 0.013233475167324241, 0.01870805477569946, 0.025681673223773724, 0.017998329541234127, 0.018633531354202326, 0.03431417303753758, 0.02293966271273648, 0.02585953036875658, 0.011198481733159594, 0.008776941523068979, 0.01089190427131511, 0.009464682473626466, 0.015372105765734142, 0.008616420747432635, 0.017882306260441575, 0.026058423229053444, 0.0135570730606877, 0.015700087901031928, 0.012930380284072276, 0.011579543619880997]"
5209,A6b,0.04109392778858108,0.07159476791439698,0.166209471665015,19.285304342423938,256.0,0,"[0.0021237260047708316, 0.0016318749889310726, 0.002525858695377763, 0.003071277876287166, 0.003708744848532174, 0.0031743513216483743, 0.002031081083485417, 0.0016277272357435812, 0.0011367763347350825, 0.0010339259037709086, 0.0011784884830210204, 0.002054427912211279, 0.012373978960178918, 0.042157127460278165, 0.043804290958339084, 0.004272977586045911, 0.004434579312253082, 0.06445118612536146, 0.03564177228550204, 0.017135268875196636, 0.003651021961776177, 0.0012439750789675218, 0.001087209719648699, 0.001310080254596435, 0.002293955641157918, 0.00480573138683383, 0.00677627275037456, 0.008652875076463375, 0.00778390681853238, 0.0020351272026435546, 0.0029880784227415648, 0.002312699826882628]","[0.01122620468147342, 0.009167265778761173, 0.010029865566549723, 0.011623252348462674, 0.015127568631247278, 0.015692129209109843, 0.011594128062436253, 0.0140713588837443, 0.008544559597484661, 0.008010699582772349, 0.008567648733666907, 0.012799554443633534, 0.025045853460719206, 0.020440657761650313, 0.02012045942821639, 0.012421259649278297, 0.014965373069746492, 0.031662490004884344, 0.01668487700686967, 0.01801331654969097, 0.01458653047725864, 0.008349594978638401, 0.011492557965811315, 0.008842891224497667, 0.011842451119417816, 0.016395346355561266, 0.015642178546928148, 0.016774428494592743, 0.017197965012564837, 0.005244469866010373, 0.012999043391227516, 0.014089815816871196]"
