kind,molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,integrated_l2_F,final_l2_Fp,integrated_l2_Fp,early_l2_F,mid_l2_F,low_support_fraction,median_support,n_transitions,n_round_trips,fd_compact,fd_intermediate,fd_extended,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_frac_compact,final_frac_extended,dist_cond_tv_weighted,dist_cond_kl_weighted,dist_cond_basin_err_weighted,dist_cond_support_fraction,final_neff_frac,final_n_kernels,final_l2_F_reweight,cell,F_range_thermal,final_quarter_decrease,norm_final_l2_F,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_application
dist,pentane,fr_oracle,fr_oracle,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_oracle__trans__b2__N1024__T80000__ns8__547a209d9c44,1103.8470796979964,4,1.547464642265815,102.58994575089372,10.30503545948675,500.0658385074929,4.275258104713775,2.34137225676078,0.22340425531914893,5512871.587946229,4823934,8955,3237,171,0,98,801.6636085626911,801.6636085626911,0.0107421875,0.1982421875,0.107421875,0.07287079852282795,0.28149051506656725,0.024417056519480045,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15914531659265876,0.15555845536849247,7.03647709727226e-06,1.1374272046589018e-05,13601.0,0.007205352547606794
dist,pentane,fr_oracle,fr_oracle,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_oracle__trans__b2__N1024__T80000__ns8__547a209d9c44,1103.8470796979964,5,1.5124964772913343,101.93125644741315,10.232314800768247,498.6061661266903,4.472589334959456,2.306584247995497,0.22340425531914893,5549178.326056922,4832610,8966,3737,1504,0,110,747.9144079885878,747.9144079885878,0.013671875,0.2265625,0.0966796875,0.07195477451681614,0.27715002501173563,0.02531543464494566,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15912985740178123,0.15204329025135213,7.898086537754577e-06,1.5625e-05,13601.0,0.008087640614660687
dist,pentane,fr_oracle,fr_oracle,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_oracle__trans__b2__N1024__T80000__ns8__547a209d9c44,1103.8470796979964,6,1.589027593999891,102.3069421766649,10.388703067079389,500.56193186307354,4.1461152345395496,2.368565122294559,0.2127659574468085,5452617.068584669,4833715,8991,3018,973,0,117,788.403007518797,788.403007518797,0.0068359375,0.212890625,0.123046875,0.07195097810172611,0.28668286876160287,0.02489305171986802,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15591370507027444,0.15973655960151795,8.400692044702595e-06,1.2999168053244593e-05,13601.0,0.008602308653775457
dist,pentane,fr_oracle,fr_oracle,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_oracle__trans__b2__N1024__T80000__ns8__547a209d9c44,1103.8470796979964,7,1.518670690618402,100.42469629474098,10.248783672511903,495.7789127557584,4.26543773115033,2.2886188956449764,0.2127659574468085,5536533.1312232,4835001,8983,3565,399,0,86,859.4885245901639,859.4885245901639,0.005859375,0.2294921875,0.0986328125,0.07222164687823318,0.2807041218422657,0.024509210154883936,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.1564142083058971,0.1526639513391996,6.174867656789942e-06,1.4624064059900167e-05,13601.0,0.0063230644805529
dist,pentane,fr_oracle,fr_oracle,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_oracle__trans__b2__N1024__T80000__ns8__547a209d9c44,1103.8470796979964,8,1.4315305274765033,97.75453522220737,10.112780735474647,489.7672569272769,4.477018319405526,2.1855285779687517,0.22340425531914893,5575226.385929458,4862215,9124,3687,1465,0,80,876.7357859531772,876.7357859531772,0.00390625,0.208984375,0.11328125,0.07232982243831154,0.27288879494531426,0.029425187664697768,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15385837110063044,0.14390421052918392,5.744062936548783e-06,8.7890625e-06,13601.0,0.005881920447025954
dist,pentane,fr_uniform,fr_uniform,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b2__N1024__T80000__ns8__99bcaf7b97b2,967.3253423152491,1,1.5922888122207512,102.60544681325804,10.367090395193033,500.0693738913677,4.022524709400636,2.3797841699219884,0.2127659574468085,5524253.537499806,4813042,8861,3520,562,0,97,815.3779160186625,815.3779160186625,0.0087890625,0.2060546875,0.1083984375,0.07337774831528417,0.2866491534176027,0.026864493855782687,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15671834021101302,0.16006439266160893,6.9646763105654e-06,1.1374272046589018e-05,13601.0,0.007131828542018969
dist,pentane,fr_uniform,fr_uniform,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b2__N1024__T80000__ns8__99bcaf7b97b2,967.3253423152491,2,1.4063311521621005,97.1908227345537,10.083816736836685,488.44679249303795,4.554421829249868,2.1369401636132443,0.22340425531914893,5565724.243417715,4868212,9124,3463,1580,0,84,878.2043551088777,878.2043551088777,0.00390625,0.22265625,0.1162109375,0.07065014716463718,0.2731983103833317,0.023933012294383143,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.14981038587254492,0.14137105029204936,6.0312660833762225e-06,9.765625e-06,13601.0,0.006176016469377252
dist,pentane,fr_uniform,fr_uniform,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b2__N1024__T80000__ns8__99bcaf7b97b2,967.3253423152491,3,1.5597414670026875,102.18269563489764,10.33155026244271,499.52476908936137,4.1672944696240215,2.3435639995487123,0.2127659574468085,5462627.574072173,4816186,8972,3445,302,0,105,776.7229629629629,776.7229629629629,0.009765625,0.212890625,0.109375,0.0731672591822527,0.2852371644861879,0.02921503941834199,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.1516027410606443,0.15679257978124886,7.539082604220278e-06,1.26953125e-05,13601.0,0.007720020586721565
dist,pentane,fr_uniform,fr_uniform,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b2__N1024__T80000__ns8__99bcaf7b97b2,967.3253423152491,4,1.5477035521355245,102.59119561612287,10.305577070266663,500.06864002187166,4.275258104714395,2.3413763548892503,0.22340425531914893,5513225.527542492,4823632,8955,3237,171,0,98,801.6636085626911,801.6636085626911,0.0107421875,0.1982421875,0.1064453125,0.07288829610012958,0.2815299131334301,0.024473943072208414,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15899531505856543,0.15558247171709857,7.03647709727226e-06,1.1374272046589018e-05,13601.0,0.007205352547606794
dist,pentane,fr_uniform,fr_uniform,trans,2.0,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b2__N1024__T80000__ns8__99bcaf7b97b2,967.3253423152491,5,1.5125038523638044,101.93129303278295,10.232324176527712,498.6062999166893,4.472589334959755,2.3065845150117363,0.22340425531914893,5549212.7337976135,4832640,8966,3737,1504,0,110,747.9144079885878,747.9144079885878,0.013671875,0.2265625,0.0966796875,0.07195430638817847,0.27715170690986485,0.025315526304447583,0.8333333333333334,,,,production_dist_pentane_b2_trans_g256,9.947801542514195,0.15912621243878775,0.15204403162847335,7.898086537754577e-06,1.5625e-05,13601.0,0.008087640614660687
