step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,chi2,hold_max,n_clones,cooldown_until,row,seed
17000,A4a,0.0,31,False,0.18075360521436337,0.0,0,0.0,False,,1.6217253176930597,,,,12,5212
17000,A4a,0.0,30,False,0.0,0.0,0,0.0,False,,1.9618145743145738,,,,13,5213
17000,A4a,0.1603979293889737,32,True,0.28175000189035476,0.0,18,44.0,False,,2.1246899801587302,632.0,18.0,17632.0,14,5214
17000,A4a,0.0,31,True,0.17036386984733634,0.0,14,30.0,False,,2.1310536237955593,648.0,14.0,17648.0,15,5215
17500,A4a,0.09377933710727965,32,False,0.17203897335338142,0.0,0,0.0,False,,1.3415043290043291,,,,0,5200
17500,A4a,0.09873406836635677,32,False,0.16969672936133215,0.0,0,0.0,False,,1.9131594967532468,,,,1,5201
17500,A4a,0.0,31,False,0.0,0.0,0,0.0,False,,3.259925289764,,,,2,5202
17500,A4a,0.1725364828273707,32,True,0.1876613541510443,0.0,15,30.0,False,,2.296690115440116,576.0,15.0,18076.0,3,5203
17500,A4a,0.14261532595020315,32,False,0.0,0.0,0,0.0,True,,,,,,4,5204
17500,A4a,0.0,30,False,0.0,0.0,0,0.0,False,,2.4121572871572874,,,,5,5205
17500,A4a,0.21934948250780906,32,True,0.21360644316963293,0.0,14,30.0,False,,2.1775940205627706,648.0,14.0,18148.0,6,5206
17500,A4a,0.049972119347241974,32,False,0.23057595884712717,0.0,0,0.0,False,,1.768557224025974,,,,7,5207
17500,A4a,0.11243652636651412,32,True,0.2112663934945044,0.0,15,30.0,False,,2.928722492784993,576.0,15.0,18076.0,8,5208
17500,A4a,0.0,31,False,0.0,0.0,0,0.0,False,,1.3468044500302565,,,,9,5209
17500,A4a,0.13981235904677916,32,False,0.0,0.0,0,0.0,True,,,,,,10,5210
17500,A4a,0.0,31,True,0.19369648650656826,0.0,21,42.0,False,,2.255319322254806,504.0,21.0,18004.0,11,5211
17500,A4a,0.08736671157296745,32,False,0.14304307969811259,0.0,0,0.0,False,,1.2685031114718615,,,,12,5212
17500,A4a,0.0,31,True,0.18723857963555388,0.0,20,42.0,False,,3.0375471302890666,648.0,20.0,18148.0,13,5213
17500,A4a,0.0,31,False,0.0,0.0,0,0.0,True,,,,,,14,5214
