run_id,study,stage,mode,name,method,seed,n_steps,n_replicas,budget,beta,h,w,n_dim,M,a,beta_h,fr_rate,adaptive_support_mode,adaptive_base_fr_rate,l2_f,l2_fp,integrated_l2_f,l2_f_transition,l2_fp_transition,marginal_l2_uniform,marginal_l2_target,marginal_l2_ref,n_barrier_crossings,n_round_trips,fr_event_fraction,max_fr_event_fraction,fr_score_std,fr_score_absmax,fr_score_clip_fraction,final_ancestor_ess,min_ancestor_ess,final_n_unique_ancestor,final_max_ancestor_frac,had_nan,runtime_seconds,wall_seconds,physics_tag
equal_compute__abf__b2_h6_w2_n10_a1.5__seed5__N2048__T60000__c16f70c69c4e,wca_equal_compute,equal_compute,sample,abf,abf,5,60000,2048,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.02694371676550753,0.18447228592970644,28.013048636402942,0.018843690043492525,0.0714580796099637,0.07560739299546372,nan,1.2892411170952458,923348,461111,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.53675069939345,130.53962967079133,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed5__N512__T240000__36076b238d5e,wca_equal_compute,equal_compute,sample,abf,abf,5,240000,512,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.02513992218642226,0.14289002574475615,40.66313093818006,0.018352866076983575,0.06145096711944789,0.07363439954807037,nan,1.2976236577759637,1038681,519202,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,374.3841184452176,374.3891329979524,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed6__N1024__T120000__81125abe2bf1,wca_equal_compute,equal_compute,sample,abf,abf,6,120000,1024,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.027825079558259254,0.16955390006726742,38.70027403574283,0.020496156784580475,0.08020952204519068,0.10466393994459226,nan,1.2596091477291744,986077,492759,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,183.94916695542634,183.9527292381972,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed6__N2048__T60000__55bcbace34d2,wca_equal_compute,equal_compute,sample,abf,abf,6,60000,2048,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.027797040634980265,0.18292987780675957,36.48388345570541,0.021198453454615324,0.08225819107913643,0.09180776284668869,nan,1.2675814379114159,929366,464122,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.40986654534936,130.41276472620666,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed6__N512__T240000__2ecca6357a0d,wca_equal_compute,equal_compute,sample,abf,abf,6,240000,512,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.025984275687041057,0.14705604794153693,51.633413311910275,0.017199465403490353,0.05568705496236419,0.10287152684130035,nan,1.281097634471031,1032545,516136,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,373.0605482365936,373.0654179872945,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed7__N1024__T120000__98eac83c77ad,wca_equal_compute,equal_compute,sample,abf,abf,7,120000,1024,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.027894598507717253,0.16728703261082767,52.31572754543798,0.018630460157203693,0.06697990459692339,0.09028430984201066,nan,1.310970942433753,1007833,503629,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,183.6574065471068,183.66101688798517,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed7__N2048__T60000__b921386a9670,wca_equal_compute,equal_compute,sample,abf,abf,7,60000,2048,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.025611920209177987,0.19314844937888037,24.507284567175656,0.020271444577710823,0.0706594632384666,0.08764555932312401,nan,1.2809731199247314,910523,454691,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.87803883571178,130.8809083364904,b2_h6_w2_n10_a1.5
equal_compute__abf__b2_h6_w2_n10_a1.5__seed7__N512__T240000__42450ee5e1a4,wca_equal_compute,equal_compute,sample,abf,abf,7,240000,512,122880000,2.0,6.0,2.0,10,100,1.5,12.0,0.0,marginal_uniform,0.2,0.028335047244532806,0.14974107221938654,51.86548855907104,0.019316196698288914,0.06658761984467206,0.04860598439383787,nan,1.3196431449446109,1042947,521344,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,369.99975286610425,370.0046966280788,b2_h6_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed0__N1024__T120000__7de4383f00f4,wca_equal_compute,equal_compute,sample,abf,abf,0,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.003339208805476736,0.02321089696000847,12.698884109387876,0.003839126929124061,0.03023263859493857,0.06366697096034812,nan,0.8552115220918927,677660,338565,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,187.07721043843776,187.0807813797146,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed0__N2048__T60000__ea1130c5ec53,wca_equal_compute,equal_compute,sample,abf,abf,0,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.011614905669877978,0.03783987032795916,11.297513766587878,0.007735941747236146,0.04647566970912831,0.14084721921857057,nan,0.8045540561378152,624274,311524,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.928893472068,130.93178225308657,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed0__N512__T240000__9f28d1aa1d34,wca_equal_compute,equal_compute,sample,abf,abf,0,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.003033410676596378,0.02226586548721698,12.428516475056634,0.003435313151159476,0.025659429032110118,0.12078832049966531,nan,0.8042712643557599,695503,347618,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,375.3648206377402,375.3696564314887,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed1__N1024__T120000__4597c625a632,wca_equal_compute,equal_compute,sample,abf,abf,1,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.006305436974768969,0.033483951698421575,12.406890609025876,0.007248659358153881,0.03921126144153046,0.07796304018682967,nan,0.8366539723258364,668652,334054,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,185.55304174032062,185.55669374205172,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed1__N2048__T60000__06e674777a7a,wca_equal_compute,equal_compute,sample,abf,abf,1,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.012850767210260959,0.04539311362127041,11.25435936829146,0.00961315134588859,0.05778284334468231,0.1004086604449526,nan,0.824370164224054,620707,309784,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.38300665747374,130.38588741794229,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed1__N512__T240000__430606caefe2,wca_equal_compute,equal_compute,sample,abf,abf,1,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.0052690220442036155,0.02753743600905301,15.012906287475369,0.004953990659022716,0.029370959504521798,0.07673841904973525,nan,0.8547959436238484,692929,346334,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,370.6144597651437,370.61935065779835,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed2__N1024__T120000__cf648d00e75e,wca_equal_compute,equal_compute,sample,abf,abf,2,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.008422374211167085,0.03339598903517562,12.906684698569052,0.007663837725654222,0.0418393339535262,0.05950695648071424,nan,0.8577561247696274,678173,338824,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,183.81500345934182,183.8185906810686,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed2__N2048__T60000__eaf80ed86a56,wca_equal_compute,equal_compute,sample,abf,abf,2,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.010289743308873854,0.03678577503167587,12.17363382058667,0.007602857594660551,0.044898786272540736,0.11003001497876216,nan,0.8123413572816921,623489,311165,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.38534797821194,130.38823789916933,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed2__N512__T240000__d2efbe4577de,wca_equal_compute,equal_compute,sample,abf,abf,2,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.004230342049144502,0.02797353546322663,12.592333688102755,0.004667474703874898,0.0314544391071683,0.07020933482813536,nan,0.8519619314360399,705864,352800,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,369.7431740993634,369.7480890508741,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed3__N1024__T120000__256e58a34b27,wca_equal_compute,equal_compute,sample,abf,abf,3,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.004899333097185942,0.026887964716710303,12.62807727095159,0.00528874651988472,0.03192351748366251,0.05911496594532242,nan,0.8471481054242253,674396,336932,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,185.44951562583447,185.45314441714436,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed3__N2048__T60000__57822f8c2b01,wca_equal_compute,equal_compute,sample,abf,abf,3,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.018137781175136015,0.056642575450081986,12.701606949943379,0.01194399270247972,0.06764851244622619,0.11932875267348049,nan,0.8388876464976751,613338,306071,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.7208320228383,130.72372970264405,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed3__N512__T240000__996cc005e0a2,wca_equal_compute,equal_compute,sample,abf,abf,3,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.0032528678661711804,0.024657771501908926,14.002950726302918,0.0031933143273680875,0.02438356679463262,0.1251756034984518,nan,0.8039581578715509,698446,349083,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,373.18403749819845,373.1889721201733,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed4__N1024__T120000__fcc2e3a3b701,wca_equal_compute,equal_compute,sample,abf,abf,4,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.007252738236983713,0.035132505050774095,12.162349173535437,0.007023020790611912,0.04450888870693278,0.07443170796170505,nan,0.8370951167178675,677603,338525,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,185.79753358382732,185.8011575359851,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed4__N2048__T60000__08f1d53b61b8,wca_equal_compute,equal_compute,sample,abf,abf,4,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.010383756100066841,0.03783380212281524,10.213042020655267,0.0075576888046859775,0.04583602541887484,0.1321940419801485,nan,0.8030730421251966,631186,314999,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.35995088890195,130.36285076942295,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed4__N512__T240000__8d2a0f5d4c4c,wca_equal_compute,equal_compute,sample,abf,abf,4,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.003896978586493648,0.02514126249943132,16.952883171105398,0.004496819936478169,0.033045986050131246,0.06456568241191192,nan,0.8692554236573697,702440,351089,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,370.3357008099556,370.34063310176134,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed5__N1024__T120000__dade5c8720e4,wca_equal_compute,equal_compute,sample,abf,abf,5,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.0036178600744356136,0.02424697018031714,11.6031539953356,0.003838195668581041,0.023787821216130895,0.07353369739107482,nan,0.841709508179163,682327,340888,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,185.38840475585312,185.39202092587948,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed5__N2048__T60000__c97917d334b0,wca_equal_compute,equal_compute,sample,abf,abf,5,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.010787811016188656,0.036778573926057205,10.906246617969117,0.008177149322094322,0.04767677922133318,0.1254369049180538,nan,0.804541440756092,628516,313666,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.37188484240323,130.37475948501378,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed5__N512__T240000__6075fd6b1130,wca_equal_compute,equal_compute,sample,abf,abf,5,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.005171776374458893,0.02579429931902777,14.114553486171541,0.005453473119075016,0.027329514773847863,0.07962598598744187,nan,0.848376466540222,708804,354268,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,374.37492541316897,374.37990270461887,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed6__N1024__T120000__e908681496c9,wca_equal_compute,equal_compute,sample,abf,abf,6,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.0025638400586232993,0.02268012258726641,11.406960489117285,0.002964300051889489,0.02546318627402444,0.0872918203259602,nan,0.8174230667282936,687750,343600,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,183.63613864965737,183.63972850050777,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed6__N2048__T60000__c75470df18b0,wca_equal_compute,equal_compute,sample,abf,abf,6,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.010021243585384976,0.032467246549480605,11.781759784850657,0.006657849120931768,0.0399576118313754,0.11775903669534214,nan,0.8235313140221354,627873,313337,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.69926636386663,130.70218081586063,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed6__N512__T240000__a66d63caeb54,wca_equal_compute,equal_compute,sample,abf,abf,6,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.005309004797871439,0.029178789523044923,14.105227567680636,0.004557690477170566,0.030124341025725702,0.08508413476974734,nan,0.8373282368458639,701671,350697,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,368.2128577688709,368.21769132092595,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed7__N1024__T120000__c007aecc06e3,wca_equal_compute,equal_compute,sample,abf,abf,7,120000,1024,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.004225549105014434,0.025777643587945473,12.053056808487144,0.004500416704747557,0.028168897094589175,0.11171115833516172,nan,0.8115250618705305,683433,341426,0.0,0.0,nan,nan,nan,nan,nan,1024,nan,False,185.65337274502963,185.6570017458871,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed7__N2048__T60000__5eea8a960f02,wca_equal_compute,equal_compute,sample,abf,abf,7,60000,2048,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.012964687433488923,0.04185422048047845,11.69686318035984,0.007629694290471431,0.05080666106793599,0.1353338760457535,nan,0.8203392593910209,631463,315121,0.0,0.0,nan,nan,nan,nan,nan,2048,nan,False,130.51058232970536,130.51343646086752,b4_h1_w2_n10_a1.5
equal_compute__abf__b4_h1_w2_n10_a1.5__seed7__N512__T240000__8a931a6b3f6d,wca_equal_compute,equal_compute,sample,abf,abf,7,240000,512,122880000,4.0,1.0,2.0,10,100,1.5,4.0,0.0,marginal_uniform,0.2,0.003921546259334002,0.019237590640189994,13.554539831634802,0.003746590633327699,0.02230118392918349,0.09274805865699538,nan,0.8251567628426109,712965,356353,0.0,0.0,nan,nan,nan,nan,nan,512,nan,False,374.0002721454948,374.0051858872175,b4_h1_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed0__N1024__T120000__5201d31b0e34,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,0,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.04203220927878489,0.25105044256330017,34.18440223566947,0.036367664884158386,0.31732337389187565,0.10828423762389769,0.10827055980336123,0.49142108990116984,1586886,792295,0.00010580525661216939,0.000150390625,0.2661778295452123,0.8370010852813721,0.0,190.4424264438794,190.37327523602033,314,0.0166015625,False,210.7898966949433,210.79340389557183,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed0__N2048__T60000__03123bbc13ff,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,0,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.06026380755681311,0.2867206822041028,24.33501934311201,0.042924384865317376,0.3684847475894349,0.1271267163396074,0.12733571421748727,0.49740849288514083,1546095,771715,0.00010588276074865641,0.00048828125,0.2730295026049197,0.7608535885810852,0.0,721.9111876075732,721.9111876075732,1070,0.0048828125,False,141.8043458685279,141.80716331861913,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed0__N512__T240000__b2731127817f,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,0,240000,512,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.034370548803235985,0.25551401191644657,48.324681143041055,0.037236391650466875,0.32235807226621155,0.09855814964497907,0.0985631272088706,0.5026435762465451,1592877,795414,0.00010670922251767006,0.00015625,0.27268643623909367,0.9390228390693665,0.0,47.55878084179971,46.59509420547458,83,0.046875,False,437.5936393002048,437.5984348235652,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed1__N1024__T120000__59296de8bcc9,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,1,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.03488279040819469,0.24177186784604493,30.9930132276813,0.0314807555488288,0.30587740913337663,0.10828907156899473,0.10832779942974105,0.5268751921450082,1584838,791291,0.00010448696315184241,0.00012890625,0.2694269109668313,0.7823277711868286,0.0,160.0879389312977,160.0879389312977,308,0.0234375,False,214.62084598559886,214.62424904759973,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed1__N2048__T60000__5d4b382607a1,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,1,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.05380374226408402,0.27401776815761114,23.826949997628063,0.038956152596355424,0.3384809548096982,0.12505305236211248,0.12509523923050347,0.47610528077509584,1536285,766812,0.00010881208208348957,0.0001279296875,0.2749966408702419,0.7333399057388306,0.0,690.9891268533772,690.9891268533772,1059,0.00634765625,False,141.78749718144536,141.79010334145278,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed1__N512__T240000__a8d60fefd394,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,1,240000,512,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.02806086834124964,0.2333448153788209,35.35249692489673,0.02988142252364961,0.3042895503639938,0.08295653056581923,0.08297947938261946,0.5357060701243728,1587538,792732,0.00010639850514761029,0.00016015625,0.2730172819493343,0.8565323352813721,0.0,52.851612903225806,52.597110754414125,80,0.046875,False,433.5812820577994,433.586205618456,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed2__N1024__T120000__742c85bc81ef,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,2,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.04202821704959969,0.25911521445190167,33.34370446754981,0.03679706577062407,0.3251046221695412,0.11632125768995688,0.11629544244777838,0.48532639970476804,1576752,787207,0.00010976013699315034,0.0009765625,0.2820755666328098,0.8307137489318848,0.0,165.07808564231738,165.07808564231738,285,0.0244140625,False,214.0379798579961,214.04129927046597,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed2__N2048__T60000__c25843d3fa07,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,2,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.0605992606006986,0.2917213522480613,25.17573970057119,0.045427696087667585,0.37021626102814303,0.11038814068264315,0.110485133279066,0.4937685935283688,1543241,770313,0.00010875105455568055,0.0001376953125,0.27818604522506496,0.7704567909240723,0.0,688.4937623112278,688.4937623112278,1044,0.005859375,False,141.65078326500952,141.65343235712498,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed2__N512__T240000__2ba6d70ed7be,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,2,240000,512,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.03924478426929196,0.2576859571888602,53.13111867361487,0.03759231766886589,0.32641867082694176,0.12812092108806725,0.12812531307133768,0.4826414240792869,1598737,798305,0.00011048221915411013,0.000171875,0.27654639527765157,0.949447751045227,0.0,40.76889580093312,39.88800973828363,86,0.06640625,False,434.18248355109245,434.18725278414786,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed3__N1024__T120000__7b485f23dd7b,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,3,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.04190255011099527,0.252142106006997,31.45000972738849,0.03836181392845771,0.3149063775172041,0.12986689717520614,0.1299271157937048,0.4757901050724559,1579894,788794,0.00010761180690965451,0.000138671875,0.27672321487809015,0.8452092409133911,0.0,175.58204956463496,175.58204956463496,302,0.017578125,False,213.52584612369537,213.52922499459237,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed3__N2048__T60000__ba4650eb571b,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,3,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.057634294669035024,0.2846039405248388,23.266499005649358,0.041594806947405395,0.3501994730094854,0.10344526590254839,0.10347114989965198,0.5021370205863285,1532909,765147,0.0001055776231096113,0.00048828125,0.2768300475222613,0.8309524655342102,0.0,680.2309438858255,680.2309438858255,1048,0.005859375,False,141.97316500544548,141.9757883651182,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed3__N512__T240000__4163777a7607,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,3,240000,512,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.03373142653688619,0.2383743553744196,34.51333175164294,0.03388900644755355,0.3051569568341966,0.13051687036477952,0.1305259315472514,0.5254734876712276,1597722,797806,0.00010586584679893638,0.00016015625,0.2777064015273359,0.938147783279419,0.0,41.9162136232811,39.99755874275252,74,0.05078125,False,433.99735474865884,434.002186531201,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed4__N1024__T120000__3a788002ff39,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,4,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.04051116830595176,0.25226312887856983,35.18862120302917,0.03493150529069415,0.31370587769844394,0.10486463857192574,0.10489196428452213,0.49164917704068545,1591240,794514,0.00010116681665916704,0.0009765625,0.26630003070775443,0.8085624575614929,0.0,182.36104347826088,182.36104347826088,320,0.021484375,False,212.72195719275624,212.72525921277702,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed4__N2048__T60000__510e0a15ab24,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,4,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.06145378256727052,0.2940753383672785,26.64226959060768,0.04474543127386422,0.3623441768359082,0.10644542397901427,0.10649762027352817,0.49171100774125154,1540599,769002,0.00010460118266466692,0.0001376953125,0.28168727888908446,0.7781342267990112,0.0,713.5597141884995,713.5597141884995,1058,0.00537109375,False,141.59476139675826,141.59737527742982,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed4__N512__T240000__f3d8f2630c0b,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,4,240000,512,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.04044727069278914,0.24417084365395997,40.973236082312425,0.03812627690878769,0.2904620095805712,0.1649497259395895,0.16505017710537093,0.5409873679403306,1588386,793095,0.00011145875946001227,0.00015625,0.2818950329353315,0.9241710305213928,0.0,55.918088737201366,54.477140482128014,82,0.03515625,False,428.7314765006304,428.7362360805273,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed5__N1024__T120000__bb65bbd55318,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,5,120000,1024,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.03920642217757889,0.25601431544112885,33.434884232378344,0.03671244347187773,0.3221882582831174,0.088938351971084,0.08892599643031882,0.49594788681214425,1584945,791356,0.0001023874587520624,0.00012890625,0.27133720018168017,0.7996705770492554,0.0,156.13103037522336,156.13103037522336,301,0.0234375,False,213.77062286809087,213.7739961789921,b1_h2_w2_n10_a1.5
equal_compute__fr_estimated__b1_h2_w2_n10_a1.5__seed5__N2048__T60000__bb1cdbad70c2,wca_equal_compute,equal_compute,sample,fr_estimated,fr_estimated,5,60000,2048,122880000,1.0,2.0,2.0,10,100,1.5,2.0,0.1,marginal_uniform,0.2,0.05456263070441231,0.29036311966985523,24.339158029588784,0.043304338651737544,0.3541791378258517,0.11661710918875066,0.11660012611010136,0.4943489269667951,1542503,769954,0.00010380782480314961,0.00048828125,0.27640520427672316,0.7688009142875671,0.0,670.0166134185304,670.0166134185304,1062,0.00732421875,False,141.53485631663352,141.53746657725424,b1_h2_w2_n10_a1.5
