cell,seed,H,M,R_opt,R_unif,G_ideal,lam,n_floor_bound,R_asym_ratio,C_total
K2,8000,49,12544.0,5.1600227784705676e-09,5.377164236215719e-09,0.04038215092681807,2.5122929193645314e-10,30,0.34736126290482794,2560000.0
K2,8001,49,12544.0,7.791574414612825e-09,8.327619743305285e-09,0.06436957320528425,5.508911683192462e-10,30,0.34736126290482794,2560000.0
K2,8002,49,12544.0,6.65171930423563e-09,7.030168393468966e-09,0.0538321513870017,4.2461091180059695e-10,30,0.34736126290482794,2560000.0
K2,8003,49,12544.0,6.309168860261301e-09,6.6955408519016635e-09,0.057705867260988364,3.9875544721317927e-10,31,0.34736126290482794,2560000.0
K2,8004,49,12544.0,6.208447736673767e-09,6.536347042201932e-09,0.05016552875957825,3.5614991576732033e-10,30,0.34736126290482794,2560000.0
K2,8005,49,12544.0,6.20733142630488e-09,6.52313478785032e-09,0.04841282172087569,3.6596210408239496e-10,30,0.34736126290482794,2560000.0
K2,8006,49,12544.0,5.508485678198852e-09,5.797449870081062e-09,0.04984332738666164,3.0651252718093364e-10,31,0.34736126290482794,2560000.0
K2,8007,49,12544.0,6.510109432193535e-09,6.895767809028664e-09,0.055926821713774166,4.002887185140139e-10,31,0.34736126290482794,2560000.0
