cell,seed,H,M,R_opt,R_unif,G_ideal,lam,n_floor_bound,R_asym_ratio,C_total
K3,8000,55,14080.0,5.652484764189336e-09,6.0072138342496514e-09,0.05905051490557167,3.7143574224735895e-10,31,0.34390140707279243,2560000.0
K3,8001,55,14080.0,6.886016730463795e-09,7.37388867326564e-09,0.06616209769624626,4.980669278246734e-10,31,0.34390140707279243,2560000.0
K3,8002,55,14080.0,7.127714276738706e-09,7.650906669573152e-09,0.06838305777733866,5.300096013246401e-10,31,0.34390140707279243,2560000.0
K3,8003,55,14080.0,6.360632766674688e-09,6.787220001522719e-09,0.06285154080055244,4.408438417007674e-10,31,0.34390140707279243,2560000.0
K3,8004,55,14080.0,6.5440316489586515e-09,7.075474741851204e-09,0.07511059148428356,5.294682504572191e-10,31,0.34390140707279243,2560000.0
K3,8005,55,14080.0,7.268266830422401e-09,7.980622003358865e-09,0.08926060808752123,6.814085385125742e-10,31,0.34390140707279243,2560000.0
K3,8006,55,14080.0,5.7093669331080524e-09,6.040883571715536e-09,0.05487883265284266,3.51890101907215e-10,31,0.34390140707279243,2560000.0
K3,8007,55,14080.0,6.692486447843562e-09,7.226355101735435e-09,0.07387799884947022,5.333116642824527e-10,31,0.34390140707279243,2560000.0
