cell,seed,arm,t,e_F,e_Fprime
K2,8005,abf,5.0,0.5465878133219177,1.4448652586593385
K2,8006,abf,5.0,0.4803163021770051,1.1935583832214087
K2,8007,abf,5.0,0.5057849398333671,1.3520964059190075
K2,8000,abf,6.0,0.4231204053813114,1.186203995924296
K2,8001,abf,6.0,0.5211523977948256,1.4036132897279958
K2,8002,abf,6.0,0.5796208563810814,1.5602514443939297
K2,8003,abf,6.0,0.485012563544841,1.247412481025347
K2,8004,abf,6.0,0.44407715582366153,1.2021308454572466
K2,8005,abf,6.0,0.5216906433899362,1.3824766220635742
K2,8006,abf,6.0,0.4578969101018408,1.1441909825709933
K2,8007,abf,6.0,0.48736143315915365,1.300428910489738
K2,8000,abf,7.0,0.41155740603479823,1.150354874452026
K2,8001,abf,7.0,0.4990324179335058,1.3555106844830394
K2,8002,abf,7.0,0.5641555471631111,1.525386279943083
K2,8003,abf,7.0,0.46923035777614014,1.206090775579178
K2,8004,abf,7.0,0.42959254644056477,1.1635150445202083
K2,8005,abf,7.0,0.5074218086572464,1.3398726601811959
K2,8006,abf,7.0,0.4455903290360602,1.1124762828820876
K2,8007,abf,7.0,0.47602151218352123,1.2613316567185096
K2,8000,abf,8.0,0.40082655982627735,1.1242031691357284
K2,8001,abf,8.0,0.48062022926903175,1.3157288068507411
K2,8002,abf,8.0,0.5492115377961766,1.4893421639440212
K2,8003,abf,8.0,0.4538256775521684,1.1752495485666787
K2,8004,abf,8.0,0.4141643290994093,1.1215925898749386
K2,8005,abf,8.0,0.4894758841165048,1.2984238648238364
K2,8006,abf,8.0,0.44009792871273096,1.0842819738709126
K2,8007,abf,8.0,0.46154552075699745,1.2247418993088783
K2,8000,abf,9.0,0.3918263142001108,1.1003593388764714
K2,8001,abf,9.0,0.46184782733769686,1.2737906973188413
K2,8002,abf,9.0,0.5345627363025165,1.4550428837976217
K2,8003,abf,9.0,0.43879223822825186,1.1409153690582277
K2,8004,abf,9.0,0.4026182923243904,1.0888501858164026
K2,8005,abf,9.0,0.4821178788723539,1.2764211526842857
K2,8006,abf,9.0,0.4292402346470281,1.0521659468276146
K2,8007,abf,9.0,0.446232430184625,1.1833295812194966
K2,8000,abf,10.0,0.3836193002388289,1.0715350597553375
K2,8001,abf,10.0,0.44367479297244544,1.23193607722565
K2,8002,abf,10.0,0.5200717861988913,1.419877269588382
K2,8003,abf,10.0,0.4266196701357327,1.1086519135940804
K2,8004,abf,10.0,0.3973110043851917,1.0629665429632753
K2,8005,abf,10.0,0.46962143625632163,1.2405682196322747
K2,8006,abf,10.0,0.41906405996214685,1.0219476210205618
K2,8007,abf,10.0,0.43658862864000897,1.1519155464906965
K2,8000,abf,11.0,0.37513897863469026,1.0364719873418824
K2,8001,abf,11.0,0.42454809496057144,1.1915572580856109
K2,8002,abf,11.0,0.5069205863665469,1.3877827852774063
K2,8003,abf,11.0,0.41783328787089175,1.0796230104339681
K2,8004,abf,11.0,0.38595840075006854,1.0347253394274705
K2,8005,abf,11.0,0.46041994333108943,1.2190992774713276
K2,8006,abf,11.0,0.410925441429292,0.9951489626167389
K2,8007,abf,11.0,0.4330513286507849,1.1303395331929336
K2,8000,abf,12.0,0.37052905940476366,1.012823107951155
K2,8001,abf,12.0,0.4068344880656531,1.1496419869050967
K2,8002,abf,12.0,0.4926266063056542,1.3530919444616356
K2,8003,abf,12.0,0.40720916552752645,1.0469178184623442
K2,8004,abf,12.0,0.37912200507837385,1.0150103912347164
K2,8005,abf,12.0,0.4503353938066653,1.194828836944989
K2,8006,abf,12.0,0.3989279507387303,0.9718171061887969
K2,8007,abf,12.0,0.4212939937663255,1.1027954268197238
K2,8000,abf,13.0,0.3636393576819078,0.9911979926364406
K2,8001,abf,13.0,0.3913028898213542,1.1092032405697974
K2,8002,abf,13.0,0.47985733867091657,1.3235970013077276
K2,8003,abf,13.0,0.39497634399975856,1.0123651001273302
K2,8004,abf,13.0,0.3759980576772623,0.9980687414482302
K2,8005,abf,13.0,0.4434808011363954,1.172219288744792
K2,8006,abf,13.0,0.3887825527495109,0.9496625044435575
K2,8007,abf,13.0,0.41694680225662195,1.082028760624803
K2,8000,abf,14.0,0.3612652112541758,0.977324580277333
K2,8001,abf,14.0,0.37984498920327414,1.0804898690581297
K2,8002,abf,14.0,0.46760554187093456,1.2918427114099043
K2,8003,abf,14.0,0.38971877042071984,0.9791353339797717
K2,8004,abf,14.0,0.3668882076948923,0.9767567537241476
K2,8005,abf,14.0,0.4372787624666721,1.1503851546662562
K2,8006,abf,14.0,0.377423960138279,0.9283463905968858
K2,8007,abf,14.0,0.41030448934097014,1.0537615166583196
K2,8000,abf,15.0,0.3542187698846584,0.9523289583956991
K2,8001,abf,15.0,0.36750225981503315,1.0497414513236833
K2,8002,abf,15.0,0.45708767331166017,1.2676250374117455
K2,8003,abf,15.0,0.380835814727265,0.9535325815550458
K2,8004,abf,15.0,0.353525742613582,0.9501993310994994
K2,8005,abf,15.0,0.4267035266239418,1.1196254331207243
K2,8006,abf,15.0,0.37154111031477355,0.9112004242821022
K2,8007,abf,15.0,0.40514964012920346,1.027622549935551
K2,8000,abf,16.0,0.3461249906931562,0.9286983214116098
K2,8001,abf,16.0,0.35489260729146116,1.017993192767881
K2,8002,abf,16.0,0.44691835795261714,1.244472527816
K2,8003,abf,16.0,0.3781612996497905,0.9362869406527957
K2,8004,abf,16.0,0.34618693785430255,0.9343526893535598
K2,8005,abf,16.0,0.4220694210880462,1.0982474046380981
K2,8006,abf,16.0,0.3626246740988927,0.892851443681513
K2,8007,abf,16.0,0.4019103294319948,1.0068446039427392
K2,8000,abf,17.0,0.34417369548828425,0.9187837431417787
K2,8001,abf,17.0,0.3432486911753786,0.9868750465386755
K2,8002,abf,17.0,0.4380471741741709,1.2223237634717525
K2,8003,abf,17.0,0.37074324495767613,0.9115251931689308
K2,8004,abf,17.0,0.3438384720265117,0.9149224524376054
K2,8005,abf,17.0,0.4140154494389877,1.0752177356815504
K2,8006,abf,17.0,0.3568207243110889,0.8798433590091915
K2,8007,abf,17.0,0.3986398717532959,0.9853916406270591
K2,8000,abf,18.0,0.3392187936746164,0.9037136634533387
K2,8001,abf,18.0,0.3314514466031239,0.9560560034865092
K2,8002,abf,18.0,0.42991918753736397,1.19928019710785
K2,8003,abf,18.0,0.3643860602971429,0.8896171571906575
K2,8004,abf,18.0,0.33940373847509975,0.8969898661030615
K2,8005,abf,18.0,0.4051086204025663,1.0517998744604213
K2,8006,abf,18.0,0.34712870088350656,0.8610272160802617
K2,8007,abf,18.0,0.3927494123822998,0.9624677442524352
K2,8000,abf,19.0,0.3327031089687029,0.88338997112068
K2,8001,abf,19.0,0.31885411170718164,0.922767102579277
K2,8002,abf,19.0,0.4191713192394388,1.1726059495596526
K2,8003,abf,19.0,0.3574855661047909,0.8694567271391108
K2,8004,abf,19.0,0.33609501059612457,0.8788453584688593
K2,8005,abf,19.0,0.40170693897606746,1.0343699272837759
K2,8006,abf,19.0,0.3395332443540931,0.8432420880189796
K2,8007,abf,19.0,0.3843449594486387,0.9396340365977184
K2,8000,abf,20.0,0.3269901506066496,0.8667521260214652
K2,8001,abf,20.0,0.3113421218781678,0.9027750295377668
K2,8002,abf,20.0,0.40722736155296313,1.1445628080293846
K2,8003,abf,20.0,0.3487738262065697,0.8497220273750836
K2,8004,abf,20.0,0.3289716526573622,0.8607217041919817
K2,8005,abf,20.0,0.3936629913137733,1.0132116383818015
K2,8006,abf,20.0,0.3355896258259721,0.8286040789066135
K2,8007,abf,20.0,0.37999469808002806,0.9249591062240894
K3,8000,abf,1.0,0.5966250624107519,1.5943730996397274
K3,8001,abf,1.0,0.6839814063571572,1.7556201522310504
K3,8002,abf,1.0,0.795250506615551,2.0164164168468015
K3,8003,abf,1.0,0.6998810544457073,1.6968409706665983
K3,8004,abf,1.0,0.6132287423875,1.632003992398277
K3,8005,abf,1.0,0.7012097209090145,1.8109484400132898
K3,8006,abf,1.0,0.5701433330036062,1.475249863686373
K3,8007,abf,1.0,0.5955046192290989,1.5972431077112228
K3,8000,abf,2.0,0.5611518101811246,1.5209648711111288
K3,8001,abf,2.0,0.659406842527424,1.644326811188873
K3,8002,abf,2.0,0.7360273701972169,1.9014115958126467
K3,8003,abf,2.0,0.5997063728547597,1.5230157778288487
K3,8004,abf,2.0,0.5749421904085623,1.5475807175835345
K3,8005,abf,2.0,0.6711132687496812,1.7407111301934692
K3,8006,abf,2.0,0.5169903437101375,1.3058686970233013
K3,8007,abf,2.0,0.5479506992347503,1.482235716852555
K3,8000,abf,3.0,0.5104942031427986,1.3911821816420578
K3,8001,abf,3.0,0.6265391128668122,1.574021863173205
K3,8002,abf,3.0,0.6914529155083851,1.8109004375410647
K3,8003,abf,3.0,0.5388711192332948,1.4190000349221215
K3,8004,abf,3.0,0.5377649517424696,1.461433380782927
K3,8005,abf,3.0,0.6295943351435138,1.6476789200879272
K3,8006,abf,3.0,0.47557279685136344,1.214668298130325
K3,8007,abf,3.0,0.5254976995035999,1.4282800102415285
K3,8000,abf,4.0,0.4908167696571493,1.3425880043044796
K3,8001,abf,4.0,0.6193991615870739,1.531031579077451
K3,8002,abf,4.0,0.6553009019336479,1.7239736081073969
K3,8003,abf,4.0,0.5040821025754332,1.3534780475577022
K3,8004,abf,4.0,0.5096396167036285,1.3929594444542255
K3,8005,abf,4.0,0.5934569579476267,1.5699604957843254
K3,8006,abf,4.0,0.43815261761060403,1.1241974159960082
K3,8007,abf,4.0,0.4962689332527507,1.3457872399024646
K3,8000,abf,5.0,0.46844518727861084,1.2919426644106122
K3,8001,abf,5.0,0.6171384846371398,1.486881886450068
K3,8002,abf,5.0,0.6254006780569187,1.6572494872370662
K3,8003,abf,5.0,0.4830910434513907,1.3043947942380762
K3,8004,abf,5.0,0.4845826096676664,1.3379289478552223
K3,8005,abf,5.0,0.5614950297764931,1.4958281798202397
K3,8006,abf,5.0,0.40598722966332806,1.0460038181682385
K3,8007,abf,5.0,0.471202038954421,1.2812579361414314
K3,8000,abf,6.0,0.453707307296508,1.262161331990921
K3,8001,abf,6.0,0.5975795122274742,1.4266811297086774
K3,8002,abf,6.0,0.6161378413113163,1.6262459915272112
K3,8003,abf,6.0,0.4581040936450227,1.2473981569193673
K3,8004,abf,6.0,0.47065398711476386,1.303681699177947
K3,8005,abf,6.0,0.5354235687173081,1.4361501642853534
K3,8006,abf,6.0,0.37373735642685213,0.9927537730045365
K3,8007,abf,6.0,0.4533334062086129,1.225270212796431
K3,8000,abf,7.0,0.4437935450997345,1.243672475290369
K3,8001,abf,7.0,0.5839569139834665,1.3944296255308273
K3,8002,abf,7.0,0.5994574620480113,1.5851650001485609
K3,8003,abf,7.0,0.4375985895091454,1.2048136634259636
K3,8004,abf,7.0,0.4565935893807582,1.2646335603012966
K3,8005,abf,7.0,0.5065185400482679,1.3690120035380144
K3,8006,abf,7.0,0.3544648431170682,0.9559557059561146
K3,8007,abf,7.0,0.43639282696820453,1.1792674478962053
K3,8000,abf,8.0,0.43523976417802174,1.226530119475885
K3,8001,abf,8.0,0.5704304226031016,1.3647608666576556
K3,8002,abf,8.0,0.5844846678951444,1.5399537820360696
K3,8003,abf,8.0,0.42132798383325454,1.1769516352412348
K3,8004,abf,8.0,0.4441221687003708,1.2235667403271393
K3,8005,abf,8.0,0.48723116727551696,1.3273414983516638
K3,8006,abf,8.0,0.33915634882740914,0.919023138942365
K3,8007,abf,8.0,0.419124534633486,1.1305130734913278
K3,8000,abf,9.0,0.4253199878156561,1.202407679894501
K3,8001,abf,9.0,0.558512054687139,1.3292963476954869
K3,8002,abf,9.0,0.5679854645946606,1.4953892777852138
K3,8003,abf,9.0,0.40432323588003005,1.1403687428125628
K3,8004,abf,9.0,0.4294509927760048,1.1856527930314893
K3,8005,abf,9.0,0.46959643993175204,1.2877228210476817
K3,8006,abf,9.0,0.3189692995573547,0.8728724552209755
K3,8007,abf,9.0,0.411105834712711,1.105367878210824
K3,8000,abf,10.0,0.4111683588831681,1.1663208235862133
K3,8001,abf,10.0,0.5465273983726984,1.2907111166140615
K3,8002,abf,10.0,0.5585824600675323,1.465168299531065
K3,8003,abf,10.0,0.38772427500043277,1.10198110944524
K3,8004,abf,10.0,0.4150385102018113,1.1517841821341983
K3,8005,abf,10.0,0.4520054165858989,1.2494428787268792
K3,8006,abf,10.0,0.30636590184968965,0.8399403137735344
K3,8007,abf,10.0,0.3989079672954592,1.0717571633659801
K3,8000,abf,11.0,0.3974465471592102,1.1312742761356005
K3,8001,abf,11.0,0.5311176572282771,1.2518533767113944
K3,8002,abf,11.0,0.5502550285266952,1.4324013136205702
K3,8003,abf,11.0,0.3770860045038861,1.0758105195141243
K3,8004,abf,11.0,0.40427958427668054,1.118200053803739
K3,8005,abf,11.0,0.44141062291818073,1.2236565567331874
K3,8006,abf,11.0,0.29516980786620844,0.8070319102644952
K3,8007,abf,11.0,0.3839526218666434,1.0374355715661718
K3,8000,abf,12.0,0.3877926845842312,1.1084021472234338
K3,8001,abf,12.0,0.5198952855832621,1.2189896238466142
K3,8002,abf,12.0,0.5391207785151226,1.4013559232151414
K3,8003,abf,12.0,0.3652337892325564,1.0453998921082093
K3,8004,abf,12.0,0.3929978734652113,1.087407233537723
K3,8005,abf,12.0,0.4269209504245674,1.1864041636665976
K3,8006,abf,12.0,0.27933142181111553,0.7800071363592042
K3,8007,abf,12.0,0.3749127729821506,1.0067188324870109
K3,8000,abf,13.0,0.3794808638060634,1.0889704299697793
K3,8001,abf,13.0,0.505467800570078,1.1825975285714814
K3,8002,abf,13.0,0.5265287965970924,1.3716966370758403
K3,8003,abf,13.0,0.35017922435970167,1.009688073192374
K3,8004,abf,13.0,0.3829575863606198,1.0617582756045298
K3,8005,abf,13.0,0.4153691196831515,1.1551646144014862
K3,8006,abf,13.0,0.26481294010306844,0.7434084297927197
K3,8007,abf,13.0,0.3643927128695835,0.9809999183015101
K3,8000,abf,14.0,0.37129724081150217,1.0683755342641814
K3,8001,abf,14.0,0.498731442920796,1.1635405162845687
K3,8002,abf,14.0,0.5154743040105192,1.340189080968404
K3,8003,abf,14.0,0.3356532211664719,0.970183776440059
K3,8004,abf,14.0,0.37295324032521926,1.035510526066962
K3,8005,abf,14.0,0.4023207245664785,1.1256340574046837
K3,8006,abf,14.0,0.25658551112057815,0.7257457950560922
K3,8007,abf,14.0,0.3505952843660514,0.9557334230528091
K3,8000,abf,15.0,0.3610943764073701,1.0433221692021832
K3,8001,abf,15.0,0.4898295440621204,1.1432181872372955
K3,8002,abf,15.0,0.5086456933140633,1.3164166688291288
K3,8003,abf,15.0,0.323753393887211,0.941051383709533
K3,8004,abf,15.0,0.36338399341417454,1.0054380742625395
K3,8005,abf,15.0,0.38825037386633254,1.090497179920975
K3,8006,abf,15.0,0.24881489003935078,0.7049669577805745
K3,8007,abf,15.0,0.33825784517544627,0.9271156695367379
K3,8000,abf,16.0,0.35201594049400914,1.0206369729144955
K3,8001,abf,16.0,0.47875379720362066,1.1222537904689858
K3,8002,abf,16.0,0.498045933415006,1.2901420372796175
K3,8003,abf,16.0,0.31568727397781854,0.917273441651257
K3,8004,abf,16.0,0.3564236088948697,0.9852023437374737
K3,8005,abf,16.0,0.37892226933694145,1.0677410152959905
K3,8006,abf,16.0,0.2394367025691411,0.683874861588981
K3,8007,abf,16.0,0.3283349500831393,0.907493696880016
K3,8000,abf,17.0,0.3455499795780306,1.0051179970931277
K3,8001,abf,17.0,0.47137234119828353,1.1040303584806483
K3,8002,abf,17.0,0.4898670361768176,1.270084413582024
K3,8003,abf,17.0,0.3058661951953817,0.8896376210470901
K3,8004,abf,17.0,0.34534604513142575,0.9590615626859523
K3,8005,abf,17.0,0.36786058610845174,1.039709121111284
K3,8006,abf,17.0,0.23239029068547298,0.6655037533295753
K3,8007,abf,17.0,0.31881980129957205,0.8835044004382837
K3,8000,abf,18.0,0.33727225508704384,0.9832042363977284
K3,8001,abf,18.0,0.4609902012116896,1.082582581196657
K3,8002,abf,18.0,0.48504913674932776,1.24671836909931
K3,8003,abf,18.0,0.2991825023964078,0.8717175490928697
K3,8004,abf,18.0,0.3371411441933593,0.9393501275275786
K3,8005,abf,18.0,0.35726569558745763,1.0129278200063736
K3,8006,abf,18.0,0.22338111838477814,0.6426492183355204
K3,8007,abf,18.0,0.31113301066869337,0.8626963148255544
K3,8000,abf,19.0,0.3293688341905232,0.9610125453721112
K3,8001,abf,19.0,0.4514490556724766,1.0620535036207472
K3,8002,abf,19.0,0.4756319236252559,1.216105257886927
K3,8003,abf,19.0,0.2917244597659844,0.850996030916682
K3,8004,abf,19.0,0.32781881231395,0.9160620852045495
K3,8005,abf,19.0,0.35027563983523463,0.9950665460150654
K3,8006,abf,19.0,0.21537010922179656,0.6221335411198129
K3,8007,abf,19.0,0.3008494746352914,0.8369052729497038
K3,8000,abf,20.0,0.32118853322882895,0.9382478653689085
K3,8001,abf,20.0,0.44622537847272253,1.048410016037778
K3,8002,abf,20.0,0.46523269561252506,1.1904680301216188
K3,8003,abf,20.0,0.28284627240463855,0.8283175445869407
K3,8004,abf,20.0,0.3196760102404607,0.8938421345167966
K3,8005,abf,20.0,0.3403636208071577,0.9696367297428035
K3,8006,abf,20.0,0.21100551637262005,0.6086158130584121
K3,8007,abf,20.0,0.29493747508059937,0.8194202300222156
