cell,seed,j,C,a,V,pi_star,occ0,f_ref
K2,8002,7,136640.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.0546875,-6.598728030372591
K2,8002,8,168652.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.09375,-4.620588418274956
K2,8002,9,186870.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.0546875,-2.252863240698835
K2,8002,10,170630.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.0546875,0.22605911217101549
K2,8002,11,133262.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.0625,2.355230571581429
K2,8002,12,78414.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.04296875,3.6060840625782453
K2,8002,13,47057.0,0.0006483694517539563,0.16142437984433933,0.6814866240518896,0.01171875,3.275144141174126
K2,8002,14,48633.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.015625,0.6855115062732063
K2,8002,15,49351.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.00390625,-0.08397731392047976
K2,8002,16,47873.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.0,0.27399170958044256
K2,8002,17,46206.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.015625,-0.3699228766684197
K2,8002,18,47451.0,0.0007031742244727865,0.12023271463081592,0.20132587594811033,0.01171875,-2.9743058338938515
K2,8002,19,76690.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.04296875,-3.436226280277556
K2,8002,20,114163.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.06640625,-2.215293491858746
K2,8002,21,126788.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.0234375,-0.11939669396034924
K2,8002,22,130723.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.05859375,2.3566676671297633
K2,8002,23,128858.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.05078125,4.739356923226084
K2,8002,24,121529.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.0390625,6.729879356794805
K2,8002,25,106367.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.03515625,8.282174936728236
K2,8002,26,89554.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.04296875,9.536218308969232
K2,8002,27,67499.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.02734375,10.762180863513906
K2,8002,28,53711.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.03125,12.251816073352863
K2,8002,29,44969.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.01171875,14.228240678469687
K2,8002,30,38571.0,0.0,0.001566733669833561,0.00390625,0.03125,16.82835293200227
K2,8002,31,32544.0,0.0,0.0019318696003122033,0.00390625,0.03515625,20.20578082012556
K2,8003,0,25243.0,5.758094411151144e-32,0.002055976714209611,0.00390625,0.00390625,-20.001447663525564
K2,8003,1,25448.0,5.640582280311324e-32,0.0016110588015577393,0.00390625,0.00390625,-16.736926222184675
K2,8003,2,27357.0,3.6156014672276936e-06,0.002793003440849036,0.00390625,0.0078125,-14.119694821265368
K2,8003,3,31053.0,7.272868562147565e-05,0.006123380237788304,0.00390625,0.00390625,-12.112613681448535
K2,8003,4,39038.0,0.00017841234520502852,0.01064123028005094,0.00390625,0.0234375,-10.612314324874749
K2,8003,5,62483.0,0.0002490952182237675,0.010350488002124653,0.00390625,0.03515625,-9.37970088141536
K2,8003,6,103172.0,0.00035289069444323373,0.004564170133468926,0.00390625,0.04296875,-8.130169058873427
K2,8003,7,139098.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.05078125,-6.598728030372591
K2,8003,8,157323.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.03515625,-4.620588418274956
K2,8003,9,167814.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.0703125,-2.252863240698835
K2,8003,10,164274.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.0703125,0.22605911217101549
K2,8003,11,140166.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.06640625,2.355230571581429
K2,8003,12,83002.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.046875,3.6060840625782453
K2,8003,13,46355.0,0.0006483694517539563,0.16142437984433933,0.87890625,0.0234375,3.275144141174126
K2,8003,14,47625.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.0078125,0.6855115062732063
K2,8003,15,50456.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.0234375,-0.08397731392047976
K2,8003,16,51755.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.01171875,0.27399170958044256
K2,8003,17,46989.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.015625,-0.3699228766684197
K2,8003,18,57473.0,0.0007031742244727865,0.12023271463081592,0.00390625,0.01953125,-2.9743058338938515
K2,8003,19,88353.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.03125,-3.436226280277556
K2,8003,20,104428.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.0234375,-2.215293491858746
K2,8003,21,117948.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.0390625,-0.11939669396034924
K2,8003,22,119665.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.02734375,2.3566676671297633
K2,8003,23,119134.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.03515625,4.739356923226084
K2,8003,24,111322.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.046875,6.729879356794805
K2,8003,25,99201.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.0234375,8.282174936728236
K2,8003,26,81347.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.0234375,9.536218308969232
K2,8003,27,68581.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.046875,10.762180863513906
K2,8003,28,56680.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.03125,12.251816073352863
K2,8003,29,47956.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.05078125,14.228240678469687
K2,8003,30,40946.0,0.0,0.001566733669833561,0.00390625,0.01953125,16.82835293200227
K2,8003,31,38315.0,0.0,0.0019318696003122033,0.00390625,0.0390625,20.20578082012556
K2,8004,0,19732.0,5.758094411151144e-32,0.002055976714209611,0.00390625,0.0078125,-20.001447663525564
K2,8004,1,20306.0,5.640582280311324e-32,0.0016110588015577393,0.00390625,0.0,-16.736926222184675
K2,8004,2,24577.0,3.6156014672276936e-06,0.002793003440849036,0.00390625,0.0078125,-14.119694821265368
K2,8004,3,29025.0,7.272868562147565e-05,0.006123380237788304,0.00390625,0.00390625,-12.112613681448535
K2,8004,4,39069.0,0.00017841234520502852,0.01064123028005094,0.00390625,0.01953125,-10.612314324874749
K2,8004,5,58270.0,0.0002490952182237675,0.010350488002124653,0.00390625,0.01953125,-9.37970088141536
K2,8004,6,87704.0,0.00035289069444323373,0.004564170133468926,0.00390625,0.02734375,-8.130169058873427
K2,8004,7,117306.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.0546875,-6.598728030372591
K2,8004,8,142758.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.05078125,-4.620588418274956
K2,8004,9,150902.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.05078125,-2.252863240698835
K2,8004,10,151627.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.07421875,0.22605911217101549
K2,8004,11,122952.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.0546875,2.355230571581429
K2,8004,12,75092.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.03515625,3.6060840625782453
K2,8004,13,50468.0,0.0006483694517539563,0.16142437984433933,0.8169005701280452,0.01953125,3.275144141174126
K2,8004,14,53187.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.0234375,0.6855115062732063
K2,8004,15,53027.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.015625,-0.08397731392047976
K2,8004,16,51213.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.015625,0.27399170958044256
K2,8004,17,46729.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.01171875,-0.3699228766684197
K2,8004,18,53742.0,0.0007031742244727865,0.12023271463081592,0.06591192987195471,0.01953125,-2.9743058338938515
K2,8004,19,92182.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.04296875,-3.436226280277556
K2,8004,20,122980.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.05078125,-2.215293491858746
K2,8004,21,129421.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.03125,-0.11939669396034924
K2,8004,22,131377.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.0234375,2.3566676671297633
K2,8004,23,129457.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.0546875,4.739356923226084
K2,8004,24,114770.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.0546875,6.729879356794805
K2,8004,25,99916.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.05078125,8.282174936728236
K2,8004,26,89534.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.0390625,9.536218308969232
K2,8004,27,73585.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.03125,10.762180863513906
K2,8004,28,64636.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.01171875,12.251816073352863
K2,8004,29,59690.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.0234375,14.228240678469687
K2,8004,30,55455.0,0.0,0.001566733669833561,0.00390625,0.0625,16.82835293200227
K2,8004,31,49311.0,0.0,0.0019318696003122033,0.00390625,0.01171875,20.20578082012556
K2,8005,0,20439.0,5.758094411151144e-32,0.002055976714209611,0.00390625,0.00390625,-20.001447663525564
K2,8005,1,25186.0,5.640582280311324e-32,0.0016110588015577393,0.00390625,0.01171875,-16.736926222184675
K2,8005,2,25717.0,3.6156014672276936e-06,0.002793003440849036,0.00390625,0.0,-14.119694821265368
K2,8005,3,30407.0,7.272868562147565e-05,0.006123380237788304,0.00390625,0.0,-12.112613681448535
K2,8005,4,41544.0,0.00017841234520502852,0.01064123028005094,0.00390625,0.01953125,-10.612314324874749
K2,8005,5,63710.0,0.0002490952182237675,0.010350488002124653,0.00390625,0.01953125,-9.37970088141536
K2,8005,6,96678.0,0.00035289069444323373,0.004564170133468926,0.00390625,0.046875,-8.130169058873427
K2,8005,7,126686.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.05078125,-6.598728030372591
K2,8005,8,142327.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.0859375,-4.620588418274956
K2,8005,9,145055.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.0625,-2.252863240698835
K2,8005,10,142043.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.0625,0.22605911217101549
K2,8005,11,123025.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.05078125,2.355230571581429
K2,8005,12,76031.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.015625,3.6060840625782453
K2,8005,13,52467.0,0.0006483694517539563,0.16142437984433933,0.5922131254140789,0.01171875,3.275144141174126
K2,8005,14,52456.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.01171875,0.6855115062732063
K2,8005,15,51736.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.0078125,-0.08397731392047976
K2,8005,16,51220.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.015625,0.27399170958044256
K2,8005,17,49742.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.015625,-0.3699228766684197
K2,8005,18,50187.0,0.0007031742244727865,0.12023271463081592,0.2905993745859211,0.01171875,-2.9743058338938515
K2,8005,19,79696.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.02734375,-3.436226280277556
K2,8005,20,108866.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.0546875,-2.215293491858746
K2,8005,21,122919.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.05859375,-0.11939669396034924
K2,8005,22,133557.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.0546875,2.3566676671297633
K2,8005,23,131286.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.03125,4.739356923226084
K2,8005,24,122776.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.04296875,6.729879356794805
K2,8005,25,111222.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.02734375,8.282174936728236
K2,8005,26,94909.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.05078125,9.536218308969232
K2,8005,27,78139.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.0390625,10.762180863513906
K2,8005,28,67067.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.03515625,12.251816073352863
K2,8005,29,54064.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.04296875,14.228240678469687
K2,8005,30,46749.0,0.0,0.001566733669833561,0.00390625,0.01953125,16.82835293200227
K2,8005,31,42094.0,0.0,0.0019318696003122033,0.00390625,0.01171875,20.20578082012556
K2,8006,0,29562.0,5.758094411151144e-32,0.002055976714209611,0.00390625,0.00390625,-20.001447663525564
K2,8006,1,30941.0,5.640582280311324e-32,0.0016110588015577393,0.00390625,0.0,-16.736926222184675
K2,8006,2,32382.0,3.6156014672276936e-06,0.002793003440849036,0.00390625,0.0,-14.119694821265368
K2,8006,3,31361.0,7.272868562147565e-05,0.006123380237788304,0.00390625,0.0078125,-12.112613681448535
K2,8006,4,39233.0,0.00017841234520502852,0.01064123028005094,0.00390625,0.0078125,-10.612314324874749
K2,8006,5,57281.0,0.0002490952182237675,0.010350488002124653,0.00390625,0.04296875,-9.37970088141536
K2,8006,6,88901.0,0.00035289069444323373,0.004564170133468926,0.00390625,0.05859375,-8.130169058873427
K2,8006,7,126267.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.05078125,-6.598728030372591
K2,8006,8,155651.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.04296875,-4.620588418274956
K2,8006,9,166675.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.078125,-2.252863240698835
K2,8006,10,151492.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.05859375,0.22605911217101549
K2,8006,11,123148.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.07421875,2.355230571581429
K2,8006,12,81657.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.02734375,3.6060840625782453
K2,8006,13,54422.0,0.0006483694517539563,0.16142437984433933,0.87890625,0.03125,3.275144141174126
K2,8006,14,56609.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.03125,0.6855115062732063
K2,8006,15,62378.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.0,-0.08397731392047976
K2,8006,16,64616.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.01953125,0.27399170958044256
K2,8006,17,60930.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.04296875,-0.3699228766684197
K2,8006,18,63587.0,0.0007031742244727865,0.12023271463081592,0.00390625,0.02734375,-2.9743058338938515
K2,8006,19,88127.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.03515625,-3.436226280277556
K2,8006,20,108094.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.03125,-2.215293491858746
K2,8006,21,119567.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.01171875,-0.11939669396034924
K2,8006,22,120795.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.03125,2.3566676671297633
K2,8006,23,119347.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.0625,4.739356923226084
K2,8006,24,107901.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.03125,6.729879356794805
K2,8006,25,91586.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.046875,8.282174936728236
K2,8006,26,74772.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.0234375,9.536218308969232
K2,8006,27,63724.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.03125,10.762180863513906
K2,8006,28,55105.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.01953125,12.251816073352863
K2,8006,29,50099.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.02734375,14.228240678469687
K2,8006,30,45032.0,0.0,0.001566733669833561,0.00390625,0.03515625,16.82835293200227
K2,8006,31,38758.0,0.0,0.0019318696003122033,0.00390625,0.0078125,20.20578082012556
K2,8007,0,21354.0,5.758094411151144e-32,0.002055976714209611,0.00390625,0.0,-20.001447663525564
K2,8007,1,20343.0,5.640582280311324e-32,0.0016110588015577393,0.00390625,0.0,-16.736926222184675
K2,8007,2,23890.0,3.6156014672276936e-06,0.002793003440849036,0.00390625,0.0,-14.119694821265368
K2,8007,3,28899.0,7.272868562147565e-05,0.006123380237788304,0.00390625,0.0,-12.112613681448535
K2,8007,4,39522.0,0.00017841234520502852,0.01064123028005094,0.00390625,0.01953125,-10.612314324874749
K2,8007,5,61618.0,0.0002490952182237675,0.010350488002124653,0.00390625,0.03515625,-9.37970088141536
K2,8007,6,95195.0,0.00035289069444323373,0.004564170133468926,0.00390625,0.046875,-8.130169058873427
K2,8007,7,127768.0,0.0003948425611381609,0.0018577889955842465,0.00390625,0.05859375,-6.598728030372591
K2,8007,8,150984.0,0.0004941982548528808,0.0011782406894484503,0.00390625,0.0625,-4.620588418274956
K2,8007,9,161165.0,0.0005099707143646579,0.0010495546767829037,0.00390625,0.04296875,-2.252863240698835
K2,8007,10,153264.0,0.0006023350264339747,0.0012267790439238952,0.00390625,0.08203125,0.22605911217101549
K2,8007,11,124849.0,0.0005944796779032567,0.002892344134704605,0.00390625,0.0546875,2.355230571581429
K2,8007,12,73490.0,0.0006773010091865126,0.04197772343476869,0.00390625,0.02734375,3.6060840625782453
K2,8007,13,46245.0,0.0006483694517539563,0.16142437984433933,0.87890625,0.015625,3.275144141174126
K2,8007,14,48597.0,0.0007190962031104933,0.07609653637218647,0.00390625,0.015625,0.6855115062732063
K2,8007,15,49155.0,0.0006716400359167596,0.004620523604157207,0.00390625,0.0234375,-0.08397731392047976
K2,8007,16,49501.0,0.0007277206082059181,0.004691300987465188,0.00390625,0.015625,0.27399170958044256
K2,8007,17,43574.0,0.0006642914303916642,0.07560160144239197,0.00390625,0.0078125,-0.3699228766684197
K2,8007,18,53984.0,0.0007031742244727865,0.12023271463081592,0.00390625,0.015625,-2.9743058338938515
K2,8007,19,93708.0,0.0006263236351786695,0.016659212894437163,0.00390625,0.02734375,-3.436226280277556
K2,8007,20,117211.0,0.0006454570519110974,0.0019859295630539004,0.00390625,0.05859375,-2.215293491858746
K2,8007,21,130011.0,0.0005577366502777776,0.0011929600557520936,0.00390625,0.02734375,-0.11939669396034924
K2,8007,22,133863.0,0.0005545690905208532,0.001055295837503997,0.00390625,0.04296875,2.3566676671297633
K2,8007,23,126757.0,0.00045853047568898827,0.0011220675129074648,0.00390625,0.05078125,4.739356923226084
K2,8007,24,114788.0,0.0004305103403020531,0.0013895188489255977,0.00390625,0.05859375,6.729879356794805
K2,8007,25,105208.0,0.0003287051114123004,0.002054734692406201,0.00390625,0.03125,8.282174936728236
K2,8007,26,90715.0,0.0002732808012546973,0.0029781784841526413,0.00390625,0.04296875,9.536218308969232
K2,8007,27,74796.0,0.00016826055744771585,0.0036811585383153974,0.00390625,0.046875,10.762180863513906
K2,8007,28,60417.0,8.288047337878629e-05,0.00319251863859547,0.00390625,0.0234375,12.251816073352863
K2,8007,29,51231.0,3.615601467227656e-06,0.002220639611381833,0.00390625,0.0234375,14.228240678469687
K2,8007,30,47114.0,0.0,0.001566733669833561,0.00390625,0.01953125,16.82835293200227
K2,8007,31,40784.0,0.0,0.0019318696003122033,0.00390625,0.0234375,20.20578082012556
