step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,fr_active,tv_to_unconstrained,mass_ess_unconstrained,row,seed
10000,A6c,0.0,31,False,0.0,0.0026995370979698966,0,0.0,False,0.5000000018407577,True,0.29838441377002983,0.0604394631937475,0,5200
10000,A6c,0.0,31,False,0.0,0.0020616289144183716,0,0.0,False,0.5000000004957363,True,0.2689124319194552,0.06939766913219196,1,5201
10000,A6c,0.0,31,False,0.0,0.0020642467914375865,0,0.0,False,0.5000000003911561,True,0.25464637624358044,0.07516355552643889,2,5202
10000,A6c,0.0,30,False,0.0,0.0017143219486176343,0,0.0,False,0.5000000041573891,True,0.21124781262849485,0.11748040994320987,3,5203
10000,A6c,0.0,30,False,0.0,0.0019003057709022463,0,0.0,False,0.5000000004228643,True,0.23381049339254967,0.08359108307915393,4,5204
10000,A6c,0.0,31,False,0.0,0.0021821585458822704,0,0.0,False,0.5000000017545022,True,0.25578166215755505,0.07393045644582213,5,5205
10000,A6c,0.0,28,False,0.0,0.0018831468489727357,0,0.0,False,0.500000003444853,True,0.22633908637561434,0.1289696464978717,6,5206
10000,A6c,0.1653757499470186,32,False,0.0,0.0020789706227191513,0,0.0,False,0.5000000021316331,True,0.2578700679476381,0.07264269743463621,7,5207
10000,A6c,0.0,31,False,0.0,0.002523992004688738,0,0.0,False,0.500000003638601,True,0.28045879601996826,0.06332198963239354,8,5208
10000,A6c,0.0,30,False,0.0,0.0022352197889617103,0,0.0,False,0.5000000044470323,True,0.2679871254591317,0.06850447420088362,9,5209
10000,A6c,0.0,29,False,0.0,0.0021644989292111056,0,0.0,False,0.5000000040113664,True,0.2615098598378037,0.07386765246441862,10,5210
10000,A6c,0.0,27,False,0.0,0.0027207721113109446,0,0.0,False,0.5000000024704631,True,0.3077182964638433,0.05892369063218151,11,5211
10000,A6c,0.0,29,False,0.0,0.0024853299306109547,0,0.0,False,0.5000000004215689,True,0.3037468412946014,0.05939244034317439,12,5212
10000,A6c,0.0,28,False,0.0,0.0022414049649851797,0,0.0,False,0.5000000035570991,True,0.2629658140499278,0.07061768213458973,13,5213
10000,A6c,0.0,29,False,0.0,0.0016802804588364976,0,0.0,False,0.5000000004660876,True,0.2427681678360851,0.08107853933451122,14,5214
10000,A6c,0.0,30,False,0.0,0.002399963318925516,0,0.0,False,0.5000000010482565,True,0.2974484746545419,0.06138341341933912,15,5215
10500,A6c,0.0,31,False,0.0,0.0026174545493203036,0,0.0,False,0.500000000149282,True,0.29572176016917545,0.06125159440489733,0,5200
10500,A6c,0.0,29,False,0.0,0.002068909588186874,0,0.0,False,0.5000000037005018,True,0.2668117348044113,0.06979234484062771,1,5201
10500,A6c,0.0,30,False,0.0,0.0019892007540311023,0,0.0,False,0.5000000024896458,True,0.25313404104453663,0.07681892494378019,2,5202
10500,A6c,0.0,29,False,0.0,0.0017813237095897186,0,0.0,False,0.500000004740193,True,0.212596604447008,0.11989401875262459,3,5203
