seed,integrated_l2_F_pre,integrated_l2_Fprime_pre,final_l2_F_pre,final_l2_Fprime_pre,integrated_l2_F_post,integrated_l2_Fprime_post,final_l2_F_post,final_l2_Fprime_post,integrated_l2_F_post_vs_pre_pct,integrated_l2_Fprime_post_vs_pre_pct,final_l2_F_post_vs_pre_pct,final_l2_Fprime_post_vs_pre_pct
0,17.596645747953175,34.15093781995965,0.0529327549229253,0.09438085532913863,18.417912263751106,34.18800386855476,0.05880541511433036,0.09902672009666716,4.667176503757586,0.10853596112210262,11.09456743741406,4.922465208994753
1,8.374117750476255,21.01212010933619,0.03416161746008066,0.08083072218671873,7.555861610048653,19.711600319261095,0.028773289503395843,0.0689024676555088,-9.771251907474864,-6.189379193093625,-15.77304693778423,-14.757080239436316
2,9.219497311415497,25.51773415007216,0.025229128039437762,0.08415610801712343,9.756790385880425,26.59835014401983,0.027249427552690463,0.10144933938443865,5.827791432832874,4.234764684013337,8.007805541652502,20.548991362334057
3,13.809679842356584,32.5066347187807,0.064618810380741,0.13677095534817532,13.69045266304831,31.48500370073286,0.059763614775045916,0.12498240952860434,-0.8633594744360651,-3.142838460167008,-7.513594845042415,-8.619188035618453
4,10.825594958863563,25.514964077937574,0.034093514586976265,0.08350683683839526,11.677363978838146,26.79250429800518,0.04089376318665449,0.08457281673672475,7.868103538061799,5.007023392881349,19.94587147162563,1.276518113591596
5,13.743871414758624,29.91345598749039,0.022075675645003994,0.10374686559893288,12.417837222544433,29.247290812910503,0.01736530418905176,0.10281347692949826,-9.648185378031492,-2.2269749602268463,-21.33738297164306,-0.8996789098602243
6,9.514757572541388,22.16435322982417,0.014482270599201019,0.0639869172124217,9.92625519149986,23.30075092484768,0.014427972785428452,0.0662398186166136,4.324835560140938,5.127141239990629,-0.3749261098295098,3.520878176882314
7,10.35518561779533,25.88051624568696,0.036469750011751866,0.076799489212045,9.729982999835608,25.62536281714832,0.03112827743353302,0.07619048867779547,-6.0375800206354135,-0.985890026753844,-14.646309822517644,-0.7929747196209425
