seed,method,int_eF_equilibrium,final_eF_equilibrium,int_eF_km_equilibrium,final_eF_km_equilibrium,int_eF_uniform8,final_eF_uniform8,int_eF_km_uniform8,final_eF_km_uniform8,int_eF_uniform10,final_eF_uniform10,int_eF_km_uniform10,final_eF_km_uniform10,int_egradF_equilibrium,final_egradF_equilibrium,int_egradF_uniform8,final_egradF_uniform8,int_egradF_uniform10,final_egradF_uniform10
0,abf,46.806931064853146,0.5683550905126064,2055.829418474857,25.717116565705926,57.69405681950251,0.6769398161981428,3453.7841237586817,43.18287833363836,57.161155206876956,0.6712204684998692,4360.887595151675,54.51872966549654,1817.9567289985978,22.711999547431226,1950.1413316118003,24.36782991874637,1983.6236273737318,24.786565543095396
1,abf,46.778075686892215,0.5633312734966396,2053.652096191723,25.693777221419843,56.21053442566198,0.6574263564159981,3454.2263925135194,43.18894000476925,55.694417228966316,0.6524741286024468,4361.543688086119,54.52840707020819,1817.4421930896692,22.70811407913802,1949.486914802032,24.36158786917241,1983.1270943047518,24.781379706468535
2,abf,45.93969619720335,0.5585292760969522,2054.3090436054854,25.695592256402712,55.582007734732485,0.6556980587240143,3454.1239480005597,43.18557803458546,55.33323226078894,0.6528907275384295,4361.83174285285,54.529264920485794,1817.4083730171242,22.708438820712047,1949.716303728371,24.36504918546944,1983.3152432457155,24.785724177399487
3,abf,46.451987222175184,0.5617275034378012,2054.5424171647564,25.700963514751212,56.528506623422246,0.6612114402265035,3454.8631700493243,43.19880532172899,56.02119498032448,0.656800530548235,4361.876744148905,54.538144175410096,1817.2378390632275,22.704939906112756,1949.7219732740784,24.365763851220027,1983.2597129220735,24.784910305969284
0,fr_oracle,46.58632439219616,0.5676916029205681,2056.7614661524367,25.72707262764208,56.114845497968474,0.6657654889792132,3454.632126186015,43.19625593202446,55.58269113576581,0.6604655088762305,4362.321381652031,54.538733628525414,1817.8292998931697,22.712177229312363,1950.086251371055,24.36827941446777,1983.7007343214918,24.787266163694433
1,fr_oracle,46.92922170249062,0.5613001993194199,2053.8990956287525,25.697427000296685,56.093882298643024,0.6595532222325633,3454.655311096769,43.19282120200756,55.58009579166808,0.6548497582352744,4362.096529438478,54.53423502888478,1817.552932986505,22.70694502945508,1949.7638242479163,24.365981483361363,1983.2730090455232,24.78457833618742
2,fr_oracle,46.12854278699394,0.560808176406943,2054.548974162611,25.706054357473352,55.625033524356866,0.6566336057241743,3454.157701417096,43.18977539747338,55.18853395759224,0.653044249069193,4361.971985796936,54.53582341401831,1817.0935400413546,22.704051005636934,1949.6168800157668,24.362057147952218,1983.223346539669,24.783079301040498
3,fr_oracle,46.41366876625732,0.5614472942433539,2054.827020618863,25.70772985593773,56.58573204554596,0.6686596163992735,3455.4805598931366,43.202590401589305,56.185727842782256,0.6642861009198185,4362.440606096288,54.53854069025578,1817.4480131792357,22.70787228624178,1949.6279101108785,24.364862168666015,1983.1362428680518,24.783437639053172
