seed,method,occ_C7eq,first_hit_ps_C7eq,entries_C7eq,occ_C5,first_hit_ps_C5,entries_C5,occ_C7ax,first_hit_ps_C7ax,entries_C7ax
10,abf,0.14328643422067902,0.0,101677,0.06561656057098765,0.0,101551,0.056477864583333336,3.862,0
11,abf,0.1434642650462963,0.0,101698,0.06516444830246913,0.0,101942,0.05595341435185185,3.956,0
12,abf,0.14518229166666666,0.0,101265,0.06595715181327161,0.0,101636,0.055588710455246916,4.109,0
13,abf,0.14355770158179013,0.0,101086,0.06563163097993827,0.0,101212,0.05577256944444445,3.891,0
10,fr_oracle,0.1432593074845679,0.0,102096,0.06534529320987655,0.0,102196,0.057044511959876545,3.862,5
11,fr_oracle,0.1436842930169753,0.0,101600,0.06589385609567901,0.0,101653,0.055817780671296294,3.956,4
12,fr_oracle,0.14387116608796297,0.0,100510,0.06497456114969136,0.0,100868,0.056634596836419755,4.109,9
13,fr_oracle,0.14405201099537038,0.0,101878,0.06510718074845678,0.0,102052,0.055658034336419755,3.891,4
