t_ps,seed,method,eF_equilibrium,eF_km_equilibrium,eF_uniform8,eF_km_uniform8,eF_uniform10,eF_km_uniform10,egradF_equilibrium,egradF_uniform8,egradF_uniform10
0.0,20,abf,3.113083015241455,28.70298063811967,5.070322530661614,48.24677818831233,6.375544970707544,60.90741019220096,27.754684733102746,35.1164359855173,37.47725270591166
0.0,21,abf,3.113083015241455,28.70298063811967,5.070322530661614,48.24677818831233,6.375544970707544,60.90741019220096,27.754684733102746,35.1164359855173,37.47725270591166
0.0,22,abf,3.113083015241455,28.70298063811967,5.070322530661614,48.24677818831233,6.375544970707544,60.90741019220096,27.754684733102746,35.1164359855173,37.47725270591166
0.0,23,abf,3.113083015241455,28.70298063811967,5.070322530661614,48.24677818831233,6.375544970707544,60.90741019220096,27.754684733102746,35.1164359855173,37.47725270591166
1.0,20,abf,0.6806222222256287,25.696583620628466,1.0509872219327936,43.653692628073735,2.1977316416837382,56.23443950855818,22.88346654934821,26.554383450637953,31.138486219863026
1.0,21,abf,0.6964532453014627,25.699787638872,1.0428365030779057,43.511599305728254,2.1250450907416325,56.08649374865738,22.881614310184332,26.469052906566013,31.272544443136184
1.0,22,abf,0.8525477502505018,25.512080832949756,1.1930431023083503,43.43919121835292,2.1246107137890893,55.99061763451521,22.909080227825147,26.666340126071347,31.362390657201583
1.0,23,abf,0.6809951245715846,25.702001639135375,0.994341673585012,43.512313532608516,2.0869594064778703,56.07360676506243,22.88392571669229,26.26475324500353,31.126816961960373
2.0,20,abf,0.7158246149298595,25.609161548017944,1.0001863327086375,43.24953373801561,1.2372434129279506,55.06593265155472,22.830749015640812,24.91034357933622,28.019163509611804
2.0,21,abf,0.7333195109909304,25.58309327605347,1.0682982240867716,43.225125989798855,1.2499455169913103,55.02941386463948,22.830348171867588,24.883269250708754,27.638429441456847
2.0,22,abf,0.9701980803109638,25.42834258600678,1.4048055936351918,43.127302294845705,1.487276273625262,54.92788978300849,22.849148397998775,25.019340287291506,27.981032637430292
2.0,23,abf,0.8156925090724765,25.50842250259081,1.0317202125085323,43.24831153608898,1.2203991258722051,55.02951646012032,22.842170817285023,24.799365674025665,27.42819151717858
3.0,20,abf,0.9441799382285196,25.423654439489862,1.345705405843519,43.10924453642977,1.4067462333354033,54.45454331336334,22.813428348188975,24.671717544428628,25.582624930282464
3.0,21,abf,0.927400962116579,25.426838616505332,1.4781905942610756,42.959596503432806,1.5186468929957446,54.34812456166941,22.799346384325286,24.661677350568414,25.662361430540653
3.0,22,abf,1.1889584216723352,25.304051233898136,1.864651391237031,42.95835000964994,1.8711997694238787,54.34701541510606,22.802542285213292,24.683762666937298,25.882379073441786
3.0,23,abf,0.9827620088981579,25.39134990050715,1.3553875313035937,43.097263191255756,1.3860719678504119,54.55370993804715,22.805810173176155,24.650259654391725,25.482236960759707
4.0,20,abf,1.365400675610595,25.265114161814576,2.464679895851494,42.828674017005774,2.6214057512189948,54.0846491315205,22.78188058952521,24.551429361962615,25.062869092229782
4.0,21,abf,1.578736114616599,25.26334563740555,3.0012467513159344,42.660372476159054,3.1218158043150783,53.94155463129335,22.7983002257957,24.5566768848695,25.093707555762972
4.0,22,abf,1.7885750088132728,25.141285488715194,3.333187509810774,42.660674735255974,3.486562947102595,53.92298466426822,22.78277792279585,24.562832301762594,25.08288168376145
4.0,23,abf,1.5497510654528703,25.181304256117357,2.7951182097702176,42.73761246480018,2.94347926079952,54.035564159020126,22.792193935365177,24.551205861649965,25.022030429335995
5.0,20,abf,2.999241942803366,24.893911034434083,6.001405829515276,42.2641091749726,6.3621933483364606,53.33250829223969,22.770189241919997,24.501334580275085,24.948682028222883
5.0,21,abf,3.4037828375644676,24.81155063136924,6.8489092221764265,42.227100435138546,7.264032200938455,53.29474509507601,22.775337305217516,24.50007285718108,24.971165792946252
5.0,22,abf,3.550867764824845,24.84124809388494,7.161391212101624,42.16085020099873,7.583156571597896,53.189864940532935,22.781519301381167,24.53527829003983,24.98382944804698
5.0,23,abf,3.076513894141393,24.94008208491771,6.2276747051311485,42.230166010922,6.645050397211366,53.31228272149288,22.781723247523594,24.525569590575216,24.964724921696405
6.0,20,abf,3.116731336110331,24.973591980738565,6.351884096065835,42.281864194653586,6.76144781832176,53.353353834323364,22.76830861844936,24.470213174097076,24.89767639871828
6.0,21,abf,3.3965469033197992,24.88933804613847,6.891757008395437,42.266463712869964,7.324459336403524,53.338876583508814,22.780787335558223,24.47697058892235,24.936862865392186
6.0,22,abf,3.239738632790583,24.940884271600968,6.598791187061751,42.31444842483306,7.022434472952307,53.395458950735176,22.776165057660428,24.46302302440651,24.90423057194721
6.0,23,abf,3.0521003078994533,25.017422622056824,6.181298265150447,42.36913261844297,6.551700121376782,53.48012648757238,22.796863286204367,24.468357927995378,24.909672178684904
7.0,20,abf,2.1227497293829747,25.054342195021608,4.149651664225792,42.531277327412624,4.333507555487616,53.75842464030577,22.75268499917344,24.43908262537908,24.85459778249397
7.0,21,abf,2.4347741455325864,25.001068446678353,4.774223796797892,42.46160922047207,4.980036250351421,53.67330963331109,22.768888470010083,24.44285768612217,24.88754784053862
7.0,22,abf,2.300113133487576,25.058495273563707,4.542904568122213,42.47721004776912,4.763151584951909,53.6865198132567,22.757740045862754,24.439549110551564,24.877129060021115
7.0,23,abf,2.042990273875667,25.114364389870076,3.9657849021992453,42.59232158009938,4.143583011762165,53.83680139964463,22.763631206816104,24.44123659745473,24.864982935333327
8.0,20,abf,1.552229347156854,25.20709432256316,2.8796235132788346,42.70653546150384,2.9710004638434824,53.984070757868025,22.750716633583565,24.429560879127038,24.845416780229563
8.0,21,abf,1.8089443392921956,25.149321767256364,3.445828876803597,42.6290612699379,3.572150204536411,53.89174380717994,22.761913474235023,24.42443013015554,24.858965552927653
8.0,22,abf,1.690333442775481,25.21160734101813,3.2287446244189346,42.66706103028268,3.351886463071043,53.9356516233989,22.75493387128649,24.426384348088046,24.85811246987142
8.0,23,abf,1.4510410377508758,25.28088538943239,2.690833335165588,42.75931122469991,2.7919528799121878,54.046317339592605,22.762503330528528,24.42250783355401,24.848341316206003
9.0,20,abf,1.1509155091509755,25.330384355254147,1.9852625898989888,42.86215699526638,2.0281401798219645,54.17035605949238,22.74835861426889,24.418155771104956,24.83338679469939
9.0,21,abf,1.3248441593268112,25.298044100688703,2.4148404972887216,42.790389929702904,2.48950610246689,54.08890874007621,22.759595630097927,24.416087036781885,24.845837714078627
9.0,22,abf,1.2339100939464738,25.348936067176933,2.2507329835889807,42.8205043703691,2.3223836276940495,54.11795855984835,22.75267662999382,24.415859842187746,24.84334849369975
9.0,23,abf,1.0920995351513632,25.395249257553182,1.8965925301791768,42.895936798281554,1.951800922456107,54.20878369807971,22.760966901992614,24.41479992491279,24.84158747571505
10.0,20,abf,0.9414989416202425,25.40986562294287,1.4908599182770437,42.960734464312885,1.5056504515077447,54.285170851727784,22.74574839928943,24.41167615186093,24.824119119645616
10.0,21,abf,1.0082524574899194,25.40154077085487,1.7085375718043683,42.91890476947948,1.7480750228657989,54.23741112209382,22.757112433689432,24.409930213630574,24.83705000411288
10.0,22,abf,0.9583691303059814,25.445198803289806,1.6287722742015882,42.93618971433873,1.6677151472495833,54.25293156870832,22.750985361299165,24.40994441811963,24.83507958422804
10.0,23,abf,0.8577000581327384,25.491019403498147,1.360241056850465,42.99986594511335,1.3879480419479262,54.33252351298721,22.75836257943288,24.410678109369485,24.83805823317313
11.0,20,abf,0.8292187154597012,25.46812340636161,1.220122380810605,43.0193616529117,1.219924545314636,54.34704568896072,22.74404910440253,24.405316005664417,24.81870867259944
11.0,21,abf,0.83680071174447,25.472870225511784,1.2951434887529572,43.003285764582984,1.31243336555344,54.33560605989489,22.75672305185064,24.407668020387764,24.833279253040963
11.0,22,abf,0.8120503896088657,25.51212155328286,1.2765760519659544,43.012142879703575,1.2942543997967095,54.341245366577816,22.749876947502315,24.404835113042722,24.828757524491692
11.0,23,abf,0.7479341087228148,25.548671369945904,1.0959633273827831,43.06302269893369,1.1097687220048962,54.402823665915186,22.756564056936814,24.405934493359965,24.832471096033064
12.0,20,abf,0.7684527091866143,25.50655294234044,1.0674380453055,43.06036824272158,1.0608614892919463,54.3906685172124,22.7425671420116,24.403036065610284,24.817770072984413
12.0,21,abf,0.7429669821971314,25.52515266566572,1.0610395509529085,43.05661866328914,1.067155202922251,54.39686084807418,22.755578608063647,24.40469737113928,24.828491923930514
12.0,22,abf,0.7403120110483711,25.545878479894284,1.0892716727081604,43.06246260485603,1.0964898046048346,54.39574762621213,22.748361674458874,24.398020670231354,24.821671455911993
12.0,23,abf,0.6971820544070401,25.579438678556745,0.9595409374933129,43.098078905015626,0.9674509146834754,54.441440282388484,22.754864289294773,24.40213818648037,24.828899103925586
13.0,20,abf,0.727544265023178,25.533903568033512,0.9623242569007254,43.08624245014135,0.9514714341431786,54.42175781295348,22.740345600150896,24.40129123870946,24.816296878832738
13.0,21,abf,0.7057324285563122,25.54428635199603,0.9489881568787831,43.08461696703455,0.9492765971533175,54.42682228332622,22.753085205950427,24.39993531316797,24.824609351216743
13.0,22,abf,0.7039873014318532,25.562358127309185,0.9833945691010001,43.086464437772726,0.9833421883485965,54.4251900309263,22.746853686538813,24.392837591871093,24.81735484053477
13.0,23,abf,0.6720186349152143,25.60013224718714,0.8855550071053014,43.12068078621433,0.8880970470094376,54.465171249460035,22.75484881482285,24.39812307012539,24.826286186133288
14.0,20,abf,0.7021866661561518,25.55596120419245,0.9044548976661223,43.10184246623124,0.8929103996212947,54.43679827868702,22.73892505497291,24.397049922195855,24.81140579177548
14.0,21,abf,0.6736782735736456,25.571154156873767,0.884447438409255,43.10106803580893,0.8837995242693392,54.444445892398186,22.751511171413277,24.396163467612237,24.820916069560536
14.0,22,abf,0.6748080477977337,25.58393331879974,0.9074515424267797,43.11071285291999,0.9047424507590903,54.45219734102905,22.745443916168774,24.391441298538012,24.814210310213433
14.0,23,abf,0.6474719564220688,25.623018217481217,0.8284578196906558,43.13876546181406,0.8296315388474725,54.485776938921326,22.754141389425495,24.394000431121505,24.822824663954698
15.0,20,abf,0.6816800093147396,25.574485748869773,0.8671084688036753,43.11253607052194,0.855322485770154,54.44677283781323,22.73763341949825,24.39606329227593,24.80853606992973
15.0,21,abf,0.6529259552453962,25.59339935827932,0.847412766940065,43.11952332230913,0.8469642939866731,54.46323846634236,22.74955118578962,24.392686701676357,24.818325711537128
15.0,22,abf,0.6529644758840194,25.60731204244867,0.8608479283655445,43.11823142821815,0.8574918972885403,54.45972771748864,22.744145318466522,24.388900256493482,24.81073876732386
15.0,23,abf,0.6279810533571156,25.643314904625367,0.7857151883020067,43.15865952780601,0.7849819794537901,54.50898861527767,22.752929832913463,24.3903646066305,24.817769583901757
16.0,20,abf,0.6645536838058959,25.588617254455986,0.840100808945977,43.119861014588274,0.8283797770981943,54.4544973031139,22.737433211661997,24.393801172388144,24.807413736006897
16.0,21,abf,0.6422955230863022,25.605294585798383,0.826093646201232,43.12908401683264,0.8237851667454923,54.47004364774568,22.74778843072121,24.392018010850162,24.817083233837433
16.0,22,abf,0.6341342533472913,25.624999762379367,0.8229817695872513,43.12873446945074,0.8187512726488674,54.4684044049162,22.742646310437117,24.385085598303895,24.80693509558248
16.0,23,abf,0.6213924697772135,25.651648299040573,0.7616511879858919,43.16583194532163,0.7596021626020472,54.51719583697285,22.751679146451234,24.389825532806775,24.816230516288098
17.0,20,abf,0.6534023601077622,25.60064780344767,0.8184932662362528,43.128922293044354,0.8069701219742887,54.46488748476484,22.73609484084056,24.390497221954604,24.804254559588003
17.0,21,abf,0.6336024752915194,25.614636046012247,0.8042819534020965,43.13435348621613,0.8019841463889825,54.47644928405662,22.747025417303046,24.389762453745284,24.814367969431483
17.0,22,abf,0.6204699204335398,25.642241330542927,0.7914888398731571,43.141544086768086,0.7867058262189156,54.481603330868495,22.74127128472931,24.38365479320371,24.80379079403809
17.0,23,abf,0.6114725348126506,25.662831466902315,0.7396967898321577,43.175805455698445,0.7367022296870384,54.52426376653141,22.749606539470943,24.388723409016418,24.81356276673317
18.0,20,abf,0.6466403143293762,25.607747964948672,0.8044222496920546,43.1311719655314,0.7937113306320491,54.467880283560795,22.735046349773675,24.387214692743807,24.801613203948094
18.0,21,abf,0.6291339915810956,25.6196552560649,0.79404455606426,43.13942829848223,0.7908932613103079,54.47861624491502,22.745192967526403,24.387734276385668,24.814217502678687
18.0,22,abf,0.6140622424275264,25.650028400125475,0.7704042978741759,43.150203685930975,0.7649938119967552,54.489367198359034,22.740778515061113,24.382041284231196,24.802231085185706
18.0,23,abf,0.6063698334029679,25.66787894843271,0.7286025970422761,43.18476238778837,0.7255820080308141,54.53103183535944,22.747308146793788,24.386878272267122,24.81209921786919
19.0,20,abf,0.6395868578907459,25.61514093297407,0.789665670654396,43.13267764242616,0.778143449325385,54.46795273190898,22.73386588951639,24.384972207671865,24.800384052533385
19.0,21,abf,0.6241944460071271,25.626811078247005,0.7813092748346298,43.1457706602106,0.7784079358671768,54.48686627955915,22.745445086245788,24.387913704076485,24.81299679559499
19.0,22,abf,0.6091431522788916,25.653935127945243,0.7548096332222833,43.15761580907477,0.7489278292580048,54.49750461609579,22.739601120680312,24.37982841793933,24.800550742826196
19.0,23,abf,0.6035642816154475,25.670678976202005,0.7204391182431419,43.19403574191465,0.7170134859918814,54.539847906878855,22.74483823715887,24.38586942318759,24.80980952121077
20.0,20,abf,0.6299451284924498,25.62426423178049,0.7737351370261729,43.140140557913384,0.7625803008792186,54.476037960688075,22.732287410322186,24.383527276338913,24.79917084079127
20.0,21,abf,0.6200560315482145,25.631173668067213,0.7715912169646619,43.150540824048775,0.7687988415425041,54.49003288847008,22.74530475249754,24.387354412772023,24.810251493808824
20.0,22,abf,0.6042416271312122,25.659351998885413,0.7427541753891588,43.1622512981658,0.7367454651457218,54.50528226158329,22.74007205272532,24.37920900754018,24.799897437920553
20.0,23,abf,0.6006380781613034,25.675176198169805,0.7156909858058061,43.19530561601216,0.7117531456781934,54.54187092651385,22.74455412029227,24.38611965036701,24.80798540932108
21.0,20,abf,0.6223933413627925,25.63243157126723,0.7596516559767066,43.14500412045811,0.748622069676317,54.48015863972679,22.73208518879548,24.382389883744594,24.798979606751388
21.0,21,abf,0.6151095569773878,25.6361015195759,0.7592680724326615,43.15401482367464,0.7565172025931183,54.49419557993314,22.743909792059778,24.385551235323327,24.808626760828588
21.0,22,abf,0.5983844788589514,25.66670573409955,0.729316864289233,43.17044522192796,0.7233211339484229,54.513180883332964,22.737930386114325,24.377157644552643,24.798155317627064
21.0,23,abf,0.5964235556633048,25.679595184591374,0.7054424927981442,43.19421080764253,0.7016682007318372,54.540658600774336,22.74288441571323,24.383787301846873,24.80533249643923
22.0,20,abf,0.6160386556906243,25.639620193576032,0.7475371895894283,43.15144151127284,0.7368826431643868,54.48810893624785,22.730256563915614,24.380114822462698,24.797480526848805
22.0,21,abf,0.6139894099525344,25.639495010731277,0.7536672537534529,43.159032277616326,0.7503846893569377,54.49830442304106,22.742693210364735,24.384218200812715,24.807552461431975
22.0,22,abf,0.5929334463212459,25.673625942937004,0.7144506984321716,43.17873341984599,0.7086078492188622,54.52303270215601,22.73727685290096,24.37691218633339,24.797263866445352
22.0,23,abf,0.5924672290982878,25.680812186475155,0.6956727994726931,43.19579377439198,0.6924505122659537,54.54168782241606,22.7403281714824,24.380847750557624,24.802427190970516
23.0,20,abf,0.6116400167844409,25.645275099870176,0.7377855541833769,43.15731546270879,0.7271906093442367,54.49386826430759,22.72951427881161,24.378358495562928,24.79586634350304
23.0,21,abf,0.6085904843768988,25.64453865251633,0.7424536415146207,43.1643875612199,0.7388804269700634,54.50363485080314,22.741852484355825,24.38359763104215,24.80629153420626
23.0,22,abf,0.5889997352132688,25.6794728965052,0.7050494492211066,43.182847006953146,0.6991569948127693,54.52656894955169,22.736399763553653,24.37588349643066,24.79516155631678
23.0,23,abf,0.5898493911909677,25.686887661133174,0.6895480056206856,43.203692639341625,0.6869167166433131,54.55026038040009,22.73946023206165,24.37949382329161,24.800652927692546
