seed,method,occ_C7eq,first_hit_ps_C7eq,entries_C7eq,occ_C5,first_hit_ps_C5,entries_C5,occ_C7ax,first_hit_ps_C7ax,entries_C7ax
20,abf,0.14715952932098766,0.0,53692,0.0662133487654321,0.0,53916,0.05150462962962963,0.0,0
21,abf,0.14809992283950618,0.0,53660,0.0665991512345679,0.0,53663,0.05238474151234568,0.0,0
22,abf,0.14911265432098766,0.0,53985,0.06759379822530864,0.0,54111,0.05035927854938271,0.0,0
23,abf,0.150390625,0.0,54398,0.06717182677469136,0.0,54626,0.049750434027777776,0.0,0
20,fr_oracle,0.14671947337962962,0.0,53885,0.06861255787037036,0.0,53955,0.051263503086419755,0.0,0
21,fr_oracle,0.14727406442901234,0.0,53306,0.06742500964506173,0.0,53480,0.05147448881172839,0.0,2
22,fr_oracle,0.14691237461419754,0.0,53094,0.06688850308641975,0.0,53281,0.051812065972222224,0.0,3
23,fr_oracle,0.14889564043209877,0.0,53910,0.06656901041666667,0.0,53995,0.05017240547839506,0.0,4
