seed,method,occ_C7eq,first_hit_ps_C7eq,entries_C7eq,occ_C5,first_hit_ps_C5,entries_C5,occ_C7ax,first_hit_ps_C7ax,entries_C7ax
0,abf,0.14586347415123457,0.0,51557,0.06459780092592593,0.0,51494,0.056176456404320986,3.759,0
1,abf,0.14673755787037038,0.0,51633,0.06593002507716049,0.0,51674,0.05741825810185185,3.755,0
2,abf,0.14711130401234568,0.0,52025,0.06617115162037036,0.0,52183,0.05645375192901234,3.092,0
3,abf,0.14602623456790123,0.0,51367,0.06561656057098765,0.0,51284,0.055483217592592594,3.64,0
0,fr_oracle,0.14684606481481483,0.0,51978,0.06665340470679013,0.0,51989,0.055416907793209874,3.759,6
1,fr_oracle,0.14525462962962962,0.0,51668,0.06580343364197531,0.0,51945,0.056049864969135804,3.755,5
2,fr_oracle,0.1453269675925926,0.0,52186,0.06687041859567901,0.0,52288,0.055591724537037035,3.092,4
3,fr_oracle,0.1448386863425926,0.0,52464,0.06622540509259259,0.0,52755,0.055338541666666664,3.64,6
