cell,name,final_l2_F,integrated_l2_F,n_transitions,n_round_trips,final_ancestor_ess,fr_event_fraction,dist_cond_tv_weighted,low_support_fraction
production_dist_pentane_b1.4_trans_g256,abf,1.061145495488166,62.842036521576546,4929408.0,12341.5,,,0.09393531061622082,0.15053763440860216
production_dist_pentane_b1.4_trans_g256,fr_uniform,1.0533286345285688,62.98705877161717,4905580.0,12187.0,839.5329641025642,6.462070803617381e-06,0.09094339567951573,0.14516129032258066
production_dist_pentane_b1.6_trans_g256,abf,1.1612906279056796,76.45650194846756,5006042.5,11649.0,,,0.08636797433627125,0.1935483870967742
production_dist_pentane_b1.6_trans_g256,fr_uniform,1.1642393944375922,76.8652285538236,4983442.5,11500.5,860.909120813639,5.456859789721344e-06,0.08441602188291207,0.1827956989247312
