kind,molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,integrated_l2_F,final_l2_Fp,integrated_l2_Fp,early_l2_F,mid_l2_F,low_support_fraction,median_support,n_transitions,n_round_trips,fd_compact,fd_intermediate,fd_extended,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_frac_compact,final_frac_extended,dist_cond_tv_weighted,dist_cond_kl_weighted,dist_cond_basin_err_weighted,dist_cond_support_fraction,cell,F_range_thermal,final_quarter_decrease,norm_final_l2_F,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_application
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,214,1.051835253748807,64.38960695891883,8.510178342637596,391.6123508533278,3.0422574103694857,1.3043967761040498,0.13978494623655913,5989555.347175878,4875260,12291,1673,245,0,86,838.8608,838.8608,0.0048828125,0.16796875,0.216796875,0.0872870681510941,0.21643429367945619,0.05359606107702615,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.03714139313101853,0.10701595210560691,6.174867656789942e-06,9.765625e-06,13601.0,0.0063230644805529
dist,pentane,fr_uniform,fr_uniform,trans,1.4,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.4__N1024__T80000__ns16__45b99dfa721e,2913.180405770894,215,1.0527402907508423,63.36752855569193,8.526704579192522,389.52672456061435,3.0915732578903254,1.2484285523098382,0.15053763440860216,6022263.761164887,4917555,12128,1962,109,0,92,842.9067524115756,842.9067524115756,0.0048828125,0.1455078125,0.236328125,0.09107528574188252,0.22132483706466072,0.059741755830864114,0.8333333333333334,production_dist_pentane_b1.4_trans_g256,9.828770693090885,0.008715662802390028,0.10710803249188264,6.605672377031101e-06,9.765625e-06,13601.0,0.006764208514079847
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,200,1.162726439058197,75.11536160846403,9.11676132470147,424.1603385927598,3.683642555603439,1.5432473044507629,0.1989247311827957,5961567.025772022,5005939,11873,2753,97,0,72,858.0818330605565,858.0818330605565,0.005859375,0.1796875,0.15625,0.08926582924362471,0.2983692458768307,0.05085566429163281,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0487019412616176,0.12039948507930126,5.169656642893905e-06,1.624896006655574e-05,13601.0,0.005293728402323359
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,201,1.1887312590907921,77.046867492774,9.050046110347107,426.2962478780189,3.4350366009392155,1.6713354702419716,0.15053763440860216,5813785.645141171,4954838,11203,1626,313,0,81,842.9067524115756,842.9067524115756,0.005859375,0.1708984375,0.154296875,0.08207471930500396,0.2771036409552283,0.045980074757564875,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09939541208436467,0.12309226545852822,5.815863723255643e-06,8.7890625e-06,13601.0,0.005955444452613779
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,202,1.1598316492515406,75.72992013976402,9.040703872812847,424.6225182635613,3.5130179215691744,1.6124677280105526,0.1881720430107527,5965467.591021652,4985304,11555,2380,340,0,74,882.6397306397306,882.6397306397306,0.00390625,0.1630859375,0.146484375,0.08494197185375943,0.28107906246873293,0.04844912259491869,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.07753991845792073,0.12009973168037058,5.313258216307624e-06,1.624896006655574e-05,13601.0,0.005440776413499007
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,203,1.1857592941258892,78.79849186160061,9.036689874234039,430.1011590650117,3.4910555281638445,1.7094792498673599,0.1774193548387097,5904767.599887382,4974494,11415,1863,179,0,76,834.8535031847134,834.8535031847134,0.0068359375,0.1650390625,0.1328125,0.0830421879868984,0.27408939183075065,0.04376611694488241,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.11384190830932527,0.1227845206275619,5.456859789721344e-06,1.07421875e-05,13601.0,0.0055878244246746565
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,204,1.1720623884720591,77.02384282568482,9.058494417539073,427.3099218591888,3.5888618587203895,1.6418792660578965,0.1774193548387097,5906132.351795779,4989113,11599,2726,198,0,76,873.8133333333334,873.8133333333334,0.00390625,0.17578125,0.166015625,0.08443313302455492,0.28615719490327285,0.048746346241669875,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0860319970952937,0.12136621591503065,5.456859789721344e-06,1.26953125e-05,13601.0,0.0055878244246746565
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,205,1.166705048989876,75.64517639320883,9.060966918293097,424.09049750840643,3.504652319344496,1.6179596989900908,0.1774193548387097,5863409.9418309275,5007773,11523,2394,203,0,76,873.8133333333334,873.8133333333334,0.00390625,0.185546875,0.1806640625,0.08527391043898967,0.28791578898042874,0.052623630033698486,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.07938139416063822,0.12081146727134082,5.456859789721344e-06,1.1374272046589018e-05,13601.0,0.0055878244246746565
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,206,1.1644061898586184,76.30211546554101,9.052821283139279,425.64349121596854,3.519979970892114,1.6210538755846984,0.1881720430107527,5916840.83137672,4999907,11501,2661,329,0,84,807.8397534668721,807.8397534668721,0.0107421875,0.1748046875,0.16796875,0.08418936764874692,0.2845488659972689,0.045307042281381577,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0793443256337222,0.12057342206451,6.0312660833762225e-06,8.7890625e-06,13601.0,0.006176016469377252
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,207,1.1635424996386388,76.92044524794855,8.98788858170245,425.52794606123734,3.5028343243876954,1.6518676773598495,0.17204301075268819,5913870.3546469305,4956116,11117,2409,147,0,74,868.0264900662252,868.0264900662252,0.005859375,0.169921875,0.1630859375,0.08266790569041124,0.2692196309542311,0.044513924767516484,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09866460747953394,0.12048398756447591,5.313258216307624e-06,8.7890625e-06,13601.0,0.005440776413499007
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,208,1.1823652279266201,77.46106653730044,9.053367282841656,427.6770923749172,3.3609525797694193,1.684829305808465,0.16666666666666666,5867710.2355564125,4968044,11500,2152,375,0,98,817.9219968798752,817.9219968798752,0.0068359375,0.1865234375,0.154296875,0.08314519041745287,0.2791757212032487,0.045415460801019686,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.10289515145092547,0.1224330675178794,7.03647709727226e-06,1.07421875e-05,13601.0,0.007205352547606794
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,209,1.1645770955637955,77.25831239373773,9.019679685093777,426.829844694366,3.732102045168499,1.6294179801868909,0.1827956989247312,5908164.938172047,4981581,11261,3364,70,0,95,819.2,819.2,0.0087890625,0.17578125,0.138671875,0.08283362340314102,0.27324471794186533,0.04391556202600067,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.08822837964517273,0.12059111922715222,6.82107473715168e-06,1.171875e-05,13601.0,0.00698478053084332
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,210,1.164072599016566,77.12689471658538,9.006523332057151,426.771318253058,3.567370517406782,1.6494325900945213,0.1827956989247312,5996247.969958544,4934191,11286,2344,177,0,76,873.8133333333334,873.8133333333334,0.00390625,0.169921875,0.1748046875,0.08356982277221306,0.273091058842625,0.044706294753691644,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.09521341464553484,0.12053887897315067,5.456859789721344e-06,1.624896006655574e-05,13601.0,0.0055878244246746565
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,211,1.1569502059897543,75.21744444556757,9.040974515671438,423.5137877977314,3.5777124899561663,1.5829699675288877,0.1881720430107527,5989905.563091404,4978001,11479,1911,227,0,79,863.7364085667216,863.7364085667216,0.005859375,0.19921875,0.150390625,0.08526365657357932,0.2849865962424636,0.04701127934220237,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0674062573565478,0.11980136030654571,5.672262149841923e-06,8.7890625e-06,13601.0,0.0058083964414381295
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,212,1.1620982375282134,74.84830172081496,9.063431869583074,422.4263332950595,3.487583229348391,1.5673044408272434,0.1774193548387097,5869928.038502045,5010257,11562,2698,251,0,75,853.8892508143323,853.8892508143323,0.0048828125,0.1923828125,0.1650390625,0.08618048634823038,0.2893141867400992,0.047715545963085776,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.0658193397342694,0.12033443526345865,5.385059003014484e-06,1.1374272046589018e-05,13601.0,0.005514300419086832
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,213,1.1768540388105189,78.28695434131961,9.05971923348473,429.59213105005125,3.5853384283260263,1.6857082937248566,0.1827956989247312,5903748.428667044,5004768,11628,2661,256,0,74,875.2721202003339,875.2721202003339,0.005859375,0.171875,0.1513671875,0.08461339866635345,0.28629599972727976,0.04692290506747271,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.10146218823859121,0.12186238785543815,5.313258216307624e-06,8.7890625e-06,13601.0,0.005440776413499007
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,214,1.1630803997905963,76.74941512746244,9.035648366269731,426.20816792064886,3.655160129296003,1.6176005010246066,0.1935483870967742,5968161.465169277,4959334,11420,2262,256,0,69,837.5207667731629,837.5207667731629,0.009765625,0.2001953125,0.1494140625,0.08439891074126922,0.28259173059739434,0.044248783677427156,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.07589575575879086,0.12043613745813052,4.954254282773325e-06,6.8359375e-06,13601.0,0.005073156385559885
dist,pentane,fr_uniform,fr_uniform,trans,1.6,2.3,False,production,80000,1024,production__dist__pentane__fr_uniform__trans__b1.6__N1024__T80000__ns16__4028f9bdeb6f,1566.2993243397214,215,1.163893358839105,76.81001185969865,9.061479709884106,426.43580446967644,3.5980621547977023,1.624767898791154,0.1935483870967742,5920378.275177181,5016057,11660,2894,114,0,78,879.6778523489933,879.6778523489933,0.0048828125,0.19140625,0.13671875,0.08555758177987537,0.2907526938139534,0.04723086599685227,0.8333333333333334,production_dist_pentane_b1.6_trans_g256,9.65723763928364,0.08394301184767353,0.120520318781908,5.600461363135063e-06,8.12448003327787e-06,13601.0,0.005734872435850305
