cell,method,verdict,rel_final,rel_final_lo,rel_final_hi,rel_integrated,win_rate_final,geneal_ok,event_ok,basin_ok
production_dist_pentane_b1.4_trans_g256,fr_uniform,equivalent,-0.008510809379200896,-0.011237143280441298,-0.007081001191517292,0.004903660379981257,1.0,True,True,True
production_dist_pentane_b1.6_trans_g256,fr_uniform,equivalent,0.0039681256793440475,0.0028635538702431653,0.008192585010188162,0.006139414842814889,0.125,True,True,True
