method,target_type,seed,t,x_bin_center,conditional_l2_y,conditional_kl_y,n_samples_in_bin
abf_fr_physical,physical,1,100.0,0.0,0.4774417867481622,0.2199729010272963,11
abf_fr_physical,physical,1,100.0,0.5,0.6388420789686164,0.4159043558636809,18
abf_fr_physical,physical,1,100.0,1.5,0.6788603509661747,0.2261615502519458,24
abf_fr_physical,physical,2,100.0,-1.5,0.5893900936691342,0.2283777268959831,24
abf_fr_physical,physical,2,100.0,-0.5,0.6857559653452694,0.7052768510348545,19
abf_fr_physical,physical,2,100.0,0.0,0.3595115224706439,0.16477000916289,21
abf_fr_physical,physical,2,100.0,0.5,0.4889195715288164,0.6580099011450937,19
abf_fr_physical,physical,2,100.0,1.5,0.2416757698672806,0.0813072098694713,18
abf_fr_physical,physical,3,100.0,-1.5,0.5415949160177299,0.1738907901658944,21
abf_fr_physical,physical,3,100.0,-0.5,0.6051929488872809,0.4073950295028567,25
abf_fr_physical,physical,3,100.0,0.0,0.7739321907726574,0.4435288616827436,15
abf_fr_physical,physical,3,100.0,0.5,0.6078099248492247,0.5138853215808299,20
abf_fr_physical,physical,3,100.0,1.5,0.7884723605162242,0.2731747262866499,20
abf_fr_physical,physical,4,100.0,-1.5,0.4249616809588198,0.1194350139497245,22
abf_fr_physical,physical,4,100.0,-0.5,0.8032659949527069,0.872884844219312,22
abf_fr_physical,physical,4,100.0,0.0,0.4775215173988759,0.4193813676201293,17
abf_fr_physical,physical,4,100.0,0.5,0.6192441245618097,0.7089432760695821,16
abf_fr_physical,physical,4,100.0,1.5,0.3490847625445887,0.0652148501073147,20
abf_fr_physical,physical,5,100.0,-1.5,0.4011344198288024,0.080360153320307,23
abf_fr_physical,physical,5,100.0,-0.5,0.4476735238583323,0.5593769681392897,21
abf_fr_physical,physical,5,100.0,0.0,0.3023004349247744,0.2232599705626465,13
abf_fr_physical,physical,5,100.0,0.5,0.7693552746901924,0.8216575516138368,14
abf_fr_physical,physical,5,100.0,1.5,1.0461928630512476,0.5034370626472691,18
abf_fr_physical,physical,6,100.0,-1.5,0.6106069452563303,0.3147637032410474,25
abf_fr_physical,physical,6,100.0,-0.5,0.5452217757548394,0.397467949152338,20
abf_fr_physical,physical,6,100.0,0.0,0.4569062872076986,0.448600828997404,14
abf_fr_physical,physical,6,100.0,0.5,0.5063488332433117,0.3118060758734352,20
abf_fr_physical,physical,6,100.0,1.5,0.4089267575135962,0.1128797962011518,25
abf_fr_physical,physical,7,100.0,-1.5,0.3386936227535647,0.1030573582058776,21
abf_fr_physical,physical,7,100.0,-0.5,0.7358170116147331,0.6249844331174336,18
abf_fr_physical,physical,7,100.0,0.0,,,8
abf_fr_physical,physical,7,100.0,0.5,0.6499406009705682,0.6074813036475145,18
abf_fr_physical,physical,7,100.0,1.5,0.512319382113808,0.3291015710587365,17
abf_fr_physical,physical,0,100.0,-1.5,0.3054542053733007,0.0615639938515236,33
abf_fr_physical,physical,0,100.0,-0.5,0.5776457396540514,0.6256869193669087,26
abf_fr_physical,physical,0,100.0,0.0,0.617102776651325,0.5117483893218587,19
abf_fr_physical,physical,0,100.0,0.5,0.3844868657480756,0.2534619223484753,16
abf_fr_physical,physical,0,100.0,1.5,0.2604301490035976,0.1100900194785526,20
abf_fr_physical,physical,1,100.0,-1.5,0.2823880766303832,0.0733644979200718,24
abf_fr_physical,physical,1,100.0,-0.5,0.4794328452447491,0.4220145476646728,19
abf_fr_physical,physical,1,100.0,0.0,0.6869471783310451,0.2758712317863087,12
abf_fr_physical,physical,1,100.0,0.5,0.5244173871422675,0.5034106053109245,18
abf_fr_physical,physical,1,100.0,1.5,0.4465239231091293,0.1209882718368871,27
abf_fr_physical,physical,2,100.0,-1.5,0.270068270996812,0.0924721010638471,24
abf_fr_physical,physical,2,100.0,-0.5,0.497721426440474,0.4143493006523833,19
abf_fr_physical,physical,2,100.0,0.0,0.3055426387022101,0.1491231084772985,23
abf_fr_physical,physical,2,100.0,0.5,0.6175211028102462,0.6231470102090035,18
abf_fr_physical,physical,2,100.0,1.5,0.2982640255081835,0.0904490515072719,20
abf_fr_physical,physical,3,100.0,-1.5,0.3162042564253577,0.134520753422371,21
abf_fr_physical,physical,3,100.0,-0.5,0.4054005899607789,0.2822026558469683,27
abf_fr_physical,physical,3,100.0,0.0,0.7752917972496849,0.3431980559073764,16
abf_fr_physical,physical,3,100.0,0.5,0.4188877974721784,0.3800033958973517,21
abf_fr_physical,physical,3,100.0,1.5,0.8711438666659798,0.4263778070071691,18
abf_fr_physical,physical,4,100.0,-1.5,0.311927383083694,0.1102134480905432,27
abf_fr_physical,physical,4,100.0,-0.5,0.8223864883225678,1.0937742495371774,19
abf_fr_physical,physical,4,100.0,0.0,0.3344010369513365,0.280656769640504,16
abf_fr_physical,physical,4,100.0,0.5,0.5667680210600561,0.5405925996980084,19
abf_fr_physical,physical,4,100.0,1.5,0.390340700953118,0.1215389031672928,20
abf_fr_physical,physical,5,100.0,-1.5,0.4534140095316999,0.1082094464011142,27
abf_fr_physical,physical,5,100.0,-0.5,0.4371122232091928,0.4838818770658316,19
abf_fr_physical,physical,5,100.0,0.0,0.381544308089972,0.5011490109500311,14
abf_fr_physical,physical,5,100.0,0.5,0.7178566767658566,0.7233789767171519,14
abf_fr_physical,physical,5,100.0,1.5,0.745956931079658,0.4310101236568309,14
abf_fr_physical,physical,6,100.0,-1.5,0.4799753904897735,0.2581046026007245,27
abf_fr_physical,physical,6,100.0,-0.5,0.6151634832199192,0.4023470829546686,17
abf_fr_physical,physical,6,100.0,0.0,0.5190260793952401,0.6271499509151343,19
abf_fr_physical,physical,6,100.0,0.5,0.6275591688591017,0.5840356242181619,16
abf_fr_physical,physical,6,100.0,1.5,0.5202429705274559,0.1360219003943766,27
abf_fr_physical,physical,7,100.0,-1.5,0.3313906666994538,0.0827638543617944,19
abf_fr_physical,physical,7,100.0,-0.5,0.7207064918761076,0.6420248076045962,14
abf_fr_physical,physical,7,100.0,0.0,0.8038251741410641,0.6106909439075066,15
abf_fr_physical,physical,7,100.0,0.5,0.641579896108307,0.5992763944198674,17
abf_fr_physical,physical,7,100.0,1.5,0.5749527595804217,0.2944587224291038,16
abf_fr_physical,physical,0,100.0,-1.5,0.2645794733317961,0.0518777592288484,32
abf_fr_physical,physical,0,100.0,-0.5,0.3547959963022488,0.2606857583070573,29
abf_fr_physical,physical,0,100.0,0.0,0.4715956293871137,0.4618781573237389,17
abf_fr_physical,physical,0,100.0,0.5,0.737475142982448,0.4296203568078907,13
abf_fr_physical,physical,0,100.0,1.5,0.3545753695571684,0.0794976434023781,16
abf_fr_physical,physical,1,100.0,-1.5,0.5037265727821317,0.1519144243530963,21
abf_fr_physical,physical,1,100.0,-0.5,0.6401944829058333,0.7064506602064937,23
abf_fr_physical,physical,1,100.0,0.0,0.5310729766080035,0.3552901758243947,16
abf_fr_physical,physical,1,100.0,0.5,0.7683845301466099,0.6246691169259435,18
abf_fr_physical,physical,1,100.0,1.5,0.6053795401427817,0.2658297071788126,19
abf_fr_physical,physical,2,100.0,-1.5,0.3789355000493334,0.119475185638231,24
abf_fr_physical,physical,2,100.0,-0.5,0.578048552474792,0.5049454902705898,20
abf_fr_physical,physical,2,100.0,0.0,0.6361684482792564,0.2670545530040328,24
abf_fr_physical,physical,2,100.0,0.5,0.5288503183548855,0.5168370584688216,20
abf_fr_physical,physical,2,100.0,1.5,0.4105663628883204,0.1016499524562141,21
abf_fr_physical,physical,3,100.0,-1.5,0.4392826557781918,0.1552919077514314,21
abf_fr_physical,physical,3,100.0,-0.5,0.2543299999156001,0.2298436550448412,29
abf_fr_physical,physical,3,100.0,0.0,0.6082247012391397,0.3910359818292922,12
abf_fr_physical,physical,3,100.0,0.5,0.5198126387242731,0.3840688491822442,17
abf_fr_physical,physical,3,100.0,1.5,0.3678121335132726,0.0940276954902173,16
abf_fr_physical,physical,4,100.0,-1.5,0.4069875458487631,0.1763890055218264,23
abf_fr_physical,physical,4,100.0,-0.5,0.6786154162281908,0.6790836681711512,26
abf_fr_physical,physical,4,100.0,0.0,0.418402176269135,0.3051981943506352,24
abf_fr_physical,physical,4,100.0,0.5,0.6541689302874183,0.6912309097896862,12
abf_fr_physical,physical,4,100.0,1.5,0.3067867623475421,0.0575672469139065,18
abf_fr_physical,physical,5,100.0,-1.5,0.4602131634683615,0.1012688495563369,26
abf_fr_physical,physical,5,100.0,-0.5,0.4422587120774797,0.5106547530335133,20
abf_fr_physical,physical,5,100.0,0.0,0.4217656554960312,0.4589768984005625,18
abf_fr_physical,physical,5,100.0,0.5,0.8021918351335253,0.98625740679281,15
abf_fr_physical,physical,5,100.0,1.5,0.888914056312709,0.4659289396718235,15
abf_fr_physical,physical,6,100.0,-1.5,0.5175904962254896,0.3085191842445531,21
abf_fr_physical,physical,6,100.0,-0.5,0.8378163609605165,0.5937016294272919,18
abf_fr_physical,physical,6,100.0,0.0,0.7969881769040897,0.8300824298091694,16
abf_fr_physical,physical,6,100.0,0.5,0.6270137528543955,0.5881446965076654,19
abf_fr_physical,physical,6,100.0,1.5,0.3785194071963007,0.1245668951553597,17
abf_fr_physical,physical,7,100.0,-1.5,0.4640149060750945,0.1752319853843852,23
abf_fr_physical,physical,7,100.0,-0.5,0.6256208466039277,0.6042089420888538,14
abf_fr_physical,physical,7,100.0,0.0,1.0120913192854688,0.8186457489234905,15
abf_fr_physical,physical,7,100.0,0.5,0.6794648272146917,0.610542665054925,19
abf_fr_physical,physical,7,100.0,1.5,0.5013087010868386,0.3198687133214576,17
abf_fr_physical,physical,0,100.0,-1.5,0.3052382134246252,0.1190510947036501,30
abf_fr_physical,physical,0,100.0,-0.5,0.5055308719976582,0.4573598970398278,25
abf_fr_physical,physical,0,100.0,0.0,0.5191146316249841,0.6272344702407358,21
abf_fr_physical,physical,0,100.0,0.5,0.759336306440037,0.4512906408680646,12
abf_fr_physical,physical,0,100.0,1.5,0.1979177497523797,0.084673875299835,22
abf_fr_physical,physical,1,100.0,-1.5,0.3574928834647745,0.1309085110515321,22
abf_fr_physical,physical,1,100.0,-0.5,0.7774272972284663,0.935121127037602,19
abf_fr_physical,physical,1,100.0,0.0,0.3369137533985828,0.277668556024532,15
abf_fr_physical,physical,1,100.0,0.5,0.4181700835491067,0.4104325252769393,17
abf_fr_physical,physical,1,100.0,1.5,0.2571801824727207,0.073717684001398,22
abf_fr_physical,physical,2,100.0,-1.5,0.3051135300857385,0.111964668336442,22
abf_fr_physical,physical,2,100.0,-0.5,0.5223365440479927,0.5933075876882886,17
abf_fr_physical,physical,2,100.0,0.0,0.4813803064392671,0.2559411764979199,22
abf_fr_physical,physical,2,100.0,0.5,0.6113049576179077,0.6831136413174054,22
abf_fr_physical,physical,2,100.0,1.5,0.6306700608031391,0.173013790255898,16
abf_fr_physical,physical,3,100.0,-1.5,0.636677574768669,0.1865829487536792,18
abf_fr_physical,physical,3,100.0,-0.5,0.4371967404031538,0.5001237138108315,27
abf_fr_physical,physical,3,100.0,0.0,0.6826709544402545,0.4179073399263139,17
abf_fr_physical,physical,3,100.0,0.5,0.6868823277321958,0.5705650495834492,17
abf_fr_physical,physical,3,100.0,1.5,0.7037597070170781,0.2090167338663959,22
abf_fr_physical,physical,4,100.0,-1.5,0.3864450482506655,0.1124391918206002,22
abf_fr_physical,physical,4,100.0,-0.5,1.093920130081525,1.2434373902159144,17
abf_fr_physical,physical,4,100.0,0.0,0.3305135947300983,0.3722185218546635,21
abf_fr_physical,physical,4,100.0,0.5,0.547911961085539,0.4767118028927484,15
abf_fr_physical,physical,4,100.0,1.5,0.4641119786958204,0.1087547779161479,20
abf_fr_physical,physical,5,100.0,-1.5,0.4416786871102893,0.1070503725637743,24
abf_fr_physical,physical,5,100.0,-0.5,0.4732451118867191,0.4720033650366578,20
abf_fr_physical,physical,5,100.0,0.0,0.4426199487524087,0.4839613319097818,16
abf_fr_physical,physical,5,100.0,0.5,0.7862520376883524,0.799725871869739,18
abf_fr_physical,physical,5,100.0,1.5,1.020401681538604,0.4691007079005941,18
abf_fr_physical,physical,6,100.0,-1.5,0.4835697423417178,0.2990817746744703,21
abf_fr_physical,physical,6,100.0,-0.5,0.5981184251837336,0.471403866188815,15
abf_fr_physical,physical,6,100.0,0.0,0.4675102830408069,0.4796904448880979,20
abf_fr_physical,physical,6,100.0,0.5,0.4013890587439165,0.2503846158267688,16
abf_fr_physical,physical,6,100.0,1.5,0.2402862719230359,0.0653098790187205,28
abf_fr_physical,physical,7,100.0,-1.5,0.4180255903708738,0.1812955775192201,20
abf_fr_physical,physical,7,100.0,-0.5,0.84713542425437,0.7216256041785312,16
abf_fr_physical,physical,7,100.0,0.0,1.0331351185034177,0.9694551835011956,15
abf_fr_physical,physical,7,100.0,0.5,0.6043852601799953,0.547367065090995,18
abf_fr_physical,physical,7,100.0,1.5,0.5741500912244096,0.3092335516204602,20
abf_fr_physical,physical,0,100.0,-1.5,0.3546111749270323,0.1246214204972417,33
abf_fr_physical,physical,0,100.0,-0.5,0.4426006170383835,0.377403453499823,28
abf_fr_physical,physical,0,100.0,0.0,0.4188161205354468,0.4426879360540964,20
abf_fr_physical,physical,0,100.0,0.5,0.7087430817360127,0.3749607996489073,13
abf_fr_physical,physical,0,100.0,1.5,0.4875642990595039,0.228119651855327,22
abf_fr_physical,physical,1,100.0,-1.5,0.4684194816516927,0.2163770747079329,23
abf_fr_physical,physical,1,100.0,-0.5,0.9150435135899392,0.832492655134275,21
abf_fr_physical,physical,1,100.0,0.0,0.6328404138214214,0.4267929739272724,16
abf_fr_physical,physical,1,100.0,0.5,0.5275396714188653,0.3753894879436563,18
abf_fr_physical,physical,1,100.0,1.5,0.2161384608312216,0.0613710097138922,20
abf_fr_physical,physical,2,100.0,-1.5,0.4777147713550055,0.1283925173025865,22
abf_fr_physical,physical,2,100.0,-0.5,0.7564763287064633,0.5689168197380273,20
abf_fr_physical,physical,2,100.0,0.0,0.224518398660536,0.1852293966763105,22
abf_fr_physical,physical,2,100.0,0.5,0.4162108098791309,0.3028305871705041,25
