config_id,method,target_type,gamma,eta,burnin_fraction,stop_fraction,fr_every,n_seeds,median_final_l2_F,iqr_final_l2_F,median_final_l2_Fprime,iqr_final_l2_Fprime,median_integrated_l2_F,iqr_integrated_l2_F,median_integrated_l2_Fprime,iqr_integrated_l2_Fprime,median_final_marginal_l2_uniform,iqr_final_marginal_l2_uniform,median_final_marginal_l2_target,iqr_final_marginal_l2_target,median_final_marginal_l2_physical_ref,iqr_final_marginal_l2_physical_ref,median_integrated_marginal_l2_physical_ref,iqr_integrated_marginal_l2_physical_ref,median_final_deltaF_error,iqr_final_deltaF_error,median_integrated_deltaF_error,iqr_integrated_deltaF_error,median_final_barrier_height_error,iqr_final_barrier_height_error,median_integrated_barrier_height_error,iqr_integrated_barrier_height_error,median_mean_fr_event_fraction,iqr_mean_fr_event_fraction,median_max_fr_event_fraction,iqr_max_fr_event_fraction,median_barrier_crossings,iqr_barrier_crossings,median_frac_left,iqr_frac_left,median_frac_barrier,iqr_frac_barrier,median_frac_right,iqr_frac_right,median_final_ancestor_ess,iqr_final_ancestor_ess,median_final_max_clone_multiplicity,iqr_final_max_clone_multiplicity,median_final_max_clone_weight,iqr_final_max_clone_weight,median_cumulative_fr_events,iqr_cumulative_fr_events,median_cumulative_replacements,iqr_cumulative_replacements,frac_nan
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.3|fe=100,abf_fr_physical,physical,0.02,0.1,0.2,0.3,100,8,0.0319620517068721,0.026897219056920902,0.08654243678905149,0.020153682226309103,10.891524529808615,2.1583875813190065,27.520869155424702,4.231381449671527,0.058218880199353146,0.023057599749345903,0.4064446680623705,0.027602948611602007,0.38555673147610364,0.00911633925284927,38.817733177525525,0.3217112860357787,0.0363829880703967,0.0708509948988811,10.14998670467277,7.359275769019238,0.0813496588996712,0.04624563042519627,24.776812822731493,5.25070285474078,0.00712890624999995,0.0010031960227272754,0.01953125,0.0009765625,35404.5,2841.75,0.400390625,0.0224609375,0.119140625,0.029296875,0.3125,0.064453125,140.35013573996625,11.207578542979263,6.0,1.25,0.0234375,0.0048828125,50.0,0.0,87.0,8.75,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.3|fe=20,abf_fr_physical,physical,0.02,0.1,0.2,0.3,20,8,0.02801582800064635,0.024960967293914296,0.0897263662455097,0.023673588566591783,10.470681680817746,3.7468028322668125,26.310753915113096,5.011120738487726,0.05416105321401175,0.013292339116803081,0.3985871594887062,0.02046391399953168,0.3875354903936986,0.011421764426022107,38.85964254097905,0.2692742994010686,0.0533268775162367,0.04261634342125345,11.212106841398157,9.000649302587151,0.06189384554346985,0.05444826854015871,23.811836354189523,4.613456037613993,0.001360381155303,0.0001639441287878999,0.01171875,0.0,35814.0,3791.0,0.384765625,0.0283203125,0.130859375,0.0126953125,0.3125,0.056640625,133.48838444178944,8.992123986820957,6.5,2.0,0.025390625,0.0078125,250.0,0.0,95.5,11.5,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.3|fe=500,abf_fr_physical,physical,0.02,0.1,0.2,0.3,500,8,0.0364929594072627,0.012229448616289593,0.0867685863024593,0.03838836698387822,11.446718500881335,2.55160690543887,26.52571345029466,4.844092025062292,0.0609706121649306,0.010058883680730615,0.39318277628257225,0.02450153691151985,0.3863786876963206,0.016299730382284994,38.922873314489024,0.41181750238182957,0.06735742929710481,0.03412465912294273,12.945710086018753,4.205470504666465,0.07887302438892665,0.0418340521028657,24.035698031259045,3.8989621445492055,0.034375,0.0028320312499999986,0.05078125,0.005859375,35229.5,4465.5,0.400390625,0.033203125,0.115234375,0.029296875,0.30078125,0.076171875,139.14287774972954,6.168092368123354,5.0,1.25,0.01953125,0.0048828125,10.0,0.0,88.0,7.25,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.5|fe=100,abf_fr_physical,physical,0.02,0.1,0.2,0.5,100,8,0.05773541574766221,0.032021644436278925,0.158076906032302,0.056527121421490883,12.050426423056797,4.221882017905818,30.86981985588292,7.354368190656501,0.0652073715868666,0.016333136458565205,0.4012604157132228,0.025120753496137738,0.38834851002585263,0.008377805896633228,38.712282336976116,0.5601400954829643,0.0462991897718243,0.06973626403671004,11.354517422786966,8.141011032133324,0.1574635128605192,0.056931918514394,28.76045189213991,8.048360805622032,0.007160408266129,0.0004709551411290749,0.0234375,0.0009765625,43768.0,6303.25,0.400390625,0.0537109375,0.107421875,0.01953125,0.30859375,0.04296875,65.35459701088902,7.396653382605706,11.5,3.25,0.044921875,0.0126953125,150.0,0.0,269.0,14.75,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.5|fe=20,abf_fr_physical,physical,0.02,0.1,0.2,0.5,20,8,0.05475780269617965,0.03643403150185822,0.14191426405840146,0.11647859256805848,11.39374786950634,1.5445083626191725,28.952495960342233,5.156252823379997,0.0557829241371605,0.007192010761991219,0.39628726243958845,0.023370812183369838,0.3874729581045171,0.007206144776665313,38.769769861373724,0.4936135762646785,0.0561047395267362,0.006378164310940099,12.195094760503995,4.431723877730171,0.1475047770667102,0.10848916555136295,26.62101617575646,4.02304012350281,0.0013552167338709,0.00019452494959674993,0.01171875,0.0,44226.0,3585.75,0.404296875,0.01953125,0.1171875,0.0224609375,0.314453125,0.0517578125,68.93475144672342,3.6000540665906016,9.0,2.5,0.03515625,0.009765625,750.0,0.0,268.5,20.0,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.2|sf=0.5|fe=500,abf_fr_physical,physical,0.02,0.1,0.2,0.5,500,8,0.061918819741142404,0.02980913708684893,0.17038264581558094,0.04710883629293566,12.615186725136027,3.8465137483636553,31.475600012096248,6.413665285457057,0.05923198536095245,0.012719476356922242,0.39541039232782,0.03363569407529132,0.3843704047505483,0.006583490310372253,38.72905098385243,0.34969010864258365,0.04125724886537435,0.07738162231774388,12.605518897301767,8.501545740777338,0.17233032754293814,0.054798758213761206,29.466926044276697,6.613474535925455,0.0341796875,0.0015624999999999736,0.05859375,0.001953125,45883.5,2240.0,0.40234375,0.0478515625,0.111328125,0.0205078125,0.314453125,0.0380859375,74.05207194876562,5.181631154697655,9.5,1.25,0.037109375,0.0048828125,30.0,0.0,262.5,12.0,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.5|fe=100,abf_fr_physical,physical,0.02,0.1,0.4,0.5,100,8,0.0344167570415337,0.02051258280371645,0.08880655222557035,0.027216385146811517,10.844151235230626,2.7202378316730407,26.691694734569566,3.8075235593810675,0.0577527067839534,0.016662786885717255,0.40160692118753955,0.02624882120022154,0.3918460477531803,0.014723556627914525,38.98525776500708,0.3686561876972263,0.04383518507665845,0.037144895669504796,11.392615601023712,7.132671133614085,0.09537831613927866,0.04016887347936507,24.68840095180159,4.232324738908375,0.006454190340908999,0.0010919744318181497,0.0234375,0.00390625,37500.5,1865.25,0.38671875,0.0205078125,0.1328125,0.0185546875,0.302734375,0.0419921875,141.55237917521924,6.426279826058533,5.0,0.5,0.01953125,0.001953125,50.0,0.0,89.5,12.0,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.5|fe=20,abf_fr_physical,physical,0.02,0.1,0.4,0.5,20,8,0.042630263954660005,0.016299812478523273,0.10535218031819271,0.021040779663048223,11.396187989574912,2.653717570275674,27.38786995655216,3.635966883258746,0.0569029239024314,0.018825073135677148,0.40079277910285727,0.02681448389361296,0.38885481726466087,0.012323938355136566,39.07287067637844,0.29734139724978803,0.04857150240349375,0.0544325529888079,12.312748527071648,7.565013246843037,0.10929986188545715,0.027152264338007437,24.98014073074423,3.790574115361835,0.0013618607954545,0.00036058830492430023,0.01171875,0.0009765625,38589.5,3015.25,0.40234375,0.0341796875,0.123046875,0.017578125,0.318359375,0.03125,141.55237917521924,6.581827071678703,5.0,0.25,0.01953125,0.0009765625,250.0,0.0,90.0,8.75,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.5|fe=500,abf_fr_physical,physical,0.02,0.1,0.4,0.5,500,8,0.038071811682550596,0.033319224779747074,0.09334709305904434,0.04720452307139597,10.87928836846309,2.6066630715367314,27.340474773387868,4.484348060390857,0.05803882867801925,0.01700483309197154,0.4040127347698666,0.030356344887749742,0.3898582015208439,0.011821981997003461,38.92874783267325,0.2979305992010026,0.04441093906764765,0.05450371145058512,11.223713247603921,7.304079375737626,0.0880365456119276,0.05981972543022629,24.140264304186367,5.667514275071522,0.0359375,0.0042968750000000056,0.0546875,0.0126953125,38235.0,1917.0,0.396484375,0.03515625,0.125,0.03515625,0.3203125,0.0615234375,140.64555586257714,9.257709198871453,5.0,2.25,0.01953125,0.0087890625,10.0,0.0,92.0,11.0,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.7|fe=100,abf_fr_physical,physical,0.02,0.1,0.4,0.7,100,8,0.052832771734648454,0.028361464632079496,0.13236297602281266,0.057993168881972104,11.300625927237899,2.6671761406099463,27.850328535854803,4.115174627996385,0.051466867621699,0.00951205474635685,0.4108241853701387,0.03217647372235266,0.39297505577387665,0.007309981505550955,38.89357810730088,0.5030800981047676,0.04929431976102265,0.05818328258600937,11.185250280222347,6.966322298140458,0.1344130131384968,0.06354214849585557,24.801200701593885,5.495318861199696,0.007050151209677349,0.0004804057459677751,0.0234375,0.0009765625,47243.5,5623.5,0.373046875,0.0390625,0.158203125,0.0263671875,0.31640625,0.056640625,71.90148930539182,11.677736211091286,9.5,2.5,0.037109375,0.009765625,150.0,0.0,273.5,20.25,0.0
