config_id,method,target_type,gamma,eta,burnin_fraction,stop_fraction,fr_every,n_seeds,median_final_l2_F,iqr_final_l2_F,median_final_l2_Fprime,iqr_final_l2_Fprime,median_integrated_l2_F,iqr_integrated_l2_F,median_integrated_l2_Fprime,iqr_integrated_l2_Fprime,median_final_marginal_l2_uniform,iqr_final_marginal_l2_uniform,median_final_marginal_l2_target,iqr_final_marginal_l2_target,median_final_marginal_l2_physical_ref,iqr_final_marginal_l2_physical_ref,median_integrated_marginal_l2_physical_ref,iqr_integrated_marginal_l2_physical_ref,median_final_deltaF_error,iqr_final_deltaF_error,median_integrated_deltaF_error,iqr_integrated_deltaF_error,median_final_barrier_height_error,iqr_final_barrier_height_error,median_integrated_barrier_height_error,iqr_integrated_barrier_height_error,median_mean_fr_event_fraction,iqr_mean_fr_event_fraction,median_max_fr_event_fraction,iqr_max_fr_event_fraction,median_barrier_crossings,iqr_barrier_crossings,median_frac_left,iqr_frac_left,median_frac_barrier,iqr_frac_barrier,median_frac_right,iqr_frac_right,median_final_ancestor_ess,iqr_final_ancestor_ess,median_final_max_clone_multiplicity,iqr_final_max_clone_multiplicity,median_final_max_clone_weight,iqr_final_max_clone_weight,median_cumulative_fr_events,iqr_cumulative_fr_events,median_cumulative_replacements,iqr_cumulative_replacements,frac_nan
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.7|fe=20,abf_fr_physical,physical,0.02,0.1,0.4,0.7,20,8,0.0515999772011162,0.028000251223217427,0.1316262021257496,0.07966487818079235,11.700193274205215,2.802848908116111,27.502437087309648,3.226312568504479,0.05343586840744205,0.007093806446474928,0.40536474153765445,0.029297953373992214,0.391298216029056,0.006423839778442242,38.82975327373245,0.328410581145107,0.05443780944312765,0.01919390607863842,12.36959613103372,7.327551045415506,0.13607251542345855,0.0756662020343643,25.2510964730339,4.449681053793032,0.00139795446908595,0.00013629872311832496,0.01171875,0.0009765625,46934.0,5094.25,0.392578125,0.0380859375,0.140625,0.0234375,0.302734375,0.048828125,69.44367816091955,8.183891961161486,11.5,3.5,0.044921875,0.013671875,750.0,0.0,266.5,12.5,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.4|sf=0.7|fe=500,abf_fr_physical,physical,0.02,0.1,0.4,0.7,500,8,0.05895905642207755,0.02447614747014938,0.13132791047050552,0.07731947701826468,11.388441496990911,2.5320715514919243,28.087254188759402,5.692417498744767,0.0568411711027659,0.01629393701236665,0.4069042720181423,0.021355503484917937,0.3921921754622075,0.010579675822929568,38.848928652352086,0.25528638457076624,0.04947856835037885,0.03693406149773628,11.325702398522559,6.284748387511691,0.14105250492659746,0.07103354404645103,25.21552794396743,6.934675332212901,0.033203124999999944,0.0019856770833333037,0.056640625,0.005859375,47345.0,6987.0,0.390625,0.0234375,0.1328125,0.0234375,0.30859375,0.037109375,71.46995471324732,5.621633342080557,10.5,4.25,0.041015625,0.0166015625,30.0,0.0,255.0,15.25,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.7|fe=100,abf_fr_physical,physical,0.02,0.1,0.6,0.7,100,8,0.0301396429325917,0.02461978558498065,0.08241156594543819,0.010827773972787391,10.830516154806237,3.1064922926782135,26.470090524352912,4.846967720396108,0.05279331560633575,0.010782322609922707,0.40189979384248675,0.0285038186434316,0.3863163845402785,0.011983895756363716,38.95940055553476,0.2897467778942442,0.0393993263213872,0.050275291811261905,11.71113193685701,7.181498694330434,0.0763398799017378,0.035718540747174905,23.300595100345337,5.287073433419284,0.00739524147727265,0.0006170099431818251,0.01953125,0.0009765625,37836.5,3399.75,0.3984375,0.033203125,0.140625,0.0068359375,0.302734375,0.0419921875,130.58296419782488,11.556460566808525,6.5,2.0,0.025390625,0.0078125,50.0,0.0,95.0,14.25,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.7|fe=20,abf_fr_physical,physical,0.02,0.1,0.6,0.7,20,8,0.0389341617392617,0.021604906193818878,0.0829055089620444,0.018455399937127068,10.819169441878714,2.9044772542183264,26.274092183174034,4.460048778328854,0.049789375040129105,0.006567860862364397,0.39609712158101706,0.02089802232885024,0.3863105605106426,0.009227428004263238,39.03617287643304,0.3460349624361072,0.05401657206733465,0.04004620401527248,11.844153692186339,7.347732427972659,0.08444915176469135,0.0460112907526537,23.66500906340716,4.973048291950704,0.0013905658143939,0.0002010830965908999,0.01171875,0.0009765625,37744.5,3446.75,0.380859375,0.048828125,0.142578125,0.0146484375,0.310546875,0.048828125,137.40713130318588,10.482739677371626,6.0,1.0,0.0234375,0.00390625,250.0,0.0,92.0,12.25,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.7|fe=500,abf_fr_physical,physical,0.02,0.1,0.6,0.7,500,8,0.03038618767447815,0.032993594222930675,0.08310212490970655,0.017439727843765476,10.886515359874902,3.1693012888362855,26.31131890115213,4.928242586992955,0.05271236438510065,0.012740908430933999,0.4025858331494515,0.027387133014219522,0.3893152464301408,0.0037613128283906505,39.00039547378688,0.3886171797501561,0.038887392533254656,0.06268627929162204,12.076060817499403,7.747456782025784,0.07659642380748649,0.0481075831117554,23.378046553112753,5.702915435884705,0.0373046875,0.003710937500000004,0.0546875,0.0068359375,37382.5,5276.0,0.380859375,0.0322265625,0.130859375,0.013671875,0.314453125,0.068359375,131.36051929689256,10.561870848304892,6.0,1.5,0.0234375,0.005859375,10.0,0.0,95.5,9.5,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.9|fe=100,abf_fr_physical,physical,0.02,0.1,0.6,0.8999999999999999,100,8,0.03554737339472835,0.027875449468453578,0.09103895373832449,0.03401008437749577,10.935804993720138,3.128888114841402,26.368800659881074,4.513110128346643,0.0548997942365884,0.0041235031170068215,0.4133568451593894,0.02671066908867653,0.3975455247143811,0.00794006593851676,38.90132636376467,0.31156980986453675,0.0429356073458535,0.0641171087619172,11.961652738052056,7.1030546922171816,0.0973782160288072,0.04579790757636522,23.428855538842058,5.378942628464959,0.00694619455645155,0.0005056073588709502,0.0234375,0.0,45388.0,5863.0,0.357421875,0.05078125,0.1796875,0.02734375,0.3046875,0.0361328125,72.90969210969212,9.79586509404595,9.0,3.25,0.03515625,0.0126953125,150.0,0.0,268.0,15.25,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.9|fe=20,abf_fr_physical,physical,0.02,0.1,0.6,0.8999999999999999,20,8,0.0370726841045782,0.032022607192378774,0.09669490934389896,0.03779461498429802,11.053442027250068,3.3056781573298046,26.430182474968085,5.021817629583353,0.05641866238682865,0.017667732999732316,0.4140815049427714,0.022600395361737913,0.39968015616256986,0.009961289008115215,38.96940537416516,0.2745699809127231,0.046806657935089604,0.06163567040281225,12.130651513961107,7.496697522611804,0.0994716909430479,0.0499259713482197,23.194200776853474,5.587549853154147,0.0013698126680107,5.81212197580251e-05,0.01171875,0.00390625,46463.5,7986.0,0.341796875,0.0244140625,0.197265625,0.0263671875,0.294921875,0.0322265625,71.20184213506474,5.346550434961557,9.0,2.0,0.03515625,0.0078125,750.0,0.0,271.5,11.5,0.0
abf_fr_physical|tt=physical|g=0.02|eta=0.1|bi=0.6|sf=0.9|fe=500,abf_fr_physical,physical,0.02,0.1,0.6,0.8999999999999999,500,8,0.04184273187320765,0.02013582754399848,0.0978675743186748,0.027760597959957556,11.019124367229418,3.1273378389147,26.524328671147927,4.235604041724326,0.05646345485413755,0.010682999410881272,0.4108576476296337,0.031231790241766144,0.3925017110172542,0.004919438752749972,38.94356110848203,0.4202830788224503,0.046573713999672195,0.055525988700755355,11.806111112318714,7.132539359551604,0.1036403856896432,0.024874296140176652,24.11165486146257,5.399278148230671,0.03320312499999995,0.002994791666666649,0.056640625,0.0048828125,47717.5,5739.5,0.36328125,0.017578125,0.1953125,0.015625,0.283203125,0.0234375,72.34823295462854,9.315692925165592,9.5,2.25,0.037109375,0.0087890625,30.0,0.0,255.0,23.0,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.3|fe=100,abf_fr_physical,physical,0.05,0.1,0.2,0.3,100,8,0.0365118559266097,0.028672381544846026,0.0799685550272187,0.03143907918777858,10.416227261504387,3.224580647400778,25.939738220038297,5.154878191844553,0.0607596012989492,0.01800306524050037,0.3929080700329478,0.021478780720442958,0.3862047971763408,0.007076400750358314,38.73103967869774,0.3884337611366817,0.05416450883439155,0.062360032461672474,12.0585685398628,8.533782728550843,0.07844606270412091,0.05207697112489211,23.796102085953535,4.963312246044158,0.01593572443181815,0.0014071377840908748,0.03515625,0.0048828125,37427.0,4507.75,0.3984375,0.017578125,0.119140625,0.0283203125,0.30859375,0.0390625,84.78151316758378,11.6060289239783,9.5,2.75,0.037109375,0.0107421875,50.0,0.0,194.5,26.25,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.3|fe=20,abf_fr_physical,physical,0.05,0.1,0.2,0.3,20,8,0.037767177488124096,0.03280256597851185,0.09429962029282515,0.034914883812106945,10.84323877226926,2.6698205593427495,26.08575606999971,4.137043247643184,0.054587923175535596,0.007901106468718153,0.4046101370765247,0.024853997721209498,0.38663491147995477,0.005483381207718241,38.81894377306432,0.31717311828565187,0.0519097250992368,0.04349872481163388,12.073944044270451,7.92664301542635,0.08973077876155769,0.061402308377754955,24.03883225894754,4.804363373469251,0.00314245975378785,0.0006992779356060751,0.01953125,0.0048828125,35915.5,5073.25,0.39453125,0.017578125,0.12109375,0.017578125,0.296875,0.046875,80.94861660079052,12.335139517540654,8.5,1.0,0.033203125,0.00390625,250.0,0.0,207.5,22.0,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.3|fe=500,abf_fr_physical,physical,0.05,0.1,0.2,0.3,500,8,0.041953911664972754,0.0310861535753474,0.09184957244320174,0.05437968396412393,11.63446569233354,2.7437812832627895,27.359908722356206,4.898267638677531,0.055727143957534794,0.02735552333041815,0.3998426517904766,0.0066476061650710405,0.3879328451441171,0.007487533249197265,38.7298109568893,0.4030112333193543,0.0603590581049333,0.05928443573371345,12.95034244655212,9.730677654311794,0.0977050863087871,0.07746643859016897,26.324471358482043,5.053697678017322,0.07402343750000001,0.004199218749999997,0.09765625,0.0,38728.0,4048.5,0.400390625,0.0341796875,0.115234375,0.0107421875,0.318359375,0.05078125,88.57833789954338,6.866744738553052,7.0,3.0,0.02734375,0.01171875,10.0,0.0,189.5,10.75,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.5|fe=100,abf_fr_physical,physical,0.05,0.1,0.2,0.5,100,8,0.039618402751890505,0.0370770438760712,0.0948685820251628,0.06782977957154887,10.118277893748612,4.220497657252404,26.13749349274235,5.16957557613398,0.053332242061055954,0.016488001226689496,0.4059350950677193,0.02069470192856432,0.3888957651338726,0.012393253072725596,38.322120239412925,0.2607331291063133,0.0533676068438664,0.04195939093987759,10.689679749807311,8.152411079993696,0.10022597922881216,0.0783537241419264,23.988713480632974,8.0894017782419,0.015410786290322501,0.0009261592741936012,0.0390625,0.0087890625,45769.0,7083.25,0.384765625,0.052734375,0.138671875,0.013671875,0.302734375,0.0869140625,33.32085171146692,4.533346205817459,18.5,4.0,0.072265625,0.015625,150.0,0.0,578.5,44.75,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.5|fe=20,abf_fr_physical,physical,0.05,0.1,0.2,0.5,20,8,0.0288033370965054,0.018867880872908097,0.08646772149746065,0.03341029908479423,10.978497221865219,3.0544491257396125,27.438589025485648,2.864151074935556,0.0527103141780869,0.020563892383790305,0.4098849842224672,0.018128793997899795,0.38820046493117355,0.007518593161476295,38.25835979962925,0.5366019128275639,0.02989146087884715,0.053549325278377406,11.544381714805514,9.180883534456267,0.07383128084437526,0.07234711273272845,24.592817141765018,4.468159199337592,0.00307050151209675,0.00014721942204302474,0.017578125,0.00390625,44310.5,2866.0,0.396484375,0.0498046875,0.138671875,0.025390625,0.3203125,0.037109375,34.1624844893267,4.853510519629051,17.0,3.75,0.06640625,0.0146484375,750.0,0.0,589.5,20.0,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.2|sf=0.5|fe=500,abf_fr_physical,physical,0.05,0.1,0.2,0.5,500,8,0.048230325707474056,0.035691830602306976,0.13069367836645204,0.10003948519885884,11.680043788160404,2.9605941794403527,26.592493308061805,9.386850446444953,0.0552247511693362,0.01429081493109638,0.4117531216017548,0.025772483442725647,0.3938000630248899,0.009622707904505923,38.283525203174975,0.37969362199040546,0.05379465490531475,0.030479452249213355,12.217993673756403,6.033244481905848,0.1327865792886621,0.09712886878304787,24.516993652541927,9.064995518774264,0.0692708333333333,0.0026367187500000167,0.09765625,0.0,48552.5,4150.5,0.40234375,0.05078125,0.13671875,0.0361328125,0.291015625,0.0654296875,41.5024874186158,4.172069648419395,15.0,1.75,0.05859375,0.0068359375,30.0,0.0,532.0,20.25,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.5|fe=100,abf_fr_physical,physical,0.05,0.1,0.4,0.5,100,8,0.04361981790208,0.012888668764894431,0.09776531675147054,0.022621595523810198,11.402297147981983,2.7264058201890897,26.51419808522457,3.2888998289429026,0.0568552109131754,0.012928629785679047,0.40506547648854485,0.017918300099358464,0.3920207568315083,0.009393878225955665,38.92957934700215,0.5154797023981388,0.0635237722041868,0.029830925649015738,12.736113296019347,6.54669647083151,0.10301346342904849,0.040217890618437974,24.220394737002856,4.068764425227599,0.01644176136363635,0.00146484375,0.0390625,0.005859375,39924.5,3776.25,0.400390625,0.0263671875,0.1328125,0.0185546875,0.314453125,0.0478515625,80.48800482218203,23.13156624222411,8.0,2.0,0.03125,0.0078125,50.0,0.0,205.5,20.5,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.5|fe=20,abf_fr_physical,physical,0.05,0.1,0.4,0.5,20,8,0.041503906743004054,0.014992392639938776,0.10814469066305349,0.026636725909629955,11.527656465888128,2.6795266114473044,26.923670629456105,4.762701538613069,0.053694792921635,0.009983385621175254,0.40081961374339553,0.023500644357012268,0.38904661284826964,0.017884980905865933,38.838726581986975,0.44285518308759464,0.06544765891447295,0.0184800105192173,13.348592699215269,6.292609174035514,0.1024888025964644,0.05122301526283521,23.500288964268808,5.331996338250033,0.00321407433712115,0.0003447561553030251,0.015625,0.0009765625,37382.0,4143.75,0.3828125,0.0615234375,0.134765625,0.0205078125,0.310546875,0.080078125,79.75062769434838,9.746949907511237,10.0,2.5,0.0390625,0.009765625,250.0,0.0,203.5,6.25,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.5|fe=500,abf_fr_physical,physical,0.05,0.1,0.4,0.5,500,8,0.044855342601097845,0.0387201711557663,0.1147498222635738,0.060858226059043466,11.445230884961074,2.6723988226648583,28.381569531084004,5.2179628448370785,0.0544331005792934,0.01188332936200872,0.40048247619957983,0.03629219297345071,0.389948729603359,0.013304833326436727,38.88391710938354,0.4684879181242039,0.04579487035644985,0.06787004194559597,12.359899049040303,8.127352244340504,0.11962230262141466,0.07957696389209586,24.312255019493616,6.896854130402115,0.0751953125,0.003320312499999978,0.09765625,0.0,40184.0,3417.25,0.390625,0.0400390625,0.13671875,0.02734375,0.30859375,0.056640625,85.93518938612772,6.866756707682583,9.0,2.5,0.03515625,0.009765625,10.0,0.0,192.5,8.5,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.7|fe=100,abf_fr_physical,physical,0.05,0.1,0.4,0.7,100,8,0.037059499950108696,0.027088945409270676,0.1095889792721286,0.056173255663335,10.512082231765739,2.6088298721229197,27.06881258991605,4.475385893249644,0.053600034577691746,0.007035821547206951,0.4198113931671066,0.017265617728814464,0.39463795880224667,0.011777414684771226,38.34600681511333,0.4843717346287235,0.058221643138611306,0.06529896479992209,11.028828337123247,6.336313250170228,0.0877554039071809,0.06060099762503892,23.379338576706452,3.2776357751926604,0.0149981098790322,0.00043000252016127567,0.03515625,0.00390625,41602.5,2776.75,0.380859375,0.0166015625,0.146484375,0.0263671875,0.30859375,0.0380859375,38.02256907285883,5.883902635219833,15.0,2.25,0.05859375,0.0087890625,150.0,0.0,563.5,12.75,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.7|fe=20,abf_fr_physical,physical,0.05,0.1,0.4,0.7,20,8,0.03170509129413415,0.02538211635293733,0.10654934384167039,0.03569403093914081,10.502544617109331,2.7042660052901955,27.72701267105676,4.752851115669632,0.0500193558079605,0.01219162124750161,0.40847136950043395,0.042432485942255904,0.38888390245712634,0.014504933224723904,38.28570250305263,0.3982756267926604,0.040927709924501246,0.06325033204876898,10.639661638737508,6.8475677714194525,0.07965500917264945,0.08252601438401466,23.522450965887753,5.414725696974504,0.0029622395833333,0.00020261046706997491,0.015625,0.00390625,41941.5,3732.25,0.380859375,0.01953125,0.154296875,0.0146484375,0.3046875,0.0478515625,39.433437213990295,3.774859180458435,15.0,5.75,0.05859375,0.0224609375,750.0,0.0,566.0,22.25,0.0
abf_fr_physical|tt=physical|g=0.05|eta=0.1|bi=0.4|sf=0.7|fe=500,abf_fr_physical,physical,0.05,0.1,0.4,0.7,500,8,0.0542663845702239,0.021904293047670706,0.14605808476171245,0.04125939180852137,11.582297099649608,2.0435711176829123,28.458876806494878,3.8103012596926042,0.052349405943335495,0.007439067991928276,0.41421700598987554,0.010821128315308293,0.39544929883883356,0.002646099857390005,38.46211757023627,0.5289473690732649,0.0402275633019213,0.03854814847240597,11.544374325309356,7.357409882985856,0.14506761389384035,0.04958852936824526,26.405586807173542,5.462624508711002,0.06731770833333331,0.002148437499999961,0.09765625,0.0,49804.5,4814.75,0.37890625,0.037109375,0.154296875,0.037109375,0.318359375,0.0654296875,38.505341066003865,4.967020852103069,17.0,6.0,0.06640625,0.0234375,30.0,0.0,517.0,16.5,0.0
