molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,final_l2_Fp,integrated_l2_F,integrated_l2_Fp,early_l2_F,mid_l2_F,n_transitions,n_round_trips,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_n_unique_ancestor,fr_score_std,fr_score_absmax,final_frac_T,final_frac_Gp,final_frac_Gm,marginal_l2_uniform,marginal_tv_uniform,marginal_l2_boltzmann,marginal_kl_boltzmann,cell,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_application,final_neff_frac,final_n_kernels,final_l2_F_reweight,cond_tv_weighted,cond_kl_weighted,cond_basin_err_weighted,cond_support_fraction,basin_T_T,basin_T_G+,basin_T_G-,basin_G+_T,basin_G+_G+,basin_G+_G-,basin_G-_T,basin_G-_G+,basin_G-_G-,n_basins_visited
butane,abf,abf,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__abf__trans__b1__s2.3__N384__T25000__ns3__262b46715939,530.6283885892481,101,0.2674331485448779,0.2810052864948642,4.849310070243399,8.10212352332986,0.8939369590891924,0.26993739509237197,288201,0,0,,,,384,0.0,0.0,0.4583333432674408,0.2447916716337204,0.296875,0.05929431852048283,0.1623374397936238,0.2612208146624183,1.3762713083297455,butane_b1_s2.3_full_trans,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__abf__trans__b1__s2.3__N384__T25000__ns3__262b46715939,530.6283885892481,102,0.27250128969173026,0.2857439517034715,4.370671806395351,7.8942290742118795,0.36902903330116177,0.2684572314789176,288314,0,0,,,,384,0.0,0.0,0.4479166865348816,0.2578125,0.2942708432674408,0.060382139379295534,0.16129201676920632,0.25132444699510403,1.2820215221688398,butane_b1_s2.3_full_trans,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__abf__trans__b1__s2.3__N384__T25000__ns3__262b46715939,530.6283885892481,103,0.2705649877010301,0.2840710793858248,4.324909164205761,7.805825807220394,0.34542126269827594,0.2645759793939414,288132,0,0,,,,384,0.0,0.0,0.4505208432674408,0.2473958432674408,0.3020833432674408,0.053877325175496496,0.13577872284400955,0.2600645631824591,1.3341162174831143,butane_b1_s2.3_full_trans,,,,,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r002,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r002__trans__b1__s2.3__N384__T25000__ns3__d35dca386f6a,587.5517536792904,101,0.26813278468508545,0.2813781607597824,4.850660242214496,8.103691058052725,0.8939369590892002,0.2695830831652035,288420,0,12,359.64878048780474,359.64878048780474,0.0078125,372,0.30838460127222433,2.0000000030589784,0.453125,0.234375,0.3125,0.061854324520557814,0.16752191637949015,0.25922785455712793,1.3936206397276107,butane_b1_s2.3_full_trans,6.9429015774272385e-06,1.953125e-05,4501.0,0.0026660742057320595,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r002,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r002__trans__b1__s2.3__N384__T25000__ns3__d35dca386f6a,587.5517536792904,102,0.27382973459847076,0.286725435323911,4.374618664461018,7.896248733583408,0.3690290333011463,0.2687376522040462,287896,0,13,359.64878048780486,359.64878048780486,0.005208333333333333,371,0.3051577919844211,1.9427072111394184,0.4505208432674408,0.2578125,0.2916666865348816,0.06126478537730509,0.1628975004764346,0.24991440992642203,1.2910542201633148,butane_b1_s2.3_full_trans,7.521476708879508e-06,2.604166666666667e-05,4501.0,0.0028882470562097314,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r002,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r002__trans__b1__s2.3__N384__T25000__ns3__d35dca386f6a,587.5517536792904,103,0.2702984452610016,0.2845929594359638,4.332230922841657,7.815387660703841,0.3454212626982611,0.26619626282718084,288445,0,13,361.41176470588226,361.41176470588226,0.005208333333333333,372,0.2968381208124452,2.000000000845253,0.4479166865348816,0.2447916716337204,0.3072916865348816,0.05501785567601339,0.13793155507364288,0.2617362967833076,1.3520650017601192,butane_b1_s2.3_full_trans,7.521476708879508e-06,1.953125e-05,4501.0,0.0028882470562097314,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r005,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r005__trans__b1__s2.3__N384__T25000__ns3__c879b18e8aa3,559.8582306401804,101,0.2678648773798037,0.2809299169364538,4.85547412760765,8.105019470055352,0.8939369590892687,0.2706581789669701,287767,0,25,339.7603686635944,339.7603686635944,0.0078125,361,0.30996813564485276,1.9976856156760048,0.4401041865348816,0.2630208432674408,0.296875,0.05618119919846142,0.15823016804796183,0.26372723004061577,1.4342250027443675,butane_b1_s2.3_full_trans,1.4464378286306746e-05,2.604166666666667e-05,4501.0,0.00555432126194179,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r005,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r005__trans__b1__s2.3__N384__T25000__ns3__c879b18e8aa3,559.8582306401804,102,0.273836635371728,0.28716290949189366,4.377759726100341,7.8994978150699025,0.3690290333011166,0.26887341432320094,287443,0,29,329.1428571428571,329.1428571428571,0.0078125,355,0.3051684876083038,1.9628355319449533,0.4453125,0.265625,0.2890625,0.06397048132385934,0.16348708369099024,0.24468296511002488,1.215876244570905,butane_b1_s2.3_full_trans,1.6778678812115826e-05,5.208333333333334e-05,4501.0,0.006443012663852477,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r005,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r005__trans__b1__s2.3__N384__T25000__ns3__c879b18e8aa3,559.8582306401804,103,0.27111109309952347,0.28545813340423803,4.331596771285304,7.816573868625266,0.345421262698262,0.26546152955592345,288153,0,22,339.7603686635944,339.7603686635944,0.0078125,362,0.2966982612259103,2.000000004488958,0.4661458432674408,0.2421875,0.2916666865348816,0.055859677784721014,0.14070989511490803,0.2625060400800993,1.3554134518874166,butane_b1_s2.3_full_trans,1.2728652891949937e-05,3.90625e-05,4501.0,0.004887802710508776,,,,,,,,,,,,,,,,,
butane,fr_estimated,fr_r010,trans,1.0,2.3,False,tuning,25000,384,tuning__butane__fr_r010__trans__b1__s2.3__N384__T25000__ns3__1aea9abee95f,548.3480158485472,101,0.27180940717997343,0.2845406272254478,4.876545814525493,8.12473970008904,0.893936959089128,0.27238296970777875,288915,0,51,296.09638554216866,296.09638554216866,0.010416666666666666,336,0.306294325881642,2.000000001305205,0.4479166865348816,0.2578125,0.2942708432674408,0.058640687665466464,0.16335376826248194,0.26902260932252076,1.4811300013738804,butane_b1_s2.3_full_trans,2.9507331704065762e-05,7.8125e-05,4501.0,0.011330815374361253,,,,,,,,,,,,,,,,,
