cell,molecule,beta,sigma,decouple,init_mode,name,method,final_l2_F_med,final_l2_Fp_med,integrated_l2_F_med,integrated_l2_Fp_med,early_l2_F_med,mid_l2_F_med,n_transitions_med,n_round_trips_med,total_replacements_med,final_ancestor_ess_med,min_ancestor_ess_med,final_max_ancestor_frac_med,final_n_unique_ancestor_med,fr_score_std_med,fr_score_absmax_med,final_frac_T_med,final_frac_Gp_med,final_frac_Gm_med,marginal_l2_uniform_med,marginal_tv_uniform_med,marginal_l2_boltzmann_med,marginal_kl_boltzmann_med,fr_event_fraction_med,max_fr_event_fraction_med,n_fr_applications_med,deaths_per_application_med,final_neff_frac_med,final_n_kernels_med,final_l2_F_reweight_med,cond_tv_weighted_med,cond_kl_weighted_med,cond_basin_err_weighted_med,cond_support_fraction_med,basin_T_T_med,basin_T_G+_med,basin_T_G-_med,basin_G+_T_med,basin_G+_G+_med,basin_G+_G-_med,basin_G-_T_med,basin_G-_G+_med,basin_G-_G-_med,n_basins_visited_med,final_l2_F_iqr,final_l2_Fp_iqr,integrated_l2_F_iqr,integrated_l2_Fp_iqr,early_l2_F_iqr,mid_l2_F_iqr,n_transitions_iqr,n_round_trips_iqr,total_replacements_iqr,final_ancestor_ess_iqr,min_ancestor_ess_iqr,final_max_ancestor_frac_iqr,final_n_unique_ancestor_iqr,fr_score_std_iqr,fr_score_absmax_iqr,final_frac_T_iqr,final_frac_Gp_iqr,final_frac_Gm_iqr,marginal_l2_uniform_iqr,marginal_tv_uniform_iqr,marginal_l2_boltzmann_iqr,marginal_kl_boltzmann_iqr,fr_event_fraction_iqr,max_fr_event_fraction_iqr,n_fr_applications_iqr,deaths_per_application_iqr,final_neff_frac_iqr,final_n_kernels_iqr,final_l2_F_reweight_iqr,cond_tv_weighted_iqr,cond_kl_weighted_iqr,cond_basin_err_weighted_iqr,cond_support_fraction_iqr,basin_T_T_iqr,basin_T_G+_iqr,basin_T_G-_iqr,basin_G+_T_iqr,basin_G+_G+_iqr,basin_G+_G-_iqr,basin_G-_T_iqr,basin_G-_G+_iqr,basin_G-_G-_iqr,n_basins_visited_iqr,n_seeds
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,abf,abf,0.2705649877010301,0.2840710793858248,4.370671806395351,7.8942290742118795,0.36902903330116177,0.2684572314789176,288201.0,0.0,0.0,,,,384.0,0.0,0.0,0.4505208432674408,0.2473958432674408,0.296875,0.05929431852048283,0.16129201676920632,0.2600645631824591,1.3341162174831143,,,,,,,,,,,,,,,,,,,,,,0.002534070573426195,0.0023693326043036644,0.2622004530188189,0.14814885805473388,0.2742578481954583,0.002680707849215258,91.0,0.0,0.0,,,,0.0,0.0,0.0,0.005208328366279602,0.006510414183139801,0.00390625,0.0032524071018995224,0.013279358474807157,0.004948183833657138,0.04712489308045287,,,,,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,fr_r002,fr_estimated,0.2702984452610016,0.2845929594359638,4.374618664461018,7.896248733583408,0.3690290333011463,0.2687376522040462,288420.0,0.0,13.0,359.64878048780486,359.64878048780486,0.005208333333333333,372.0,0.3051577919844211,2.000000000845253,0.4505208432674408,0.2447916716337204,0.3072916865348816,0.06126478537730509,0.1628975004764346,0.25922785455712793,1.3520650017601192,7.521476708879508e-06,1.953125e-05,4501.0,0.0028882470562097314,,,,,,,,,,,,,,,,,,0.0028484749566926593,0.0026736372820642673,0.2592146596864193,0.14415169867444177,0.2742578481954696,0.0016934101690113113,274.5,0.0,0.5,0.8814921090387884,0.8814921090387884,0.001302083333333333,0.5,0.005773240229889565,0.028646395959780024,0.002604156732559204,0.01171875,0.010416656732559204,0.0034182344222722094,0.01479518065292365,0.005910943428442783,0.051283209782148065,2.892875657261347e-07,3.255208333333334e-06,0.0,0.00011108642523883615,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,fr_r005,fr_estimated,0.27111109309952347,0.28545813340423803,4.377759726100341,7.8994978150699025,0.3690290333011166,0.26887341432320094,287767.0,0.0,25.0,339.7603686635944,339.7603686635944,0.0078125,361.0,0.3051684876083038,1.9976856156760048,0.4453125,0.2630208432674408,0.2916666865348816,0.05618119919846142,0.15823016804796183,0.2625060400800993,1.3554134518874166,1.4464378286306746e-05,3.90625e-05,4501.0,0.00555432126194179,,,,,,,,,,,,,,,,,,0.0029858789959621435,0.0031164962777199268,0.26193867816117233,0.1442228007150419,0.27425784819550336,0.0025983247055232916,355.0,0.0,3.5,5.308755760368683,5.308755760368683,0.0,3.5,0.0066349372094712256,0.018582236272002284,0.013020828366279602,0.01171875,0.00390625,0.0040554017695691585,0.011388594288041093,0.00952213246529543,0.10917437908673122,2.0250129600829462e-06,1.3020833333333336e-05,0.0,0.0007776049766718505,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,fr_r010,fr_estimated,0.27457493342759354,0.2878722576300763,4.393345231119747,7.910601747918583,0.36902903330119674,0.27197508705359275,288272.0,0.0,51.0,297.2903225806451,297.2903225806451,0.010416666666666666,337.0,0.3023860134831407,2.0000000019863684,0.4479166865348816,0.2578125,0.2942708432674408,0.058640687665466464,0.15290323770232944,0.26219043643555745,1.4174627995660738,2.9507331704065762e-05,5.208333333333334e-05,4501.0,0.011330815374361253,,,,,,,,,,,,,,,,,,0.0018727482984163268,0.0018196063284362518,0.26170661910070336,0.1476945522230224,0.27425784819542876,0.002021395872284004,1429.0,0.0,1.0,3.033774442030335,3.033774442030335,0.001302083333333334,1.0,0.004481805958376828,4.4162451473539477e-10,0.01953125,0.013020843267440796,0.006510406732559204,0.0015966590962591398,0.0077298261858674,0.010219389155062264,0.08233874890752868,5.785751314522694e-07,1.9531249999999997e-05,0.0,0.00022217285047767057,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,fr_r020,fr_estimated,0.2737117324584989,0.28814972323463783,4.415372744647372,7.92695471348687,0.36902903330118625,0.2729415720851518,288666.0,0.0,106.0,249.92542372881354,249.92542372881354,0.010416666666666666,303.0,0.29587866045938593,2.0000000011564656,0.4583333432674408,0.2552083432674408,0.28125,0.0627078056784536,0.16875464284125452,0.2605037517401215,1.3554963727438298,6.132896393394061e-05,9.765625e-05,4501.0,0.023550322150633192,,,,,,,,,,,,,,,,,,0.003018407309371973,0.002502371845870932,0.2627717389785902,0.14687968232728466,0.27425784819546795,0.0027632886355396513,780.5,0.0,9.5,11.887641225857749,11.887641225857749,0.001302083333333334,6.0,0.0027860203899620073,4.214344428987715e-10,0.032552093267440796,0.015625007450580597,0.01953125,0.0035332625988711425,0.008797353081889586,0.004468591709015812,0.06052994179266857,5.4964637487965625e-06,1.6276041666666663e-05,0.0,0.0021106420795378826,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,fr_r040,fr_estimated,0.2763695283939627,0.28989054786763835,4.429942658558126,7.946826401671934,0.36902903330109127,0.27392362409369575,289247.0,0.0,194.0,194.53298153034302,194.53298153034302,0.015625,253.0,0.2937908156887321,2.0000000008668652,0.46875,0.2578125,0.2682291865348816,0.06047404777296057,0.16544495739089066,0.2609644983118158,1.3540370412096399,0.00011224357550174035,0.00014322916666666667,4501.0,0.04310153299266829,,,,,,,,,,,,,,,,,,0.002668627784688904,0.002343408922726442,0.26768688430819854,0.15421418507203732,0.27425784819547333,0.0008661299183715943,499.5,0.0,8.0,14.594179771722338,14.594179771722338,0.005208333333333336,1.5,0.003921703061576132,0.015282395711694319,0.005208328366279602,0.00390625,0.006510406732559204,0.003208951337940788,0.00922345654153539,0.008861244733336715,0.09360764478803252,4.628601051618169e-06,3.5461223006644514e-05,0.0,0.0017773828038213785,,,,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,opes_b12_s30,opes,0.4421338767934365,0.48752313269978853,6.615400694697307,12.143643921839129,0.9433820663219302,0.45544486924795335,49943.0,0.0,0.0,,,,384.0,,,0.2682291865348816,0.3541666865348816,0.3828125,0.14228293523685773,0.37049909746587006,0.23112663032557246,0.5112071643299468,,,,,0.30786234860227274,180.0,0.9781100950005355,,,,,,,,,,,,,,,0.008796311553711134,0.006505117634598434,0.40232239236165057,0.4948208010884656,0.20808100950292996,0.016786906454372696,4283.5,0.0,0.0,,,,0.0,,,0.006510406732559204,0.009114593267440796,0.0078125,0.0020467438294503038,0.006881324282575152,0.005757104990668893,0.015789056137929247,,,,,0.007441394613407204,0.0,0.005793389761243106,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,opes_b4_s15,opes,0.35464405051557196,0.3691435151220109,5.756879063694045,9.748017405110229,0.7763197704961022,0.37307729833959863,97948.0,0.0,0.0,,,,384.0,,,0.3776041865348816,0.296875,0.3203125,0.10700251419097999,0.2943817487293932,0.20046155537826024,0.5133226734875407,,,,,0.4488434440466966,180.0,0.32568423499556914,,,,,,,,,,,,,,,0.0030944985703110217,0.003071638388705167,0.21774301089638204,0.5619241433569631,0.1816351085696244,0.004764566483492938,4325.0,0.0,0.0,,,,0.0,,,0.00390625,0.024739593267440796,0.026041656732559204,0.007458171681135911,0.015505310964294639,0.007616206257218622,0.054292848401316374,,,,,0.004975204935342092,0.0,0.005947271083719119,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,opes_b8_s15,opes,0.37684810125119667,0.3897534091874335,6.041553585474972,10.741255173141896,0.50562786756956,0.4134804821522662,167469.0,0.0,0.0,,,,384.0,,,0.3255208432674408,0.3229166865348816,0.34375,0.08628729557113746,0.22571939400926055,0.22972047259126935,0.8177119578513133,,,,,0.27875858951161997,180.0,0.3321534541285345,,,,,,,,,,,,,,,0.003121378553467169,0.002414869778457618,0.17535734153672156,0.6696910911018144,0.21161175220879136,0.009139047610120021,20708.0,0.0,0.0,,,,0.0,,,0.005208328366279602,0.009114578366279602,0.010416656732559204,0.010730467389617082,0.02484652482739405,0.003068732303366961,0.07109822470079252,,,,,0.00572844829242003,0.0,0.0036059432430864957,,,,,,,,,,,,,,,3
butane_b1_s2.3_full_trans,butane,1.0,2.3,False,trans,opes_b8_s30,opes,0.4284460183652688,0.47288989125071434,6.26804660126369,11.215356157942539,0.694333732728631,0.44096652881280135,47761.0,0.0,0.0,,,,384.0,,,0.2994791865348816,0.3307291865348816,0.3697916865348816,0.13902324373990724,0.38032666794089837,0.21493573745815886,0.4325785524595024,,,,,0.36113801482961205,180.0,0.9738297546371577,,,,,,,,,,,,,,,0.007594607620055649,0.009613364994062623,0.24895833321695982,0.6284979904458403,0.09845378540074667,0.013703588495639851,2238.5,0.0,0.0,,,,0.0,,,0.01953125,0.014322906732559204,0.020833343267440796,0.004160325010505478,0.0031248888778707684,0.007327201306363079,0.026883102660589575,,,,,0.008369551530902575,0.0,0.004293639372519253,,,,,,,,,,,,,,,3
