cell,seed,j,C,a,V,pi_star,occ0,f_ref
K3,8001,13,48932.0,0.0006483694517539563,3.081559448889604,0.13307777655342828,0.015625,3.275144141174126
K3,8001,14,41516.0,0.0007190962031104933,11.419147589547167,0.3666993881561153,0.0078125,0.6855115062732063
K3,8001,15,42767.0,0.0006716400359167596,0.18262001103462636,0.00390625,0.0078125,-0.08397731392047976
K3,8001,16,42893.0,0.0007277206082059181,0.23035181068127758,0.00390625,0.01171875,0.27399170958044256
K3,8001,17,46196.0,0.0006642914303916642,6.234667423308631,0.23234946699723663,0.00390625,-0.3699228766684197
K3,8001,18,48176.0,0.0007031742244727865,3.514616106962375,0.1584983682932198,0.0078125,-2.9743058338938515
K3,8001,19,69471.0,0.0006263236351786695,0.5224564293374221,0.00390625,0.01953125,-3.436226280277556
K3,8001,20,117774.0,0.0006454570519110974,0.1504324590547868,0.00390625,0.05078125,-2.215293491858746
K3,8001,21,150839.0,0.0005577366502777776,0.1530259837466068,0.00390625,0.05859375,-0.11939669396034924
K3,8001,22,162318.0,0.0005545690905208532,0.18139840619180772,0.00390625,0.0625,2.3566676671297633
K3,8001,23,147627.0,0.00045853047568898827,0.13153137069603446,0.00390625,0.06640625,4.739356923226084
K3,8001,24,124797.0,0.0004305103403020531,0.12155850026463985,0.00390625,0.07421875,6.729879356794805
K3,8001,25,89149.0,0.0003287051114123004,0.196608374066459,0.00390625,0.0234375,8.282174936728236
K3,8001,26,63776.0,0.0002732808012546973,0.37625079209053536,0.00390625,0.0390625,9.536218308969232
K3,8001,27,47128.0,0.00016826055744771585,0.6110501768355009,0.00390625,0.0078125,10.762180863513906
K3,8001,28,42502.0,8.288047337878629e-05,0.7279462886916624,0.00390625,0.01171875,12.251816073352863
K3,8001,29,36826.0,3.615601467227656e-06,0.6480335458035834,0.00390625,0.0234375,14.228240678469687
K3,8001,30,32040.0,0.0,0.527435034298937,0.00390625,0.01171875,16.82835293200227
K3,8001,31,28701.0,0.0,0.5145073422937076,0.00390625,0.0078125,20.20578082012556
