cell,seed,H,M,R_opt,R_unif,G_ideal,lam,n_floor_bound,R_asym_ratio,C_total
K2,8000,2635,674560.0,8.802912968842675e-08,2.125421508199841e-07,0.5858274260008576,5.662895442880543e-08,28,0.2795943768446847,2560000.0
K2,8001,2635,674560.0,1.00572643365728e-07,2.9311475434085617e-07,0.6568830402553723,7.168480851609437e-08,28,0.2795943768446847,2560000.0
K2,8002,2635,674560.0,9.693486756929286e-08,2.571614540143067e-07,0.6230583314251285,6.573748209177899e-08,28,0.2795943768446847,2560000.0
K2,8003,2635,674560.0,9.446753088791766e-08,2.5070833455466644e-07,0.6231974854137958,6.424983409531393e-08,28,0.2795943768446847,2560000.0
K2,8004,2635,674560.0,9.473728026206905e-08,2.481345332675019e-07,0.6182019527288556,6.334561271898879e-08,28,0.2795943768446847,2560000.0
K2,8005,2635,674560.0,9.438979577986658e-08,2.443625474316412e-07,0.6137305132396711,6.32314956202542e-08,28,0.2795943768446847,2560000.0
K2,8006,2635,674560.0,9.065520720182475e-08,2.183301071732818e-07,0.5847791750962017,5.86750673328947e-08,28,0.2795943768446847,2560000.0
K2,8007,2635,674560.0,9.594295921943974e-08,2.587541669385015e-07,0.6292119259194668,6.523240055669159e-08,28,0.2795943768446847,2560000.0
