cell,seed,arm,t,e_F,e_Fprime
K2,8000,abf,21.0,0.3237588006462226,0.8557349034071087
K2,8000,p0.02,21.0,0.3236876597516149,0.8554147151743327
K2,8000,p0.05,21.0,0.32320212746131854,0.8551442814648444
K2,8000,p0.1,21.0,0.3235212576041055,0.8567521047486851
K2,8000,p0.2,21.0,0.3237814337396534,0.854287462615733
K2,8001,abf,21.0,0.3039428132250587,0.8824497805159451
K2,8001,p0.02,21.0,0.3040463248120471,0.8827395304093663
K2,8001,p0.05,21.0,0.30398697352703086,0.8827458034328568
K2,8001,p0.1,21.0,0.3049090155433952,0.8845423301242987
K2,8001,p0.2,21.0,0.3032944083173504,0.8805057445217944
K2,8002,abf,21.0,0.3988997627745024,1.1240545239642306
K2,8002,p0.02,21.0,0.39968696548904503,1.1254868482395235
K2,8002,p0.05,21.0,0.39943082611671976,1.1249919411644953
K2,8002,p0.1,21.0,0.3997306031231718,1.125983801792567
K2,8002,p0.2,21.0,0.3988184693631495,1.1244670495341051
K2,8003,abf,21.0,0.34445409145839634,0.8315916724697632
K2,8003,p0.02,21.0,0.3445724439266631,0.8312308370220527
K2,8003,p0.05,21.0,0.3447628125473426,0.83052558339281
K2,8003,p0.1,21.0,0.34317359892859184,0.8299905364740023
K2,8003,p0.2,21.0,0.3442884954062243,0.8310964986442475
K2,8004,abf,21.0,0.3246459844002203,0.8460575151052991
K2,8004,p0.02,21.0,0.32473136448051065,0.84658974675572
K2,8004,p0.05,21.0,0.3255752347587511,0.8461634409363167
K2,8004,p0.1,21.0,0.3250665276931475,0.8453802882081637
K2,8004,p0.2,21.0,0.32523061654366797,0.8486421049980174
K2,8005,abf,21.0,0.3856111805982341,0.9921209161550312
K2,8005,p0.02,21.0,0.38605747506072813,0.9931204200000209
K2,8005,p0.05,21.0,0.38688601483902274,0.9947947298322204
K2,8005,p0.1,21.0,0.3868832604051874,0.9950384932837931
K2,8005,p0.2,21.0,0.385855204770734,0.9916815151694548
K2,8006,abf,21.0,0.32944005843265656,0.8109123728195814
K2,8006,p0.02,21.0,0.32931751730296327,0.8113855672594262
K2,8006,p0.05,21.0,0.32990434286024223,0.8121535408983154
K2,8006,p0.1,21.0,0.33041396144698515,0.812821717699382
K2,8006,p0.2,21.0,0.33018199985019026,0.8124128720568956
K2,8007,abf,21.0,0.3743700188582225,0.9095988582910104
K2,8007,p0.02,21.0,0.37434999302615335,0.9095397189247368
K2,8007,p0.05,21.0,0.37448974208052205,0.9096805009842426
K2,8007,p0.1,21.0,0.3752926091809916,0.9116501425860265
K2,8007,p0.2,21.0,0.37557394848291836,0.9113103505033392
K2,8000,abf,22.0,0.3184497636155954,0.8418513219804833
K2,8000,p0.02,22.0,0.3183431736605414,0.8415377090510655
K2,8000,p0.05,22.0,0.3178413353231983,0.8404923280374313
K2,8000,p0.1,22.0,0.3188619828881165,0.8439105349432221
K2,8000,p0.2,22.0,0.3185555035901395,0.8398380522023343
K2,8001,abf,22.0,0.29419029470072433,0.8545404880301881
K2,8001,p0.02,22.0,0.29496350234048874,0.8568804825509946
K2,8001,p0.05,22.0,0.29452866067975714,0.8557984055492976
K2,8001,p0.1,22.0,0.2956752392784946,0.8579465432083928
K2,8001,p0.2,22.0,0.2944970899625848,0.8557268385809065
K2,8002,abf,22.0,0.3904010394629992,1.1019005679817564
K2,8002,p0.02,22.0,0.39188906614973845,1.1052468710780599
K2,8002,p0.05,22.0,0.3916423443061186,1.1049744968152508
K2,8002,p0.1,22.0,0.39348159384688547,1.1099354029589301
K2,8002,p0.2,22.0,0.3918644884522195,1.1072353977135831
K2,8003,abf,22.0,0.33895824937533453,0.8108623779406458
K2,8003,p0.02,22.0,0.3394433584390966,0.8121369074813599
K2,8003,p0.05,22.0,0.3387509421276432,0.8096118821599225
K2,8003,p0.1,22.0,0.33763350921575797,0.8108029808841852
K2,8003,p0.2,22.0,0.33966374686441925,0.813739327682215
K2,8004,abf,22.0,0.3185861298583246,0.8304837137118605
K2,8004,p0.02,22.0,0.318653612525954,0.8310757127222999
K2,8004,p0.05,22.0,0.32023052160105997,0.832494547906803
K2,8004,p0.1,22.0,0.319638292220433,0.8305083673822827
K2,8004,p0.2,22.0,0.3204648711823263,0.8373481077488996
K2,8005,abf,22.0,0.3811684187086657,0.9790135487480888
K2,8005,p0.02,22.0,0.38160972415119443,0.9813222662900525
K2,8005,p0.05,22.0,0.38349085103625785,0.9845964375198799
K2,8005,p0.1,22.0,0.3828527815448802,0.9830644147731356
K2,8005,p0.2,22.0,0.38256973077635636,0.9813737125194779
K2,8006,abf,22.0,0.32241200858056296,0.7954712043668418
K2,8006,p0.02,22.0,0.3223374520665034,0.7961197314064103
K2,8006,p0.05,22.0,0.3238360751024467,0.7982800402175385
K2,8006,p0.1,22.0,0.3246220986576575,0.7994981007727587
K2,8006,p0.2,22.0,0.32412540982707283,0.7984885448541782
K2,8007,abf,22.0,0.36808790364859206,0.8938340318555231
K2,8007,p0.02,22.0,0.36854007966248925,0.8944767781528797
K2,8007,p0.05,22.0,0.3685711365897504,0.8944136085474608
K2,8007,p0.1,22.0,0.37036564774771835,0.8983193454886826
K2,8007,p0.2,22.0,0.3721361675318833,0.8994352237031665
K2,8000,abf,23.0,0.31354415209535696,0.8286035498653725
K2,8000,p0.02,23.0,0.31365265794608255,0.8289848543238333
K2,8000,p0.05,23.0,0.31322879561543115,0.8274589131181062
K2,8000,p0.1,23.0,0.3141123522233075,0.8314028483033952
K2,8000,p0.2,23.0,0.31438512179640465,0.8265048300093142
K2,8001,abf,23.0,0.2854087445193482,0.8306927229573035
K2,8001,p0.02,23.0,0.28644321259030964,0.8337747294970961
K2,8001,p0.05,23.0,0.2860423285020098,0.8329090245862515
K2,8001,p0.1,23.0,0.2872748676724951,0.8346297650590768
K2,8001,p0.2,23.0,0.2854115319222861,0.8305866537007086
K2,8002,abf,23.0,0.38350786346361027,1.0835970604686997
K2,8002,p0.02,23.0,0.3856910343018953,1.0885822789213448
K2,8002,p0.05,23.0,0.3852152986341403,1.088121500852226
K2,8002,p0.1,23.0,0.388269910921174,1.096246927872454
K2,8002,p0.2,23.0,0.3863908197849954,1.0930269043570413
K2,8003,abf,23.0,0.3329199250977905,0.7901252045621737
K2,8003,p0.02,23.0,0.3341754291567808,0.7930375502156057
K2,8003,p0.05,23.0,0.3333988153397536,0.790186826616426
K2,8003,p0.1,23.0,0.33176748698286423,0.7924960834905126
K2,8003,p0.2,23.0,0.33500227427519697,0.7966579525677044
K2,8004,abf,23.0,0.31294880978033696,0.8162603772757683
K2,8004,p0.02,23.0,0.3129967407629961,0.8168364264365541
K2,8004,p0.05,23.0,0.31526300327003715,0.8204590133427259
K2,8004,p0.1,23.0,0.3151455261727976,0.8192194503976215
K2,8004,p0.2,23.0,0.31535987363902535,0.8253801674669751
K2,8005,abf,23.0,0.373373017162427,0.9593648086296047
K2,8005,p0.02,23.0,0.3740319614044631,0.9622514693304652
K2,8005,p0.05,23.0,0.3763997749143666,0.9661378105839686
K2,8005,p0.1,23.0,0.3763656870381601,0.965868105000532
K2,8005,p0.2,23.0,0.37591902911136166,0.9661926938012354
K2,8006,abf,23.0,0.31820764832764775,0.7822046874633067
K2,8006,p0.02,23.0,0.31832379977848657,0.7834958891694553
K2,8006,p0.05,23.0,0.3198486622363096,0.7857411495728835
K2,8006,p0.1,23.0,0.3208408156402227,0.7873551221564805
K2,8006,p0.2,23.0,0.3195383476191068,0.7852003378198745
K2,8007,abf,23.0,0.36380408315230156,0.8797709208330164
K2,8007,p0.02,23.0,0.3647499990975164,0.8812343949497478
K2,8007,p0.05,23.0,0.36483032249973857,0.8809244241483528
K2,8007,p0.1,23.0,0.36733306756584977,0.8870468629579111
K2,8007,p0.2,23.0,0.3694307956261416,0.8876873242185019
K2,8000,abf,24.0,0.3087248456388156,0.8190894377636786
K2,8000,p0.02,24.0,0.308964863929986,0.8192350273862432
K2,8000,p0.05,24.0,0.30853225950583824,0.8185049274165418
K2,8000,p0.1,24.0,0.3097802225963404,0.8224689726460525
K2,8000,p0.2,24.0,0.30992342877110945,0.8156233598275258
K2,8001,abf,24.0,0.2773061313826112,0.808087024531078
K2,8001,p0.02,24.0,0.2784710741159209,0.8114440532652744
K2,8001,p0.05,24.0,0.278180084218506,0.8109725892676581
K2,8001,p0.1,24.0,0.27979729269097847,0.8132345470048294
K2,8001,p0.2,24.0,0.2769010738880582,0.8063475947402892
K2,8002,abf,24.0,0.37594474635920433,1.0632425147132716
K2,8002,p0.02,24.0,0.3788769416227194,1.070201832670585
K2,8002,p0.05,24.0,0.37833169011215806,1.069949967562602
K2,8002,p0.1,24.0,0.38214725535661365,1.0794695670270789
K2,8002,p0.2,24.0,0.3804600367095785,1.077447083999712
K2,8003,abf,24.0,0.32664724442315085,0.7740984357463945
K2,8003,p0.02,24.0,0.3285741827661603,0.7778672213847899
K2,8003,p0.05,24.0,0.32778768447250367,0.7751777243080787
K2,8003,p0.1,24.0,0.3257024437246722,0.778282865323057
K2,8003,p0.2,24.0,0.3298628597364658,0.7832483776767274
K2,8004,abf,24.0,0.3077828206581396,0.802440665595964
K2,8004,p0.02,24.0,0.30783118032528384,0.802826866023157
K2,8004,p0.05,24.0,0.3103309629370441,0.8078857806251881
K2,8004,p0.1,24.0,0.3106622831197377,0.8081015295592062
K2,8004,p0.2,24.0,0.31039687711566477,0.8150100526601038
K2,8005,abf,24.0,0.36642911792453625,0.9438591658670411
K2,8005,p0.02,24.0,0.3673056418156015,0.9475522011767373
K2,8005,p0.05,24.0,0.37014099050054283,0.9522951713532997
K2,8005,p0.1,24.0,0.3701765134106955,0.9523854051732378
K2,8005,p0.2,24.0,0.3700881061685961,0.95301591497407
K2,8006,abf,24.0,0.31386665437456945,0.7691263812451341
K2,8006,p0.02,24.0,0.31416404242929563,0.7708200273010435
K2,8006,p0.05,24.0,0.31628763671930404,0.7736751058970731
K2,8006,p0.1,24.0,0.3172033520701575,0.775456875860215
K2,8006,p0.2,24.0,0.31556658843684315,0.7730913648423922
K2,8007,abf,24.0,0.3574484158345579,0.8659587704341726
K2,8007,p0.02,24.0,0.3584578525937314,0.8675684394383115
K2,8007,p0.05,24.0,0.35870615616668144,0.868145560491173
K2,8007,p0.1,24.0,0.3607333025250968,0.8745680301405064
K2,8007,p0.2,24.0,0.36396147375685595,0.8756093567481132
K2,8000,abf,25.0,0.30467210465494865,0.8060155286297196
K2,8000,p0.02,25.0,0.30497295729459944,0.8061984378356469
K2,8000,p0.05,25.0,0.30453611013955584,0.8056828741896985
K2,8000,p0.1,25.0,0.3064687313459376,0.810790944173333
K2,8000,p0.2,25.0,0.30599450529338373,0.8027922107695716
K2,8001,abf,25.0,0.26906787252434333,0.7854814890685783
K2,8001,p0.02,25.0,0.2704567519012904,0.7895320469124446
K2,8001,p0.05,25.0,0.27044844619048136,0.7896918688844745
K2,8001,p0.1,25.0,0.27223073432595385,0.7927031089048064
K2,8001,p0.2,25.0,0.26925792190097403,0.7855613071460077
K2,8002,abf,25.0,0.36901932238105617,1.044573476565639
K2,8002,p0.02,25.0,0.37220985009354085,1.0519223271344498
K2,8002,p0.05,25.0,0.372547208895551,1.0546429731090825
K2,8002,p0.1,25.0,0.3770138297972631,1.0660170828892188
K2,8002,p0.2,25.0,0.3748041087425419,1.062430074201542
K2,8003,abf,25.0,0.31678530764871604,0.7552878578313482
K2,8003,p0.02,25.0,0.3194945860996875,0.7605469119593795
K2,8003,p0.05,25.0,0.31850847765773727,0.7575411759100299
K2,8003,p0.1,25.0,0.31692219288411627,0.7607907162348391
K2,8003,p0.2,25.0,0.3215660549478081,0.7682645842614827
K2,8004,abf,25.0,0.30514856055580114,0.7929162188306569
K2,8004,p0.02,25.0,0.3051912898936481,0.7932034275471181
K2,8004,p0.05,25.0,0.3086567497688519,0.799902985118799
K2,8004,p0.1,25.0,0.30890490456281094,0.8005914198349998
K2,8004,p0.2,25.0,0.30775787243233216,0.8071135543069019
K2,8005,abf,25.0,0.3600267834831494,0.9278430281753594
K2,8005,p0.02,25.0,0.36102690258793513,0.9326056573167741
K2,8005,p0.05,25.0,0.3648298581243317,0.9394073565286173
K2,8005,p0.1,25.0,0.3646270226705654,0.9394276740102697
K2,8005,p0.2,25.0,0.36481180814628966,0.9395519293840608
K2,8006,abf,25.0,0.3108118387607141,0.7578423927813529
K2,8006,p0.02,25.0,0.3110388353368849,0.7592866674899383
K2,8006,p0.05,25.0,0.31347284160457617,0.7632940137704258
K2,8006,p0.1,25.0,0.3142467407017444,0.7651896674693474
K2,8006,p0.2,25.0,0.31261181379429814,0.7619679888311466
K2,8007,abf,25.0,0.3488605966213704,0.8490121186000185
K2,8007,p0.02,25.0,0.35041701923834484,0.851634066857579
K2,8007,p0.05,25.0,0.3504773942342311,0.8526684919845855
K2,8007,p0.1,25.0,0.35331123524393776,0.8582925975085401
K2,8007,p0.2,25.0,0.3569069767292179,0.8613549429475986
K2,8000,abf,25.27,0.3034496824177478,0.8028774558338951
K2,8000,p0.02,25.27,0.30375660731083015,0.803081497982718
K2,8000,p0.05,25.27,0.30333137396526344,0.802431996284106
K2,8000,p0.1,25.27,0.30542452724491176,0.8080055633224414
K2,8000,p0.2,25.27,0.304811607119118,0.7999636724558614
K2,8001,abf,25.27,0.26598031312163056,0.7767959401796033
K2,8001,p0.02,25.27,0.2676187843056156,0.7814718072271913
K2,8001,p0.05,25.27,0.26743999308308497,0.7812340310136296
K2,8001,p0.1,25.27,0.269472463044526,0.785026321533967
K2,8001,p0.2,25.27,0.266345250556495,0.7775023010616885
K2,8002,abf,25.27,0.36735664290698467,1.0400432402305106
K2,8002,p0.02,25.27,0.3705929279962496,1.0474644294015676
K2,8002,p0.05,25.27,0.3710531628979158,1.0504920539657618
K2,8002,p0.1,25.27,0.3757572973423293,1.062525124207914
K2,8002,p0.2,25.27,0.37328520214701405,1.058294200778379
K2,8003,abf,25.27,0.31450686949361734,0.7496257790107437
K2,8003,p0.02,25.27,0.31740293705417744,0.7551054406285405
K2,8003,p0.05,25.27,0.3162929050376131,0.7519935795274367
K2,8003,p0.1,25.27,0.31457976401062815,0.7554932492639922
K2,8003,p0.2,25.27,0.31959319943874726,0.7635945086993744
K2,8004,abf,25.27,0.30406759612326095,0.7884564526918759
K2,8004,p0.02,25.27,0.3041319945574401,0.7888381398153437
K2,8004,p0.05,25.27,0.30778430438923005,0.7958579074185367
K2,8004,p0.1,25.27,0.30815700442038474,0.7972177457146982
K2,8004,p0.2,25.27,0.306982165305786,0.8039016379134215
K2,8005,abf,25.27,0.3588285875893146,0.9237677731143775
K2,8005,p0.02,25.27,0.3599583337117236,0.928865259157931
K2,8005,p0.05,25.27,0.36397407640501794,0.9364056861526199
K2,8005,p0.1,25.27,0.36363782875513684,0.9362486618393838
K2,8005,p0.2,25.27,0.36377043039308005,0.9356755125665271
K2,8006,abf,25.27,0.31046495028566967,0.7557602728389076
