cell,seed,arm,j,n_future,fhat,f_ref,a,pi_star
K2,8001,p0.1,15,3898.0,-0.17672237601258614,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8001,p0.1,16,5286.0,0.39223343848696257,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8001,p0.1,17,5288.0,0.7277430466762419,-0.3699228766684197,0.0006642914303916642,0.35897469620203853
K2,8001,p0.1,18,11003.0,-1.0730462035516841,-2.9743058338938515,0.0007031742244727865,0.1739306453454685
K2,8001,p0.1,19,23389.0,-2.938156372552635,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8001,p0.1,20,28877.0,-2.093112921976082,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8001,p0.1,21,31267.0,-0.04811093376273848,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8001,p0.1,22,31081.0,2.414125111422145,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8001,p0.1,23,29781.0,4.757596788741445,4.739356923226084,0.00045853047568898827,0.00390625
K2,8001,p0.1,24,28822.0,6.731649101008324,6.729879356794805,0.0004305103403020531,0.00390625
K2,8001,p0.1,25,29191.0,8.273251498856219,8.282174936728236,0.0003287051114123004,0.00390625
K2,8001,p0.1,26,27762.0,9.516208061527207,9.536218308969232,0.0002732808012546973,0.00390625
K2,8001,p0.1,27,26336.0,10.704464783520514,10.762180863513906,0.00016826055744771585,0.00390625
K2,8001,p0.1,28,24835.0,12.194244957826953,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8001,p0.1,29,22809.0,14.202205015423509,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8001,p0.1,30,22161.0,16.816509013551496,16.82835293200227,0.0,0.00390625
K2,8001,p0.1,31,22547.0,20.071061606277404,20.20578082012556,0.0,0.00390625
K2,8001,p0.2,0,2895.0,-19.672193945749143,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8001,p0.2,1,3381.0,-16.276977654115644,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8001,p0.2,2,3738.0,-13.342243985434969,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8001,p0.2,3,6554.0,-11.088097150605357,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8001,p0.2,4,10447.0,-9.543105402702,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8001,p0.2,5,18890.0,-8.611417784524765,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8001,p0.2,6,26780.0,-7.721880108281084,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8001,p0.2,7,34816.0,-6.384241335707776,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8001,p0.2,8,40816.0,-4.503748262926656,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8001,p0.2,9,41198.0,-2.204385806986702,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8001,p0.2,10,39758.0,0.22036593828416148,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8001,p0.2,11,32290.0,2.1688462215805115,2.355230571581429,0.0005944796779032567,0.00390625
K2,8001,p0.2,12,22199.0,2.925487428922094,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8001,p0.2,13,9162.0,1.008303737540371,3.275144141174126,0.0006483694517539563,0.14352750112775642
K2,8001,p0.2,14,4167.0,-0.4878820533120282,0.6855115062732063,0.0007190962031104933,0.21419215732473637
K2,8001,p0.2,15,4104.0,-0.1805468469348219,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8001,p0.2,16,5567.0,0.39292680961741844,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8001,p0.2,17,6448.0,0.7133989731829669,-0.3699228766684197,0.0006642914303916642,0.35897469620203853
K2,8001,p0.2,18,13718.0,-1.1148900886684798,-2.9743058338938515,0.0007031742244727865,0.1739306453454685
K2,8001,p0.2,19,26484.0,-2.9451719952863824,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8001,p0.2,20,32157.0,-2.094059216387345,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8001,p0.2,21,34226.0,-0.04822941076012464,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8001,p0.2,22,32705.0,2.4119231239067522,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8001,p0.2,23,29792.0,4.7555382933248636,4.739356923226084,0.00045853047568898827,0.00390625
K2,8001,p0.2,24,28170.0,6.731995646341774,6.729879356794805,0.0004305103403020531,0.00390625
K2,8001,p0.2,25,28235.0,8.27386746864919,8.282174936728236,0.0003287051114123004,0.00390625
K2,8001,p0.2,26,26436.0,9.51410685150607,9.536218308969232,0.0002732808012546973,0.00390625
K2,8001,p0.2,27,25248.0,10.69985350066455,10.762180863513906,0.00016826055744771585,0.00390625
K2,8001,p0.2,28,23413.0,12.192349951318452,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8001,p0.2,29,20879.0,14.203227807882314,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8001,p0.2,30,19881.0,16.81947549038343,16.82835293200227,0.0,0.00390625
K2,8001,p0.2,31,20006.0,20.073195392669007,20.20578082012556,0.0,0.00390625
K2,8002,abf,0,184.0,-19.605302983522247,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8002,abf,1,807.0,-16.195544473295683,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8002,abf,2,1625.0,-13.3280635129016,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8002,abf,3,3025.0,-11.032168171018988,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8002,abf,4,7213.0,-9.431435166462327,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8002,abf,5,15871.0,-8.443339971663598,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8002,abf,6,29478.0,-7.614193641587629,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8002,abf,7,38854.0,-6.315982495989107,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8002,abf,8,45469.0,-4.485339502994052,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8002,abf,9,47453.0,-2.1898725715789973,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8002,abf,10,46234.0,0.1919630594477909,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8002,abf,11,39818.0,2.1370592623685996,2.355230571581429,0.0005944796779032567,0.00390625
K2,8002,abf,12,24999.0,2.6175576787692467,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8002,abf,13,9586.0,0.11586367005301262,3.275144141174126,0.0006483694517539563,0.13948629493807962
K2,8002,abf,14,6189.0,-0.6617306700524612,0.6855115062732063,0.0007190962031104933,0.2052838155397185
K2,8002,abf,15,5032.0,-0.21114337660305962,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8002,abf,16,5284.0,0.40959571875709505,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8002,abf,17,4809.0,0.8695033629878648,-0.3699228766684197,0.0006642914303916642,0.3648026264038087
K2,8002,abf,18,6878.0,0.014477776824974887,-2.9743058338938515,0.0007031742244727865,0.18105226311839315
K2,8002,abf,19,18597.0,-2.5349019099321435,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8002,abf,20,26452.0,-2.0510311950482385,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8002,abf,21,29347.0,-0.037111008884540324,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8002,abf,22,35013.0,2.4112091260116832,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8002,abf,23,34070.0,4.772801571006337,4.739356923226084,0.00045853047568898827,0.00390625
K2,8002,abf,24,32081.0,6.739587767834547,6.729879356794805,0.0004305103403020531,0.00390625
K2,8002,abf,25,31191.0,8.264540999440488,8.282174936728236,0.0003287051114123004,0.00390625
K2,8002,abf,26,26905.0,9.476951618788073,9.536218308969232,0.0002732808012546973,0.00390625
K2,8002,abf,27,23564.0,10.662845980686035,10.762180863513906,0.00016826055744771585,0.00390625
K2,8002,abf,28,20731.0,12.134490718024123,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8002,abf,29,20161.0,14.174211136746768,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8002,abf,30,19498.0,16.803577310327555,16.82835293200227,0.0,0.00390625
K2,8002,abf,31,18142.0,20.067000748610106,20.20578082012556,0.0,0.00390625
K2,8002,p0.02,0,184.0,-19.60524274436444,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8002,p0.02,1,804.0,-16.194971398130193,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8002,p0.02,2,1614.0,-13.327524329172729,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8002,p0.02,3,2964.0,-11.03046452260073,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8002,p0.02,4,6991.0,-9.424349472509526,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8002,p0.02,5,15526.0,-8.437856792784515,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8002,p0.02,6,29078.0,-7.612191013798251,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8002,p0.02,7,38469.0,-6.315052621027713,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8002,p0.02,8,44820.0,-4.485090265639712,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8002,p0.02,9,46431.0,-2.190117557036489,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8002,p0.02,10,45654.0,0.1921750535762072,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8002,p0.02,11,39975.0,2.1361526875480576,2.355230571581429,0.0005944796779032567,0.00390625
K2,8002,p0.02,12,25905.0,2.608192865124955,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8002,p0.02,13,10631.0,0.10835398129883442,3.275144141174126,0.0006483694517539563,0.13948629493807962
K2,8002,p0.02,14,7525.0,-0.6619429431186711,0.6855115062732063,0.0007190962031104933,0.2052838155397185
K2,8002,p0.02,15,6563.0,-0.21027810586773948,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8002,p0.02,16,7424.0,0.41075196757593246,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8002,p0.02,17,7325.0,0.8743728584766428,-0.3699228766684197,0.0006642914303916642,0.3648026264038087
K2,8002,p0.02,18,8407.0,0.057513926646187236,-2.9743058338938515,0.0007031742244727865,0.18105226311839315
K2,8002,p0.02,19,18456.0,-2.5189874821001816,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8002,p0.02,20,26097.0,-2.0506875949090304,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8002,p0.02,21,28499.0,-0.03711334600320128,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8002,p0.02,22,34207.0,2.4116459378425312,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8002,p0.02,23,33554.0,4.77265654880268,4.739356923226084,0.00045853047568898827,0.00390625
K2,8002,p0.02,24,31562.0,6.739631301919171,6.729879356794805,0.0004305103403020531,0.00390625
K2,8002,p0.02,25,30786.0,8.26471226333012,8.282174936728236,0.0003287051114123004,0.00390625
K2,8002,p0.02,26,26303.0,9.477236122815622,9.536218308969232,0.0002732808012546973,0.00390625
K2,8002,p0.02,27,22868.0,10.662634860326799,10.762180863513906,0.00016826055744771585,0.00390625
K2,8002,p0.02,28,19964.0,12.134302469157431,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8002,p0.02,29,19474.0,14.17310688771632,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8002,p0.02,30,18736.0,16.803935582075724,16.82835293200227,0.0,0.00390625
K2,8002,p0.02,31,17764.0,20.069983789455225,20.20578082012556,0.0,0.00390625
K2,8002,p0.05,0,91.0,-19.603050215474692,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8002,p0.05,1,670.0,-16.191302524853402,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8002,p0.05,2,1491.0,-13.32408316990799,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8002,p0.05,3,2836.0,-11.024772668323822,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8002,p0.05,4,6853.0,-9.419487302660993,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8002,p0.05,5,15301.0,-8.434833024343222,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8002,p0.05,6,28588.0,-7.6106794591269304,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8002,p0.05,7,37671.0,-6.314015079689073,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8002,p0.05,8,44395.0,-4.483685435656774,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8002,p0.05,9,46832.0,-2.1893972904805263,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8002,p0.05,10,46070.0,0.1918842614565018,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8002,p0.05,11,40118.0,2.13506850968622,2.355230571581429,0.0005944796779032567,0.00390625
K2,8002,p0.05,12,25636.0,2.593857998500237,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8002,p0.05,13,11672.0,0.0836233538803824,3.275144141174126,0.0006483694517539563,0.13948629493807962
K2,8002,p0.05,14,8280.0,-0.6641464889468881,0.6855115062732063,0.0007190962031104933,0.2052838155397185
K2,8002,p0.05,15,7199.0,-0.2103306336978014,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8002,p0.05,16,7330.0,0.40913763628841127,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8002,p0.05,17,6844.0,0.8721472155233984,-0.3699228766684197,0.0006642914303916642,0.3648026264038087
K2,8002,p0.05,18,8475.0,0.0543051106840042,-2.9743058338938515,0.0007031742244727865,0.18105226311839315
K2,8002,p0.05,19,18907.0,-2.5255157867749998,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8002,p0.05,20,26507.0,-2.0502610696790264,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8002,p0.05,21,29087.0,-0.03709509867123521,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8002,p0.05,22,34541.0,2.411409403274489,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8002,p0.05,23,33392.0,4.772616101410706,4.739356923226084,0.00045853047568898827,0.00390625
K2,8002,p0.05,24,30882.0,6.738517773122238,6.729879356794805,0.0004305103403020531,0.00390625
K2,8002,p0.05,25,29565.0,8.263331952911864,8.282174936728236,0.0003287051114123004,0.00390625
K2,8002,p0.05,26,25727.0,9.475854835935127,9.536218308969232,0.0002732808012546973,0.00390625
K2,8002,p0.05,27,22645.0,10.661202546274126,10.762180863513906,0.00016826055744771585,0.00390625
K2,8002,p0.05,28,20025.0,12.132088572200374,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8002,p0.05,29,19792.0,14.173236090355319,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8002,p0.05,30,19257.0,16.803419078622117,16.82835293200227,0.0,0.00390625
K2,8002,p0.05,31,17881.0,20.065992499949157,20.20578082012556,0.0,0.00390625
K2,8002,p0.1,0,208.0,-19.60825210516227,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8002,p0.1,1,799.0,-16.192419226249395,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8002,p0.1,2,1668.0,-13.325204894061809,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8002,p0.1,3,3283.0,-11.02936051046028,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8002,p0.1,4,7452.0,-9.43032612551566,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8002,p0.1,5,15521.0,-8.4368149565219,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8002,p0.1,6,27587.0,-7.607698802338562,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8002,p0.1,7,36578.0,-6.310894579808338,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8002,p0.1,8,43960.0,-4.481395913376294,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8002,p0.1,9,46231.0,-2.1895398585258747,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8002,p0.1,10,44751.0,0.18987909768412628,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8002,p0.1,11,37939.0,2.1308010131448762,2.355230571581429,0.0005944796779032567,0.00390625
K2,8002,p0.1,12,23516.0,2.5697385727769575,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8002,p0.1,13,13282.0,0.021721220999938902,3.275144141174126,0.0006483694517539563,0.13948629493807962
K2,8002,p0.1,14,10990.0,-0.6608026615384209,0.6855115062732063,0.0007190962031104933,0.2052838155397185
K2,8002,p0.1,15,9588.0,-0.2090431361677391,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8002,p0.1,16,9154.0,0.4094766622320682,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8002,p0.1,17,8842.0,0.8761386275313581,-0.3699228766684197,0.0006642914303916642,0.3648026264038087
K2,8002,p0.1,18,9378.0,0.0947971936226527,-2.9743058338938515,0.0007031742244727865,0.18105226311839315
K2,8002,p0.1,19,18106.0,-2.505079966667679,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8002,p0.1,20,24762.0,-2.049213654522121,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8002,p0.1,21,26795.0,-0.03937871388079661,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8002,p0.1,22,32602.0,2.412424884855397,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8002,p0.1,23,31931.0,4.77336584141847,4.739356923226084,0.00045853047568898827,0.00390625
K2,8002,p0.1,24,30260.0,6.739013800626692,6.729879356794805,0.0004305103403020531,0.00390625
K2,8002,p0.1,25,29834.0,8.264399746763521,8.282174936728236,0.0003287051114123004,0.00390625
K2,8002,p0.1,26,26362.0,9.477422303825854,9.536218308969232,0.0002732808012546973,0.00390625
K2,8002,p0.1,27,23736.0,10.66232146079964,10.762180863513906,0.00016826055744771585,0.00390625
K2,8002,p0.1,28,21008.0,12.136178085633238,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8002,p0.1,29,20427.0,14.170777471820843,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8002,p0.1,30,19528.0,16.804454507806525,16.82835293200227,0.0,0.00390625
K2,8002,p0.1,31,18482.0,20.06716415007803,20.20578082012556,0.0,0.00390625
K2,8002,p0.2,0,304.0,-19.60602463475061,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8002,p0.2,1,979.0,-16.20010905673723,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8002,p0.2,2,1677.0,-13.32853160412839,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8002,p0.2,3,2893.0,-11.024134795815458,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8002,p0.2,4,6251.0,-9.40303148087469,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8002,p0.2,5,13719.0,-8.41700945294252,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8002,p0.2,6,26070.0,-7.602506916256511,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8002,p0.2,7,35407.0,-6.312557294644174,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8002,p0.2,8,41519.0,-4.48445700928878,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8002,p0.2,9,43620.0,-2.1893540649065963,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8002,p0.2,10,42894.0,0.19093271446058852,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8002,p0.2,11,37509.0,2.1358185635833378,2.355230571581429,0.0005944796779032567,0.00390625
K2,8002,p0.2,12,23437.0,2.5672946081401387,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8002,p0.2,13,13695.0,0.011959737321574737,3.275144141174126,0.0006483694517539563,0.13948629493807962
K2,8002,p0.2,14,11430.0,-0.6694631007414173,0.6855115062732063,0.0007190962031104933,0.2052838155397185
K2,8002,p0.2,15,9170.0,-0.21245771873292393,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8002,p0.2,16,8210.0,0.40879552885093223,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8002,p0.2,17,7172.0,0.8685308658325559,-0.3699228766684197,0.0006642914303916642,0.3648026264038087
K2,8002,p0.2,18,8737.0,0.02414256406301989,-2.9743058338938515,0.0007031742244727865,0.18105226311839315
K2,8002,p0.2,19,18504.0,-2.515212787096542,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8002,p0.2,20,26399.0,-2.0497326881320173,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8002,p0.2,21,28967.0,-0.0396906429301694,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8002,p0.2,22,33845.0,2.4116176833127945,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8002,p0.2,23,33097.0,4.7734038677291855,4.739356923226084,0.00045853047568898827,0.00390625
K2,8002,p0.2,24,31834.0,6.739909004646507,6.729879356794805,0.0004305103403020531,0.00390625
K2,8002,p0.2,25,30755.0,8.264651338498108,8.282174936728236,0.0003287051114123004,0.00390625
K2,8002,p0.2,26,27263.0,9.478143052228024,9.536218308969232,0.0002732808012546973,0.00390625
K2,8002,p0.2,27,24886.0,10.658429286238626,10.762180863513906,0.00016826055744771585,0.00390625
K2,8002,p0.2,28,22329.0,12.13519761462662,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8002,p0.2,29,21680.0,14.173531700480744,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8002,p0.2,30,20800.0,16.805064003756662,16.82835293200227,0.0,0.00390625
K2,8002,p0.2,31,19508.0,20.067888041692306,20.20578082012556,0.0,0.00390625
K2,8003,abf,0,699.0,-19.717207486363677,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8003,abf,1,860.0,-16.260233872430085,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8003,abf,2,1849.0,-13.41347377493871,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8003,abf,3,4980.0,-11.175752505704832,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8003,abf,4,13186.0,-9.77747490333344,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8003,abf,5,23361.0,-8.78833737308793,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8003,abf,6,31556.0,-7.756694509736719,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8003,abf,7,38317.0,-6.3769999277774225,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8003,abf,8,41487.0,-4.50459986334339,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8003,abf,9,46361.0,-2.1879816414312856,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8003,abf,10,46909.0,0.2338539294466872,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8003,abf,11,42955.0,2.198304011984384,2.355230571581429,0.0005944796779032567,0.00390625
K2,8003,abf,12,29735.0,2.7518879463909847,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8003,abf,13,12515.0,0.422096320126051,3.275144141174126,0.0006483694517539563,0.14293556196612398
K2,8003,abf,14,7172.0,-0.6162156529172697,0.6855115062732063,0.0007190962031104933,0.20997098734532188
K2,8003,abf,15,5948.0,-0.19796902603939392,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8003,abf,16,7574.0,0.38600672061244456,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8003,abf,17,7535.0,0.449235862620176,-0.3699228766684197,0.0006642914303916642,0.3686295097879689
K2,8003,abf,18,12856.0,-2.025146434531548,-2.9743058338938515,0.0007031742244727865,0.16908894090058524
K2,8003,abf,19,21188.0,-3.2427429841737583,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8003,abf,20,24183.0,-2.1293165192675767,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8003,abf,21,25044.0,-0.05574328389534707,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8003,abf,22,23295.0,2.403102361983358,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8003,abf,23,23025.0,4.7673538712932695,4.739356923226084,0.00045853047568898827,0.00390625
K2,8003,abf,24,24631.0,6.736845854591432,6.729879356794805,0.0004305103403020531,0.00390625
K2,8003,abf,25,22696.0,8.262706090510232,8.282174936728236,0.0003287051114123004,0.00390625
K2,8003,abf,26,24058.0,9.528924400939378,9.536218308969232,0.0002732808012546973,0.00390625
K2,8003,abf,27,23477.0,10.727227451668984,10.762180863513906,0.00016826055744771585,0.00390625
K2,8003,abf,28,21266.0,12.218285536060446,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8003,abf,29,21874.0,14.203787931657416,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8003,abf,30,22018.0,16.828466843027552,16.82835293200227,0.0,0.00390625
K2,8003,abf,31,21950.0,20.06610111331296,20.20578082012556,0.0,0.00390625
K2,8003,p0.02,0,864.0,-19.717183436399672,-20.001447663525564,5.758094411151144e-32,0.00390625
K2,8003,p0.02,1,919.0,-16.261667886852127,-16.736926222184675,5.640582280311324e-32,0.00390625
K2,8003,p0.02,2,1923.0,-13.412767428207799,-14.119694821265368,3.6156014672276936e-06,0.00390625
K2,8003,p0.02,3,5038.0,-11.174170888010122,-12.112613681448535,7.272868562147565e-05,0.00390625
K2,8003,p0.02,4,13082.0,-9.768530879132104,-10.612314324874749,0.00017841234520502852,0.00390625
K2,8003,p0.02,5,23186.0,-8.78284318203517,-9.37970088141536,0.0002490952182237675,0.00390625
K2,8003,p0.02,6,30812.0,-7.752911438772718,-8.130169058873427,0.00035289069444323373,0.00390625
K2,8003,p0.02,7,37151.0,-6.375552709326422,-6.598728030372591,0.0003948425611381609,0.00390625
K2,8003,p0.02,8,40415.0,-4.503631293222552,-4.620588418274956,0.0004941982548528808,0.00390625
K2,8003,p0.02,9,45603.0,-2.187927061294057,-2.252863240698835,0.0005099707143646579,0.00390625
K2,8003,p0.02,10,46335.0,0.23365001771577748,0.22605911217101549,0.0006023350264339747,0.00390625
K2,8003,p0.02,11,42176.0,2.1949586622709516,2.355230571581429,0.0005944796779032567,0.00390625
K2,8003,p0.02,12,29857.0,2.7303357238177277,3.6060840625782453,0.0006773010091865126,0.00390625
K2,8003,p0.02,13,13476.0,0.4001788794975536,3.275144141174126,0.0006483694517539563,0.14293556196612398
K2,8003,p0.02,14,8261.0,-0.6166821089158224,0.6855115062732063,0.0007190962031104933,0.20997098734532188
K2,8003,p0.02,15,6917.0,-0.19847429612379075,-0.08397731392047976,0.0006716400359167596,0.00390625
K2,8003,p0.02,16,8414.0,0.38650930116213894,0.27399170958044256,0.0007277206082059181,0.00390625
K2,8003,p0.02,17,8221.0,0.4526176741718008,-0.3699228766684197,0.0006642914303916642,0.3686295097879689
K2,8003,p0.02,18,13262.0,-2.01810550428413,-2.9743058338938515,0.0007031742244727865,0.16908894090058524
K2,8003,p0.02,19,21523.0,-3.2408992060718442,-3.436226280277556,0.0006263236351786695,0.00390625
K2,8003,p0.02,20,24204.0,-2.1293448849832544,-2.215293491858746,0.0006454570519110974,0.00390625
K2,8003,p0.02,21,25072.0,-0.05590325720382375,-0.11939669396034924,0.0005577366502777776,0.00390625
K2,8003,p0.02,22,23311.0,2.4027009289327887,2.3566676671297633,0.0005545690905208532,0.00390625
K2,8003,p0.02,23,22910.0,4.767308387581439,4.739356923226084,0.00045853047568898827,0.00390625
K2,8003,p0.02,24,24540.0,6.73695251626347,6.729879356794805,0.0004305103403020531,0.00390625
K2,8003,p0.02,25,22514.0,8.262461026918665,8.282174936728236,0.0003287051114123004,0.00390625
K2,8003,p0.02,26,23817.0,9.52910095652131,9.536218308969232,0.0002732808012546973,0.00390625
K2,8003,p0.02,27,23113.0,10.726771287157215,10.762180863513906,0.00016826055744771585,0.00390625
K2,8003,p0.02,28,21135.0,12.220158116991106,12.251816073352863,8.288047337878629e-05,0.00390625
K2,8003,p0.02,29,22290.0,14.20628514485917,14.228240678469687,3.615601467227656e-06,0.00390625
K2,8003,p0.02,30,22185.0,16.827821525782685,16.82835293200227,0.0,0.00390625
