cell,arm,e_med@0,e_med@0.5,e_med@1,e_med@1.5,e_med@2,e_med@2.5,e_med@3,e_med@3.5,e_med@4,e_med@4.5,e_med@5,e_med@5.5,e_med@6,e_med@6.5,e_med@7,e_med@7.5,e_med@8,e_med@8.5,e_med@9,e_med@9.5,e_med@10,e_med@10.5,e_med@11,e_med@11.5,e_med@12,e_med@12.5,e_med@13,e_med@13.5,e_med@14,e_med@14.5,e_med@15,e_med@15.5,e_med@16,e_med@16.5,e_med@17,e_med@17.5,e_med@18,e_med@18.5,e_med@19,e_med@19.5,e_med@20,e_med@20.5,e_med@21,e_med@21.5,e_med@22,e_med@22.5,e_med@23,e_med@23.5,e_med@24,e_med@24.5,e_med@25,e_med@25.5,e_med@26,e_med@26.5,e_med@27,e_med@27.5,e_med@28,e_med@28.5,e_med@29,e_med@29.5,e_med@30,e_med@30.5,e_med@31,e_med@31.5,e_med@32,e_med@32.5,e_med@33,e_med@33.5,e_med@34,e_med@34.5,e_med@35,e_med@35.5,e_med@36,e_med@36.5,e_med@37,e_med@37.5,e_med@38,e_med@38.5,e_med@39,e_med@39.5,e_med@40
b1.4,u02_s5000:ratio,1.0,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.000000000000001,0.9995389645255977,0.9980914291172077,0.9982315420951346,0.99844036720078,0.9984330720162946,0.9988614203520556,0.9992189783375578,1.0001413423816585,1.0010316229847562,1.0015882885480947,1.0023812138218213,1.0033606532158044,1.0041116485512747,1.0047240452261241,1.0052781384270109,1.0059966191260115,1.0065549494788952,1.007573038771071,1.008480551556597,1.0094203433084346,1.0103541232983795,1.0112916947635497,1.0121331986179705,1.0127964265524851,1.0136736594614466,1.0143629279159563,1.0148233949711791,1.0151718177755278,1.0156377546919337,1.0160140630948415,1.0166539244906898,1.0171242495353077,1.0172101501190014,1.0174390989610789,1.0175557285042323,1.01732758303267,1.01722653717243,1.0170324275063805,1.0170157093130556,1.0170097041566533,1.0167239489075985,1.0162390081808137,1.0157759768653207,1.0152270196904642,1.0147064869151117,1.0139730832625262,1.0132579285959835,1.0125722669802895,1.011760153774015,1.010878477295747,1.0099722532084838,1.008870400656515,1.0079590824998692,1.0072454741037213,1.0064054831795404,1.0055414974245385,1.004781887494416,1.0040877745640167,1.0033670771938676,1.0024333718901222,1.0015019224156059,1.000586710953057,0.9998423893656962,0.999069628184729,0.9981659348701915,0.9972223888803378,0.9963061184200217,0.9956342802971568,0.9949757550776215,0.9940528175371823,0.9931124890396833,0.9924017520659336,0.9917523557594232,0.9913896803791801,0.9910946029268206
b1.4,u02_s8000,2.489676874666306,4.571271053496919,3.0541689475077005,2.8732422569108085,2.9293496154362226,3.0759892083593146,3.263227619640328,3.116093809494097,3.002091892910645,2.8824666110242836,2.7758787328361247,2.6645020820730534,2.5615777273517377,2.472138896157275,2.3875633120528774,2.306888309307526,2.2307669394529963,2.1576404802704108,2.089728971627909,2.0252117581346516,1.963145589319172,1.9057210507938485,1.8508752373669048,1.8004160293294407,1.751939767151733,1.7073996434584466,1.6615040140731527,1.6192154403209997,1.581539647540334,1.5432831129151554,1.5086022463651685,1.4764413694330698,1.446663979554636,1.4173611854815333,1.3891720883639356,1.3640338389869366,1.3399420030123204,1.3175840280109212,1.2959608386006187,1.2756090231554182,1.256340147019186,1.2384261812595025,1.2222142616038005,1.2069056361383648,1.1916760182796993,1.1780943126427124,1.1659631030412194,1.1550312833315732,1.1443362561985726,1.1345787696265917,1.1257522380139968,1.1178294650587812,1.1106263070833764,1.103917756260011,1.097636102186856,1.0912977033494586,1.0853749813983615,1.080103350291553,1.0759626581723745,1.0719775946187289,1.0687571410672805,1.0664264373111085,1.0640225235041565,1.060956166932074,1.05860512183038,1.057573331756264,1.0560443684167966,1.055181299644794,1.0548124099297715,1.0547764455019557,1.0545033149003342,1.0542918043833496,1.0540317123741223,1.0537480304733844,1.0536549489461464,1.0534986127217838,1.0534163827319758,1.0531893370577916,1.0528839108408286,1.0524736744627379,1.051876916065849
b1.4,u02_s8000:ratio,1.0,1.0,1.0000000000000004,0.9999999999999998,1.0000000000000004,1.0000000000000044,1.0000000000004579,1.000000000001976,1.00000000000971,1.0001212191620614,1.0004530921473602,1.0007965539007633,1.001354395306738,1.001976744182075,1.0024265004738104,1.0030701953971364,1.003919027175793,1.0045542763672939,1.0056184800588828,1.0068535094148863,1.007684879040839,1.0086602895944596,1.0094217085173045,1.0102477056867865,1.011109749796809,1.0120763588939576,1.0125551825118015,1.0133334971368155,1.01381372835431,1.014332671446415,1.0147386054215173,1.015166214557509,1.0158287996545892,1.0163222680605877,1.0165124564017272,1.0168747754651775,1.01723988639089,1.0176185064319152,1.017972477067839,1.0182373686636803,1.0185598363851884,1.0187842268376632,1.019088787815197,1.0191159681268285,1.0191597991104198,1.019044449096254,1.0187831379586727,1.0184452552370744,1.0179773303414894,1.0177275855989072,1.0174361846453226,1.016687793189313,1.0162362059033008,1.0156305905620504,1.0149283148849366,1.0143619622758342,1.013419521196965,1.012441281019854,1.011396093840065,1.0103690220385573,1.0091668815021104,1.0078377239806684,1.006607616778111,1.0052683947785765,1.004012524285788,1.0030274176318887,1.002022626245539,1.0010463233447133,1.000172057008725,0.9993348700103891,0.9985082198125996,0.9975124603529231,0.9966923376140899,0.9958286412773449,0.9950169307256138,0.9941604581806247,0.993149841996461,0.99237296814309,0.9917476907079148,0.991136746065028,0.9904908801613037
b1.4,u10_s12000,2.489676874666306,4.57127105349692,3.0541689475076996,2.873242256910812,2.929349615436222,3.0759892083593403,3.263227619642949,3.1160938094865216,3.002090865269396,2.8820071829670386,2.774393993103696,2.6616991840732247,2.557357270090207,2.4683819451629905,2.385255365987252,2.3060355068578655,2.2311163199271613,2.161181682117478,2.097072561526485,2.036760059923786,1.9790241221972018,1.9261305865883775,1.8772783672372517,1.831173384119242,1.7879402977465881,1.7462851086512383,1.7065007030617239,1.6705410765016735,1.6387418126274744,1.6106217398834164,1.585404687732785,1.5605410646460682,1.5341688408072958,1.5092815949582938,1.4847002022134466,1.4621841550503074,1.4417158182705492,1.42309289056404,1.4062724703524176,1.3902558182876095,1.3728597357910948,1.3564955494652884,1.3427133805113352,1.3289576165976378,1.3159370665010948,1.3036713604645032,1.2922115472338378,1.2815963478024743,1.271320865777352,1.26196977527613,1.2524609974878178,1.243802527267557,1.235805146432499,1.2279625917105466,1.2213821042726378,1.2152253497432481,1.2088925760032299,1.2032947361354474,1.1967997039291762,1.1907635270989567,1.1851176836870256,1.1797815654245416,1.1742112440365364,1.1689898914075307,1.164016484764964,1.1596015423284207,1.1551244732813108,1.1508300731089343,1.1473511188280745,1.1438101785631614,1.1401685483656658,1.1370317530933969,1.1340299639926905,1.1312687630197096,1.1285008886697434,1.1258246406643473,1.1234540315584813,1.1215209929131396,1.1194920167604594,1.1178756310370264,1.1162335731963091
b1.4,u10_s12000:ratio,1.0,1.0,1.0,1.0000000000000004,1.0000000000000009,1.0000000000000022,1.000000000000206,1.000000000000699,1.0000000000023284,1.0000000000063816,1.000000000014718,1.000000000034498,1.0000000000278426,1.0003891843423378,1.0016590271358239,1.00388082078452,1.0065502110383484,1.0095935474929514,1.013158912879697,1.0165847355127937,1.020322986436131,1.02397438328958,1.0282652745127883,1.032274699182195,1.0367174057427402,1.0409706606122446,1.0445542394754006,1.0487697931103404,1.0529827727755317,1.0575711580628546,1.0620704222528627,1.0663849541712869,1.0703651106653957,1.0751588034198263,1.079320275598059,1.0839841985125043,1.0887494027379794,1.0929935327379823,1.0970641090426472,1.1004097783558,1.1043827040644825,1.1082910157577217,1.1121045242451968,1.116042561332897,1.119464933331379,1.1218858930982731,1.124232056917041,1.1262776904378846,1.1277104675657719,1.1282012104609023,1.1276965223710858,1.127086664035763,1.1266610789139009,1.1256671347312923,1.125112981853225,1.1241156448040281,1.1227707752047311,1.1215698864467671,1.1203223690974342,1.119261476949677,1.117972842119996,1.1150471230709313,1.111662402829249,1.1084663725512693,1.1050650956143397,1.1020384624257433,1.0983958582697695,1.0944199126404364,1.090906634927681,1.087308412707698,1.0832497226756557,1.079846580200237,1.0770419760951548,1.074400138860037,1.0719804807904536,1.0688988528992915,1.0659169196206184,1.0630507047196343,1.0602015251372994,1.057807843368692,1.0550924069198742
b1.4,u10_s5000,2.489676874666306,4.57127105349692,3.054168947507699,2.8732422569108107,2.929349615436224,3.0759892083593643,3.2443514129041313,3.0951379883716843,2.9759786561613604,2.8613700895111176,2.757982383014216,2.652676033955812,2.556526549425292,2.4744342603093883,2.395557166007766,2.3238631831884082,2.254310742617725,2.183306677700906,2.124796596290693,2.069164178853966,2.0132432768355857,1.9633280299038096,1.9160953188820296,1.8745045514898642,1.833952716190621,1.7944947529963744,1.7567529487407259,1.7202901943074222,1.6856416525802485,1.6542225371106687,1.6246850315735473,1.5963257682749086,1.5700279868570073,1.5455334143560904,1.5227213453101665,1.5003669920526257,1.477665279286684,1.4568496445217263,1.4368583808811004,1.4181371812553905,1.399391720815059,1.3822138173730405,1.3668347370339398,1.3520418721168201,1.336858249556598,1.3230935861730684,1.3097947293983607,1.2971408532076603,1.2868253213686636,1.277626171956417,1.2676517647035592,1.2590208557425526,1.2501737472179997,1.2421073051023561,1.2341944521119221,1.226724381407075,1.2197609299992447,1.2134858162670772,1.206762658520916,1.201192315802825,1.1960931888025808,1.1909892056450089,1.1861288488632589,1.1816244890188674,1.1770171273942365,1.172764836457245,1.168500166818685,1.1650090024390911,1.161135034611736,1.1573265012109135,1.1537675963563252,1.150516356874984,1.1476786085155746,1.1449605587971203,1.1422780200318206,1.139733463806707,1.137520252529104,1.1351566539283673,1.1328886045566207,1.1307609197526136,1.1286804883452584
b1.4,u10_s5000:ratio,1.0,1.0,1.0,1.0,1.0,1.0000000000000009,0.9976341173063732,0.992554537004756,0.991674206259356,0.9923831603649282,0.99396541108139,0.9964506075987234,0.9995892945821052,1.002957543889675,1.0070891425662247,1.0111546037382686,1.016625537149419,1.021259424176713,1.025981609706374,1.031109334641298,1.0366027783408764,1.0421674064724407,1.047325453713393,1.0528752602705957,1.0581766895183087,1.0641529214637204,1.0700438039292939,1.0759579908345849,1.081026014401246,1.086384183091729,1.0914677240651756,1.096160447151608,1.1010082713252893,1.1054734175970737,1.110143014889407,1.1157816943057317,1.1214552415142065,1.1259124373553517,1.130498785277588,1.1342844726900079,1.1378875551226901,1.1415353260685543,1.1440475996867676,1.145559271304146,1.1467700735670499,1.147811454262348,1.1488773358627626,1.1495747289180347,1.1497440889169037,1.1501202959903858,1.1506202692641385,1.1507557895465321,1.1499106270034307,1.1487169002163515,1.1471797933993195,1.1451387966514532,1.1429984416464318,1.14039107437649,1.13753048142003,1.1343396971177802,1.1313872713541198,1.1278264765370416,1.124627569480717,1.1213056715442242,1.1175845141071146,1.1137961984156202,1.109767017799855,1.105421391854629,1.1014423981068027,1.0976347330540421,1.0936278597964568,1.0896873508486888,1.0861927535659621,1.0824734301369339,1.0787920186188629,1.0752828797419647,1.0721491611343656,1.0690287733648118,1.0660971495291784,1.0632429254717874,1.0605595857271544
b1.6,abf,2.398536154546843,4.785909700253062,4.037124020973894,3.0002935486403466,3.248902466840088,3.5436752441494876,3.854613825754739,3.7144913457517865,3.584559128920863,3.456821244656895,3.337992980990824,3.2255195282843885,3.114073738534635,3.0189054715934893,2.9206776446310245,2.8301045755904024,2.7461593688558277,2.667210800736547,2.595622264441757,2.5254269198703705,2.459824820795768,2.398865647457208,2.339418806476644,2.279456221045709,2.2269913843205273,2.1769824614929187,2.1245113649383534,2.0764320081470182,2.0321758672192636,1.9870882801256653,1.9463516635112454,1.9061713106550577,1.8678903737194625,1.8299276014025592,1.793138647061261,1.760350246014609,1.7279460144929695,1.6963241410874332,1.667471775194823,1.6397924262081716,1.612393095306062,1.5859259382417816,1.5599211865323754,1.5341168807071488,1.5105320625184675,1.4889063274320593,1.4670406484520413,1.446039881755283,1.4263984146430118,1.408174731525334,1.3901619153725921,1.37398201235389,1.3583993060955377,1.3434908102853997,1.3290812369639815,1.3154337902902942,1.3022320012653488,1.290074249729357,1.2782530507659309,1.2672218813313036,1.2565747722274212,1.2469373089843518,1.237405396829268,1.2288583933749582,1.2210105496295816,1.214176930767226,1.2074868541432797,1.201258197030553,1.1954631556942017,1.1903766120025283,1.1853232318850961,1.1812471678280994,1.1771937065502773,1.1736148188918134,1.1704939988935288,1.1678513366224315,1.1658705212663223,1.1641695340664686,1.1631527551867822,1.1617638548202116,1.1612721788148463
b1.6,campaign_abf,2.398536154546843,,,,,3.543675244149508,,,,,3.3379929943485496,,,,,2.830104545865237,,,,,2.459824913499494,,,,,2.1769822933912586,,,,,1.946351520925363,,,,,1.7603481365156202,,,,,1.6123927701941896,,,,,1.4889073956316243,,,,,1.390162358033241,,,,,1.3154347768006684,,,,,1.256568719273296,,,,,1.2141673743001116,,,,,1.1853151790885266,,,,,1.1678493486881507,,,,,1.1612906279056796
b1.6,campaign_abf:ratio,1.0,,,,,1.0000000000000102,,,,,1.0000000002993361,,,,,1.0000000000852656,,,,,0.9999999924409487,,,,,0.9999999270987925,,,,,0.9999999877255228,,,,,1.0000000517146042,,,,,0.9999999695394473,,,,,0.9999997309197848,,,,,0.9999996459543941,,,,,0.9999998872722458,,,,,0.999996120480638,,,,,0.9999998680302151,,,,,0.9999998490131419,,,,,1.0000024306033466,,,,,1.000006361203154
b1.6,campaign_fr_uniform,2.398536154546843,,,,,3.5436752441494477,,,,,3.3379929914922073,,,,,2.831948505269111,,,,,2.465525178174445,,,,,2.183247622473172,,,,,1.9574336716903307,,,,,1.773318650355676,,,,,1.6270929394890223,,,,,1.5055924198877162,,,,,1.4082271878593509,,,,,1.333546112705938,,,,,1.273907655057484,,,,,1.2295832127911295,,,,,1.1977859367854506,,,,,1.1772285694786713,,,,,1.1642393944375922
b1.6,campaign_fr_uniform:ratio,1.0,,,,,1.0000000000000073,,,,,1.0000000002410192,,,,,1.0003586073241153,,,,,1.0021936469684851,,,,,1.0045350858038307,,,,,1.0072626830948763,,,,,1.0091391645704069,,,,,1.0117065083704446,,,,,1.0137085777892478,,,,,1.0148870524624956,,,,,1.0153529808555857,,,,,1.0157275382976225,,,,,1.0135223420361053,,,,,1.010494372046361,,,,,1.007105622191243,,,,,1.0039514503159834
b1.6,u02_s12000,2.398536154546843,4.785909700253065,4.037124020973895,3.000293548640345,3.2489024668400335,3.5436752441494903,3.854613825758621,3.714491345865178,3.584559126238923,3.456821244523546,3.3379929894551896,3.2255195315071346,3.1140737382491244,3.019050282471629,2.921286260428233,2.831948520757781,2.74890927599672,2.6706128284663055,2.5999001180277483,2.5309811197251166,2.465524895481445,2.403545633080312,2.344561600186242,2.285061670522658,2.2330990516548352,2.183247875316182,2.13307731144098,2.085835299217456,2.042396807951352,1.9975901209003277,1.9574339759982475,1.9183604095754765,1.880484831301859,1.8427955808409098,1.8064464632578991,1.7733181541716698,1.740855948007589,1.709674285018711,1.6812746537457948,1.6542122825636383,1.6270911276292765,1.600887149678707,1.575340024112145,1.5499214321250683,1.526990017927064,1.5056002342160655,1.4840824432946678,1.4632125892438368,1.443863268057023,1.4258555871386989,1.408226524755223,1.3918799098019656,1.3763075358815355,1.3614920538631692,1.3470816211266825,1.3335359452592144,1.3204851654294503,1.3081013971393747,1.2958973242323424,1.2847424443189421,1.2739318483274888,1.2639155460527318,1.2539481341552186,1.2450726232334315,1.236748046736707,1.2294217115159736,1.22222341453799,1.2154683016962076,1.209047245315015,1.2033248457432202,1.1976592451201342,1.192491206920232,1.1880951806669975,1.1841099433776634,1.180241625612945,1.176920663572333,1.1740762022557518,1.1715630712635217,1.1687017962762298,1.1663925064958014,1.1643703602987934
