config_id,method,target_type,gamma,eta,burnin_fraction,stop_fraction,fr_every,n_seeds,median_final_l2_F,iqr_final_l2_F,median_final_l2_Fprime,iqr_final_l2_Fprime,median_integrated_l2_F,iqr_integrated_l2_F,median_integrated_l2_Fprime,iqr_integrated_l2_Fprime,median_final_marginal_l2_uniform,iqr_final_marginal_l2_uniform,median_final_marginal_l2_target,iqr_final_marginal_l2_target,median_final_marginal_l2_physical_ref,iqr_final_marginal_l2_physical_ref,median_integrated_marginal_l2_physical_ref,iqr_integrated_marginal_l2_physical_ref,median_final_deltaF_error,iqr_final_deltaF_error,median_integrated_deltaF_error,iqr_integrated_deltaF_error,median_final_barrier_height_error,iqr_final_barrier_height_error,median_integrated_barrier_height_error,iqr_integrated_barrier_height_error,median_mean_fr_event_fraction,iqr_mean_fr_event_fraction,median_max_fr_event_fraction,iqr_max_fr_event_fraction,median_barrier_crossings,iqr_barrier_crossings,median_frac_left,iqr_frac_left,median_frac_barrier,iqr_frac_barrier,median_frac_right,iqr_frac_right,median_final_ancestor_ess,iqr_final_ancestor_ess,median_final_max_clone_multiplicity,iqr_final_max_clone_multiplicity,median_final_max_clone_weight,iqr_final_max_clone_weight,median_cumulative_fr_events,iqr_cumulative_fr_events,median_cumulative_replacements,iqr_cumulative_replacements,frac_nan
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,0.0,0.1,0.0,1.0,1,16,0.03087473509604205,0.020209817358290225,0.0918979916133794,0.01841467775504778,12.43821328512669,2.6414217071067903,30.18505436519296,3.431588360423085,0.05582284573111325,0.01037587151698225,0.42897984831337443,0.03546848972466432,0.39753962895837514,0.011741990580858452,39.32265070616099,0.6916818902439843,0.0477624877950555,0.04662840744975675,12.453429966074737,6.28830847096795,0.0532768073911571,0.04336223421022775,27.913988300326267,5.239957562685113,0.0,0.0,0.0,0.0,27235.0,4983.0,0.361328125,0.0908203125,0.1328125,0.02734375,0.3359375,0.0419921875,256.0,0.0,1.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0
