step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,row,seed
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,0,5300
10000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,1,5301
10000,A6b,0.17463746106474148,32,False,0.0,0.0,0,0.0,False,,2,5302
10000,A6b,0.1772038764389993,32,False,0.0,0.0,0,0.0,False,,3,5303
10000,A6b,0.18227328080987854,32,False,0.0,0.0,0,0.0,False,,4,5304
10000,A6b,0.0,29,False,0.0,0.0,0,0.0,False,,5,5305
10000,A6b,0.17110888811766192,32,False,0.0,0.0,0,0.0,False,,6,5306
10000,A6b,0.20739214038547366,32,False,0.0,0.0,0,0.0,False,,7,5307
10500,A6b,0.12458647750991148,32,False,0.0,0.0,0,0.0,False,,0,5300
10500,A6b,0.08076030274367278,32,False,0.0,0.0,0,0.0,False,,1,5301
10500,A6b,0.16598950630422354,32,False,0.0,0.0,0,0.0,False,,2,5302
10500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5303
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,4,5304
10500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5305
10500,A6b,0.09502195793876449,32,False,0.0,0.0,0,0.0,False,,6,5306
10500,A6b,0.18897977760909898,32,False,0.0,0.0,0,0.0,False,,7,5307
11000,A6b,0.1433842728081214,32,False,0.0,0.0,0,0.0,False,,0,5300
11000,A6b,0.10226980908154379,32,False,0.0,0.0,0,0.0,False,,1,5301
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5302
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,3,5303
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,4,5304
11000,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5305
11000,A6b,0.13656962813517423,32,False,0.0,0.0,0,0.0,False,,6,5306
11000,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,7,5307
11500,A6b,0.13918677785482406,32,False,0.0,0.0,0,0.0,False,,0,5300
11500,A6b,0.08321834279998643,32,False,0.0,0.0,0,0.0,False,,1,5301
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,2,5302
11500,A6b,0.1304161336004475,32,False,0.0,0.0,0,0.0,False,,3,5303
11500,A6b,0.0,31,False,0.0,0.0,0,0.0,False,,4,5304
11500,A6b,0.0,30,False,0.0,0.0,0,0.0,False,,5,5305
