step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,fr_active,tv_to_unconstrained,mass_ess_unconstrained,row,seed
10000,A6c,0.0,30,False,0.0,0.0022477901547741535,0,0.0,False,0.5000000038010008,True,0.23534152087102442,0.10491587844994271,0,5200
10000,A6c,0.31846178705040096,32,False,0.0,0.0017048896747578484,0,0.0,False,0.5000000016112298,True,0.22319344742029645,0.13246365003746174,1,5201
10000,A6c,0.0,30,False,0.0,0.0017486013074650255,0,0.0,False,0.5000000044640753,True,0.22710864550827253,0.1009394793749561,2,5202
10000,A6c,0.0,31,False,0.0,0.0019856775670178367,0,0.0,False,0.5000000032167087,True,0.24984407067002193,0.07424792374393258,3,5203
10000,A6c,0.0,31,False,0.0,0.0016829775300319354,0,0.0,False,0.5000000062356655,True,0.20683018634454803,0.11038453868222187,4,5204
10000,A6c,0.0,31,False,0.0,0.0019270800458102031,0,0.0,False,0.5000000010702984,True,0.21159683835334275,0.12988935820705613,5,5205
10000,A6c,0.09335593797074686,32,False,0.0,0.002496426083411188,0,0.0,False,0.5000000033028671,True,0.2645328444735852,0.06640144395550875,6,5206
10000,A6c,0.0,30,False,0.0,0.0018586620601094108,0,0.0,False,0.5000000023423801,True,0.22183119400093235,0.10207918597009517,7,5207
10000,A6c,0.0,29,False,0.0,0.0020277120223837373,0,0.0,False,0.5000000026694791,True,0.22943771781815803,0.1259175958607605,8,5208
10000,A6c,0.0,29,False,0.0,0.002035969332584497,0,0.0,False,0.5000000013759093,True,0.22622396794251248,0.12462785487433425,9,5209
10000,A6c,0.0,30,False,0.0,0.002040345772533662,0,0.0,False,0.5000000012861265,True,0.238023815638352,0.08871809392670083,10,5210
10000,A6c,0.0,31,False,0.0,0.0020591860617185063,0,0.0,False,0.5000000001098611,True,0.252590943523742,0.08382585618548702,11,5211
10000,A6c,0.0,29,False,0.0,0.0023402788195655668,0,0.0,False,0.5000000001207107,True,0.25544009903625775,0.08099571775915221,12,5212
10000,A6c,0.0,28,False,0.0,0.001751273850832239,0,0.0,False,0.5000000038965071,True,0.21417694900644674,0.13419398512678235,13,5213
10000,A6c,0.0,31,False,0.0,0.0015335119994697572,0,0.0,False,0.5000000026051341,True,0.21957714056399663,0.09334294382579873,14,5214
10000,A6c,0.0,31,False,0.0,0.001812779883873497,0,0.0,False,0.5000000046916442,True,0.23777562786627723,0.11092493168189663,15,5215
10500,A6c,0.0,29,False,0.0,0.0021588734980381163,0,0.0,False,0.5000000015823748,True,0.23683562216892456,0.10526768272870142,0,5200
10500,A6c,0.0,29,False,0.0,0.0016070093797294826,0,0.0,False,0.500000003273095,True,0.2240296771840204,0.13328682280628865,1,5201
10500,A6c,0.0,30,False,0.0,0.0017844483750608952,0,0.0,False,0.5000000028434678,True,0.22625139710730277,0.10409989919478081,2,5202
10500,A6c,0.0,30,False,0.0,0.0020214601379311284,0,0.0,False,0.5000000001331607,True,0.24741671914375757,0.07574652179333154,3,5203
10500,A6c,0.0,28,False,0.0,0.0016144353246278524,0,0.0,False,0.500000006441167,True,0.20699606167761953,0.11408177155896912,4,5204
10500,A6c,0.0,28,False,0.0,0.0018548860534524031,0,0.0,False,0.5000000003660772,True,0.21331649414877857,0.13139794056099136,5,5205
