cell,method,metric,rel_med,rel_lo,rel_hi,margin,verdict,win_rate
butane_b0.5_s2.3_full_trans,fr_estimated,final_l2_F,0.0006815409756281834,-0.0007890653162479912,0.001932451599410876,0.1,equivalent,0.4166666666666667
butane_b0.5_s2.3_full_trans,fr_oracle,final_l2_F,0.0004667913543477016,-0.0013590110394474584,0.0025719900636359786,0.1,equivalent,0.5
butane_b0.5_s2.3_full_trans,fr_uniform,final_l2_F,0.00022756581627802908,-0.0008938147538089054,0.0017737062622168,0.1,equivalent,0.5
butane_b0.5_s2.3_full_trans,opes,final_l2_F,0.18945405529375298,0.18094250355594843,0.193275909375397,0.1,harmful,0.0
butane_b1_s2.3_full_dispersed,fr_estimated,final_l2_F,-0.0006030957636587285,-0.0021139674984778293,0.001974612487445329,0.1,equivalent,0.5625
butane_b1_s2.3_full_dispersed,fr_oracle,final_l2_F,-0.0017176117070036997,-0.0020152585758104117,0.00020078005563777578,0.1,equivalent,0.6875
butane_b1_s2.3_full_dispersed,fr_uniform,final_l2_F,-0.0009619286008057316,-0.002168883579819303,0.0017910143500142665,0.1,equivalent,0.5625
butane_b1_s2.3_full_dispersed,opes,final_l2_F,0.17439250515046065,0.16712580307397606,0.18300463379398507,0.1,harmful,0.0
butane_b1_s2.3_full_trans,fr_estimated,final_l2_F,0.0010405598402867956,0.0007475307726458863,0.004171282523089572,0.1,equivalent,0.375
butane_b1_s2.3_full_trans,fr_oracle,final_l2_F,-0.0007737492400310202,-0.001432449680690143,0.0006771750640968005,0.1,equivalent,0.6875
butane_b1_s2.3_full_trans,fr_uniform,final_l2_F,0.0019164753346806941,0.0009072952052688464,0.0027935862560507126,0.1,equivalent,0.0625
butane_b1_s2.3_full_trans,opes,final_l2_F,0.29230728409242146,0.2797126492575039,0.3001867281085744,0.1,harmful,0.0
butane_b2_s2.3_full_trans,fr_estimated,final_l2_F,0.001899780266146537,0.0005716507783293276,0.004669457250386152,0.1,equivalent,0.3333333333333333
butane_b2_s2.3_full_trans,fr_oracle,final_l2_F,-0.000422217217732686,-0.0012596572287140175,0.0013219200588339185,0.1,equivalent,0.5833333333333334
butane_b2_s2.3_full_trans,fr_uniform,final_l2_F,0.0022895446061092437,0.0010659492310716343,0.004649057130197864,0.1,equivalent,0.16666666666666666
butane_b2_s2.3_full_trans,opes,final_l2_F,0.7647429633679528,0.7477598393230822,0.7903027237339527,0.1,harmful,0.0
pentane_b1_s2.3_full_dispersed,fr_active,final_l2_F,0.050944902802908004,0.039744556820952306,0.06843670667747029,0.1,equivalent,0.0625
pentane_b1_s2.3_full_dispersed,fr_estimated,final_l2_F,0.0072304320612342765,-0.0033903895961023695,0.013886404622506973,0.1,equivalent,0.375
pentane_b1_s2.3_full_dispersed,fr_oracle,final_l2_F,0.002025773285824803,-0.007284398494950543,0.00640526909172771,0.1,equivalent,0.4375
pentane_b1_s2.3_full_dispersed,fr_uniform,final_l2_F,0.00802466856890216,-0.005392512024737999,0.012013170274763998,0.1,equivalent,0.375
pentane_b1_s2.3_full_dispersed,opes,final_l2_F,0.23646673608873864,0.22088633028145932,0.2758358063586737,0.1,harmful,0.0
pentane_b1_s2.3_full_trans,fr_active,final_l2_F,0.05879485870681733,0.04274561890187375,0.06975244253816058,0.1,equivalent,0.0
pentane_b1_s2.3_full_trans,fr_estimated,final_l2_F,0.003933038699537517,-0.002289042472176851,0.012642160201436227,0.1,equivalent,0.375
pentane_b1_s2.3_full_trans,fr_oracle,final_l2_F,-0.0029790455048082603,-0.007433149244433787,0.005375084697853162,0.1,equivalent,0.5
pentane_b1_s2.3_full_trans,fr_uniform,final_l2_F,0.004443629674677053,-0.002337777507528482,0.012293112011301387,0.1,equivalent,0.375
pentane_b1_s2.3_full_trans,opes,final_l2_F,0.3728379950504767,0.35661207778741927,0.39144010327315676,0.1,harmful,0.0
pentane_b2_s2.3_full_trans,fr_active,final_l2_F,0.02103016477654087,0.014328060964814126,0.02356206469157603,0.1,equivalent,0.0
pentane_b2_s2.3_full_trans,fr_estimated,final_l2_F,0.002669403426329429,0.002081602974402073,0.007080203678497569,0.1,equivalent,0.125
pentane_b2_s2.3_full_trans,fr_oracle,final_l2_F,-0.0029593679578115576,-0.004376774070312234,-0.0004830537512965658,0.1,equivalent,0.6875
pentane_b2_s2.3_full_trans,fr_uniform,final_l2_F,0.002872503055653665,0.0011945470886166427,0.006373939920630393,0.1,equivalent,0.25
pentane_b2_s2.3_full_trans,opes,final_l2_F,0.5851950098851019,0.5726899725076092,0.6138470127209298,0.1,harmful,0.0
butane_b0.5_s2.3_full_trans,fr_estimated,integrated_l2_F,0.0004581309325548089,-0.00030344561309914817,0.001171681214363997,0.1,equivalent,0.4166666666666667
butane_b0.5_s2.3_full_trans,fr_oracle,integrated_l2_F,0.000140043269455646,-0.0006252793534547862,0.0011782416435276333,0.1,equivalent,0.4166666666666667
butane_b0.5_s2.3_full_trans,fr_uniform,integrated_l2_F,0.0003689453608538728,-0.000307232986022811,0.0011570295619641668,0.1,equivalent,0.5
butane_b0.5_s2.3_full_trans,opes,integrated_l2_F,0.14517744927259835,0.13765999721174985,0.1491726705453072,0.1,harmful,0.0
butane_b1_s2.3_full_dispersed,fr_estimated,integrated_l2_F,5.142200025743604e-05,-0.00034773147925289366,0.0018403291894336829,0.1,equivalent,0.5
butane_b1_s2.3_full_dispersed,fr_oracle,integrated_l2_F,6.335892162361867e-06,-0.0003224312673496108,0.0007072163240648687,0.1,equivalent,0.5
butane_b1_s2.3_full_dispersed,fr_uniform,integrated_l2_F,3.322141789933586e-05,-0.00034106890700517765,0.0018484149954979497,0.1,equivalent,0.5
butane_b1_s2.3_full_dispersed,opes,integrated_l2_F,0.11982643803042894,0.11215420399693754,0.1293423055884588,0.1,harmful,0.0
butane_b1_s2.3_full_trans,fr_estimated,integrated_l2_F,0.0006453710652258428,0.0004409757641137759,0.0017006819160055057,0.1,equivalent,0.125
butane_b1_s2.3_full_trans,fr_oracle,integrated_l2_F,-0.0002797648295750066,-0.0005408283263010941,0.00045459715181865297,0.1,equivalent,0.6875
butane_b1_s2.3_full_trans,fr_uniform,integrated_l2_F,0.0009743223267766755,0.00048260750726089027,0.0018190288621840757,0.1,equivalent,0.125
butane_b1_s2.3_full_trans,opes,integrated_l2_F,0.25065508614121046,0.24557464708920573,0.2656563369481684,0.1,harmful,0.0
butane_b2_s2.3_full_trans,fr_estimated,integrated_l2_F,0.0012846851292765322,0.0003759270856379527,0.001702869426473824,0.1,equivalent,0.25
butane_b2_s2.3_full_trans,fr_oracle,integrated_l2_F,0.00021909772566637456,-0.0007325649211179524,0.0005476144557115814,0.1,equivalent,0.4166666666666667
butane_b2_s2.3_full_trans,fr_uniform,integrated_l2_F,0.0009736925412872376,0.00029677988340247183,0.002177843001095862,0.1,equivalent,0.16666666666666666
butane_b2_s2.3_full_trans,opes,integrated_l2_F,0.36805345819544144,0.3502232717110425,0.3881494319524427,0.1,harmful,0.0
pentane_b1_s2.3_full_dispersed,fr_active,integrated_l2_F,0.034176431704177626,0.0298336720363137,0.04137181174745859,0.1,equivalent,0.0
pentane_b1_s2.3_full_dispersed,fr_estimated,integrated_l2_F,0.002394253166555021,-0.0006819536915041327,0.0056466401096574035,0.1,equivalent,0.25
pentane_b1_s2.3_full_dispersed,fr_oracle,integrated_l2_F,0.0006155008193353431,-0.0017987086866907555,0.0032504565879376574,0.1,equivalent,0.4375
pentane_b1_s2.3_full_dispersed,fr_uniform,integrated_l2_F,0.002455515221522863,-0.0007213075163869877,0.005517990857097086,0.1,equivalent,0.375
pentane_b1_s2.3_full_dispersed,opes,integrated_l2_F,0.15326666277194023,0.13419907381171775,0.1656997280411165,0.1,harmful,0.0
pentane_b1_s2.3_full_trans,fr_active,integrated_l2_F,0.028868810719057444,0.020617325345341816,0.032542692888032895,0.1,equivalent,0.0
pentane_b1_s2.3_full_trans,fr_estimated,integrated_l2_F,0.0038752092122875995,0.0015122427531638661,0.006144487078419396,0.1,equivalent,0.1875
pentane_b1_s2.3_full_trans,fr_oracle,integrated_l2_F,-0.0005497475490073666,-0.0016682675955006156,0.0020148003109350704,0.1,equivalent,0.5625
pentane_b1_s2.3_full_trans,fr_uniform,integrated_l2_F,0.003895248112174469,0.0015262599749571687,0.0061980272306238465,0.1,equivalent,0.1875
pentane_b1_s2.3_full_trans,opes,integrated_l2_F,0.287491729721463,0.27488917846777744,0.3197973817250048,0.1,harmful,0.0
pentane_b2_s2.3_full_trans,fr_active,integrated_l2_F,0.010223068439286435,0.007708976972080379,0.011385637114273104,0.1,equivalent,0.0
pentane_b2_s2.3_full_trans,fr_estimated,integrated_l2_F,0.0019339585373687514,0.0008043293265239717,0.0027931375296745445,0.1,equivalent,0.1875
pentane_b2_s2.3_full_trans,fr_oracle,integrated_l2_F,-0.0009625929576516459,-0.0019335112424482927,-0.00023595162714279286,0.1,equivalent,0.6875
pentane_b2_s2.3_full_trans,fr_uniform,integrated_l2_F,0.0017770656346303355,0.0008988898591616712,0.002788435657450324,0.1,equivalent,0.25
pentane_b2_s2.3_full_trans,opes,integrated_l2_F,0.26671831527355894,0.26118405967949787,0.2945096688818084,0.1,harmful,0.0
