molecule,method,name,init_mode,beta,sigma,decouple,stage,n_steps,n_replicas,run_id,wall_seconds,seed,final_l2_F,final_l2_Fp,integrated_l2_F,integrated_l2_Fp,early_l2_F,mid_l2_F,n_transitions,n_round_trips,total_replacements,final_ancestor_ess,min_ancestor_ess,final_max_ancestor_frac,final_n_unique_ancestor,fr_score_std,fr_score_absmax,final_frac_T,final_frac_Gp,final_frac_Gm,marginal_l2_uniform,marginal_tv_uniform,marginal_l2_boltzmann,marginal_kl_boltzmann,cell,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_application,final_neff_frac,final_n_kernels,final_l2_F_reweight,cond_tv_weighted,cond_kl_weighted,cond_basin_err_weighted,cond_support_fraction,basin_T_T,basin_T_G+,basin_T_G-,basin_G+_T,basin_G+_G+,basin_G+_G-,basin_G-_T,basin_G-_G+,basin_G-_G-,n_basins_visited
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,1,0.2660008170720414,0.2793924078953793,7.406731110508151,12.352394720006341,0.2734215562722595,0.26116043915611065,473628,184374,0,,,,384,0.0,0.0,0.4739583432674408,0.2734375,0.2526041865348816,0.05882196945135674,0.14677010219749242,0.24711636045969862,1.3467092531012486,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,2,0.2690805145077709,0.2823601080258995,7.466263333884627,12.40855007185975,0.26955564860601233,0.27069653418587125,471320,183313,0,,,,384,0.0,0.0,0.421875,0.2890625,0.2890625,0.04646283333049715,0.11898420182838221,0.2553497910085987,1.4745485466925918,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,3,0.26987823741532707,0.28372589741150417,7.422786596673936,12.392749869785368,0.247972156984136,0.2675237655840699,469547,181587,0,,,,384,0.0,0.0,0.4869791865348816,0.2369791716337204,0.2760416865348816,0.06397483339056659,0.17923144772782054,0.255876143311271,1.3874812249005837,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,4,0.27236095974001573,0.2854227614538977,7.623457778152606,12.512335265623332,0.29315324828759975,0.2731844936885204,471299,181632,0,,,,384,0.0,0.0,0.4479166865348816,0.2708333432674408,0.28125,0.051195464489392876,0.13308501826623195,0.2585225274816792,1.35567517092508,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,5,0.2701461255235034,0.28389077050679334,7.466426876087175,12.352616638337533,0.2510823183049713,0.26902144272534756,470338,183452,0,,,,384,0.0,0.0,0.4453125,0.2682291865348816,0.2864583432674408,0.049308403243922216,0.13075903001210165,0.2684761997965145,1.3635024039956567,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,6,0.2725485094723162,0.2863187136142619,7.419794337927236,12.355030745589222,0.24772188007759968,0.2689584445453155,470524,182690,0,,,,384,0.0,0.0,0.4713541865348816,0.2552083432674408,0.2734375,0.055543647959434526,0.14224111788126287,0.24373905760742298,1.2201619828285248,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,7,0.2720640659933472,0.2847683214680929,7.55194991311823,12.443073029328822,0.2605360105846401,0.2737675920395,471113,182661,0,,,,384,0.0,0.0,0.4505208432674408,0.2734375,0.2760416865348816,0.05940318214425707,0.15750126493799801,0.24822293952554764,1.2303295223709765,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,8,0.2719619222910214,0.28426764398708,7.547074169549141,12.430476648666977,0.2559085774614067,0.2720544112494871,471078,181991,0,,,,384,0.0,0.0,0.4348958432674408,0.2578125,0.3072916865348816,0.05266099777135247,0.13936801947849264,0.2501652793207451,1.3564673946240047,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,9,0.27804149292417085,0.2903399878610523,7.646958348933813,12.545599292678878,0.2946140447039533,0.27127038659767494,473473,182752,0,,,,384,0.0,0.0,0.4583333432674408,0.2552083432674408,0.2864583432674408,0.06069221876135825,0.14910713005582202,0.2519019126574075,1.3583124438491971,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
butane,abf,abf,dispersed,1.0,2.3,False,b1,40000,384,b1__butane__abf__dispersed__b1__s2.3__N384__T40000__ns16__e1c54b3b0a90,923.7968183970079,10,0.26753711311237705,0.27994086489393616,7.409888028121675,12.297494576336991,0.25624319653225985,0.2651727516242343,472462,184041,0,,,,384,0.0,0.0,0.4505208432674408,0.28125,0.2682291865348816,0.05139869247114388,0.13608092522279394,0.263311608791174,1.3482585770379238,butane_b1_s2.3_full_dispersed,,,,,,,,,,,,,,,,,,,,,
