system,cell,method,seed,stage,n_replicas,n_steps,dt,t_phys,l2_f,int_l2_f,n_cross,n_roundtrips,p_a,p_b,cv_coverage,low_support_fraction,support_min_over_median,f_range,spectral_gap_matrix,n_states_visited_frac,fpt_frac,sweep,orphan,cross_per_replica,log10_cross_per_replica,cross_rate_per_time,roundtrips_per_replica,roundtrip_rate_per_time,n_relax,log10_n_relax,min_state_occupancy
alkane_torsion,butane_b1_trans_T40000,abf,6,b1,384.0,40000.0,0.0005,20.0,0.276285548094259,7.616803954903139,470471.0,180530.0,0.4676071552678583,0.5323928447321418,1.0,0.0,0.271332902007768,7.632404504073236,nan,1.0,nan,physics,False,1225.1848958333333,3.088555962177255,61.25924479166666,470.1302083333333,23.506510416666664,2460.6977969258787,3.391234736985575,0.4676071552678583
alkane_torsion,butane_b1_trans_T40000,abf,7,b1,384.0,40000.0,0.0005,20.0,0.27237154562440014,7.759870957194219,469567.0,179938.0,0.46701049794784955,0.5329895020521505,1.0,0.0,0.26987886256849414,7.632404504073236,nan,1.0,nan,physics,False,1222.8307291666667,3.0877213536979964,61.141536458333334,468.5885416666667,23.429427083333334,2456.354532073887,3.3904678183505705,0.46701049794784955
alkane_torsion,butane_b1_trans_T40000,abf,8,b1,384.0,40000.0,0.0005,20.0,0.2749739527819046,7.769192167954083,470198.0,180420.0,0.4292884783485403,0.5707115216514598,1.0,0.0,0.5031929866032557,7.632404504073236,nan,1.0,nan,physics,False,1224.4739583333333,3.08830408680613,61.223697916666666,469.84375,23.4921875,2498.9276623445103,3.397927442152385,0.4292884783485403
alkane_torsion,butane_b1_trans_T40000,abf,9,b1,384.0,40000.0,0.0005,20.0,0.27883190418557763,7.719429603869911,468036.0,179031.0,0.4426213414800036,0.5573786585199965,1.0,0.0,0.3332851583441832,7.632404504073236,nan,1.0,nan,physics,False,1218.84375,3.0863042053808005,60.9421875,466.2265625,23.311328125,2470.2184034894826,3.3929111295537413,0.4426213414800036
alkane_torsion,butane_b1_trans_T40000,abf,10,b1,384.0,40000.0,0.0005,20.0,0.27262639683198997,7.72689319873263,471006.0,181881.0,0.4187889784366306,0.5812110215633695,1.0,0.0,0.5373182997285202,7.632404504073236,nan,1.0,nan,physics,False,1226.578125,3.089049140857507,61.32890625,473.6484375,23.682421875,2519.62631035897,3.4015084651217,0.4187889784366306
alkane_torsion,butane_b1_trans_T40000,abf,11,b1,384.0,40000.0,0.0005,20.0,0.27736955620698533,7.879303566408062,468121.0,179049.0,0.43826713280338475,0.5617328671966153,1.0,0.0,0.4365119407334945,7.632404504073236,nan,1.0,nan,physics,False,1219.0651041666667,3.0863830057779786,60.95325520833334,466.2734375,23.313671875,2475.871873217364,3.3939035414288368,0.43826713280338475
alkane_torsion,butane_b1_trans_T40000,abf,12,b1,384.0,40000.0,0.0005,20.0,0.27646620474650707,7.864232728092805,469869.0,181391.0,0.4586258399293162,0.5413741600706838,1.0,0.0,0.34087201182800947,7.632404504073236,nan,1.0,nan,physics,False,1223.6171875,3.0880003504647524,61.180859375,472.3723958333333,23.618619791666667,2464.1068153692627,3.391835742404483,0.4586258399293162
alkane_torsion,butane_b1_trans_T40000,abf,13,b1,384.0,40000.0,0.0005,20.0,0.26848983798964027,7.594487853857335,471973.0,181808.0,0.4381540327510974,0.5618459672489027,1.0,0.0,0.3881777742828876,7.632404504073236,nan,1.0,nan,physics,False,1229.0963541666667,3.0899391313125157,61.45481770833334,473.4583333333333,23.672916666666666,2496.3866620149834,3.397485787917688,0.4381540327510974
alkane_torsion,butane_b1_trans_T40000,abf,14,b1,384.0,40000.0,0.0005,20.0,0.26843633925021204,7.673790639611676,468210.0,180974.0,0.4099204864957249,0.5900795135042751,1.0,0.0,0.5627706805749717,7.632404504073236,nan,1.0,nan,physics,False,1219.296875,3.086465499109005,60.96484375,471.2864583333333,23.564322916666665,2520.3990346079313,3.4016415822153374,0.4099204864957249
alkane_torsion,butane_b1_trans_T40000,abf,15,b1,384.0,40000.0,0.0005,20.0,0.27579548435598156,7.737645099940965,471111.0,180270.0,0.446322046224378,0.553677953775622,1.0,0.0,0.3892731268037062,7.632404504073236,nan,1.0,nan,physics,False,1226.8515625,3.0891458672255974,61.342578125,469.453125,23.47265625,2482.3124986168887,3.3950313743613787,0.446322046224378
alkane_torsion,butane_b1_trans_T40000,abf,16,b1,384.0,40000.0,0.0005,20.0,0.2753699562691644,7.783663984440718,470303.0,180355.0,0.4602595233463047,0.5397404766536953,1.0,0.0,0.3145194546783117,7.632404504073236,nan,1.0,nan,physics,False,1224.7473958333333,3.0884009792370697,61.237369791666666,469.6744791666667,23.483723958333336,2465.067168060991,3.3920049012625455,0.4602595233463047
alkane_torsion,butane_b1_dispersed_T40000,fr,1,b1,384.0,40000.0,0.0005,20.0,0.26697101686376434,7.410832028513493,472156.0,183872.0,0.49282990773138946,0.5071700922686105,1.0,0.0,0.4449277139573617,7.632404504073236,nan,1.0,nan,physics,False,1229.5729166666667,3.0901073525920455,61.47864583333334,478.8333333333333,23.941666666666666,2459.6516382916225,3.391050133704206,0.49282990773138946
alkane_torsion,butane_b1_dispersed_T40000,fr,2,b1,384.0,40000.0,0.0005,20.0,0.2681970365775995,7.458178133366787,471749.0,183655.0,0.4088822393911651,0.5911177606088349,1.0,0.0,0.5080523234137037,7.632404504073236,nan,1.0,nan,physics,False,1228.5130208333333,3.089733132380245,61.42565104166666,478.2682291666667,23.913411458333336,2541.4262619097476,3.4052483659172617,0.4088822393911651
alkane_torsion,butane_b1_dispersed_T40000,fr,3,b1,384.0,40000.0,0.0005,20.0,0.269576654213662,7.4295265622373865,470660.0,182149.0,0.46276368989367284,0.5372363101063271,1.0,0.0,0.4426947752847263,7.632404504073236,nan,1.0,nan,physics,False,1225.6770833333333,3.0887302519008486,61.283854166666664,474.3463541666667,23.717317708333333,2465.02562067602,3.3919975843685597,0.46276368989367284
alkane_torsion,butane_b1_dispersed_T40000,fr,4,b1,384.0,40000.0,0.0005,20.0,0.27038977521128504,7.602917530852932,471514.0,181649.0,0.43440250990080215,0.5655974900991978,1.0,0.0,0.44904165681600616,7.632404504073236,nan,1.0,nan,physics,False,1227.9010416666667,3.0895169123507005,61.39505208333334,473.0442708333333,23.652213541666665,2498.8119413958543,3.397907338317612,0.43440250990080215
alkane_torsion,butane_b1_dispersed_T40000,fr,5,b1,384.0,40000.0,0.0005,20.0,0.26948884403345513,7.465681448289021,470142.0,183465.0,0.4288831872329069,0.5711168127670931,1.0,0.0,0.538920645436262,7.632404504073236,nan,1.0,nan,physics,False,1224.328125,3.0882524020026536,61.21640625,477.7734375,23.888671875,2499.2164082026848,3.397977601000309,0.4288831872329069
alkane_torsion,butane_b1_dispersed_T40000,fr,6,b1,384.0,40000.0,0.0005,20.0,0.2745877961805772,7.434904710520751,470703.0,182514.0,0.47744415657656897,0.522555843423431,1.0,0.0,0.41273820798641636,7.632404504073236,nan,1.0,nan,physics,False,1225.7890625,3.0887698953532663,61.289453125,475.296875,23.76484375,2456.5774179793666,3.3905072077540837,0.47744415657656897
alkane_torsion,butane_b1_dispersed_T40000,fr,7,b1,384.0,40000.0,0.0005,20.0,0.2728977857930856,7.5619001365856136,471250.0,182195.0,0.45746909422795357,0.5425309057720464,1.0,0.0,0.2825933327405176,7.632404504073236,nan,1.0,nan,physics,False,1227.2135416666667,3.089273881385742,61.360677083333336,474.4661458333333,23.723307291666664,2472.3155516389133,3.393279528246888,0.45746909422795357
alkane_torsion,butane_b1_dispersed_T40000,fr,8,b1,384.0,40000.0,0.0005,20.0,0.272967561174994,7.595619995093271,470628.0,181767.0,0.4170634584352005,0.5829365415647996,1.0,0.0,0.41741311565852474,7.632404504073236,nan,1.0,nan,physics,False,1225.59375,3.088700747447979,61.2796875,473.3515625,23.667578125,2520.5372589392614,3.401665389799206,0.4170634584352005
alkane_torsion,butane_b1_dispersed_T40000,fr,9,b1,384.0,40000.0,0.0005,20.0,0.2774567084412625,7.648508244292694,472782.0,182449.0,0.4516088463492032,0.5483911536507968,1.0,0.0,0.25228048676990195,7.632404504073236,nan,1.0,nan,physics,False,1231.203125,3.0906823058764257,61.56015625,475.1276041666667,23.756380208333333,2485.689241287082,3.3956215153757583,0.4516088463492032
alkane_torsion,butane_b1_dispersed_T40000,fr,10,b1,384.0,40000.0,0.0005,20.0,0.26797248034443977,7.4036778893854365,471989.0,183823.0,0.4222171243160376,0.5777828756839625,1.0,0.0,0.32253467547474696,7.632404504073236,nan,1.0,nan,physics,False,1229.1380208333333,3.089953841783679,61.45690104166666,478.7057291666667,23.935286458333334,2519.2435055252026,3.4014425042723455,0.4222171243160376
alkane_torsion,butane_b1_dispersed_T40000,fr,11,b1,384.0,40000.0,0.0005,20.0,0.27208699799688685,7.58005433213745,469160.0,182050.0,0.44023706205125646,0.5597629379487435,1.0,0.0,0.49771014707377387,7.632404504073236,nan,1.0,nan,physics,False,1221.7708333333333,3.0873450709818733,61.088541666666664,474.0885416666667,23.704427083333336,2478.957126545306,3.3944441728158368,0.44023706205125646
alkane_torsion,butane_b1_dispersed_T40000,fr,12,b1,384.0,40000.0,0.0005,20.0,0.2717090545700243,7.6433848153836585,472831.0,183467.0,0.4572550112898058,0.5427449887101943,1.0,0.0,0.3124477383960827,7.632404504073236,nan,1.0,nan,physics,False,1231.3307291666667,3.0907272781014226,61.56653645833334,477.7786458333333,23.888932291666666,2480.7924196345084,3.3947654537230036,0.4572550112898058
alkane_torsion,butane_b1_dispersed_T40000,fr,13,b1,384.0,40000.0,0.0005,20.0,0.2683398160299068,7.444447034859871,472788.0,183842.0,0.44822286300486786,0.5517771369951321,1.0,0.0,0.34569923013165044,7.632404504073236,nan,1.0,nan,physics,False,1231.21875,3.0906878129297017,61.5609375,478.7552083333333,23.937760416666666,2489.12965110184,3.3962219596629017,0.44822286300486786
alkane_torsion,butane_b1_dispersed_T40000,fr,14,b1,384.0,40000.0,0.0005,20.0,0.26649507863115857,7.437044876857646,470750.0,182232.0,0.41788972651024336,0.5821102734897566,1.0,0.0,0.5735881855287515,7.632404504073236,nan,1.0,nan,physics,False,1225.9114583333333,3.088813222429751,61.295572916666664,474.5625,23.728125,2519.77724727127,3.4015344702083383,0.41788972651024336
alkane_torsion,butane_b1_dispersed_T40000,fr,15,b1,384.0,40000.0,0.0005,20.0,0.27158173976655925,7.448246579579808,473205.0,182487.0,0.44316266374921415,0.5568373362507859,1.0,0.0,0.3796325151736707,7.632404504073236,nan,1.0,nan,physics,False,1232.3046875,3.091070382153961,61.615234375,475.2265625,23.761328125,2496.8738064631466,3.397570493869553,0.44316266374921415
alkane_torsion,butane_b1_dispersed_T40000,fr,16,b1,384.0,40000.0,0.0005,20.0,0.2709859015116039,7.481585997203453,470482.0,182211.0,0.46920187969948374,0.5307981203005163,1.0,0.0,0.3128365919919788,7.632404504073236,nan,1.0,nan,physics,False,1225.2135416666667,3.088566107940812,61.260677083333334,474.5078125,23.725390625,2459.75964968717,3.391069196834813,0.46920187969948374
alkane_torsion,butane_b1_trans_T40000,fr,1,b1,384.0,40000.0,0.0005,20.0,0.26904281383465073,7.631983443430556,470345.0,180967.0,0.4815595437053358,0.5184404562946642,1.0,0.0,0.2978975119474631,7.632404504073236,nan,1.0,nan,physics,False,1224.8567708333333,3.0884397301574964,61.242838541666664,471.2682291666667,23.563411458333334,2453.050184731047,3.389883439698613,0.4815595437053358
alkane_torsion,butane_b1_trans_T40000,fr,2,b1,384.0,40000.0,0.0005,20.0,0.2748670519707066,7.779375775411976,471002.0,181153.0,0.41182889505834297,0.588171104941657,1.0,0.0,0.43392818045848786,7.632404504073236,nan,1.0,nan,physics,False,1226.5677083333333,3.0890454556174767,61.32838541666666,471.7526041666667,23.587630208333334,2531.867834642616,3.403612528841902,0.41182889505834297
alkane_torsion,butane_b1_trans_T40000,fr,3,b1,384.0,40000.0,0.0005,20.0,0.2681998186756859,7.523407153210755,468491.0,179788.0,0.45454491710543354,0.5454550828945665,1.0,0.0,0.29622854046315916,7.632404504073236,nan,1.0,nan,physics,False,1220.0286458333333,3.0867258527912482,61.00143229166666,468.1979166666667,23.409895833333334,2460.3915872814873,3.3911807119014634,0.45454491710543354
alkane_torsion,butane_b1_trans_T40000,fr,4,b1,384.0,40000.0,0.0005,20.0,0.2749207476918183,7.868807924236305,469859.0,179363.0,0.4514273179759024,0.5485726820240976,1.0,0.0,0.3301024252712863,7.632404504073236,nan,1.0,nan,physics,False,1223.5911458333333,3.087991115029792,61.17955729166666,467.0911458333333,23.354557291666666,2470.4969189383414,3.3929600733891845,0.4514273179759024
alkane_torsion,butane_b1_trans_T40000,fr,5,b1,384.0,40000.0,0.0005,20.0,0.2722455115503011,7.685734056216234,468782.0,180727.0,0.4321729221001913,0.5678270778998087,1.0,0.0,0.39698281614625486,7.632404504073236,nan,1.0,nan,physics,False,1220.7864583333333,3.086995307321035,61.03932291666666,470.6432291666667,23.532161458333334,2487.3451667570357,3.395910622650851,0.4321729221001913
alkane_torsion,butane_b1_trans_T40000,fr,6,b1,384.0,40000.0,0.0005,20.0,0.2786670634697458,7.644452010171783,469220.0,179866.0,0.4647331692632114,0.5352668307367886,1.0,0.0,0.30577125658604687,7.632404504073236,nan,1.0,nan,physics,False,1221.9270833333333,3.0874005631278387,61.096354166666664,468.4010416666667,23.420052083333335,2456.0731240752857,3.390418081555305,0.4647331692632114
alkane_torsion,butane_b1_trans_T40000,fr,7,b1,384.0,40000.0,0.0005,20.0,0.27266956429738287,7.762900553888792,470572.0,180318.0,0.46908722553152854,0.5309127744684714,1.0,0.03333333333333333,0.17742956341014707,7.632404504073236,nan,1.0,nan,physics,False,1225.4479166666667,3.088649109831807,61.272395833333334,469.578125,23.47890625,2460.3000806745863,3.3911645659320953,0.46908722553152854
alkane_torsion,butane_b1_trans_T40000,fr,8,b1,384.0,40000.0,0.0005,20.0,0.2764722278311769,7.791207370067356,471650.0,180509.0,0.4351325271325672,0.5648674728674328,1.0,0.0,0.4310808689805494,7.632404504073236,nan,1.0,nan,physics,False,1228.2552083333333,3.0896420570644034,61.412760416666664,470.0755208333333,23.503776041666665,2498.5641398422204,3.397864285406333,0.4351325271325672
alkane_torsion,butane_b1_trans_T40000,fr,9,b1,384.0,40000.0,0.0005,20.0,0.27874128093731426,7.731361396157469,467532.0,178368.0,0.44076651697596514,0.5592334830240349,1.0,0.027777777777777776,0.18847822539537468,7.632404504073236,nan,1.0,nan,physics,False,1217.53125,3.085836671418593,60.8765625,464.5,23.225,2469.723643952847,3.392824171295111,0.44076651697596514
alkane_torsion,butane_b1_trans_T40000,fr,10,b1,384.0,40000.0,0.0005,20.0,0.2728656521263396,7.731516239950931,471654.0,182879.0,0.42321757463706233,0.5767824253629377,1.0,0.0,0.3981150493162256,7.632404504073236,nan,1.0,nan,physics,False,1228.265625,3.089645737245423,61.41328125,476.2473958333333,23.812369791666665,2515.8606877765933,3.4008591773265464,0.42321757463706233
alkane_torsion,butane_b1_trans_T40000,fr,11,b1,384.0,40000.0,0.0005,20.0,0.27716854315248224,7.880730506935888,468081.0,179730.0,0.43828737815831675,0.5617126218416832,1.0,0.0,0.5031649406672716,7.632404504073236,nan,1.0,nan,physics,False,1218.9609375,3.0863459250191783,60.948046875,468.046875,23.40234375,2475.6351834277325,3.3938620382802744,0.43828737815831675
alkane_torsion,butane_b1_trans_T40000,fr,12,b1,384.0,40000.0,0.0005,20.0,0.2762358272835989,7.866804926584311,468953.0,181290.0,0.4546129001182251,0.5453870998817749,1.0,0.005555555555555556,0.24279052578306212,7.632404504073236,nan,1.0,nan,physics,False,1221.2317708333333,3.0871535686312863,61.061588541666666,472.109375,23.60546875,2462.7565456225702,3.391597791107484,0.4546129001182251
alkane_torsion,butane_b1_trans_T40000,fr,13,b1,384.0,40000.0,0.0005,20.0,0.2708537834609925,7.615033496853328,473239.0,182138.0,0.44674204209856716,0.5532579579014328,1.0,0.0,0.35077006783213954,7.632404504073236,nan,1.0,nan,physics,False,1232.3932291666667,3.091101559994595,61.61966145833334,474.3177083333333,23.715885416666666,2493.0719560367174,3.396908979077923,0.44674204209856716
alkane_torsion,butane_b1_trans_T40000,fr,14,b1,384.0,40000.0,0.0005,20.0,0.2689823303683957,7.671859464575982,469291.0,181512.0,0.4165434517490067,0.5834565482509932,1.0,0.0,0.4050353857276298,7.632404504073236,nan,1.0,nan,physics,False,1222.1119791666667,3.087466219675625,61.10559895833334,472.6875,23.634375,2514.271516996591,3.400584872878485,0.4165434517490067
alkane_torsion,butane_b1_trans_T40000,fr,15,b1,384.0,40000.0,0.0005,20.0,0.27648241819825214,7.737746787995803,471069.0,180013.0,0.4408412133812099,0.5591587866187901,1.0,0.0,0.39882626167770785,7.632404504073236,nan,1.0,nan,physics,False,1226.7421875,3.0891071792634786,61.337109375,468.7838541666667,23.439192708333334,2488.3184649708905,3.396080460582935,0.4408412133812099
alkane_torsion,butane_b1_trans_T40000,fr,16,b1,384.0,40000.0,0.0005,20.0,0.2751908376551007,7.786740246724732,469612.0,179263.0,0.48582825749095515,0.5141717425090448,1.0,0.0,0.2707137848484047,7.632404504073236,nan,1.0,nan,physics,False,1222.9479166666667,3.087762937429208,61.147395833333334,466.8307291666667,23.341536458333334,2447.8623312306872,3.388964370887312,0.48582825749095515
alkane_torsion,butane_b0.5_trans_T25000,abf,1,b2,384.0,25000.0,0.0005,12.5,0.5113390833258463,8.269881285426003,425938.0,162375.0,0.4610512280729982,0.5389487719270019,1.0,0.0,0.5499202451264605,7.632404504073236,nan,1.0,nan,physics,False,1109.2135416666667,3.045406520271326,88.73708333333335,422.8515625,33.828125,2231.970742819464,3.348883032827236,0.4610512280729982
alkane_torsion,butane_b0.5_trans_T25000,abf,2,b2,384.0,25000.0,0.0005,12.5,0.5090043616155477,8.161789702019574,422052.0,160642.0,0.4250906748105593,0.5749093251894407,1.0,0.0,0.3855228669503474,7.632404504073236,nan,1.0,nan,physics,False,1099.09375,3.041429697315278,87.9275,418.3385416666667,33.467083333333335,2248.660087832981,3.3521169033867535,0.4250906748105593
alkane_torsion,butane_b0.5_trans_T25000,abf,3,b2,384.0,25000.0,0.0005,12.5,0.5160874308748606,8.28578512373755,423149.0,160191.0,0.45315755373676214,0.5468424462632379,1.0,0.0,0.39396796373943105,7.632404504073236,nan,1.0,nan,physics,False,1101.9505208333333,3.042556030109238,88.15604166666667,417.1640625,33.373125,2223.415647498139,3.347215941430126,0.45315755373676214
alkane_torsion,butane_b0.5_trans_T25000,abf,4,b2,384.0,25000.0,0.0005,12.5,0.523051753649685,8.49854887043599,423399.0,161879.0,0.4087903841503786,0.5912096158496214,1.0,0.0,0.3068729169012872,7.632404504073236,nan,1.0,nan,physics,False,1102.6015625,3.0428123066899384,88.208125,421.5598958333333,33.72479166666667,2281.11114998292,3.3583367928642684,0.4087903841503786
alkane_torsion,butane_b0.5_trans_T25000,abf,5,b2,384.0,25000.0,0.0005,12.5,0.5112726144828518,8.288555851027795,423124.0,160850.0,0.40152576419985,0.59847423580015,1.0,0.0,0.43707659576061325,7.632404504073236,nan,1.0,nan,physics,False,1101.8854166666667,3.042530394131639,88.15083333333334,418.8802083333333,33.510416666666664,2292.7017549637953,3.3605369468720854,0.40152576419985
alkane_torsion,butane_b0.5_trans_T25000,abf,6,b2,384.0,25000.0,0.0005,12.5,0.5166475036021193,8.42792282225585,426035.0,162813.0,0.4187697155194805,0.5812302844805195,1.0,0.0,0.4888474768491137,7.632404504073236,nan,1.0,nan,physics,False,1109.4661458333333,3.045505322990853,88.75729166666666,423.9921875,33.919375,2279.0851816107197,3.357951072093638,0.4187697155194805
alkane_torsion,butane_b0.5_trans_T25000,abf,7,b2,384.0,25000.0,0.0005,12.5,0.5132543477097021,8.440520923295075,425559.0,162074.0,0.4107128199921627,0.5892871800078373,1.0,0.0,0.5159400685600497,7.632404504073236,nan,1.0,nan,physics,False,1108.2265625,3.045020261022169,88.658125,422.0677083333333,33.76541666666667,2289.4613033139794,3.359922958893517,0.4107128199921627
alkane_torsion,butane_b0.5_trans_T25000,abf,8,b2,384.0,25000.0,0.0005,12.5,0.5107952129536086,8.289455323379778,423038.0,161005.0,0.4550528530857795,0.5449471469142205,1.0,0.0,0.45647811182172,7.632404504073236,nan,1.0,nan,physics,False,1101.6614583333333,3.0424421948103912,88.13291666666666,419.2838541666667,33.54270833333334,2221.272988284374,3.34679740745063,0.4550528530857795
alkane_torsion,butane_b0.5_trans_T25000,abf,9,b2,384.0,25000.0,0.0005,12.5,0.5299674187861381,8.465030294754163,422572.0,161340.0,0.4263864425406052,0.5736135574593948,1.0,0.0,0.45756756674304844,7.632404504073236,nan,1.0,nan,physics,False,1100.4479166666667,3.0419639658181046,88.03583333333334,420.15625,33.6125,2249.65904543894,3.3523097082835625,0.4263864425406052
alkane_torsion,butane_b0.5_trans_T25000,abf,10,b2,384.0,25000.0,0.0005,12.5,0.5187762073614097,8.472186659242528,425810.0,161769.0,0.45541272979288283,0.5445872702071172,1.0,0.0,0.3231589607791613,7.632404504073236,nan,1.0,nan,physics,False,1108.8802083333333,3.045276107014328,88.71041666666666,421.2734375,33.701875,2235.5376324739723,3.3495762101046003,0.45541272979288283
alkane_torsion,butane_b0.5_trans_T25000,abf,11,b2,384.0,25000.0,0.0005,12.5,0.5201682589657122,8.43644490138966,425834.0,161711.0,0.4052830611113175,0.5947169388886825,1.0,0.0,0.28966195120633287,7.632404504073236,nan,1.0,nan,physics,False,1108.9427083333333,3.0453005624832055,88.71541666666666,421.1223958333333,33.689791666666665,2300.4370464788385,3.36199909969891,0.4052830611113175
alkane_torsion,butane_b0.5_trans_T25000,abf,12,b2,384.0,25000.0,0.0005,12.5,0.5147281508369286,8.520586274743419,424134.0,161644.0,0.43689816422509054,0.5631018357749095,1.0,0.0,0.35220122175917806,7.632404504073236,nan,1.0,nan,physics,False,1104.515625,3.0435648851357415,88.36125,420.9479166666667,33.67583333333334,2244.784760064526,3.3513681303779577,0.43689816422509054
alkane_torsion,butane_b2_trans_T55000,abf,1,b2,384.0,55000.0,0.0005,27.5,0.14384435573081114,6.359881605294027,441900.0,171686.0,0.4595249402244753,0.5404750597755247,1.0,0.0,0.33970808937211927,7.632404504073236,nan,1.0,nan,physics,False,1150.78125,3.0613700043138596,41.84659090909091,447.0989583333333,16.25814393939394,2316.743942010804,3.3650654546153613,0.4595249402244753
alkane_torsion,butane_b2_trans_T55000,abf,2,b2,384.0,55000.0,0.0005,27.5,0.1468969531137835,6.393157215492204,436899.0,169198.0,0.4085622105267439,0.5914377894732561,1.0,0.0,0.4309305966247753,7.632404504073236,nan,1.0,nan,physics,False,1137.7578125,3.0564313694884104,41.373011363636365,440.6197916666667,16.02253787878788,2354.2499292438124,3.372036999419137,0.4085622105267439
alkane_torsion,butane_b2_trans_T55000,abf,3,b2,384.0,55000.0,0.0005,27.5,0.14091102440277567,6.151633515731965,441049.0,169506.0,0.4492828301093947,0.5507171698906053,1.0,0.0,0.3701701627493229,7.632404504073236,nan,1.0,nan,physics,False,1148.5651041666667,3.0605335720208484,41.76600378787879,441.421875,16.051704545454545,2321.0109162404956,3.365864257113092,0.4492828301093947
alkane_torsion,butane_b2_trans_T55000,abf,4,b2,384.0,55000.0,0.0005,27.5,0.14548821702268175,6.3932209764468055,438790.0,168638.0,0.45734319786029265,0.5426568021397074,1.0,0.0,0.29175401662569866,7.632404504073236,nan,1.0,nan,physics,False,1142.6822916666667,3.0583053967130125,41.552083333333336,439.1614583333333,15.969507575757575,2302.1203616700286,3.3623166349000617,0.45734319786029265
alkane_torsion,butane_b2_trans_T55000,abf,5,b2,384.0,55000.0,0.0005,27.5,0.1423885202707148,6.213091417768065,441681.0,170464.0,0.417384063512324,0.582615936487676,1.0,0.0,0.4446391332090768,7.632404504073236,nan,1.0,nan,physics,False,1150.2109375,3.0611549071215047,41.825852272727275,443.9166666666667,16.142424242424244,2364.989814333309,3.3740128706434076,0.417384063512324
alkane_torsion,butane_b2_trans_T55000,abf,6,b2,384.0,55000.0,0.0005,27.5,0.1452036188009438,6.279573303863997,441869.0,171316.0,0.42346613930219007,0.5765338606978099,1.0,0.0,0.4986085361767627,7.632404504073236,nan,1.0,nan,physics,False,1150.7005208333333,3.0613395632380325,41.8436553030303,446.1354166666667,16.22310606060606,2356.615909863972,3.372473053594675,0.42346613930219007
alkane_torsion,butane_b2_trans_T55000,abf,7,b2,384.0,55000.0,0.0005,27.5,0.14240663575977489,6.339710518209069,444513.0,171371.0,0.46378722136259115,0.5362127786374089,1.0,0.0,0.45329850316859516,7.632404504073236,nan,1.0,nan,physics,False,1157.5859375,3.0639282528845855,42.09403409090909,446.2786458333333,16.228314393939392,2327.38005712844,3.367053870841256,0.46378722136259115
alkane_torsion,butane_b2_trans_T55000,abf,8,b2,384.0,55000.0,0.0005,27.5,0.1417271685411564,6.294655700335528,445212.0,171782.0,0.43092202178461864,0.5690779782153814,1.0,0.0,0.26220867231480005,7.632404504073236,nan,1.0,nan,physics,False,1159.40625,3.0646100592664434,42.160227272727276,447.3489583333333,16.267234848484847,2363.93305160625,3.3738188508964444,0.43092202178461864
alkane_torsion,butane_b2_trans_T55000,abf,9,b2,384.0,55000.0,0.0005,27.5,0.14458779352746068,6.394107898838853,441557.0,168925.0,0.43780734571319346,0.5621926542868065,1.0,0.0,0.45980537564616536,7.632404504073236,nan,1.0,nan,physics,False,1149.8880208333333,3.061033069676715,41.81410984848485,439.9088541666667,15.996685606060607,2335.9166550321047,3.3686432237721564,0.43780734571319346
alkane_torsion,butane_b2_trans_T55000,abf,10,b2,384.0,55000.0,0.0005,27.5,0.14196829777230455,6.333359879538523,443339.0,171334.0,0.4534001649317339,0.5465998350682661,1.0,0.0,0.3298703728754233,7.632404504073236,nan,1.0,nan,physics,False,1154.5286458333333,3.062780716213346,41.98285984848484,446.1822916666667,16.224810606060608,2329.289919719179,3.3674099565201905,0.4534001649317339
alkane_torsion,butane_b2_trans_T55000,abf,11,b2,384.0,55000.0,0.0005,27.5,0.14216768510928168,6.352835448362375,446764.0,172362.0,0.4542354766778766,0.5457645233221233,1.0,0.0,0.47895824643684015,7.632404504073236,nan,1.0,nan,physics,False,1163.4479166666667,3.0661200682162386,42.307196969696975,448.859375,16.32215909090909,2346.554247303462,3.3706156367346747,0.4542354766778766
alkane_torsion,butane_b2_trans_T55000,abf,12,b2,384.0,55000.0,0.0005,27.5,0.14161240199800681,6.403663091062411,445046.0,172959.0,0.44617927838495064,0.5538207216150494,1.0,0.0,0.352475121147065,7.632404504073236,nan,1.0,nan,physics,False,1158.9739583333333,3.0644482393311554,42.14450757575757,450.4140625,16.378693181818182,2345.120073221744,3.370350235317095,0.44617927838495064
alkane_torsion,butane_b0.5_trans_T25000,fr,1,b2,384.0,25000.0,0.0005,12.5,0.5129767485812755,8.282637074151392,426412.0,162442.0,0.4713195239609972,0.5286804760390028,1.0,0.0,0.5513678320904033,7.632404504073236,nan,1.0,nan,physics,False,1110.4479166666667,3.04588911612701,88.83583333333334,423.0260416666667,33.842083333333335,2228.227322506063,3.348154357343474,0.4713195239609972
alkane_torsion,butane_b0.5_trans_T25000,fr,2,b2,384.0,25000.0,0.0005,12.5,0.5110262111928491,8.180177524146963,422905.0,160765.0,0.439850608955429,0.560149391044571,1.0,0.0,0.40778514699938523,7.632404504073236,nan,1.0,nan,physics,False,1101.3151041666667,3.0423057582539554,88.10520833333334,418.6588541666667,33.49270833333333,2234.974302679643,3.3494668080388217,0.439850608955429
