margin_pct,n_help,log10_n_relax_loso_auc,abf_norm_l2_f_loso_auc,low_support_fraction_loso_auc,support_min_over_median_loso_auc
0.0,23,0.2071611253196931,0.7704347826086957,0.6159420289855072,0.7155797101449275
5.0,22,0.15364583333333334,0.7884615384615384,0.6272727272727273,0.730909090909091
10.0,21,0.17866666666666667,0.7936507936507936,0.6391941391941391,0.7380952380952381
20.0,17,0.0877742946708464,0.7893738140417458,0.29411764705882354,0.7137254901960784
