physics_tag,method,n_replicas,n_steps,budget,target_steps,complete,beta,h,M,beta_h,n_seeds,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,l2_f_transition_median,l2_f_transition_q25,l2_f_transition_q75,frac_transition_median,frac_transition_q25,frac_transition_q75,n_barrier_crossings_median,n_barrier_crossings_q25,n_barrier_crossings_q75,n_round_trips_median,n_round_trips_q25,n_round_trips_q75,integrated_l2_f_median,integrated_l2_f_q25,integrated_l2_f_q75,integrated_l2_f_budget_median,integrated_l2_f_budget_q25,integrated_l2_f_budget_q75,budget_auc_normalized_l2_f_median,budget_auc_normalized_l2_f_q25,budget_auc_normalized_l2_f_q75,wall_seconds_median,wall_seconds_q25,wall_seconds_q75
b1_h2_w2_n10_a1.5,serial_abf,1,30720000,30720000,30720000,1,1.0,2.0,100,2.0,10,0.07304091008881176,0.06799531328324056,0.08118169016672862,0.2965569427306398,0.2802513483658603,0.3022464947793662,0.040870369785936105,0.037028895586007526,0.044719609134251145,0.31863830983638763,0.3180297166109085,0.31943055242300034,398147.0,396536.5,399350.5,199073.0,198268.25,199675.25,4879.986816290898,4369.607146577532,5268.565199545447,2439993.4081454487,2184803.573288766,2634282.599772724,0.07945273227435522,0.07114306653496472,0.08577930966371618,42841.19576704316,42841.19576704316,42841.19576704316
b2_h6_w2_n10_a1.5,serial_abf,1,30720000,30720000,30720000,1,2.0,6.0,100,12.0,5,0.023384033935524382,0.023348107679228118,0.02389881960283377,0.09947982582501483,0.09880579666470078,0.10140631455646486,0.017730322313195133,0.013965728606020945,0.019057407953675796,0.32932066917419434,0.3273022472858429,0.3295837640762329,262846.0,260684.0,265583.0,131423.0,130342.0,132791.0,1632.234574525743,1541.08923424233,1906.588615954809,816117.2872628715,770544.617121165,953294.3079774044,0.026574968650695915,0.02509100023188424,0.031041820513754623,44546.05679419078,44546.05679419078,44546.05679419078
b4_h1_w2_n10_a1.5,serial_abf,1,30720000,30720000,30720000,1,4.0,1.0,100,4.0,5,0.004072691152726866,0.004013186493552829,0.007030040517617625,0.029645280500058765,0.029195043827153308,0.03520750038980395,0.003644249137430777,0.0029335953126588873,0.005707683820605055,0.32449325919151306,0.32172298431396484,0.32850703597068787,180586.0,176504.0,181926.0,90293.0,88252.0,90963.0,669.6166005116821,547.9063509871446,700.1564632857863,334808.30025584105,273953.1754935723,350078.2316428931,0.010902256602274212,0.008920650455668262,0.011399486539983494,43837.161991076544,43837.161991076544,43837.161991076544
