cell,kind,molecule,beta,init_mode,stage,name,method,n_replicas_med,final_l2_F_med,integrated_l2_F_med,final_l2_Fp_med,integrated_l2_Fp_med,early_l2_F_med,mid_l2_F_med,low_support_fraction_med,median_support_med,n_transitions_med,n_round_trips_med,fd_compact_med,fd_intermediate_med,fd_extended_med,total_replacements_med,final_ancestor_ess_med,min_ancestor_ess_med,final_max_ancestor_frac_med,final_frac_compact_med,final_frac_extended_med,final_quarter_decrease_med,norm_final_l2_F_med,n_seeds
screen_dist_butane_b1_trans_g256,dist,butane,1.0,trans,screen,abf,abf,768.0,0.5049380082755663,21.143160433546356,7.80320755500656,257.2644717438971,1.0508486448477827,0.5627901411319208,0.0,2352298.2266903594,2070207.0,36444.0,151.0,7.5,0.0,0.0,,,,0.3613281399011612,0.3326822966337204,0.030778044127719326,0.0509127704898118,8
screen_dist_butane_b2_trans_g256,dist,butane,2.0,trans,screen,abf,abf,768.0,0.8763249061743696,33.13524910972228,10.377364968365029,343.4204857499557,2.6171934314701506,0.8406004366768955,0.03167420814479638,2668805.9514089534,1362081.5,16875.5,1200.5,338.5,0.0,0.0,,,,0.3164062649011612,0.3841145932674408,0.0927199247267174,0.09091250994557984,8
screen_dist_butane_b3_trans_g256,dist,butane,3.0,trans,screen,abf,abf,768.0,1.3911885484093316,69.50204740286519,17.656970405105067,725.6081552869338,3.9298213589415063,1.2152962112771482,0.1640625,3885414.1753979726,1510853.0,13725.0,3733.0,2766.5,0.0,0.0,,,,0.3841145932674408,0.236328125,-0.09337372838028253,0.1401969410016208,8
