step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,row,seed
10000,A2,0.0,31,False,0.0,0.0,0,0.0,False,0,5200
10000,A2,0.2776117714933169,32,False,0.0,0.0,0,0.0,False,1,5201
10000,A2,0.22552297512368255,32,False,0.0,0.0,0,0.0,False,2,5202
10000,A2,0.0,31,False,0.0,0.0,0,0.0,False,3,5203
10000,A2,0.27685600508410707,32,False,0.0,0.0,0,0.0,False,4,5204
10000,A2,0.23537422919944834,32,False,0.0,0.0,0,0.0,False,5,5205
10000,A2,0.08783687648528438,32,False,0.0,0.0,0,0.0,False,6,5206
10000,A2,0.29702004487838324,32,False,0.0,0.0,0,0.0,False,7,5207
10000,A2,0.0,31,False,0.0,0.0,0,0.0,False,8,5208
10000,A2,0.13327702333418365,32,False,0.0,0.0,0,0.0,False,9,5209
10000,A2,0.0,31,False,0.0,0.0,0,0.0,False,10,5210
10000,A2,0.14558136965432186,32,False,0.0,0.0,0,0.0,False,11,5211
10000,A2,0.15784600256679324,32,False,0.0,0.0,0,0.0,False,12,5212
10000,A2,0.178556698018555,32,False,0.0,0.0,0,0.0,False,13,5213
10000,A2,0.0,30,False,0.0,0.0,0,0.0,False,14,5214
10000,A2,0.17165393988524988,32,False,0.0,0.0,0,0.0,False,15,5215
10500,A2,0.13062647178432024,32,False,0.0,0.0,0,0.0,False,0,5200
10500,A2,0.25346285467658514,32,False,0.0,0.0,0,0.0,False,1,5201
10500,A2,0.2346466711055203,32,False,0.0,0.0,0,0.0,False,2,5202
10500,A2,0.10677805515959177,32,False,0.0,0.0,0,0.0,False,3,5203
10500,A2,0.0,30,False,0.0,0.0,0,0.0,False,4,5204
10500,A2,0.0,31,False,0.0,0.0,0,0.0,False,5,5205
10500,A2,0.16980661466270022,32,False,0.0,0.0,0,0.0,False,6,5206
10500,A2,0.1733392113869773,32,False,0.0,0.0,0,0.0,False,7,5207
10500,A2,0.0,31,False,0.0,0.0,0,0.0,False,8,5208
