run_id,study,stage,name,method,seed,beta,h,w,n_dim,a,beta_h,opes_barrier,opes_pace,opes_sigma,opes_gamma,opes_gamma_from_barrier,n_steps,n_replicas,had_nan,l2_f_common,l2_fp_common,l2_f_native,l2_fp_native,primary_estimator,l2_f_compact,l2_fp_compact,l2_f_transition,l2_fp_transition,l2_f_stretched,l2_fp_stretched,integrated_l2_f,normalized_anytime_l2_f,tau_abs,tau_rel,marginal_kl,marginal_tv,marginal_entropy,min_density,covered_fraction,marginal_l2_ref,marginal_l2_uniform,n_round_trips,n_barrier_crossings,n_compact_to_stretched,n_stretched_to_compact,first_passage_step,iat_frac_compact,mixing_ess,opes_neff_frac_final,opes_neff_frac_min,opes_n_kernels_final,opes_bias_range_final,opes_max_bias,opes_sigma_cur_final,runtime_seconds,wall_seconds,budget,force_evaluations,device,cuda_visible_devices
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,4.0,200,0.12,32.0,,40000,0,False,0.45154098370856954,3.4528621731292453,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.862102738581598,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,4.0,50,0.03,32.0,,40000,0,False,0.24196504099990457,1.9812533326382953,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.42890629172325,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,4.0,50,0.05,32.0,,40000,0,False,0.3185084346683157,2.6272840547932255,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.38437256682664,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,4.0,50,0.08,32.0,,40000,0,False,0.42116700535613977,3.160135446154567,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.383310126140714,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,4.0,50,0.12,32.0,,40000,0,False,0.4527895345363827,3.4526369771127716,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.337580509483814,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,100,0.03,48.0,,40000,0,False,0.31762798689537225,2.688400565529102,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.01532237045467,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,100,0.05,48.0,,40000,0,False,0.32113396742526035,2.6877729451203236,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.591086936183274,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,100,0.08,48.0,,40000,0,False,0.4215271476214436,3.1597304864532623,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.620668896473944,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,100,0.12,48.0,,40000,0,False,0.4529559786315207,3.4501300317992145,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.64594665542245,nan,nan,0.0,,
,opes_closure_eb,tune_r1,opes,opes,20,8.0,,,,,,6.0,200,0.03,48.0,,40000,0,False,0.25624869881713586,2.161347775556523,nan,nan,meanforce,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.51060629915446,nan,nan,0.0,,
