study,stage,name,beta,h,n_dim,a,opes_barrier,opes_pace,opes_sigma,opes_gamma,n_seeds,n_nan,l2_f_common_mean,l2_f_common_std,l2_f_common_sem,l2_f_common_ci95,l2_fp_common_mean,l2_fp_common_std,l2_fp_common_sem,l2_fp_common_ci95,l2_f_native_mean,l2_f_native_std,l2_f_native_sem,l2_f_native_ci95,l2_fp_native_mean,l2_fp_native_std,l2_fp_native_sem,l2_fp_native_ci95,integrated_l2_f_mean,integrated_l2_f_std,integrated_l2_f_sem,integrated_l2_f_ci95,normalized_anytime_l2_f_mean,normalized_anytime_l2_f_std,normalized_anytime_l2_f_sem,normalized_anytime_l2_f_ci95,tau_abs_mean,tau_abs_std,tau_abs_sem,tau_abs_ci95,tau_rel_mean,tau_rel_std,tau_rel_sem,tau_rel_ci95,marginal_kl_mean,marginal_kl_std,marginal_kl_sem,marginal_kl_ci95,marginal_tv_mean,marginal_tv_std,marginal_tv_sem,marginal_tv_ci95,covered_fraction_mean,covered_fraction_std,covered_fraction_sem,covered_fraction_ci95,n_round_trips_mean,n_round_trips_std,n_round_trips_sem,n_round_trips_ci95,first_passage_step_mean,first_passage_step_std,first_passage_step_sem,first_passage_step_ci95,opes_neff_frac_min_mean,opes_neff_frac_min_std,opes_neff_frac_min_sem,opes_neff_frac_min_ci95,runtime_seconds_mean,runtime_seconds_std,runtime_seconds_sem,runtime_seconds_ci95
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,200,0.05,48.0,2,0,0.3018767108146374,0.023491784943443526,0.016611200435684953,0.03255795285394251,2.4712306776204054,0.23542167350135698,0.16646826177109486,0.3262777930713459,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.500535875558853,0.0059997895950770165,0.0042424919083714485,0.008315284140408039
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,200,0.08,48.0,2,0,0.41925407591797403,0.003468968816011572,0.0024529313735264513,0.004807745492111845,3.1368922716281205,0.03280839002551623,0.02319903506685561,0.045470108731037,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.837059859652072,0.49243679808804575,0.3482053992338478,0.6824825824983417
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,200,0.12,48.0,2,0,0.4622964255754394,0.012248334731294462,0.008660880546741023,0.016975325871612407,3.6028242331551037,0.2153334495316614,0.15226374238012896,0.29843693506505276,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.483108120504767,0.0012055190639675142,0.0008524307049810885,0.0016707641817629334
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,50,0.03,48.0,2,0,0.23791180304132953,0.007344599091619567,0.005193415822780753,0.010179095012650276,2.048998517536589,0.02317649013967561,0.016388253341867776,0.03212097655006084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.283761201426387,0.01336395565305968,0.009449743665754795,0.0185214975848794
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,50,0.05,48.0,2,0,0.29725999571967443,0.022159678162839893,0.015669258697855543,0.03071174704779686,2.46248597616154,0.23576557346840205,0.16671143576984224,0.3267544141088908,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.24628748977557,0.035998252223159714,0.025454608257859942,0.049891032185405484
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,50,0.08,48.0,2,0,0.41889045980074935,0.003450912749663488,0.002440163806570167,0.004782721060877527,3.135995072793813,0.03197673398717992,0.022610965442533267,0.044317492267365206,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.289723628666252,0.015967430364394877,0.011290678288787602,0.022129729446023698
opes_closure_eb,tune_r1,opes,8.0,None,None,None,6.0,50,0.12,48.0,2,0,0.4644294776566093,0.015469008405951714,0.010938240742080163,0.02143895185447712,3.607211937770262,0.22241180948299394,0.1572688987013955,0.30824704145473514,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.276805794797838,0.006303357539832795,0.0044571468606591225,0.00873600784689188
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,100,0.03,64.0,2,0,0.2811644319016592,0.06261880118558229,0.044278178948097456,0.08678523073827102,2.415336546843605,0.44626605288126564,0.3155577522056973,0.6184931943231667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.67555205570534,0.0037635061305028223,0.002661200705915689,0.00521595338359475
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,100,0.05,64.0,2,0,0.30239705546329454,0.024635577882695978,0.017419984179303655,0.034143168991435165,2.521342079879229,0.2722202887779586,0.19248881217145475,0.3772780718560513,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.682120812125504,0.004129143870769496,0.0029197456315159793,0.005722701437771319
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,100,0.08,64.0,2,0,0.4197448136319768,0.002975318573197613,0.002103867939298315,0.004123581161024697,3.1372923397432446,0.031308398315369315,0.02213838075688712,0.04339122628349876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.684179342817515,0.0034936253715083924,0.0024703661911189556,0.004841917734593153
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,100,0.12,64.0,2,0,0.4627317084730592,0.011437306261498734,0.008087396816013115,0.015851297759385704,3.6023395327958485,0.21575884745548662,0.15256454413676845,0.29902650650806617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.69025086518377,0.003699874267418992,0.0026162061840295787,0.005127764120697974
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,200,0.03,64.0,2,0,0.2570688625610434,0.012835730102570178,0.009076231797007672,0.017789414322135037,2.1655163484487865,0.100102680837156,0.07078328443490567,0.13873523749241512,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.55085742333904,0.0029320765670174317,0.0020732912234961982,0.004063650798052549
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,200,0.05,64.0,2,0,0.306960304085394,0.027851814688163834,0.01969420703435173,0.03860064578732939,2.5226209237357446,0.27273956116142606,0.19285599319508748,0.37799774666237146,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.553614023607224,0.019578563125185168,0.013844134751707315,0.027134504113346336
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,200,0.08,64.0,2,0,0.4198443043863258,0.002830778452469651,0.0020016626397780513,0.00392325877396498,3.138123806827821,0.032243103180411355,0.022799316905366403,0.04468666113451815,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.565977132879198,0.007850380004938432,0.005551056936383247,0.010880071595311165
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,200,0.12,64.0,2,0,0.46254692700496425,0.011545856268123909,0.00816415326179562,0.016001740393119416,3.6013331205527837,0.21436239510788163,0.1515771032121731,0.29709112229585927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.55112545285374,0.01426722715400992,0.01008845306932926,0.019773368015885348
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,50,0.03,64.0,2,0,0.23928539698381238,0.004749656951198466,0.003358514638502258,0.006582688691464425,2.0722783898500996,0.04188777002002671,0.02961912622994345,0.05805348741068916,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.904903253074735,0.019561579262324293,0.013832125347107649,0.02711096568033099
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,50,0.05,64.0,2,0,0.29746137900464514,0.021212003456241045,0.014999151486460525,0.02939833691346263,2.487183290596056,0.24365031576253404,0.17228679051393136,0.3376821094073055,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.956198875792325,0.015437185473090875,0.010915738530457018,0.021394847519695757
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,50,0.08,64.0,2,0,0.419483031927223,0.0025196401128662004,0.001781654609957328,0.003492043035516363,3.1360424946558947,0.030357644390176772,0.021466096209143748,0.042073548569921744,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.96754672937095,0.05057442302074408,0.035761517472565174,0.07009257424622774
opes_closure_eb,tune_r1,opes,8.0,None,None,None,8.0,50,0.12,64.0,2,0,0.462228172095298,0.010801078363942318,0.007637515755270913,0.014969530880330989,3.6018223139737886,0.21543887436706358,0.15233828899614732,0.29858304643244876,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17.945849457290024,0.0038328600868165145,0.0027102413587272163,0.0053120730631053435
opes_closure_eb,tune_sigma_edge,opes,8.0,None,None,None,3.0,50,0.015,24.0,2,0,0.1799970602659467,0.0014947611670365554,0.001056955757465866,0.0020716332846330973,1.7577269953275492,0.002019560512477841,0.0014280449333896605,0.002798968069443735,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.19243194628507,0.020214740168954252,0.014293979853391646,0.028016200512647624
opes_closure_eb,tune_sigma_edge,opes,8.0,None,None,None,3.0,50,0.02,24.0,2,0,0.17964911764048203,0.007135297206658827,0.005045417040609886,0.009889017399595376,1.7503870207393528,0.046785310881991,0.03308221058457661,0.06484113274577015,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.244786923751235,0.05673298506251769,0.04011627845466136,0.07862790577113626
opes_closure_eb,tune_sigma_edge,opes,8.0,None,None,None,3.0,50,0.025,24.0,2,0,0.19100646586544873,0.0011498804774157866,0.0008130882831347274,0.0015936530349440656,1.7685727869827168,0.025480492310071347,0.018017428900423127,0.035314160644829326,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.279475540854037,0.007150590854420755,0.005056231282651424,0.009910213313996791
