cell,method,metric,n_pairs,abf_med,method_med,delta_med,delta_lo,delta_hi,rel_med,rel_lo,rel_hi,win_rate
control_joint2d_pentane_b1_dispersed_g48,fr_estimated,final_l2_F,6,0.5026190415160792,0.5030870622200111,0.00041606595221316267,6.53008096511698e-05,0.0006816528035868963,0.0008257810776851704,0.00012904065497537325,0.0013535832369187576,0.16666666666666666
control_joint2d_pentane_b1_dispersed_g48,opes,final_l2_F,6,0.5026190415160792,0.6386917171588278,0.1352972469857351,0.13097186583307202,0.13678973611619605,0.2682106529893178,0.26066732989572516,0.27183521143458195,0.0
production_joint2d_pentane_b2_trans_g48,fr_active,final_l2_F,6,0.7235562099516584,0.7302639756377464,0.006520885335859372,0.004774465899895436,0.00828887622360519,0.009051695596174603,0.006625062136017094,0.011435122856490678,0.0
production_joint2d_pentane_b2_trans_g48,fr_estimated,final_l2_F,6,0.7235562099516584,0.7245645153305948,0.001582442635983894,0.000740644299214647,0.0021171212368287597,0.0021712334383575797,0.0010596796167418891,0.0029359614192510444,0.0
production_joint2d_pentane_b2_trans_g48,opes,final_l2_F,6,0.7235562099516584,1.6819849461397804,0.9654281124717379,0.720367623429555,1.0700016235877292,1.346962254279945,0.9993201571860354,1.4752869851254988,0.0
control_joint2d_pentane_b1_dispersed_g48,fr_estimated,integrated_l2_F,6,15.495979318622842,15.496411668209348,0.0009601670015060293,-0.0006952495984474302,0.00825988740959982,6.193364906122707e-05,-4.4716105985922977e-05,0.0005362273901835368,0.5
control_joint2d_pentane_b1_dispersed_g48,opes,integrated_l2_F,6,15.495979318622842,22.045546961611105,6.534364369738471,6.457137556369514,6.640726352525079,0.4215757709533654,0.41630500264275655,0.42916834013597605,0.0
production_joint2d_pentane_b2_trans_g48,fr_active,integrated_l2_F,6,18.856648298167688,18.932348353451705,0.10581190920014194,0.06614424226270832,0.12407583458925824,0.005575617228202002,0.0034739748645096044,0.006575426867214105,0.0
production_joint2d_pentane_b2_trans_g48,fr_estimated,integrated_l2_F,6,18.856648298167688,18.864356895000157,0.015488355917511853,0.00911998413116836,0.025162609121002433,0.0008267665246488296,0.0004911645345637625,0.0013389912849005585,0.0
production_joint2d_pentane_b2_trans_g48,opes,integrated_l2_F,6,18.856648298167688,49.38616462533517,30.603500565107844,24.306963249080965,34.20368551911256,1.6286107555157612,1.287529403491686,1.8199875322974755,0.0
