cell,method,verdict,rel_final,rel_final_lo,rel_final_hi,rel_integrated,win_rate_final,geneal_ok,event_ok,basin_ok
control_joint2d_pentane_b1_dispersed_g48,fr_estimated,equivalent,0.0008257810776851704,0.0001269452783117202,0.0013717801019192727,6.193364906122707e-05,0.16666666666666666,True,True,True
control_joint2d_pentane_b1_dispersed_g48,opes,harmful,0.2682106529893178,0.26057201729051854,0.27183521143458195,0.4215757709533654,0.0,True,True,False
production_joint2d_pentane_b2_trans_g48,fr_active,equivalent,0.009051695596174603,0.006529110528663228,0.011435122856490676,0.005575617228202002,0.0,True,True,True
production_joint2d_pentane_b2_trans_g48,fr_estimated,equivalent,0.0021712334383575797,0.0010311753398031722,0.0029359614192510444,0.0008267665246488296,0.0,True,True,True
production_joint2d_pentane_b2_trans_g48,opes,harmful,1.346962254279945,0.9834708273492855,1.4752869851254988,1.6286107555157612,0.0,True,True,True
