cell_id,system,stage,cell_label,abf_n_seeds,abf_mean_final_l2_F,equiv_margin_abs,estimated_n,uniform_n,oracle_n,estimated_final_l2_F_median,uniform_final_l2_F_median,oracle_final_l2_F_median,estimated_int_l2_F_median,uniform_int_l2_F_median,oracle_int_l2_F_median,estimated_final_l2_Fp_median,uniform_final_l2_Fp_median,oracle_final_l2_Fp_median,estimated_ancestor_ess_median,uniform_ancestor_ess_median,oracle_ancestor_ess_median,estimated_event_fraction_median,uniform_event_fraction_median,oracle_event_fraction_median,estimated_winrate_vs_abf,uniform_winrate_vs_abf,oracle_winrate_vs_abf,est_minus_uni_mean_diff,est_minus_uni_ci_lo,est_minus_uni_ci_hi,est_minus_uni_verdict,orc_minus_uni_mean_diff,orc_minus_uni_ci_lo,orc_minus_uni_ci_hi,orc_minus_uni_verdict,orc_minus_est_mean_diff,orc_minus_est_ci_lo,orc_minus_est_ci_hi,orc_minus_est_verdict,verdict_triple,classification,classification_note,oracle_direction_vs_estimated,oracle_effect_pct_of_abf
edbema|phi0.9|ema0.02,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.02",20,0.031352330429741296,0.0015676165214870649,20,20,20,0.02674308524325325,0.02829649092778765,0.017518484526553177,2.076905322396721,2.179984224502295,1.358681264742032,0.14265539635203434,0.14397888934970915,0.12619942605231954,117.0,120.5,110.5,0.0055633544921875,0.0055523681640625,0.0059276123046875,0.9,0.75,1.0,-0.0012781260152771644,-0.003440789186946496,0.0007406889665713845,UNDERPOWERED,-0.010979452532043929,-0.013194276759296228,-0.008889439143253915,DIFFERENT,-0.009701326516766763,-0.011344849382004604,-0.008191999637556078,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-30.942919980085236
edbema|phi0.5|ema0.05,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.5, target_ema_rate=0.05",20,0.02855893967453941,0.0014279469837269706,20,20,20,0.0312645320585137,0.032909829050776815,0.024642480036667903,1.9307430437290904,1.9826489101242617,1.4518519616648338,0.08157058530370895,0.08397166767845732,0.07331541717755588,122.0,117.5,116.5,0.005666015625,0.005658691406249999,0.00581689453125,0.15,0.1,0.95,-0.0014161062104774626,-0.0032755729887631643,0.00040399850848178974,UNDERPOWERED,-0.007499782537188292,-0.008923798787496235,-0.006067704407697581,DIFFERENT,-0.00608367632671083,-0.007220876424845215,-0.004995969556328662,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-21.302178568395835
edbema|phi0.75|ema0.05,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.75, target_ema_rate=0.05",20,0.022992999807489565,0.0011496499903744784,20,20,20,0.0248025839733398,0.025976688625424453,0.014027515058912667,1.839515129581004,1.899932823315329,1.1617093243447225,0.08665408058620486,0.08599723635698897,0.06922458944272447,116.0,119.0,113.0,0.00558251953125,0.005569091796875,0.005693481445312501,0.35,0.25,1.0,-0.0010045959242104812,-0.0028633217558490793,0.0007395469845706644,UNDERPOWERED,-0.011750853564597739,-0.013115542801413735,-0.010322986482715468,DIFFERENT,-0.01074625764038726,-0.012182368905110588,-0.009252728706301623,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-46.73708402714315
edbema|phi0.9|ema0.05,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.05",20,0.0313523305345556,0.00156761652672778,20,20,20,0.029061912049505402,0.02829649092778765,0.017518484526553177,2.2131255572404447,2.179984224502295,1.358681264742032,0.14253708674245605,0.14397888934970915,0.12619942605231954,120.0,120.5,110.5,0.0055599365234375,0.0055523681640625,0.0059276123046875,0.6,0.75,1.0,-0.00016628827666539462,-0.0027624879138749663,0.002587617531007105,UNDERPOWERED,-0.010979452532043929,-0.013200709201209741,-0.008863809184793691,DIFFERENT,-0.010813164255378533,-0.012611642804593688,-0.008841740482572696,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-34.489188111424724
slowtrans|20260616_224810|phi0.75|muy0.003,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.003",6,1.7626603352189782,0.08813301676094892,6,6,6,0.9144516834133889,0.9964730891310323,0.12735993814539104,39.04514871460647,42.95663079727454,19.56823006275039,1.3723630581158168,1.467926837031543,0.27930605303211753,113.5,125.0,113.0,0.005635498046875,0.005529541015625,0.0057554931640625,1.0,1.0,1.0,-0.018131772072056834,-0.1315855812592167,0.091511347054398,UNDERPOWERED,-0.8501940213420536,-0.9634346306510544,-0.7187818029451272,DIFFERENT,-0.8320622492699968,-0.9576639873715518,-0.7196429499858618,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-47.204911385643015
slowtrans|20260616_224810|phi0.75|muy0.01,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.01",6,1.3172511078642717,0.06586255539321359,6,6,6,0.6634222230590199,0.7067838899618695,0.0818844070174572,29.60546814078787,31.524888557728033,13.775001798709946,0.9281540388391414,1.004996245949492,0.1821184755145428,117.0,122.0,113.5,0.0056419677734375,0.005578125,0.0056578369140625005,1.0,1.0,1.0,0.063512330006488,-0.07141434421539482,0.26218452977918777,UNDERPOWERED,-0.6448376293422168,-0.7406835176175727,-0.5719672081067481,DIFFERENT,-0.7083499593487046,-0.8993484962876401,-0.5455326687198595,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-53.77486153700714
slowtrans|20260616_224810|phi0.75|muy0.03,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.03",6,0.7747337754703048,0.03873668877351524,6,6,6,0.46567012529085905,0.4669272764325329,0.0560323637553741,21.971314814681822,22.316852777743023,9.10938229963665,0.6632165230323246,0.6678217026902569,0.10628547706726435,119.5,123.0,119.0,0.0056201171875,0.0055882568359374996,0.0056805419921875,1.0,1.0,1.0,-0.012823001090905941,-0.05932743898784121,0.03368143680602933,UNDERPOWERED,-0.4172744359823004,-0.472109371505626,-0.3668550790606722,DIFFERENT,-0.4044514348913944,-0.43708164751484274,-0.36983289369730127,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-52.20521522323856
slowtrans|20260616_224810|phi0.75|muy0.1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.1",6,0.28282547765621885,0.014141273882810943,6,6,6,0.24065888987788564,0.24417052676611378,0.031371486171076546,12.588143753575954,12.74418142443638,4.2129848039594435,0.35152760898666613,0.3626934230841786,0.0777801665979999,113.5,120.0,120.0,0.0056246337890625,0.005578735351562499,0.0058077392578125,0.8333333333333334,0.8333333333333334,1.0,-0.0037310285673056117,-0.030521703758805165,0.02594753844679931,UNDERPOWERED,-0.2123856266840285,-0.24171673824498144,-0.1840890117192369,DIFFERENT,-0.20865459811672285,-0.24461722891333834,-0.1743688725342872,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-73.77503605610366
slowtrans|20260616_224810|phi0.75|muy1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=1",6,0.02586166159111168,0.0012930830795555841,6,6,6,0.025860033870231253,0.02611249951297295,0.01395360885626375,2.026047685578357,1.9055691387379152,1.2452323119268236,0.08892635881197486,0.0869543926200608,0.06908480011641921,110.0,125.5,125.5,0.0055924072265625,0.0056036376953125,0.00570947265625,0.6666666666666666,0.16666666666666666,1.0,-0.0018264908300761485,-0.005656749187777331,0.001987458786388434,UNDERPOWERED,-0.013633125268173498,-0.017469204920337097,-0.010852527706579983,DIFFERENT,-0.011806634438097352,-0.013963821782098785,-0.009514971515734518,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-45.65303894532105
slowtrans|20260616_224810|phi0.9|muy0.003,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.003",6,1.9899469586130085,0.09949734793065043,6,6,6,1.0373658204444434,1.0068521148866545,0.16781289805302652,45.14512560620601,43.67974754082384,30.009517036658117,1.478737360779447,1.4261085623879952,0.31053483891017786,114.0,116.0,107.5,0.0055745849609375,0.0055855712890625,0.0056099853515625,1.0,1.0,1.0,-0.022777868487872166,-0.229146089391439,0.1701637928398114,UNDERPOWERED,-0.8891770852325261,-1.04450547371069,-0.7761513899786116,DIFFERENT,-0.866399216744654,-1.0041426439999686,-0.7108831261414296,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-43.53880956447872
slowtrans|20260616_224810|phi0.9|muy0.01,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.01",6,1.399693244650004,0.0699846622325002,6,6,6,0.9046252531017577,0.8531450056882071,0.08388858586674919,40.70082283197556,38.66240822703155,18.54606360315759,1.3348789853414171,1.2694784007847009,0.17697402376875726,121.0,115.5,116.0,0.0056229248046875,0.005633178710937501,0.0056214599609375,1.0,1.0,1.0,0.05379876224964647,-0.11305984523551214,0.22708003416685418,UNDERPOWERED,-0.7627006643623121,-0.8861590621731744,-0.6404088077694626,DIFFERENT,-0.8164994266119586,-0.9426953585931702,-0.715475208349614,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-58.33416927121956
slowtrans|20260616_224810|phi0.9|muy0.03,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.03",6,0.7827806806180452,0.03913903403090226,6,6,6,0.5331178611784599,0.48835474195904055,0.049581225987727545,25.313972855079733,23.112716352443204,9.031060904476346,0.8019716989504944,0.7340393006721695,0.1068540742771312,118.5,114.0,114.5,0.00559765625,0.0055659179687500004,0.00565869140625,1.0,1.0,1.0,-0.012205005629395527,-0.11792050021256949,0.09473786177239091,UNDERPOWERED,-0.4722407368768626,-0.5674253739578733,-0.3854136140852958,DIFFERENT,-0.460035731247467,-0.5007352053449099,-0.3976447959924674,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-58.76942835178883
slowtrans|20260616_224810|phi0.9|muy0.1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.1",6,0.2744261420303414,0.01372130710151707,6,6,6,0.2527391602609905,0.24374551094743457,0.02942063315431115,13.280130308858471,12.922817475617187,3.976983796413945,0.39294732755072354,0.38358185678139456,0.0824169245828995,116.5,118.0,120.5,0.00555908203125,0.0055423583984375,0.0057119140625,0.8333333333333334,0.8333333333333334,1.0,-0.010494895640866484,-0.03832061362359834,0.016887039085394406,UNDERPOWERED,-0.23181469907235094,-0.2523120704715329,-0.2130875144599423,DIFFERENT,-0.2213198034314844,-0.24577136375709827,-0.19364497986122373,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-80.64822170149323
slowtrans|20260616_224810|phi0.9|muy1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=1",6,0.02930515476351338,0.0014652577381756692,6,6,6,0.02704709476509415,0.0276873604074643,0.01739558946739745,2.0103632917568564,2.118419169364894,1.3693823917196815,0.1463868514138657,0.14185363154395494,0.12652877816453606,122.5,111.5,108.0,0.005552001953125,0.005584960937499999,0.0059176025390625005,1.0,0.5,1.0,-0.0009762452136373156,-0.003836091426674597,0.0020713561898126,UNDERPOWERED,-0.010302471882683033,-0.013885141856111366,-0.007225538354827299,DIFFERENT,-0.009326226669045716,-0.010437412083353298,-0.008058646518302168,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-31.824526245660405
slowtrans|20260616_225737|phi0.75|muy0.003,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.003",20,1.8130496086378858,0.09065248043189429,20,20,20,0.996241462279233,0.9553254391063128,0.1313546832610158,42.93526516625063,40.488952183473955,19.818504884943852,1.561798451269195,1.4132175846057227,0.326937905947764,116.0,120.0,122.5,0.005621826171875,0.005521728515624999,0.0059312744140625,1.0,1.0,1.0,0.08362602261266303,-0.01502870820411976,0.18178513310218658,UNDERPOWERED,-0.819010090013293,-0.8803353997168203,-0.7556095286808052,DIFFERENT,-0.9026361126259559,-0.9970696103732827,-0.8120703621052807,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-49.785516531127435
slowtrans|20260616_225737|phi0.75|muy0.01,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.01",20,1.3103153584658815,0.06551576792329408,20,20,20,0.8282534168893909,0.8304584772810678,0.08311246302322535,37.08016226894922,36.75613756751382,17.050658094363747,1.214987380754285,1.1924304820603182,0.17381514283561167,117.0,118.5,122.5,0.005656494140624999,0.0056102294921875,0.005632080078125001,1.0,1.0,1.0,-0.029239419279814403,-0.1066891630740879,0.04725118124753429,UNDERPOWERED,-0.7426796050352082,-0.8009250592630396,-0.6841699937704261,DIFFERENT,-0.7134401857553938,-0.7742154288983883,-0.6498024487356799,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-54.4479755309203
slowtrans|20260616_225737|phi0.75|muy0.03,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.03",20,0.779733199986574,0.0389866599993287,20,20,20,0.5493661403916013,0.495054821053194,0.054006630639387,26.173154418430467,23.399019284715543,10.071863635670837,0.8011617284837339,0.7089721722050693,0.11051354663827415,119.5,118.0,116.5,0.005644897460937499,0.0055899658203125,0.005676025390625001,1.0,1.0,1.0,0.042125013310863546,-0.011758293951688334,0.09544613565627856,UNDERPOWERED,-0.4515872105618226,-0.4842853444484532,-0.4206581629416456,DIFFERENT,-0.4937122238726862,-0.536279281632876,-0.4523907428412754,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-63.3180969953809
slowtrans|20260616_225737|phi0.75|muy0.1,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.1",20,0.2757847242596045,0.013789236212980225,20,20,20,0.23444947681593215,0.25263803414359776,0.03192351466756145,12.331634965508677,13.612323169296035,4.066123755958282,0.34285077736330305,0.3735809112890272,0.07684598875679766,116.5,120.5,120.5,0.005609252929687499,0.005576416015625,0.0057470703125,0.75,0.65,1.0,-0.014179923465964778,-0.032086164349600155,0.0035198798303818276,UNDERPOWERED,-0.22715169711841451,-0.24353344876569688,-0.21139913691943826,DIFFERENT,-0.21297177365244976,-0.2320400797170481,-0.1952362256873851,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-77.223919571402
slowtrans|20260616_225737|phi0.75|muy1,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=1",20,0.025636453017083987,0.0012818226508541995,20,20,20,0.026758880238217,0.026394798140497153,0.0137878275056972,2.1013058593572618,2.002045055299757,1.2291664022290212,0.0881955189162249,0.0880234887730421,0.06886822604324361,115.0,119.5,119.5,0.0055964355468750004,0.0055767822265625,0.00570947265625,0.35,0.3,1.0,-0.0004083047683636494,-0.0028788937599364384,0.0020857287378918577,UNDERPOWERED,-0.013401689292965206,-0.01515800083322724,-0.011774029465198645,DIFFERENT,-0.012993384524601553,-0.014471898829989012,-0.011445729713922315,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-50.68323810607823
slowtrans|20260616_225737|phi0.9|muy0.003,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.9, mu_y=0.003",20,2.0807788062817316,0.10403894031408659,20,20,20,1.216628896135648,1.227562932499327,0.2828589280246901,52.287583004936636,52.584216081061484,38.94741153149332,1.7981527631123564,1.7726168795299104,0.4315410726766796,109.0,118.0,129.5,0.0056400146484375,0.0055843505859375,0.0055189208984375,1.0,1.0,1.0,0.03710248889842232,-0.06862612369353509,0.14695678270232365,UNDERPOWERED,-0.9071410592297411,-1.0149163940313728,-0.8038830524952035,DIFFERENT,-0.9442435481281635,-1.0189667545200773,-0.8655228484427757,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-45.37933322261624
slowtrans|20260616_225737|phi0.9|muy0.01,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.9, mu_y=0.01",20,1.3978019362308203,0.06989009681154101,20,20,20,0.8990688094434098,0.8714664268175949,0.08429126814944295,40.15955088976909,39.19695133502336,20.129186266512605,1.3382866237105477,1.2752350929041048,0.16613686330016847,116.0,115.0,122.0,0.005649169921875,0.005615478515625,0.0055496826171875,1.0,1.0,1.0,0.019052604121444522,-0.06937275048758683,0.10751165550665567,UNDERPOWERED,-0.7847790523345416,-0.8434859112906492,-0.7220084591337713,DIFFERENT,-0.803831656455986,-0.8657638426514027,-0.7441604072275367,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-57.50683524044343
slowtrans|20260616_225737|phi0.9|muy0.03,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.9, mu_y=0.03",20,0.7862732122950566,0.03931366061475283,20,20,20,0.6080131837831946,0.5322409700095434,0.05089984390806025,29.063484400701565,25.45783736789487,9.816849111234818,0.9232943894929688,0.8168687008689841,0.10774913356695555,112.0,119.5,120.5,0.0056556396484375,0.0056102294921875,0.00565625,1.0,1.0,1.0,0.05326684190767474,0.0009507574008486802,0.10344159828495979,UNDERPOWERED,-0.4939889739296959,-0.5229616054922442,-0.4652197053745384,DIFFERENT,-0.5472558158373707,-0.5989837648060176,-0.4938536510828006,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-69.60122859075703
slowtrans|20260616_225737|phi0.9|muy0.1,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.9, mu_y=0.1",20,0.298887123173359,0.014944356158667953,20,20,20,0.26605629410676035,0.25378711607169213,0.029786924569751898,13.9241599109493,13.06657332647119,4.193430976500746,0.41482380029813715,0.40307774458679535,0.0832530452903325,118.5,114.5,118.5,0.005564453125,0.00554833984375,0.0057271728515625,0.85,0.75,1.0,0.0001114367929069951,-0.019211383603494035,0.018044610103622814,UNDERPOWERED,-0.23282032725136279,-0.24931634310940498,-0.21689532966676728,DIFFERENT,-0.23293176404426977,-0.2511579713749195,-0.21546952432265018,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-77.93302085789954
slowtrans|20260616_225737|phi0.9|muy1,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.9, mu_y=1",20,0.03109004689570441,0.0015545023447852205,20,20,20,0.0286743355127644,0.0282029372794207,0.017739988261541752,2.1844419681760945,2.1475350870137353,1.4376094996364674,0.14286718658751885,0.14466580958204936,0.12612867967287755,112.5,119.5,118.5,0.005579345703125,0.005577880859375,0.0059566650390625,0.75,0.75,1.0,0.0002589331060084849,-0.002222460780307806,0.002702544946196864,UNDERPOWERED,-0.010240672564241004,-0.012214057524325304,-0.008196648810628615,DIFFERENT,-0.010499605670249488,-0.012056812163308887,-0.008973628922770946,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-33.771598047027
slowtrans|20260617_001656|phi0.75|muy0.003,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.75, mu_y=0.003",20,1.8130496249344907,0.09065248124672454,20,20,20,1.0513143639345954,0.8845651996103508,0.12836811105638415,44.44103717875707,37.60199674017915,16.874594359703146,1.5691539253302618,1.3888236507786162,0.32042519746495046,112.5,117.0,118.0,0.0056485595703124995,0.0055723876953125,0.0060179443359375,1.0,1.0,1.0,0.05849124311853943,-0.050384818792950294,0.1613936924266489,UNDERPOWERED,-0.7885315953759808,-0.8551495360938721,-0.7229397398804294,DIFFERENT,-0.8470228384945202,-0.9255113512842905,-0.7647385618013621,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-46.71812766984383
slowtrans|20260617_001656|phi0.75|muy0.01,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.75, mu_y=0.01",20,1.310315358995374,0.0655157679497687,20,20,20,0.7013784285368296,0.7853515614560653,0.082697421888244,31.982898368370368,35.299626440128186,14.40318106410059,0.989337766564333,1.1242366487936024,0.168542089903134,116.5,114.5,121.5,0.005610107421875,0.005565185546875,0.005691162109375,0.95,1.0,1.0,-0.026344561722818988,-0.1163508610083353,0.0649847455652547,UNDERPOWERED,-0.7125571968878144,-0.7833600138826532,-0.6483324953613031,DIFFERENT,-0.6862126351649954,-0.7733171172252499,-0.6139521318740019,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-52.37003675902253
slowtrans|20260617_001656|phi0.75|muy0.03,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.75, mu_y=0.03",20,0.7797331932195605,0.03898665966097803,20,20,20,0.4851708443811322,0.5156210474083858,0.05376232355431775,23.154603630600462,24.673764782367208,8.313273463588107,0.6983972005544091,0.7487602458983792,0.10938400308072024,115.5,115.5,115.5,0.0056311035156249994,0.005598754882812499,0.0057108154296875,1.0,1.0,1.0,-0.022287651629796654,-0.06263701539056635,0.01823478748748628,UNDERPOWERED,-0.46728201197534636,-0.4979338444757244,-0.4364758276662912,DIFFERENT,-0.44499436034554973,-0.4809926399667836,-0.41019016635826105,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-57.07008040893373
slowtrans|20260617_001656|phi0.75|muy0.1,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.75, mu_y=0.1",20,0.2757847244883465,0.013789236224417327,20,20,20,0.22443762426262986,0.23162551950875154,0.031534018766255445,12.002109425641498,12.522390605751198,4.154394006874599,0.33320935005925045,0.34326263709510363,0.0805081116700028,119.0,119.0,122.0,0.0056162109375,0.0055595703125,0.005748779296875,0.95,0.85,1.0,-0.009726980561867719,-0.028646255587211827,0.00866182344165185,UNDERPOWERED,-0.20895940060407833,-0.22587511531523322,-0.19251858596582333,DIFFERENT,-0.19923242004221062,-0.2109105949525118,-0.18813753042992495,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-72.2420070262555
slowtrans|20260617_001656|phi0.75|muy1,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.75, mu_y=1",20,0.025636460755307722,0.0012818230377653862,20,20,20,0.0263544025968632,0.028637031083950402,0.0147368213739279,2.0825314643278405,2.010036275194608,1.2971583495646093,0.0877858373015039,0.0882871195864967,0.06959569932820986,119.0,118.5,117.5,0.0056063232421875,0.0055777587890625,0.0057012939453125,0.45,0.2,1.0,-0.0008438286778018045,-0.0029912347905681107,0.0014385518787263776,UNDERPOWERED,-0.013185933833011077,-0.0150979864345381,-0.011169240388271901,DIFFERENT,-0.012342105155209272,-0.014013654070633942,-0.010697133863951687,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-48.142780990757416
slowtrans|20260617_001656|phi0.9|muy0.003,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.9, mu_y=0.003",20,2.0807788062797767,0.10403894031398885,20,20,20,1.2283815386231387,1.170069273735487,0.21787394804481255,52.82278127982157,49.83046049162586,37.3146571717036,1.814764471043794,1.7543907383385,0.32873290057304755,113.0,112.5,126.0,0.005633544921875,0.005569335937499999,0.00555029296875,1.0,1.0,1.0,0.019067639569108414,-0.06930195707016874,0.10420061346139632,UNDERPOWERED,-0.8974965552258529,-1.010188852637085,-0.7622858058137311,DIFFERENT,-0.9165641947949611,-1.031973090614862,-0.7873841300023947,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-44.04909315823365
slowtrans|20260617_001656|phi0.9|muy0.01,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.9, mu_y=0.01",20,1.3978019362310765,0.06989009681155382,20,20,20,0.9110506363852859,0.8890843200600146,0.08676323203451745,41.14397516269834,40.27296454974862,21.426792131439065,1.3542879588409449,1.333647351543513,0.17006932943274544,116.0,115.5,122.0,0.0056627197265624995,0.0056184082031249995,0.0054981689453125,1.0,0.95,1.0,0.0010936233482306435,-0.07094584975690378,0.07046299772093742,UNDERPOWERED,-0.8148520696659383,-0.9015684154048975,-0.7344580178664365,DIFFERENT,-0.8159456930141689,-0.9034682043891441,-0.7338662815963822,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-58.373484244428845
slowtrans|20260617_001656|phi0.9|muy0.03,slow_transverse_ORPHAN,pilot_20260617_001656,"phi=0.9, mu_y=0.03",20,0.7862732122961227,0.03931366061480614,20,20,20,0.5483595164552049,0.5001873585862253,0.0496352791588147,25.85051396836774,24.321286309184202,10.238769438341286,0.8275531735398374,0.7504920687628283,0.10393881779551906,118.0,116.0,124.5,0.0056185302734375,0.0055604248046875,0.0056361083984375,1.0,1.0,1.0,0.011572753401328507,-0.03632368337839049,0.05895412295675024,UNDERPOWERED,-0.4796738845304178,-0.5212139641001917,-0.44155443519810167,DIFFERENT,-0.4912466379317463,-0.5264198887827056,-0.4561549766480463,DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-62.47785505717256
