system,stage,cell,cell_id,run_method,seed,stored_target_semantics,beta,ema,source,q_max_rel_dev_full,q_rms_rel_dev_full,q_tv_to_uniform_full,log_q_range_kT_full,log_q_std_kT_full,q_max_rel_dev_interior,q_rms_rel_dev_interior,q_tv_to_uniform_interior,log_q_range_kT_interior,log_q_std_kT_interior,recon_oracle_q_max_rel_dev_full,recon_oracle_q_rms_rel_dev_full,recon_oracle_q_tv_to_uniform_full,recon_oracle_log_q_range_kT_full,recon_oracle_log_q_std_kT_full,recon_oracle_q_max_rel_dev_interior,recon_oracle_q_rms_rel_dev_interior,recon_oracle_q_tv_to_uniform_interior,recon_oracle_log_q_range_kT_interior,recon_oracle_log_q_std_kT_interior
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_uniform,0,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_uniform__omega_in25_beta8_gamma15_seed0.npz,0.009833069368040626,0.002581975251763255,0.0008656284689171729,0.016915364087408135,0.0025823698975841634,0.004364200453205402,0.0012708069297069917,0.0004517912340218454,0.00546877586645838,0.0012692030349963016,1.4003130919900153,0.6763821010818932,0.264071560516679,30.670028147122984,6.560014036382291,0.9264107629352842,0.41444412801603703,0.17050620159569782,3.207128477533905,0.4875041682547145
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_uniform,1,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_uniform__omega_in25_beta8_gamma15_seed1.npz,0.07228930185851912,0.011532839645298106,0.0031534241740861974,0.07563830592526988,0.011291607336827124,0.008903174998053709,0.001795429067281686,0.0005366108728620013,0.011182705395630425,0.0017917700152492173,2.26489238650584,0.7238121599266316,0.2715474721638348,38.603291459051945,6.498910014279792,1.6626147669441633,0.5029560524109895,0.1921056534245435,4.057193239435673,0.5475119874677274
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_uniform,2,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_uniform__omega_in25_beta8_gamma15_seed2.npz,0.006453926864999904,0.002190161377484657,0.000753570981986474,0.012612164677134528,0.0021887877515912304,0.0062877883323262385,0.001518859289529725,0.0004871851401609663,0.007566224377407459,0.001515897973437821,1.5436333685209962,0.6912639839107747,0.2694307442005486,32.91245730638441,6.622388675972247,1.0423372196777834,0.43486272531403886,0.1784885858542834,3.340847083325332,0.49483448792687196
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_uniform,3,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_uniform__omega_in25_beta8_gamma15_seed3.npz,0.012718632329065338,0.0029628280176132774,0.0008397280555029743,0.017280209572795878,0.0029505990497309845,0.0019256102309084255,0.0005120271007075005,0.00018755201558143426,0.002395827629861514,0.0005117912647544188,1.8680226076158433,0.6999085965664288,0.27039498593183636,32.159454510505675,6.216226177810706,1.3094445557705265,0.4526184018712467,0.1810780196667023,3.4737906013502493,0.4909371994812759
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_uniform,4,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_uniform__omega_in25_beta8_gamma15_seed4.npz,0.017324758772722326,0.004132052878815584,0.0012826224239698117,0.023526694244274823,0.004110751063364023,0.005957141337067151,0.0010243021415253855,0.00030315299875105007,0.00701375966210314,0.0010226255882106506,1.7569524636485756,0.7054614976069703,0.27386418799024287,36.637027435300766,6.833829970242793,1.2156877126988972,0.4550567319578151,0.1838826613300803,3.839209464725659,0.5333069450791906
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,0,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed0.npz,0.0002706870158386554,0.00012426475519601864,5.4295319046804595e-05,0.0004663493353307659,0.00012426278961043765,0.00017688898110523876,0.00010563490874011899,4.726859440196049e-05,0.000347246144357829,0.00010563440449854874,0.6268072230866153,0.23842237579557507,0.09553954279275224,1.2273393922799585,0.22846160230830279,0.4618305447743323,0.1631026110117264,0.06667353532869659,0.6354697427163958,0.15932887363003956
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,1,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed1.npz,0.0005838658101142702,0.00010732414822956978,3.80281536395766e-05,0.0007902014002217909,0.00010733429863948673,0.00018771285709373586,7.712196952558867e-05,3.1627779217734927e-05,0.00032130264187168935,7.712122934920785e-05,0.5924510669723948,0.2306350873462724,0.09374305083476507,1.0846885416155878,0.22023225938255672,0.4322493465407713,0.15939292442829278,0.0655450314301112,0.6039086489534204,0.15559868426630868
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,10,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed10.npz,0.0006615753022231052,0.00030135763684375686,0.00014078757758980722,0.0013094868615084574,0.00030136642152908346,0.0004019271964627036,0.0002701637942154632,0.00012860913315213994,0.0006873334098632736,0.0002701793689808043,0.7015480709787492,0.24094264410694108,0.096635704264978,1.290222532945286,0.22806136979505665,0.3979853150689352,0.1616790481673724,0.06671804770713537,0.5817239340141074,0.1579299317148745
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,11,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed11.npz,0.00033792952470990123,8.412417876068751e-05,3.116006822466476e-05,0.0005200953935516167,8.412174241554388e-05,0.00017822382392074232,7.780928725691266e-05,2.9997103244664758e-05,0.0003312201777942919,7.780947145537544e-05,0.584824855952156,0.23053681481081645,0.09383744141894731,1.0892848771061523,0.2206795080722015,0.3991601299231171,0.15863603558796374,0.06541353337405534,0.5853024205442097,0.15548217367948508
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,12,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed12.npz,0.0004773315061523675,0.0002413500974847699,0.0001071183417812357,0.0008613812647377066,0.00024133795865752847,0.0004480973920866216,0.00019598947306029394,8.859249383387164e-05,0.0007215731949982688,0.000195984413498347,0.5813250657562254,0.238019697113113,0.09671142280900141,1.1291843969130113,0.23011278633338358,0.45172776916619717,0.1710498385747583,0.06999832073145454,0.645801150155812,0.16828537751191083
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,13,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed13.npz,0.00040870620539101843,0.00018311694342473857,8.17885338916986e-05,0.0006836079284066492,0.00018310808916513336,0.00027771152330613447,0.00015812925374198838,7.305055195469616e-05,0.000520315886781435,0.00015812456154553755,0.6144087239624689,0.22883193716160938,0.09276573560223261,1.188683841396717,0.21841778698199887,0.38654617556889037,0.1555806877019621,0.06405170812594724,0.5643289062545662,0.15185369342756536
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,14,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed14.npz,0.0004020037264311771,0.00017496923654391382,6.946269903090082e-05,0.0007871680568060543,0.0001749694845821381,0.0003495116820045885,0.0001614059965140361,6.253016984950443e-05,0.0006445537015662762,0.00016140863860636097,0.7267510659784338,0.24457884311726472,0.09651907018250946,1.322145731664385,0.22972383636680926,0.42101487936869053,0.15894995576264284,0.06566138260318712,0.592857712508021,0.15529520221384596
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,15,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed15.npz,0.00036977849235331206,0.00018999453987891395,8.388610949471302e-05,0.0007034767212532578,0.00018999618370750692,0.00032503589011390055,0.0001976430768055221,8.699825519388888e-05,0.0006398610689172249,0.0001976458922323818,0.6004873704417104,0.23464296257443693,0.09475413292356849,1.1504491536026435,0.22363451647788468,0.4264379784999579,0.15771075874503626,0.06489670197630446,0.594210056324278,0.1537012668986547
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,16,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed16.npz,0.0010891424092298596,0.0004585667772243874,0.00021170969946768324,0.0016484288706637698,0.0004585505954453639,0.0005405899981443252,0.00042343006550025835,0.0001975011723454533,0.001055851570603629,0.00042343478685933673,0.6046812421126986,0.23828478437615594,0.09600218029945486,1.2013490567164773,0.22863415058877115,0.48799231822018174,0.1666856192430252,0.06780536603827671,0.6520721206502388,0.1616490123216762
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,17,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed17.npz,0.00023617546474730133,8.530546825151823e-05,3.250952546627033e-05,0.00043092349653969634,8.530345613628039e-05,0.00017838419219651236,6.194038947642298e-05,2.495099458093041e-05,0.0003240240509014436,6.194092033791466e-05,0.6281659362372827,0.23339429472558268,0.09468706461960591,1.025672896679584,0.22261255771825714,0.42695951338380156,0.1629803411358338,0.06714291884426635,0.6140118799893343,0.1599271727398483
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,18,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed18.npz,0.0008266601271051943,0.00044802410193860387,0.0002076051834393655,0.001383242946101064,0.0004479768909145193,0.0007149052222561458,0.00040293902233706297,0.00018686094414662106,0.001212034044016255,0.000402898566193752,0.5839217508160868,0.22901349978506272,0.09291896096277942,1.1417319422532834,0.21920995347537248,0.438183922892309,0.15757378901392896,0.06473823848113498,0.5994843972380927,0.15305117116880965
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,19,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed19.npz,0.0006489893843263372,0.0003786660765613752,0.00017370103590635087,0.0011833858454473203,0.0003786721666663298,0.0005150293156221952,0.0003349393463427871,0.00015455646550980047,0.0009714406585939284,0.00033493691850775947,0.7549417924358124,0.2458990783262487,0.09674540900201854,1.3079547533308327,0.2299424491611335,0.3740779540386423,0.15489354603972405,0.06450606830197564,0.5628162328963527,0.152591173544093
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,2,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed2.npz,0.0005519600423802284,0.00031658410119817215,0.00014986480141281088,0.0009326822185760872,0.0003165667475290322,0.0005219510694944862,0.00031663399023210354,0.0001495479622826119,0.0008839926898871387,0.0003166109000604851,0.5855419589711679,0.2349344062826248,0.09529091001468255,1.1430921423224838,0.22625258137922558,0.4189888932346735,0.16458889129020204,0.06749377454969469,0.6139300069582208,0.16195576655213922
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,3,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed3.npz,0.0009509896478019364,0.0004173416943345284,0.0001826767095047322,0.001497719754921079,0.00041732308709346936,0.0005453533423813717,0.0003693782256807322,0.00016418835769290615,0.0010559415411960506,0.00036938247029418453,0.595819293268697,0.2309772383122089,0.09321423311172605,1.1791373596152468,0.22096741845700182,0.4481658887314195,0.1564802151986836,0.06421538660638351,0.6069756936659161,0.1522359751119979
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,4,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed4.npz,0.0007854468659986846,0.00045605730609572526,0.0002015131363640578,0.0014641663682980219,0.00045607161525656055,0.0006490130279949158,0.0004339256213422233,0.00019394721896234192,0.0012521723203063897,0.0004339468127093481,0.5389896678639059,0.23061076046541035,0.09367553019355904,1.138435906148537,0.2237679934419872,0.4275185780806301,0.16190611911585973,0.06652732335805697,0.6098573016320686,0.15873893843050743
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,5,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed5.npz,0.0006517562778489694,0.0002474480956936693,0.00010657975495305459,0.0011596910172713493,0.0002474508794072832,0.0003071191178363186,0.0001829080468585047,8.308662837015339e-05,0.0006112090438047525,0.00018291124568059865,0.5666247912246303,0.23221825469523785,0.09456432795337658,1.0904545075399739,0.2230798566860405,0.42006804795537667,0.16212939609773486,0.06665743236084312,0.6090917486672893,0.15926149157432382
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,6,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed6.npz,0.0005553497426644682,0.00032483380660043386,0.00015279536714929974,0.0010159083292703012,0.0003248216880697254,0.0004425119554740675,0.0002996673523999964,0.0001406640338579231,0.0008735341588543891,0.0002996542814497905,0.5700758761063685,0.22767324769139707,0.09232228305499242,1.1046963627321917,0.21791131632122873,0.4143168472171017,0.15468604429525964,0.06373830703294257,0.5792711948520504,0.1506684803955887
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,7,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed7.npz,0.0008476938983656979,0.00025870663247485134,0.00011256081138045137,0.0011321061295745316,0.000258672114096048,0.00040272902570492874,0.00019963529719506587,9.180991784137613e-05,0.0006302614283665094,0.00019962243006654276,0.6205118625325983,0.23943673642559263,0.09607908748190917,1.1936376680475433,0.22858869157661663,0.4262363055575171,0.16065861645232515,0.0665179881665818,0.6055941406472627,0.15796173684429762
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,8,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed8.npz,0.00047733558874707427,0.00021035260915450664,8.909820747929603e-05,0.0009041488623468209,0.00021034744929711,0.0003575745784567541,0.00015979205711263384,6.951177007644354e-05,0.0006336793697764349,0.000159788877731841,0.6551348084287634,0.23820999615640492,0.09597375128768557,1.14378862063991,0.22661771171880735,0.3640625115692111,0.16005546097559994,0.06641159639957915,0.5714336998456985,0.1584121471272726
entropy_dominant_bottleneck,main_sweep,phi0.25,edb|main|phi0.25,fr_estimated,9,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.25_seed9.npz,0.0007787982069482613,0.00031980168227604093,0.00014645640266194426,0.0012675433286472985,0.00031980947587413464,0.00047324825676853255,0.00030830537788305686,0.00014303360583292138,0.0008522229285361674,0.0003083237011377569,0.6249350777190898,0.2384864599863171,0.09603213226412513,1.2295930626267084,0.22816374365075373,0.4597627741187307,0.16413056457113154,0.06720151658003595,0.6311014403535324,0.16002247451142002
entropy_dominant_bottleneck,main_sweep,phi0.5,edb|main|phi0.5,fr_estimated,0,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.5_seed0.npz,0.0005603945266765553,0.0003031977041746216,0.00012579723324538782,0.0010706485156720487,0.0003032006617503105,0.0005904340418161347,0.00031208229861690804,0.0001315618788764984,0.0010706485156720467,0.0003120818912433525,0.39724244903468175,0.1631808770226591,0.06634305868844831,0.6395227338138945,0.16004841928759167,0.3193210940184137,0.12796927593014676,0.05395784803637426,0.47740595758277493,0.12729276441830173
entropy_dominant_bottleneck,main_sweep,phi0.5,edb|main|phi0.5,fr_estimated,1,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.5_seed1.npz,0.0007377688754073297,0.00030753183992255126,0.000138531904643853,0.001272584040673692,0.00030752742449052366,0.00045367206338275956,0.00027222791297499985,0.00012528189879457006,0.0008158099368263338,0.00027221454024078126,0.4353775151388244,0.17411909788874297,0.07049526068602195,0.6959456208596038,0.17106812854305098,0.3296626076494391,0.137352733465754,0.05787845278621552,0.5031949980783441,0.13730088823013065
entropy_dominant_bottleneck,main_sweep,phi0.5,edb|main|phi0.5,fr_estimated,10,ESTIMATED-for-every-method (edb_abffr_core._finalize),4.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck/sweep_20260614_015145/raw/main/fr_estimated__phi0.5_seed10.npz,0.0012468284920483796,0.0008270836288514641,0.0003919016879878072,0.002164752843355398,0.0008269244581330193,0.0011821377057212867,0.0007751127664381273,0.00036077599583103046,0.0019465553630330572,0.0007749328306549455,0.4682580874038731,0.17669121399850304,0.07316868717867314,0.749853563353618,0.16938452968352058,0.3543741532613942,0.13953263953689432,0.059844536017844986,0.4904695500071286,0.1351914346041199
