system,stage,cell,cell_id,run_method,seed,stored_target_semantics,beta,ema,source,q_max_rel_dev_full,q_rms_rel_dev_full,q_tv_to_uniform_full,log_q_range_kT_full,log_q_std_kT_full,q_max_rel_dev_interior,q_rms_rel_dev_interior,q_tv_to_uniform_interior,log_q_range_kT_interior,log_q_std_kT_interior,recon_oracle_q_max_rel_dev_full,recon_oracle_q_rms_rel_dev_full,recon_oracle_q_tv_to_uniform_full,recon_oracle_log_q_range_kT_full,recon_oracle_log_q_std_kT_full,recon_oracle_q_max_rel_dev_interior,recon_oracle_q_rms_rel_dev_interior,recon_oracle_q_tv_to_uniform_interior,recon_oracle_log_q_range_kT_interior,recon_oracle_log_q_std_kT_interior
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_estimated,0,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_estimated__omega_in25_beta8_gamma15_seed0.npz,0.01240639522510767,0.0027311426932663157,0.0007440270848807109,0.01673856925257416,0.0027200015836058625,0.00264080804041833,0.0008192363644332955,0.00028100336587879926,0.00400700054846232,0.000818781044692445,1.6897940121501325,0.691973026772257,0.2665258645447524,36.42140265648623,6.9393855532216255,1.1606528710285668,0.43685324260934005,0.17523859753496485,3.688884906492074,0.5137217495564469
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_estimated,1,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_estimated__omega_in25_beta8_gamma15_seed1.npz,0.00919062730541309,0.00269845074292056,0.0008317811107247898,0.01608850730234225,0.002700951208889062,0.0028229633003449273,0.0009466118554741945,0.00035216541120301157,0.004727391287392749,0.0009467180087993943,1.531962939882927,0.681916254621881,0.2670804408803789,30.60943624508152,6.165455795052254,1.0360603248337474,0.42669581200024564,0.17671558407075208,2.979726375327001,0.4540731845435318
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_estimated,2,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_estimated__omega_in25_beta8_gamma15_seed2.npz,0.006908631766008977,0.002163700734639664,0.000610431925084067,0.012550120816147982,0.0021656600873014298,0.005109931568018533,0.001067449356128535,0.0002723611807611029,0.006184165103776228,0.001065517700903416,2.91519395254106,0.7971024727209864,0.27749851487123894,36.063117125568795,6.284091694554397,2.1861501073486513,0.5848602272697729,0.20253438488965417,3.93710606868766,0.5378657782004072
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_estimated,3,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_estimated__omega_in25_beta8_gamma15_seed3.npz,0.008308447940705843,0.002918953037102623,0.0011656479715395028,0.011498188857554997,0.002913926310719128,0.0047296977374093885,0.0015865890387015088,0.0006557803774822309,0.006755659559128748,0.0015852592707405065,1.950444258302571,0.7111189875655436,0.271040783974208,33.07044622808517,6.316971745047894,1.376204115034815,0.4669171846922173,0.18375487708338845,3.4829589921763793,0.49347359832406046
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_estimated,4,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_estimated__omega_in25_beta8_gamma15_seed4.npz,0.007355624512168424,0.002217732947488767,0.000712019679474518,0.012670568384102522,0.0022154314343073604,0.004742798651799829,0.0009572130405438658,0.00029388445536741024,0.005437237201359573,0.0009558999201238881,1.6084875120511675,0.6838814115054827,0.2662661173486615,34.37453031675504,6.408426170214401,1.0984560430294699,0.4301667339735878,0.1760539181847761,3.2417594397800977,0.46992537954533276
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_oracle,0,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_oracle__omega_in25_beta8_gamma15_seed0.npz,0.020188134496456955,0.004341251457370167,0.001093113414215899,0.025765907838472654,0.004311604214963333,0.0013204836723730295,0.0007367877808707091,0.00031285858565026136,0.0025041292089901766,0.0007367007468895218,1.6422017914577096,0.7609820542421236,0.29331752079025725,61.89725575238849,12.243987337566626,1.1167012321174186,0.5148242339704172,0.19502347316849586,7.689047869098207,1.3723857902176702
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_oracle,1,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_oracle__omega_in25_beta8_gamma15_seed1.npz,0.006369685307509698,0.0019341287491115116,0.0005686764429421424,0.009013442178784515,0.0019383589672770838,0.002162002301260957,0.0006423706839964339,0.0002316813901138455,0.004277733347992144,0.000642227041015619,1.8276105281512889,0.7661065952522348,0.29226167074075093,61.54625603647578,12.431761548413673,1.26523597456946,0.5208789702805677,0.1945658535931104,7.4827524432681045,1.3446983696551387
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_oracle,2,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_oracle__omega_in25_beta8_gamma15_seed2.npz,0.022333289485888086,0.005112490306999541,0.0012799543385625582,0.02931415274013304,0.00507574581560234,0.0024747389187407265,0.0005966665975861929,0.00024272523117580718,0.004582441248007064,0.0005966593112926833,1.9734509585460813,0.7796745320546536,0.29529726112573634,62.242482726686,12.50682699291641,1.3820668867976944,0.5367613871971239,0.19830104994552505,8.015908795306444,1.4055336003374048
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_oracle,3,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_oracle__omega_in25_beta8_gamma15_seed3.npz,0.004944518442366652,0.0014744473132354465,0.0005481540967950172,0.006611843444165816,0.0014727051414722674,0.0020430598143943435,0.0007119886039818716,0.00028185506608895025,0.0031663665199133627,0.0007118717117778429,1.821010649441761,0.7834329909030543,0.2957923502055654,60.25127149272807,12.170106988722093,1.2599504606427483,0.5411333854977748,0.20755395786362546,7.423743340232448,1.3285805325533435
entropic_bottleneck,stage0_reproduce,stage0,eb|stage0_reproduce,fr_oracle,4,ESTIMATED-for-every-method (eb_abffr_core._finalize),8.0,0.005,/home/zheyuanlai/ABF-Fisher-Rao/results/entropic_bottleneck/raw/stage0_reproduce/fr_oracle__omega_in25_beta8_gamma15_seed4.npz,0.005134892905773958,0.0017098171732672853,0.000577778609937831,0.009190061106184342,0.0017087616525817367,0.005049446515457134,0.0011067730214407536,0.00035210098608679,0.005937545629446978,0.001105126594263004,2.0763471361940113,0.7846301689027706,0.29822163718024014,67.42223610529395,12.912614020742723,1.4645050275515672,0.5425221551890765,0.19426867467465692,8.508080127629835,1.4329019986272105
