cell_id,n_runs,est_log_q_range_kT,est_max_rel_dev,recon_oracle_log_q_range_kT,oracle_over_estimated_shape_ratio,system,stage,cell_label,contrast,metric,n_pairs,mean_diff,median_diff,ci95_lo,ci95_hi,ci_width,abf_mean_final_l2_F,equiv_margin_abs,equiv_band_width,ci_width_over_band,ci_wider_than_band,mean_diff_pct_of_abf,equivalence_verdict,frac_pairs_A_lower
twodim|prod|g0.05_eta0.1_bi0.2_fe5,5,0.00014429930597788726,8.864733580704609e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.1_bi0.2_fe5,est_minus_uni,final_l2_F,5,-0.0005927171266221206,-0.001024231081139101,-0.0022607004395655004,0.001084543184146079,0.0033452436237115793,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.4133834797893203,True,-4.27608234999315,UNDERPOWERED,0.6
twodim|prod|g0.05_eta0.1_bi0.4_fe5,5,0.0001449285925234806,7.314939042024626e-05,,,metastability_toy_2D,production_gpu,g0.05_eta0.1_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.0015390851211509397,-0.00031090911319680073,-0.004851536486335998,0.0009672837663109995,0.005818820252646998,0.013861218706956618,0.000693060935347831,0.001386121870695662,4.197913888860774,True,-11.1035339221544,UNDERPOWERED,0.6
twodim|prod|g0.05_eta0.1_bi0_fe5,5,0.00021698951056653307,0.00011388506285858746,,,metastability_toy_2D,production_gpu,g0.05_eta0.1_bi0_fe5,est_minus_uni,final_l2_F,5,0.00080009298242096,0.0006106508794972987,-0.0007162779972501799,0.0021670731833095406,0.0028833511805597205,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.0801570493311923,True,5.772169095199488,UNDERPOWERED,0.2
twodim|prod|g0.1_eta0.075_bi0.2_fe5,5,0.000145111103905027,9.748546276089343e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.075_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.0021101981349136005,0.0024455947479022997,0.0008282872565730803,0.0032025402896154603,0.0023742530330423802,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.7128746636475756,True,15.223756146741568,DIFFERENT,0.2
twodim|prod|g0.1_eta0.075_bi0.4_fe5,5,0.00021073071825984205,0.0001123742870143829,,,metastability_toy_2D,production_gpu,g0.1_eta0.075_bi0.4_fe5,est_minus_uni,final_l2_F,5,0.00112602755404702,-0.00011888071730440167,-0.002866064907000519,0.00511812001509456,0.00798418492209508,0.013861218706956618,0.000693060935347831,0.001386121870695662,5.7600886984692075,True,8.123582621792796,UNDERPOWERED,0.6
twodim|prod|g0.1_eta0.075_bi0_fe5,5,0.00011703149318307261,7.740591042604272e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.075_bi0_fe5,est_minus_uni,final_l2_F,5,-0.0019190101186061597,-0.0006988657626752996,-0.006290817668971199,0.0022055325909087604,0.00849635025987996,0.013861218706956618,0.000693060935347831,0.001386121870695662,6.129583869574066,True,-13.844454511370301,UNDERPOWERED,0.6
twodim|prod|g0.1_eta0.15_bi0.2_fe5,5,0.00018212417727295432,0.00010312836516324086,,,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.0001780960042089795,-0.00020978951124390154,-0.0021687090374501805,0.0034153099662505397,0.00558401900370072,0.013861218706956618,0.000693060935347831,0.001386121870695662,4.02851951314947,True,1.2848509786487774,UNDERPOWERED,0.8
twodim|prod|g0.1_eta0.15_bi0.4_fe5,5,0.000156372438697243,9.591315861845473e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.00206550390139904,-0.0022593509995771,-0.0029813828685441397,-0.0011480981608235,0.0018332847077206396,0.013861218706956618,0.000693060935347831,0.001386121870695662,1.3225999433949895,True,-14.901315281623917,DIFFERENT,1.0
twodim|prod|g0.1_eta0.15_bi0_fe5,5,0.00018113830003376618,9.163321120020385e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.15_bi0_fe5,est_minus_uni,final_l2_F,5,-0.0003418928261302204,3.288421912589837e-05,-0.00328420729118256,0.0025684497264263396,0.005852657017608899,0.013861218706956618,0.000693060935347831,0.001386121870695662,4.222324992730681,True,-2.4665423247281457,UNDERPOWERED,0.4
twodim|prod|g0.1_eta0.1_bi0.2_fe5,5,0.00016593518731207297,8.767879887083829e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.2_fe5,est_minus_uni,final_l2_F,5,0.003502962957348339,0.0048872075763255005,-0.000591382906797841,0.006782058883467038,0.007373441790264879,0.013861218706956618,0.000693060935347831,0.001386121870695662,5.319475831201135,True,25.271680877456212,UNDERPOWERED,0.2
twodim|prod|g0.1_eta0.1_bi0.4_fe5,5,0.00013402195664498492,7.849151184191605e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0.4_fe5,est_minus_uni,final_l2_F,5,-0.0004761808292533604,-0.0005184152670314,-0.0027914884735744804,0.002344985296235759,0.005136473769810239,0.013861218706956618,0.000693060935347831,0.001386121870695662,3.705643694397783,True,-3.435346049437749,UNDERPOWERED,0.8
twodim|prod|g0.1_eta0.1_bi0_fe5,5,0.00013724029809722123,7.305373891330902e-05,,,metastability_toy_2D,production_gpu,g0.1_eta0.1_bi0_fe5,est_minus_uni,final_l2_F,5,0.0007858209949943001,-0.00026264995964750057,-0.0009750634492696204,0.002978460294083221,0.0039535237433528415,0.013861218706956618,0.000693060935347831,0.001386121870695662,2.852219438229238,True,5.669205656497687,UNDERPOWERED,0.6
wcaphase|production|b1_h1_w2_n10_a1.5,4,0.0003773458737194266,0.00021086145716087135,0.6406879378482699,1697.879803303878,wca_phase_diagram,production,b1_h1_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-1.7395888683723743e-05,0.0006427831105872486,-0.0039709572667945975,0.0032759864901561776,0.007246943756950775,0.10051006770804814,0.005025503385402408,0.010051006770804815,0.7210167023268744,False,-0.017307608163446498,EQUIVALENT,0.25
wcaphase|production|b1_h2_w2_n10_a1.5,4,0.0003659925993182316,0.000195292527668256,0.5924866832792759,1618.8488083719612,wca_phase_diagram,production,b1_h2_w2_n10_a1.5,est_minus_uni,final_l2_F,4,0.0068700414950891246,0.007914859801774799,0.004269889208433322,0.0089337167908227,0.004663827582389379,0.09296202275209098,0.004648101137604549,0.009296202275209099,0.5016917063892605,False,7.390159219544949,UNDERPOWERED,0.0
wcaphase|production|b1_h4_w2_n10_a1.5,4,0.000418215816333268,0.0002232251342680902,0.5897454097867012,1410.146117756447,wca_phase_diagram,production,b1_h4_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-0.0005089492156470487,0.00277243094872235,-0.008554184130876424,0.004254905535212928,0.012809089666089351,0.09431298919522006,0.004715649459761003,0.009431298919522007,1.3581469292183708,True,-0.5396385163803535,UNDERPOWERED,0.25
wcaphase|production|b1_h6_w2_n10_a1.5,4,0.00037636165152521894,0.00023349173887454722,0.596714973449707,1585.4829285382782,wca_phase_diagram,production,b1_h6_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-0.0001409656561745,-0.0005850732759889003,-0.001748158809903224,0.0019103351173686244,0.0036584939272718484,0.09440097488609607,0.004720048744304804,0.009440097488609607,0.3875483205217082,False,-0.14932648348662578,EQUIVALENT,0.75
wcaphase|production|b2_h1_w2_n10_a1.5,4,0.000426199443968017,0.00022025515304402443,0.3627445101737976,851.1144613342545,wca_phase_diagram,production,b2_h1_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-0.0029966828257473495,-0.002729160001134899,-0.004023530548454125,-0.002212283128838849,0.0018112474196152759,0.012504960084677174,0.0006252480042338587,0.0012504960084677174,1.44842319155794,True,-23.963953546875405,DIFFERENT,1.0
wcaphase|production|b2_h2_w2_n10_a1.5,4,0.0003491750977777994,0.00019409264352654443,0.3532961606979369,1011.8022818533296,wca_phase_diagram,production,b2_h2_w2_n10_a1.5,est_minus_uni,final_l2_F,4,0.0024689516738939255,0.001444580731146802,-0.0015943535981461998,0.006532256945934052,0.008126610544080252,0.012860015541513049,0.0006430007770756524,0.0012860015541513049,6.319285165594842,True,19.198667885928856,UNDERPOWERED,0.5
wcaphase|production|b2_h4_w2_n10_a1.5,4,0.0005181557593952762,0.00026935322748511403,0.372262179851532,718.4368273470275,wca_phase_diagram,production,b2_h4_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-0.00015894154005800017,-0.0004885288668667505,-0.0016415445511452492,0.0014520918799648995,0.0030936364311101488,0.014741552778061051,0.0007370776389030526,0.0014741552778061052,2.0985824747812307,True,-1.0781872334001552,UNDERPOWERED,0.5
wcaphase|production|b2_h4_w2_n14_a1.5,4,0.00045384904281973136,0.00026169591705460515,0.32767948508262623,722.0010491743625,wca_phase_diagram,production,b2_h4_w2_n14_a1.5,est_minus_uni,final_l2_F,4,-0.0007397633147328752,-0.0005536229322193002,-0.005479523317318,0.0038138563053386745,0.009293379622656674,0.014801990325100125,0.0007400995162550063,0.0014801990325100127,6.278466218760895,True,-4.99772867354493,UNDERPOWERED,0.75
wcaphase|production|b2_h4_w2_n7_a1.5,4,0.0005121229655752125,0.00031398286163064615,0.7341706156730652,1433.5826842845263,wca_phase_diagram,production,b2_h4_w2_n7_a1.5,est_minus_uni,final_l2_F,4,0.0002918924312543497,0.0007972739468772496,-0.0016218953868608753,0.0018120834475776997,0.003433978834438575,0.01967533954465615,0.0009837669772328075,0.001967533954465615,1.7453212569189172,True,1.483544569037072,UNDERPOWERED,0.25
wcaphase|production|b2_h6_w2_n10_a1.5,4,0.0005241453956949974,0.00030711442818276424,0.7598885297775269,1449.7666792816958,wca_phase_diagram,production,b2_h6_w2_n10_a1.5,est_minus_uni,final_l2_F,4,0.0004992417680353741,4.0509222289791813e-07,-0.0018120902679655496,0.002810573804036298,0.0046226640720018475,0.025046982503704976,0.001252349125185249,0.002504698250370498,1.84559719771356,True,1.99322121122385,UNDERPOWERED,0.5
wcaphase|production|b4_h1_w2_n10_a1.5,4,0.00039248332672149714,0.00021226726254530703,0.5494979321956636,1400.0542055779677,wca_phase_diagram,production,b4_h1_w2_n10_a1.5,est_minus_uni,final_l2_F,4,0.0029809134957745993,0.0030936276079966494,0.002434981251300524,0.0034141316280266246,0.0009791503767261006,0.004732005128823525,0.00023660025644117624,0.0004732005128823525,2.0692081899106856,True,62.99472241940948,DIFFERENT,0.0
wcaphase|production|b4_h2_w2_n10_a1.5,4,0.0005938782968490458,0.00038520801419894557,0.5313714146614075,894.747993790508,wca_phase_diagram,production,b4_h2_w2_n10_a1.5,est_minus_uni,final_l2_F,4,1.0277103596725325e-05,-6.1091339653499e-05,-0.0009851152494716499,0.0010056694566651005,0.0019907847061367504,0.008483268821495376,0.0004241634410747688,0.0008483268821495376,2.3467188745597567,True,0.12114556090318193,UNDERPOWERED,0.5
wcaphase|production|b4_h4_w2_n10_a1.5,4,0.001317969036069313,0.0008075947460798316,1.2216534614562988,926.9212159184984,wca_phase_diagram,production,b4_h4_w2_n10_a1.5,est_minus_uni,final_l2_F,4,0.0006460054900074511,0.0006561403966067018,-0.0003818100592689992,0.0016738210392839015,0.0020556310985529007,0.016074696220169726,0.0008037348110084863,0.0016074696220169727,1.2787993442598296,True,4.018772617282034,UNDERPOWERED,0.5
wcaphase|production|b4_h6_w2_n10_a1.5,4,0.002012861321710323,0.0015157863527711646,3.550794839859009,1764.0533908425978,wca_phase_diagram,production,b4_h6_w2_n10_a1.5,est_minus_uni,final_l2_F,4,-0.0007726419941363749,-0.00021154586564939987,-0.002283091456053425,0.000315210554434002,0.002598302010487427,0.024451495246034172,0.0012225747623017087,0.0024451495246034173,1.0626352230581277,True,-3.1598967112724567,UNDERPOWERED,0.5
wcaprod|main,40,0.0001930530500473034,0.0001139730913585213,,,wca_production,main,WCA dimer production main cell,est_minus_uni,final_l2_F,10,-0.00043086369005430994,-0.0005361413077962472,-0.0023169763575219306,0.0017867202546901757,0.004103696612212106,0.08318246274358379,0.00415912313717919,0.00831824627435838,0.4933367535488893,False,-0.5179741929287184,EQUIVALENT,0.7
wcarep|b1_h2_w2_n10_a1.5,10,0.00045516158703494164,0.00028014600595926975,0.5896494425833225,1295.4727713831803,wca_representative,representative,b1_h2_w2_n10_a1.5,est_minus_uni,final_l2_F,10,0.00113669755569537,5.533933978575309e-05,-0.0028693622863839177,0.0051609343984411376,0.008030296684825055,0.08786921965835615,0.004393460982917807,0.008786921965835614,0.9138918856964486,False,1.2936242749337683,UNDERPOWERED,0.5
wcarep|b1_h4_w2_n10_a1.5,10,0.00029464598950252273,0.00016968925065063978,0.5915965214371681,2007.8213941958404,wca_representative,representative,b1_h4_w2_n10_a1.5,est_minus_uni,final_l2_F,10,-0.0003581157612470895,0.0006490623419910524,-0.0046697555462209325,0.004059800495462542,0.008729556041683476,0.09119929202919144,0.004559964601459572,0.009119929202919144,0.9571955930194375,False,-0.3926738391044333,UNDERPOWERED,0.4
wcarep|b2_h4_w2_n10_a1.5,10,0.0006431825770010202,0.0004044062955629313,0.37226289510726923,578.7826169717262,wca_representative,representative,b2_h4_w2_n10_a1.5,est_minus_uni,final_l2_F,10,-0.0023200364514542006,-0.0026257445536234,-0.00487443210431025,2.690814775728996e-05,0.00490134025206754,0.014809212620437402,0.0007404606310218701,0.0014809212620437403,3.3096562104209797,True,-15.666170180124515,UNDERPOWERED,0.8
wcarep|b2_h6_w2_n10_a1.5,10,0.0006408678798544227,0.0004372407976285242,0.7583317160606384,1183.2886931903943,wca_representative,representative,b2_h6_w2_n10_a1.5,est_minus_uni,final_l2_F,10,-0.0007010657459317306,-0.0009542130556583501,-0.002322952075030396,0.000991720559510084,0.0033146726345404803,0.02635592925932336,0.0013177964629661682,0.0026355929259323364,1.2576572815651796,True,-2.6599925164229594,UNDERPOWERED,0.7
wcarep|b4_h1_w2_n10_a1.5,10,0.0005708790292290198,0.0003242494175791366,0.549838423728943,963.1434955169182,wca_representative,representative,b4_h1_w2_n10_a1.5,est_minus_uni,final_l2_F,10,0.00043276544704303025,0.0006763930697261493,-0.0017688167900884733,0.0022155220518641043,0.0039843388419525776,0.00541047024690319,0.0002705235123451595,0.000541047024690319,7.36412670272627,True,7.998666054780243,UNDERPOWERED,0.4
wcarep|b4_h2_w2_n10_a1.5,10,0.0005288885951165452,0.00030958782435253074,0.5313701331615448,1004.6919863047015,wca_representative,representative,b4_h2_w2_n10_a1.5,est_minus_uni,final_l2_F,10,0.0007890551287887404,0.0007343798815851524,-0.001247873297171957,0.0027120423007536095,0.003959915597925566,0.008746534459912022,0.00043732672299560114,0.0008746534459912023,4.527410960392417,True,9.021345910259836,UNDERPOWERED,0.5
