method,target_type,gamma,eta,burnin_fraction,fr_every,n_rows,witness_median,witness_p90,witness_max,witness_final_median,quantity,source
abf_fr_estimated,estimated,0.02,0.1,0.0,5,505,4.592441449399048e-06,0.00024698568589976176,1.2566995232060851,1.0317284845004493e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.02,0.1,0.2,5,505,5.093586963701019e-06,0.0002451119109833561,1.257362499164353,4.4613958309971946e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.02,0.1,0.4,5,505,6.350914480098002e-06,0.0002364958283423042,1.257268276291217,1.6360123900049928e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.02,0.15,0.0,5,505,5.722012769701634e-06,0.00028018762550166565,1.2603057961712147,8.597986158979942e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.02,0.15,0.2,5,505,7.257276161399401e-06,0.00023213971885365826,1.259932597921476,1.3559302153992592e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.02,0.15,0.4,5,505,6.5450845906991906e-06,0.00029581154092279976,1.2604743442343542,1.5429459035987136e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.075,0.0,5,505,4.144670612299395e-06,0.00023673653690148023,1.2564935875507464,6.098869403982354e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.075,0.2,5,505,4.6519937022954094e-06,0.0002640332030161957,1.2547160941711373,7.811089362898954e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.075,0.4,5,505,5.731210744597259e-06,0.00020889930313913756,1.2558714573436145,6.045886647015886e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.1,0.0,5,505,6.137327024001438e-06,0.00022040271971238184,1.2569353062493742,6.364784600101925e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.1,0.2,5,505,5.173584519999053e-06,0.00029968639522747837,1.257410973080703,6.91058245003151e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.1,0.4,5,505,5.523718415799406e-06,0.00025448666017218233,1.2568137509842265,3.3345026230133246e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.15,0.0,5,505,6.571286792902281e-06,0.00021254696585159573,1.259997327500472,1.4339940403000628e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.15,0.2,5,505,6.190361731002458e-06,0.00023609125941560522,1.26008161783191,4.376988607199955e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.05,0.15,0.4,5,505,6.602371187099804e-06,0.00020665381241631597,1.2608045453003105,5.509640308900415e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.075,0.0,5,505,3.612555962796693e-06,0.00023754033959234603,1.2564435749097949,5.46792538098223e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.075,0.2,5,505,3.8368247535988664e-06,0.00025444614813752186,1.2551499950164886,3.6281216017619577e-09,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.075,0.4,5,505,4.534079550502085e-06,0.0002894238893498966,1.2557852783942132,1.146522851103171e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.1,0.0,5,505,4.463571680601852e-06,0.00025994632980692054,1.256523852937106,1.5183512440015978e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.1,0.2,5,505,5.068717028204606e-06,0.00021729883219828461,1.2570743309323598,2.6333365369876627e-07,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.1,0.4,5,505,6.3250202042980375e-06,0.0002927636627052488,1.2576725551571062,1.8863389481989234e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.15,0.0,5,505,5.485582382801224e-06,0.00021709977681782516,1.259697652248552,8.407067469698437e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.15,0.2,5,505,4.773557673299483e-06,0.0002022350630635777,1.2604468690670168,2.6752468639014426e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_estimated,estimated,0.1,0.15,0.4,5,505,4.465012715199057e-06,0.00024140058975689893,1.2593614493331107,1.4644697545994345e-06,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.075,0.0,5,505,0.004590148399297195,0.024568098443181523,0.43212945071985703,0.002988013936653499,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.075,0.2,5,505,0.0042951074534202036,0.021812764731179112,0.43272582997845865,0.003174014581788797,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.075,0.4,5,505,0.005241755114796194,0.0275976535159416,0.43213705357454874,4.055480221789795e-05,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.1,0.0,5,505,0.005904128478402902,0.03181419408269807,0.4322920237424299,0.005527576248509098,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.1,0.2,5,505,0.0059944212725427035,0.028068549718733356,0.4335751046860141,0.0010840894107541008,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.1,0.4,5,505,0.005190745426550097,0.02016144420484122,0.4322951713187446,0.004937469664762099,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.15,0.0,5,505,0.004294314981031302,0.022081980738772895,0.43707116210944985,0.0038233561593786006,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.15,0.2,5,505,0.0038490523557913013,0.024686518806430125,0.4365725228088567,0.0036387179230168015,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.01,0.15,0.4,5,505,0.004350654467248999,0.028784187832834082,0.4356287218135363,0.003522951664105302,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.075,0.0,5,505,0.004910280459975401,0.02160088248819364,0.4310959297237638,0.004049336880732897,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.075,0.2,5,505,0.004941405598367005,0.02334180950866795,0.4313914372931116,0.0034179046641760018,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.075,0.4,5,505,0.004694764143200594,0.0271613073396798,0.431641569250711,0.0006770009160981978,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.1,0.0,5,505,0.004011942644627398,0.02278065449015551,0.43372088908990486,0.000505693933358798,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.1,0.2,5,505,0.006372384845253799,0.035285122753223146,0.43303294365517964,0.004762629180081499,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.1,0.4,5,505,0.0049622539258778985,0.027078685190251688,0.4351944748782394,0.002218655403197,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.15,0.0,5,505,0.004928144360001295,0.03043234027197976,0.43717184357686134,0.004564431999689799,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.15,0.2,5,505,0.005201827974655203,0.03169205160799933,0.436195869763515,0.0017615820938003991,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.02,0.15,0.4,5,505,0.0043416762482021976,0.020139362105572736,0.438222301982675,0.0035163932722065,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.075,0.0,5,505,0.003981741140954002,0.02255505951831977,0.4326357989909483,0.00024039383926230048,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.075,0.2,5,505,0.005420456982327397,0.02401248532027198,0.43313496204763463,0.0031329080600837993,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.075,0.4,5,505,0.0045394907515037,0.02361908951504928,0.4335796841307139,0.0012618720047283018,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.1,0.0,5,505,0.0036714664781130994,0.0276983689540907,0.43421988235901854,0.0019907955691765983,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.1,0.2,5,505,0.004910560587878098,0.025374385276857862,0.4342079626359798,0.005914075981359998,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.1,0.4,5,505,0.004861759348416601,0.020962946485461424,0.43323007009960035,0.00032383370927430155,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.15,0.0,5,505,0.0051406524027734005,0.02318539069242581,0.436750478828308,0.004943413170426701,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.15,0.2,5,505,0.005147351204785801,0.02511340748709094,0.4355138504226536,0.0030739739351864012,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.05,0.15,0.4,5,505,0.005485293722351601,0.029467334284088896,0.43658138839418154,0.0047851794620034985,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.075,0.0,5,505,0.0034922186373138007,0.024499431160205042,0.4328538797844773,0.0006406291858758982,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.075,0.2,5,505,0.004950238299939798,0.021699322667283544,0.4322375854000469,0.0049149312061237994,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.075,0.4,5,505,0.0046409583080221015,0.022122127812883283,0.4327357878368031,0.0017891303022347024,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.1,0.0,5,505,0.003996083713031399,0.029343202140125337,0.43425160977003424,0.00039437175843110017,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.1,0.2,5,505,0.005009485819143001,0.023947507997969908,0.43296902920127106,0.005517236353202098,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.1,0.4,5,505,0.0053765923887756015,0.02623721877708311,0.4329773353886463,0.003530407909623199,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.15,0.0,5,505,0.0037880960387798937,0.023426656326251998,0.4364254710666339,7.316617718509943e-05,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.15,0.2,5,505,0.006056215575070897,0.02413055946213331,0.4370921802917226,0.00046296348051070094,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_oracle,oracle,0.1,0.15,0.4,5,505,0.0038409140308235945,0.02617241891479007,0.43595494914577265,0.004014262539190799,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.075,0.0,5,505,0.0,0.0,1.0408340855860843e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.075,0.2,5,505,0.0,0.0,1.0408340855860843e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.075,0.4,5,505,0.0,0.0,1.1102230246251565e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.1,0.0,5,505,0.0,0.0,1.1102230246251565e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.1,0.2,5,505,0.0,0.0,1.1102230246251565e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.1,0.4,5,505,0.0,0.0,1.1102230246251565e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
abf_fr_uniform,uniform,0.01,0.15,0.0,5,505,0.0,0.0,1.0408340855860843e-16,0.0,"|L2(p_hat,q_target) - L2(p_hat,uniform)|  == LOWER BOUND on L2(q_target, uniform)",/home/zheyuanlai/ABF-Fisher-Rao/results/two_dim_xi_x/production_gpu/production_gpu_runs_long.csv
