cell_id,system,stage,cell_label,config,source,pair_key,notes,abf_n_seeds,abf_mean_final_l2_F,abf_median_final_l2_F,equiv_margin_abs,equiv_margin_frac_of_abf,estimated_n,estimated_n_matched_vs_abf,estimated_final_l2_F_mean,estimated_final_l2_F_median,estimated_int_l2_F_mean,estimated_int_l2_F_median,estimated_final_l2_Fp_mean,estimated_final_l2_Fp_median,estimated_ancestor_ess_median,estimated_event_fraction_median,estimated_winrate_vs_abf,estimated_n_wins_vs_abf,estimated_minus_abf_mean,estimated_minus_abf_ci_lo,estimated_minus_abf_ci_hi,estimated_gain_pct_vs_abf_median,uniform_n,uniform_n_matched_vs_abf,uniform_final_l2_F_mean,uniform_final_l2_F_median,uniform_int_l2_F_mean,uniform_int_l2_F_median,uniform_final_l2_Fp_mean,uniform_final_l2_Fp_median,uniform_ancestor_ess_median,uniform_event_fraction_median,uniform_winrate_vs_abf,uniform_n_wins_vs_abf,uniform_minus_abf_mean,uniform_minus_abf_ci_lo,uniform_minus_abf_ci_hi,uniform_gain_pct_vs_abf_median,oracle_n,oracle_n_matched_vs_abf,oracle_final_l2_F_mean,oracle_final_l2_F_median,oracle_int_l2_F_mean,oracle_int_l2_F_median,oracle_final_l2_Fp_mean,oracle_final_l2_Fp_median,oracle_ancestor_ess_median,oracle_event_fraction_median,oracle_winrate_vs_abf,oracle_n_wins_vs_abf,oracle_minus_abf_mean,oracle_minus_abf_ci_lo,oracle_minus_abf_ci_hi,oracle_gain_pct_vs_abf_median,abf_ancestor_ess_median,abf_event_fraction_median,ancestor_ess_kind,event_fraction_kind,est_minus_uni_n_pairs,est_minus_uni_mean_diff,est_minus_uni_ci_lo,est_minus_uni_ci_hi,est_minus_uni_pct_of_abf,est_minus_uni_verdict,orc_minus_uni_n_pairs,orc_minus_uni_mean_diff,orc_minus_uni_ci_lo,orc_minus_uni_ci_hi,orc_minus_uni_pct_of_abf,orc_minus_uni_verdict,orc_minus_est_n_pairs,orc_minus_est_mean_diff,orc_minus_est_ci_lo,orc_minus_est_ci_hi,orc_minus_est_pct_of_abf,orc_minus_est_verdict,classification,classification_note,verdict_triple,oracle_direction_vs_estimated,oracle_effect_pct_of_abf
edbema|phi0.9|ema0.05,entropy_dominant_bottleneck_ema_tuning,ema_sweep,"phi=0.9, target_ema_rate=0.05",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_ema_tuning/ema_sweep_20260615_175039/ema_tuning_raw_scalars.csv + /home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_ema_tuning/ema_sweep_20260615_175039/oracle_uniform_baseline/raw/main/*.npz,seed,fr_uniform/fr_oracle arms are the ema=0.005 baseline runs (EMA-independent by construction) and are shared across the 8 rate cells at this phi.,20,0.0313523305345556,0.03149118392811075,0.00156761652672778,0.05,20,20,0.028492738984267175,0.029061912049505402,2.174280567681211,2.2131255572404447,0.14309165505689814,0.14253708674245605,120.0,0.0055599365234375,0.6,12,-0.0028595915502884293,-0.0057499434370168806,-0.00012091640919589675,8.772579292136692,20,20,0.028659027260932574,0.02829649092778765,2.1761841126614376,2.179984224502295,0.14396951358727547,0.14397888934970915,120.5,0.0055523681640625,0.75,15,-0.002693303273623036,-0.0047209674794945495,-0.00044996011317533657,12.474629870986782,20,20.0,0.01767957472888864,0.017518484526553177,1.3693721646624784,1.358681264742032,0.12596562971265676,0.12619942605231954,110.5,0.0059276123046875,1.0,20.0,-0.013672755805666964,-0.01523593953101967,-0.012269090304578092,41.58390918664686,512.0,0.0,final_ess,repl_fraction,20,-0.00016628827666539462,-0.0027624879138749663,0.002587617531007105,-0.5303856964703682,UNDERPOWERED,20,-0.010979452532043929,-0.013200709201209741,-0.008863809184793691,-35.0195738078951,DIFFERENT,20,-0.010813164255378533,-0.012611642804593688,-0.008841740482572696,-34.489188111424724,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-34.489188111424724
slowtrans|20260616_224810|phi0.75|muy0.003,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.003",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=329,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,1.7626603352189782,1.7545463970144417,0.08813301676094892,0.05,6,6,0.961797819981811,0.9144516834133889,40.9989832561666,39.04514871460647,1.4418896025083334,1.3723630581158168,113.5,0.005635498046875,1.0,6,-0.8008625152371671,-0.9221559107197125,-0.6637142643053727,49.246599218231665,6,6,0.9799295920538676,0.9964730891310323,42.061569469916684,42.95663079727454,1.4407532738785391,1.467926837031543,125.0,0.005529541015625,1.0,6,-0.7827307431651104,-0.9272290612296287,-0.6395264332431905,42.096802714065724,6,6.0,0.12973557071181413,0.12735993814539104,20.631545357844836,19.56823006275039,0.29282184127148153,0.27930605303211753,113.0,0.0057554931640625,1.0,6.0,-1.6329247645071643,-1.7113333851210009,-1.568687339784107,92.97866424640769,512.0,0.0,final_ess,repl_fraction,6,-0.018131772072056834,-0.1315855812592167,0.091511347054398,-1.0286594478682867,UNDERPOWERED,6,-0.8501940213420536,-0.9634346306510544,-0.7187818029451272,-48.2335708335113,DIFFERENT,6,-0.8320622492699968,-0.9576639873715518,-0.7196429499858618,-47.204911385643015,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-47.204911385643015
slowtrans|20260616_224810|phi0.75|muy0.01,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.01",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=98.7,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,1.3172511078642717,1.2983041294444604,0.06586255539321359,0.05,6,6,0.7910578144954692,0.6634222230590199,35.1389622768045,29.60546814078787,1.1499770270488086,0.9281540388391414,117.0,0.0056419677734375,1.0,6,-0.5261932933688026,-0.6527786318151616,-0.3483922109778466,47.73735479018144,6,6,0.727545484488981,0.7067838899618695,32.39127653815027,31.524888557728033,1.043694408801201,1.004996245949492,122.0,0.005578125,1.0,6,-0.5897056233752906,-0.6409096628733286,-0.5375456798360684,44.61352590681368,6,6.0,0.08270785514676439,0.0818844070174572,14.31025453946061,13.775001798709946,0.18456216756975533,0.1821184755145428,113.5,0.0056578369140625005,1.0,6.0,-1.234543252717507,-1.3096204074655977,-1.1836060893932503,93.50402419824691,512.0,0.0,final_ess,repl_fraction,6,0.063512330006488,-0.07141434421539482,0.26218452977918777,4.821581065850373,UNDERPOWERED,6,-0.6448376293422168,-0.7406835176175727,-0.5719672081067481,-48.95328047115677,DIFFERENT,6,-0.7083499593487046,-0.8993484962876401,-0.5455326687198595,-53.77486153700714,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-53.77486153700714
slowtrans|20260616_224810|phi0.75|muy0.03,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.03",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=32.9,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.7747337754703048,0.7821688713819074,0.03873668877351524,0.05,6,6,0.45917711740898376,0.46567012529085905,21.73702309882877,21.971314814681822,0.6564762603059521,0.6632165230323246,119.5,0.0056201171875,1.0,6,-0.315556658061321,-0.35521415961029396,-0.2777228165422883,39.54226042375184,6,6,0.4720001184998897,0.4669272764325329,22.502809538312295,22.316852777743023,0.6774075708156894,0.6678217026902569,123.0,0.0055882568359374996,1.0,6,-0.30273365697041504,-0.34150624154923087,-0.2593288918921534,39.720306300571195,6,6.0,0.0547256825175893,0.0560323637553741,9.84785167438036,9.10938229963665,0.1082621386186657,0.10628547706726435,119.0,0.0056805419921875,1.0,6.0,-0.7200080929527154,-0.7431130974886213,-0.695820987944459,92.82151039302556,512.0,0.0,final_ess,repl_fraction,6,-0.012823001090905941,-0.05932743898784121,0.03368143680602933,-1.655149355418472,UNDERPOWERED,6,-0.4172744359823004,-0.472109371505626,-0.3668550790606722,-53.86036457865704,DIFFERENT,6,-0.4044514348913944,-0.43708164751484274,-0.36983289369730127,-52.20521522323856,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-52.20521522323856
slowtrans|20260616_224810|phi0.75|muy0.1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=0.1",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=9.87,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.28282547765621885,0.2835360114311306,0.014141273882810943,0.05,6,6,0.2405590617933002,0.24065888987788564,12.667367998593406,12.588143753575954,0.35493338117216827,0.35152760898666613,113.5,0.0056246337890625,0.8333333333333334,5,-0.04226641586291871,-0.07706336133876288,-0.0016975559828471913,18.93311164078903,6,6,0.2442900903606058,0.24417052676611378,12.927327206624382,12.74418142443638,0.3644077310462606,0.3626934230841786,120.0,0.005578735351562499,0.8333333333333334,5,-0.0385353872956131,-0.07128406832438687,0.0009170621299819196,16.598257989500052,6,6.0,0.031904463676577316,0.031371486171076546,4.321577259340205,4.2129848039594435,0.07833537685634283,0.0777801665979999,120.0,0.0058077392578125,1.0,6.0,-0.25092101397964156,-0.2642374473980355,-0.237713276355325,88.51820029417613,512.0,0.0,final_ess,repl_fraction,6,-0.0037310285673056117,-0.030521703758805165,0.02594753844679931,-1.3191981847691834,UNDERPOWERED,6,-0.2123856266840285,-0.24171673824498144,-0.1840890117192369,-75.09423424087285,DIFFERENT,6,-0.20865459811672285,-0.24461722891333834,-0.1743688725342872,-73.77503605610366,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-73.77503605610366
slowtrans|20260616_224810|phi0.75|muy1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.75, mu_y=1",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=0.987,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.02586166159111168,0.02498174753222565,0.0012930830795555841,0.05,6,6,0.025637029945092166,0.025860033870231253,2.0154203063545917,2.026047685578357,0.08822905394036606,0.08892635881197486,110.0,0.0055924072265625,0.6666666666666666,4,-0.0002246316460195151,-0.002653961917151632,0.002912404129271618,3.562489353939025,6,6,0.027463520775168313,0.02611249951297295,2.0356493573151133,1.9055691387379152,0.08836792677868836,0.0869543926200608,125.5,0.0056036376953125,0.16666666666666666,1,0.0016018591840566334,-8.926249364589929e-05,0.0034411676814579827,-6.274815289408191,6,6.0,0.013830395506994816,0.01395360885626375,1.2694783463504633,1.2452323119268236,0.06869641781989466,0.06908480011641921,125.5,0.00570947265625,1.0,6.0,-0.012031266084116865,-0.014834993552199817,-0.009415782971307983,43.80762560157651,512.0,0.0,final_ess,repl_fraction,6,-0.0018264908300761485,-0.005656749187777331,0.001987458786388434,-7.062542457457141,UNDERPOWERED,6,-0.013633125268173498,-0.017469204920337097,-0.010852527706579983,-52.715581402778184,DIFFERENT,6,-0.011806634438097352,-0.013963821782098785,-0.009514971515734518,-45.65303894532105,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-45.65303894532105
slowtrans|20260616_224810|phi0.9|muy0.003,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.003",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=326,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,1.9899469586130085,1.991069652747793,0.09949734793065043,0.05,6,6,1.0328183925052694,1.0373658204444434,44.77135875836197,45.14512560620601,1.4773868366457885,1.478737360779447,114.0,0.0055745849609375,1.0,6,-0.957128566107739,-1.2029360440499957,-0.7807895387185816,46.693869671091846,6,6,1.0555962609931417,1.0068521148866545,45.51312005686088,43.67974754082384,1.5155927800095483,1.4261085623879952,116.0,0.0055855712890625,1.0,6,-0.9343506976198669,-1.1112705158584015,-0.7405238351068758,50.230742011837336,6,6.0,0.16641917576061557,0.16781289805302652,29.779711343119587,30.009517036658117,0.31157752762011687,0.31053483891017786,107.5,0.0056099853515625,1.0,6.0,-1.8235277828523928,-1.9338318727205268,-1.722834667299556,91.40199524304971,512.0,0.0,final_ess,repl_fraction,6,-0.022777868487872166,-0.229146089391439,0.1701637928398114,-1.1446470163078277,UNDERPOWERED,6,-0.8891770852325261,-1.04450547371069,-0.7761513899786116,-44.68345658078655,DIFFERENT,6,-0.866399216744654,-1.0041426439999686,-0.7108831261414296,-43.53880956447872,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-43.53880956447872
slowtrans|20260616_224810|phi0.9|muy0.01,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.01",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=97.7,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,1.399693244650004,1.387743240043826,0.0699846622325002,0.05,6,6,0.921654570347803,0.9046252531017577,41.38306042235535,40.70082283197556,1.3650237680298278,1.3348789853414171,121.0,0.0056229248046875,1.0,6,-0.478038674302201,-0.5807093656493277,-0.3347739284198334,36.97273793150479,6,6,0.8678558080981564,0.8531450056882071,39.19610201207794,38.66240822703155,1.2891297823176708,1.2694784007847009,115.5,0.005633178710937501,1.0,6,-0.5318374365518475,-0.6696736182009045,-0.3940012549027903,39.383827069663695,6,6.0,0.10515514373584432,0.08388858586674919,21.613018290945348,18.54606360315759,0.20186953784863493,0.17697402376875726,116.0,0.0056214599609375,1.0,6.0,-1.2945381009141597,-1.3220391997288,-1.266353032185739,93.85420281804954,512.0,0.0,final_ess,repl_fraction,6,0.05379876224964647,-0.11305984523551214,0.22708003416685418,3.8436109094102937,UNDERPOWERED,6,-0.7627006643623121,-0.8861590621731744,-0.6404088077694626,-54.49055836180925,DIFFERENT,6,-0.8164994266119586,-0.9426953585931702,-0.715475208349614,-58.33416927121956,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-58.33416927121956
slowtrans|20260616_224810|phi0.9|muy0.03,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.03",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=32.6,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.7827806806180452,0.7929924753370821,0.03913903403090226,0.05,6,6,0.5090772710863317,0.5331178611784599,24.18136039332732,25.313972855079733,0.7681928786667434,0.8019716989504944,118.5,0.00559765625,1.0,6,-0.2737034095317134,-0.33848395605345605,-0.20906902113957218,34.15613381328173,6,6,0.5212822767157272,0.48835474195904055,24.758311708665058,23.112716352443204,0.7934468204120383,0.7340393006721695,114.0,0.0055659179687500004,1.0,6,-0.2614984039023178,-0.35619322161466566,-0.16928507760501588,32.6003196860661,6,6.0,0.04904153983886475,0.049581225987727545,9.35683201859572,9.031060904476346,0.10611709961853022,0.1068540742771312,114.5,0.00565869140625,1.0,6.0,-0.7337391407791803,-0.7724471927850204,-0.6886252241612335,93.84670059219906,512.0,0.0,final_ess,repl_fraction,6,-0.012205005629395527,-0.11792050021256949,0.09473786177239091,-1.5591858526399827,UNDERPOWERED,6,-0.4722407368768626,-0.5674253739578733,-0.3854136140852958,-60.32861420442882,DIFFERENT,6,-0.460035731247467,-0.5007352053449099,-0.3976447959924674,-58.76942835178883,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-58.76942835178883
slowtrans|20260616_224810|phi0.9|muy0.1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=0.1",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=9.77,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.2744261420303414,0.2668367328838238,0.01372130710151707,0.05,6,6,0.2496075264392177,0.2527391602609905,13.0729291296836,13.280130308858471,0.3932157319089639,0.39294732755072354,116.5,0.00555908203125,0.8333333333333334,5,-0.02481861559112371,-0.04960824513128284,0.000705670944961693,7.125097898021696,6,6,0.2601024220800842,0.24374551094743457,13.72287670918407,12.922817475617187,0.4060470214939739,0.38358185678139456,118.0,0.0055423583984375,0.8333333333333334,5,-0.014323719950257227,-0.03821635515016025,0.00878824017604743,5.5461536388617745,6,6.0,0.02828772300773323,0.02942063315431115,4.006966165592467,3.976983796413945,0.08072542853667018,0.0824169245828995,120.5,0.0057119140625,1.0,6.0,-0.24613841902260822,-0.26160884034152987,-0.23073661661954156,88.86932647677972,512.0,0.0,final_ess,repl_fraction,6,-0.010494895640866484,-0.03832061362359834,0.016887039085394406,-3.8243060822194326,UNDERPOWERED,6,-0.23181469907235094,-0.2523120704715329,-0.2130875144599423,-84.47252778371268,DIFFERENT,6,-0.2213198034314844,-0.24577136375709827,-0.19364497986122373,-80.64822170149323,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-80.64822170149323
slowtrans|20260616_224810|phi0.9|muy1,slow_transverse_ORPHAN,pilot_20260616_224810,"phi=0.9, mu_y=1",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=0.977,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,6,0.02930515476351338,0.0286302273265093,0.0014652577381756692,0.05,6,6,0.027133761275978982,0.02704709476509415,2.0291752773371936,2.0103632917568564,0.14612530189775927,0.1463868514138657,122.5,0.005552001953125,1.0,6,-0.002171393487534399,-0.0036908797639157317,-0.0008269767211712465,5.78668709859296,6,6,0.028110006489616302,0.0276873604074643,2.1721206316768327,2.118419169364894,0.1427525940516067,0.14185363154395494,111.5,0.005584960937499999,0.5,3,-0.0011951482738970832,-0.0038104140538510003,0.001068265870081667,-0.09338097100366105,6,6.0,0.017807534606933264,0.01739558946739745,1.3494650339266892,1.3693823917196815,0.12665830871210088,0.12652877816453606,108.0,0.0059176025390625005,1.0,6.0,-0.011497620156580115,-0.013808146512936215,-0.009841685332905714,38.48097211398277,512.0,0.0,final_ess,repl_fraction,6,-0.0009762452136373156,-0.003836091426674597,0.0020713561898126,-3.331308848274016,UNDERPOWERED,6,-0.010302471882683033,-0.013885141856111366,-0.007225538354827299,-35.15583509393443,DIFFERENT,6,-0.009326226669045716,-0.010437412083353298,-0.008058646518302168,-31.824526245660405,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-31.824526245660405
slowtrans|20260616_225737|phi0.75|muy0.003,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.003",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=329,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,20,1.8130496086378858,1.7864882870296093,0.09065248043189429,0.05,20,20,1.0342152095858423,0.996241462279233,44.228018249012756,42.93526516625063,1.5580127918038902,1.561798451269195,116.0,0.005621826171875,1.0,20,-0.7788343990520431,-0.8813458707806884,-0.6770518520534414,42.52250478227039,20,20,0.9505891869731794,0.9553254391063128,40.5933897771668,40.488952183473955,1.4413383245482954,1.4132175846057227,120.0,0.005521728515624999,1.0,20,-0.862460421664706,-0.9362354564004691,-0.7873320736168015,48.56219419284609,20,20.0,0.13157909695988673,0.1313546832610158,19.66963298885118,19.818504884943852,0.3275550595147073,0.326937905947764,122.5,0.0059312744140625,1.0,20.0,-1.681470511677999,-1.7301048220835487,-1.6372094934208812,92.50875305238874,512.0,0.0,final_ess,repl_fraction,20,0.08362602261266303,-0.01502870820411976,0.18178513310218658,4.612450879128998,UNDERPOWERED,20,-0.819010090013293,-0.8803353997168203,-0.7556095286808052,-45.17306565199844,DIFFERENT,20,-0.9026361126259559,-0.9970696103732827,-0.8120703621052807,-49.785516531127435,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-49.785516531127435
slowtrans|20260616_225737|phi0.75|muy0.01,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.01",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=98.7,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,20,1.3103153584658815,1.3119882421922762,0.06551576792329408,0.05,20,20,0.7970674683969453,0.8282534168893909,35.565584547439315,37.08016226894922,1.1638906429224671,1.214987380754285,117.0,0.005656494140624999,1.0,20,-0.5132478900689363,-0.5821288907885651,-0.4448673258470547,36.45236678224252,20,20,0.8263068876767597,0.8304584772810678,36.76611505373257,36.75613756751382,1.1995728815263318,1.1924304820603182,118.5,0.0056102294921875,1.0,20,-0.48400847078912185,-0.5413464513543282,-0.42832696139720916,37.34403802681888,20,20.0,0.08362728264155155,0.08311246302322535,16.39396501505323,17.050658094363747,0.1765651409696467,0.17381514283561167,122.5,0.005632080078125001,1.0,20.0,-1.2266880758243301,-1.2574447751856805,-1.194120048808737,93.75359054150385,512.0,0.0,final_ess,repl_fraction,20,-0.029239419279814403,-0.1066891630740879,0.04725118124753429,-2.2314795511553753,UNDERPOWERED,20,-0.7426796050352082,-0.8009250592630396,-0.6841699937704261,-56.67945508207568,DIFFERENT,20,-0.7134401857553938,-0.7742154288983883,-0.6498024487356799,-54.4479755309203,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-54.4479755309203
slowtrans|20260616_225737|phi0.75|muy0.03,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.03",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=32.9,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,20,0.779733199986574,0.7786107705154748,0.0389866599993287,0.05,20,20,0.5478546611611701,0.5493661403916013,26.061838390108715,26.173154418430467,0.797135303689155,0.8011617284837339,119.5,0.005644897460937499,1.0,20,-0.23187853882540382,-0.2744826769015253,-0.18622716284007626,30.18132607850106,20,20,0.5057296478503066,0.495054821053194,24.07423644503825,23.399019284715543,0.7302637984221071,0.7089721722050693,118.0,0.0055899658203125,1.0,20,-0.2740035521362675,-0.3037130764772481,-0.24408422385723766,36.29547106990809,20,20.0,0.054142437288483926,0.054006630639387,9.857856187349613,10.071863635670837,0.10969960867404516,0.11051354663827415,116.5,0.005676025390625001,1.0,20.0,-0.7255907626980901,-0.7439167487031665,-0.7066127328618973,93.08137926188311,512.0,0.0,final_ess,repl_fraction,20,0.042125013310863546,-0.011758293951688334,0.09544613565627856,5.402490661111888,UNDERPOWERED,20,-0.4515872105618226,-0.4842853444484532,-0.4206581629416456,-57.915606334269,DIFFERENT,20,-0.4937122238726862,-0.536279281632876,-0.4523907428412754,-63.3180969953809,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-63.3180969953809
slowtrans|20260616_225737|phi0.75|muy0.1,slow_transverse_ORPHAN,pilot_20260616_225737,"phi=0.75, mu_y=0.1",beta=4 m=2 B0=8 gamma=15 N=512 n_steps=80000 dt=5e-4 (T=40) ema=0.005; tau_y_well=9.87,/home/zheyuanlai/ABF-Fisher-Rao/results/entropy_dominant_bottleneck_slow_transverse/reanalysis/slow_transverse_runs_long.csv,seed,ORPHAN / UNVERIFIED provenance.,20,0.2757847242596045,0.27591185876272645,0.013789236212980225,0.05,20,20,0.24437719141532904,0.23444947681593215,13.07511630302977,12.331634965508677,0.36285417535116987,0.34285077736330305,116.5,0.005609252929687499,0.75,15,-0.03140753284427548,-0.05119308868029356,-0.011280009210982796,12.600604772976668,20,20,0.25855711488129385,0.25263803414359776,13.74927452382785,13.612323169296035,0.3841391972860491,0.3735809112890272,120.5,0.005576416015625,0.65,13,-0.017227609378310704,-0.03446702647507619,0.0010467331579693826,7.571080061549469,20,20.0,0.031405417762879265,0.03192351466756145,4.06317587601483,4.066123755958282,0.07851258099206623,0.07684598875679766,120.5,0.0057470703125,1.0,20.0,-0.2443793064967253,-0.25412008540148195,-0.2346296523495601,88.82184946081999,512.0,0.0,final_ess,repl_fraction,20,-0.014179923465964778,-0.032086164349600155,0.0035198798303818276,-5.141663848145841,UNDERPOWERED,20,-0.22715169711841451,-0.24353344876569688,-0.21139913691943826,-82.36558341954783,DIFFERENT,20,-0.21297177365244976,-0.2320400797170481,-0.1952362256873851,-77.223919571402,DIFFERENT,U,underpowered:UNDERPOWERED/DIFFERENT/DIFFERENT,UNDERPOWERED/DIFFERENT/DIFFERENT,oracle_BETTER,-77.223919571402
