n_active_rows,n_seeds_x,raw_q01,app_q01,raw_q10,app_q10,raw_q50,app_q50,raw_q90,app_q90,raw_q99,app_q99,clipped_fraction,raw_span_nats,app_span_nats,event_fraction_mean,event_fraction_max,variant,score_clip,max_event_fraction,cap_headroom,n_seeds_y,median_gain_I_F,median_gain_I_Fp,favorable_I_F,median_final_F_ratio,median_final_Fp_ratio,median_ess_frac,median_replacements,edge_frac_at_pulse_end,edge_frac_at_T
80,8,-8.362247999118486,-3.0001241717991203,-7.7651725990828995,-3.0001241717991203,-3.4133214011603874,-1.374352565588394,18.296136081892648,5.097974325704156,19.1630288624429,5.097974325704156,0.62890625,27.525276861561387,8.098098497503276,0.123828125,0.21875,cap_fe500,5.0,1.0,0.78125,8,4.523184432086002,7.153091382915977,6,0.9430369173293447,0.9686371782818859,0.23660212452635498,316.5,0.0625,0.166015625
88,8,-7.397330348452284,-3.0273304049127745,-6.919129583794964,-3.0273304049127745,-3.032657740191831,-1.0151150492464502,17.52014144464148,5.077232289479155,19.795084095298,5.077232289479155,0.553515625,27.192414443750287,8.10456269439193,0.028460138494318176,0.046875,clip05,5.0,0.1,0.053125000000000006,8,11.320560758761333,4.220330880514473,6,0.9159522110107688,1.0954234327506804,0.2069913980181452,356.5,0.0546875,0.16796875
88,8,-5.259731942096792,-5.234074516725889,-4.89434457827948,-4.863264793612709,-1.911165949018591,-1.8889990108910624,8.672933463649231,8.711132550228923,20.943841487468106,20.00004136776308,0.03515625,26.203573429564898,25.234115884488972,0.042742365056818186,0.09375,clip20,20.0,0.1,0.0062500000000000056,8,8.678323284827927,2.932748356601611,5,1.0575204448271132,1.2790931145650628,0.15041211162156154,507.5,0.009765625,0.169921875
88,8,-5.207571029610008,-5.207571029610008,-4.816185024165664,-4.816185024165664,-1.8132709528193576,-1.8132709528193576,8.225942811489801,8.225942811489801,21.00929324406148,21.00929324406148,0.0,26.21686427367149,26.21686427367149,0.04232510653409091,0.09375,clipinf,,0.1,0.0062500000000000056,8,8.872325686272587,1.925416014515563,7,0.9241942831600165,1.4080846871751183,0.15149286865809197,503.5,0.0078125,0.1640625
88,8,-7.495158759959678,-3.073036533348539,-7.056227364117813,-3.073036533348539,-3.2025930132748095,-1.1987830230511278,17.739414324858874,5.074496727487022,19.67849164708166,5.074496727487022,0.576953125,27.17365040704134,8.14753326083556,0.02968971946022727,0.0625,oracle,5.0,0.1,0.037500000000000006,8,12.377234507462154,2.095196486040729,6,0.9759958236088797,1.3792821962726176,0.18286311389759666,363.0,0.046875,0.1640625
