stage,physics_tag,method,n_steps,n_replicas,beta,h,w,n_dim,M,a,beta_h,n_seeds,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,integrated_l2_f_median,integrated_l2_f_q25,integrated_l2_f_q75,l2_f_transition_median,l2_f_transition_q25,l2_f_transition_q75,l2_fp_transition_median,l2_fp_transition_q25,l2_fp_transition_q75,marginal_l2_ref_median,marginal_l2_ref_q25,marginal_l2_ref_q75,marginal_l2_uniform_median,marginal_l2_uniform_q25,marginal_l2_uniform_q75,n_barrier_crossings_median,n_barrier_crossings_q25,n_barrier_crossings_q75,n_round_trips_median,n_round_trips_q25,n_round_trips_q75,fr_event_fraction_median,fr_event_fraction_q25,fr_event_fraction_q75,max_fr_event_fraction_median,max_fr_event_fraction_q25,max_fr_event_fraction_q75,final_ancestor_ess_median,final_ancestor_ess_q25,final_ancestor_ess_q75,min_ancestor_ess_median,min_ancestor_ess_q25,min_ancestor_ess_q75,final_max_ancestor_frac_median,final_max_ancestor_frac_q25,final_max_ancestor_frac_q75,total_replacement_events_median,total_replacement_events_q25,total_replacement_events_q75
production,b2_h4_w2_n7_a1.5,abf,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,4,0.019794395102850394,0.01683346045843885,0.02263627418906775,0.1602597509458935,0.15809957705807792,0.1631732806701965,24.527272924671042,23.845218899261752,24.885799460611523,0.009467002569860803,0.00895089738627114,0.010113584456302432,0.0711417108902472,0.05930988485229087,0.08124672704868312,1.162539045035107,1.1552415075472169,1.1697790140634696,0.06358350148090439,0.059602805630001386,0.06468546477804835,1079655.5,1078205.0,1082800.5,539574.0,538851.5,541144.75,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b2_h4_w2_n7_a1.5,fr_estimated,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,4,0.016223833161722184,0.015316524841717145,0.01699408119041575,0.16021585271734512,0.15797163672358988,0.16153856984210124,21.960038665380182,21.481139427878595,22.59437780840965,0.00987055656022854,0.00881707757388055,0.01130328011064323,0.05829328115377336,0.05287440545635472,0.06362464809066976,1.1533500358874698,1.1415591340728541,1.1648821894309038,0.046750744057485735,0.04438688210958498,0.05119827998919727,1090247.5,1087912.5,1090956.25,544623.0,543469.0,544985.5,4.870361950652468e-05,4.815433056472176e-05,4.9020986450677465e-05,0.00010058593750000001,9.326171875e-05,0.0001044921875,332.16080400396544,329.32818853755873,338.66780801145444,332.16080400396544,329.32818853755873,338.66780801145444,0.0107421875,0.009765625,0.01171875,997.5,986.25,1004.0
production,b2_h4_w2_n7_a1.5,fr_oracle,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,4,0.018599868589596315,0.01801142245649945,0.019249800731316904,0.16281072767370314,0.16059610738562224,0.16424081839189353,22.996175314031916,22.34509831554027,23.587799661475874,0.008240614916850793,0.007490910226757316,0.00872906691183084,0.06949190066144562,0.06482994825871113,0.07350650267701522,1.1579437759229214,1.1403240505542152,1.1669428826160992,0.06990507883640401,0.05564808039649075,0.08132113777897085,1095606.5,1090388.25,1100045.0,547407.5,544795.75,549631.75,4.9289527711114446e-05,4.8691413085595724e-05,5.0180596438928056e-05,7.71484375e-05,7.470703125e-05,7.8125e-05,344.4784152288331,338.95426183226516,347.58188475019267,344.4784152288331,338.95426183226516,347.58188475019267,0.009765625,0.0078125,0.01171875,1009.5,997.25,1027.75
production,b2_h4_w2_n7_a1.5,fr_uniform,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,4,0.015796596242064767,0.015542444198523582,0.016049032482697574,0.15599652160915076,0.1532863448886461,0.16010740951281174,21.553050417283707,20.968519969678628,22.241912277560964,0.009324660578972008,0.008484631716479007,0.009731926965589653,0.05426525351705723,0.05166776870427341,0.05806751182542887,1.1496904651110427,1.1439937316743864,1.1545273623511392,0.05873790772744342,0.043748281230296095,0.07490562827370702,1084292.5,1080046.25,1088914.25,541673.0,539548.25,543991.0,4.5920555534723266e-05,4.583511058822059e-05,4.645763805559722e-05,8.59375e-05,8.154296875e-05,9.912109375e-05,359.2254459109145,355.7602413458838,361.029394329614,359.2254459109145,355.7602413458838,361.029394329614,0.0107421875,0.009765625,0.01171875,940.5,938.75,951.5
production,b2_h6_w2_n10_a1.5,abf,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,4,0.024590301996017572,0.024117560034071714,0.025519724465650873,0.16177526228714306,0.16109227294458733,0.16275562685850423,43.26101355870403,35.37483258735456,96.27246219609222,0.017946266504314926,0.016785710877986165,0.019026205618397227,0.05743933388003615,0.05600135346666474,0.061909249131225384,1.2872997060293228,1.2720733498001278,1.2954733003424326,0.09746462415991602,0.09090957039207402,0.1064404190741561,1005075.0,1001634.75,1005847.5,502250.5,500530.75,502637.75,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b2_h6_w2_n10_a1.5,fr_estimated,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,4,0.019560742201626714,0.01941906748013497,0.01989051757083786,0.15098976665437674,0.1494074827642289,0.15266215030825442,63.10285437350251,44.22775460618128,118.09173983954112,0.01782380013558415,0.01731138238148476,0.017944088494233144,0.050474576812624086,0.04487341036950914,0.054617856672319796,1.297512842839172,1.2846687383969773,1.3094340342652606,0.07259834462319273,0.06856123285828211,0.07975857953283573,1012507.5,1010077.0,1013997.25,505495.5,504255.25,506272.25,5.815138930553473e-05,5.740679762886856e-05,5.9054664454277285e-05,0.00016699218749999999,0.0001640625,0.0003701171875,274.5781707257537,267.6784921756824,284.13922248409335,274.5781707257537,267.6784921756824,284.13922248409335,0.01123046875,0.010498046875,0.01220703125,1191.0,1175.75,1209.5
production,b2_h6_w2_n10_a1.5,fr_oracle,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,4,0.016729135787080587,0.01658945096548411,0.016944698248116646,0.14932796693616768,0.14845429401437443,0.1508958451822035,59.751814409466185,44.71074669540411,111.62551881491837,0.013768423917683757,0.013393197642008189,0.014050434869500522,0.03671948592785022,0.03352632729595097,0.039071703566402355,1.292277378702258,1.2829727525589063,1.3004613682650785,0.06923742316504065,0.06100694259810007,0.08109744901785065,1016474.5,1015695.25,1017388.0,507654.0,507284.25,508102.75,6.381516861656916e-05,6.302175125618719e-05,6.51212556559672e-05,9.1796875e-05,8.740234375e-05,9.66796875e-05,270.1280473176811,262.3157581802891,278.37233101326206,270.1280473176811,262.3157581802891,278.37233101326206,0.01171875,0.01123046875,0.012939453125,1307.0,1290.75,1333.75
production,b2_h6_w2_n10_a1.5,fr_uniform,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,4,0.019547436078507806,0.0175839194646345,0.02121311769518404,0.15036985332953684,0.14971729741062434,0.15210480093605472,63.043594728504885,44.597625163975195,117.39052411752273,0.017047607380899558,0.014975186676310894,0.018957867042467352,0.04605853808873232,0.038491699327416126,0.05667718566039125,1.2758949317639423,1.2720449761147428,1.2872967885192128,0.07915672746885263,0.06881277711383603,0.08951635145155323,1010354.5,1006538.25,1012847.75,504442.0,502518.75,505688.0,5.859082045897705e-05,5.699177931728414e-05,5.9603953396080194e-05,0.0001474609375,0.00014453125,0.00015478515625,271.1798210344689,263.79811649706386,274.9138980135695,271.03730201360213,263.79811649706386,274.7001194822694,0.01513671875,0.013916015625,0.017822265625,1200.0,1167.25,1220.75
production,b4_h1_w2_n10_a1.5,abf,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.004548700048615506,0.0035151348055646524,0.005765570371874385,0.02795371027952158,0.02573601220771959,0.029024502820278558,12.924616287113473,12.170360256072073,13.542560317049483,0.00444246668204595,0.0032310300230297797,0.005647170383747265,0.030208826514385702,0.02466972512539276,0.03448148645357928,0.8349618800711691,0.8287100714584237,0.8365907117075081,0.08559870366943405,0.07458339796369251,0.09844591473480994,680849.5,677308.75,682184.5,340145.5,338378.25,340815.75,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b4_h1_w2_n10_a1.5,fr_estimated,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.02525358232263384,0.02437985131860895,0.025917302114343278,0.06950231667577916,0.06770849336485171,0.07124261498144925,16.321026808855144,15.72208565032507,17.014387554209872,0.01270303481032043,0.012200773158664465,0.013175909097129512,0.0887684273248264,0.08598576153960466,0.0919247476310524,0.843008848225762,0.8179653457031717,0.8619637154478134,0.0781786817227593,0.06673081948973986,0.08915267915922634,696622.0,693525.0,698488.0,347545.0,346006.25,348483.5,7.238407610869456e-05,7.104136980650967e-05,7.33727962039398e-05,0.000140625,0.00013476562499999998,0.00035107421875,212.16493950771797,201.3505543800254,218.77240496340676,212.16493950771797,201.2828127112914,218.77240496340676,0.01708984375,0.0146484375,0.0185546875,1482.5,1455.0,1502.75
production,b4_h1_w2_n10_a1.5,fr_oracle,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.007942528537230325,0.007681965020417817,0.00817302391863587,0.03295912783048403,0.03217021803398323,0.03457490672802088,12.79738313519633,12.279510006506687,13.234789921139171,0.0044551836313309855,0.004011270155426595,0.00503181640057575,0.031760134498465854,0.02863627467600711,0.03593311640435499,0.8367015046536161,0.8323327602577125,0.8433411179145054,0.06488847102576836,0.05764665484852875,0.07811349265182663,701244.0,698956.0,703472.5,350173.0,349021.25,351295.25,7.267703021098944e-05,7.224980547847608e-05,7.427607135268237e-05,0.000111328125,0.0001064453125,0.0001142578125,260.3139298338897,248.29562369201543,271.34869122388255,260.3139298338897,248.29562369201543,271.34869122388255,0.0126953125,0.011474609375,0.01416015625,1488.5,1479.75,1521.25
production,b4_h1_w2_n10_a1.5,fr_uniform,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.02258575974792537,0.021873606879579018,0.02277481048289013,0.06385776968958765,0.061664731022174894,0.06485581316837077,15.881937764616435,15.533962838720125,16.092708969261917,0.011392242768821668,0.011105058609149565,0.011591310613838954,0.07877256862278721,0.07802810888541577,0.07981803855847534,0.8683704132382901,0.8631535439089864,0.8754033379681339,0.07157017270229216,0.06512538368043169,0.07794522484464533,696647.5,692719.25,698811.25,347596.0,345623.25,348674.0,7.084606707164642e-05,7.044325518099095e-05,7.141976885530724e-05,0.0001318359375,0.0001298828125,0.00034375,223.26490087217417,214.36894548057086,230.8876006028899,223.26490087217417,214.36894548057086,230.8876006028899,0.01611328125,0.015380859375,0.01708984375,1451.0,1442.75,1462.75
production,b4_h2_w2_n10_a1.5,abf,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.0082334068474845,0.007929196154003882,0.008787479514976023,0.044032202329640155,0.04314401995815628,0.04494735149697272,17.226052781857433,17.030459400612088,18.5950743162296,0.007473260273297764,0.007253227637546026,0.007610826630827778,0.029215844220473706,0.025817749469898704,0.03455922222492946,1.140632048009806,1.122236385315639,1.1588047818019689,0.09609229380090681,0.08471763930851182,0.10988829471680342,652897.0,647536.75,656308.5,326167.5,323497.75,327867.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b4_h2_w2_n10_a1.5,fr_estimated,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.028243719950099617,0.027200229472206915,0.029384499240649627,0.08353564505936323,0.08055808940379694,0.08582670121555594,21.2008695867478,20.944634556724356,22.21814763607662,0.013632141230137848,0.01330079868522653,0.014427899648139189,0.09620974741137521,0.09305614050171539,0.10054144986842922,1.1476417088042574,1.1444965565901106,1.1512025051715584,0.07322121093171571,0.06870946805757222,0.07904783853722494,678255.0,676700.5,679365.25,338346.0,337541.25,338896.0,7.365354388530574e-05,7.076062212514374e-05,7.596055744087796e-05,0.000173828125,0.00014892578125,0.0003876953125,212.0107271846241,205.9096364259111,216.91067518134003,212.0107271846241,205.9096364259111,216.91067518134003,0.0146484375,0.013671875,0.01611328125,1508.5,1449.25,1555.75
production,b4_h2_w2_n10_a1.5,fr_oracle,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.010685500661735944,0.010361766874161606,0.011266083112201111,0.043818738379920986,0.04332050547594116,0.04441530326752176,17.661893195036754,17.32426373069601,18.85286555733432,0.005450413793184829,0.005123388934279434,0.005644922650158812,0.0386087594401663,0.03702565832551682,0.040442809969791375,1.1561140963832335,1.1446499943620676,1.165785136054324,0.0775718216821973,0.058806321240673684,0.09689647989298962,674319.0,672708.25,676821.0,336688.5,335898.75,337925.25,8.236892842857857e-05,8.042810750087495e-05,8.318675863081847e-05,0.000119140625,0.00010693359375,0.00034228515625000003,216.9744211420811,205.98078614864272,225.0957560693152,216.9744211420811,205.98078614864272,225.0957560693152,0.0146484375,0.014404296875,0.016357421875,1687.0,1647.25,1703.75
production,b4_h2_w2_n10_a1.5,fr_uniform,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.02790210050892563,0.027539959498721258,0.028692872669364565,0.08260491320561646,0.08162080973834748,0.08501837278909159,20.68947769130713,20.576479933126492,22.472700143552554,0.013274373829484931,0.012556931602407026,0.014006842125433253,0.09307007959248123,0.08911982336959143,0.09679062864975513,1.1548008016749323,1.149800340797698,1.1586955893493618,0.08695069772885354,0.08137927829014849,0.0871294479206809,672781.0,666395.75,678276.75,335588.5,332375.0,338364.5,7.470329608519574e-05,7.207891558547073e-05,7.583849323158841e-05,0.0005732421875,0.000169921875,0.0009765625,202.16180493357825,188.1873007404398,218.47149079340994,202.16180493357825,188.1873007404398,218.47149079340994,0.01513671875,0.013427734375,0.017578125,1530.0,1476.25,1553.25
production,b4_h4_w2_n10_a1.5,abf,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.0156345584947295,0.015068505913030042,0.016640748801869228,0.15406512497973293,0.1532875213411308,0.15495674421605868,42.99644811737839,41.075924326320916,44.804714296480576,0.014157548581654796,0.01320311618441307,0.015173191016177607,0.045665725004496734,0.04032043879733469,0.0520383342566509,1.4511924745496698,1.440359485114918,1.4584283742707638,0.11028744431210916,0.10758208725232968,0.11349567062295036,595681.0,593637.0,598837.75,297559.5,296532.25,299140.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b4_h4_w2_n10_a1.5,fr_estimated,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.039661960265601065,0.038983258829988016,0.040394910681232965,0.17045702168763086,0.1688697375915123,0.17144947634198784,47.66152839548164,45.590354430328745,49.945464843062865,0.020195908245268086,0.01970653189818859,0.020877337824985923,0.12541673628145267,0.12440544450506753,0.12804783287558813,1.4667717567456489,1.464245826109291,1.4675998275143924,0.09132653796142601,0.08382445651229715,0.09758767173085535,629178.5,628556.5,630830.5,313651.0,313333.5,314474.5,9.262232200889955e-05,9.221951011824408e-05,9.352559715764211e-05,0.000587890625,0.00019873046875,0.0009765625,164.74068307856584,161.17061174300645,172.59740963797276,163.75281856185853,161.17061174300645,171.11561286291183,0.02001953125,0.01806640625,0.021728515625,1897.0,1888.75,1915.5
production,b4_h4_w2_n10_a1.5,fr_oracle,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.017127073462218437,0.016068882849880534,0.018010587147674444,0.15179161483995035,0.1490188031282214,0.15281581691352916,42.10464916529895,40.36433450489391,44.29899472836315,0.009338822176133054,0.008977552157024133,0.009504053592146709,0.04692715525386883,0.045416413910678605,0.04967736173596943,1.4614191543376047,1.4515851057764042,1.468985945783506,0.08750415047012759,0.08021853392543436,0.09670871025912557,637266.5,634880.75,639091.0,318120.0,316921.0,319018.25,9.92626149942503e-05,9.832272058272086e-05,9.987293604069796e-05,0.0001337890625,0.0001298828125,0.00013525390625,182.95175969559392,177.57066952323612,190.97006256469083,182.95175969559392,177.57066952323612,190.97006256469083,0.0166015625,0.0166015625,0.016845703125,2033.0,2013.75,2045.5
production,b4_h4_w2_n10_a1.5,fr_uniform,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.038761100728133754,0.0380195516790957,0.039811752804650505,0.17148870472314576,0.16961293493547502,0.17347675846336905,48.0246586859804,45.724954021855865,50.22926242445372,0.019855307958121734,0.019167979874176552,0.020406014271481508,0.12374671089085935,0.12060412102087532,0.12808654088513424,1.4865538141340435,1.473550232028283,1.4901591297719556,0.08902297139188266,0.07890482628167231,0.09968889758905047,639870.0,637162.75,643406.25,318965.5,317620.75,320717.25,9.491712914354282e-05,9.220730369731513e-05,9.74194454339783e-05,0.0002158203125,0.000205078125,0.00041259765625,154.39005617876245,149.58161586643098,161.0400021101583,153.87173372466088,148.80413218527858,161.0400021101583,0.01904296875,0.01806640625,0.02001953125,1944.0,1888.5,1995.25
production,b4_h6_w2_n10_a1.5,abf,120000,1024,4.0,6.0,2.0,10,100,1.5,24.0,4,0.024898483076040034,0.024307256901928267,0.025042721420145995,0.44658194161062476,0.4444230174871079,0.4475086792033792,61.278534844692715,55.30764816066521,66.49007616199994,0.019823770342564724,0.019007904760171838,0.020452118929596846,0.06673835904044756,0.06330779382624435,0.07069426353030861,1.6330807623302155,1.623393305441315,1.635028026268204,0.13152462361759,0.12573031313503621,0.1430301353470218,583260.0,580154.5,584679.0,291347.0,289796.0,292054.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
production,b4_h6_w2_n10_a1.5,fr_estimated,120000,1024,4.0,6.0,2.0,10,100,1.5,24.0,4,0.041363021985978146,0.040027017754116934,0.04212224872424222,0.4399117559294392,0.4375012550524904,0.4430234759274019,65.22997915250163,59.6072370555049,69.53515458828444,0.02228704677694207,0.021717713055978725,0.022435716718001597,0.12383833789905951,0.1203016899207432,0.12482621804884372,1.627947407372079,1.620896596308432,1.6362172313915744,0.13418077767031214,0.130517031332926,0.1360125173910162,618343.0,612834.5,623045.25,308272.5,305538.75,310609.5,9.513684472026398e-05,9.41359182040898e-05,9.663823449452527e-05,0.00019140625,0.00017919921875,0.00039501953124999997,152.99209599166878,150.45721016674082,155.69930708408145,151.95381418359892,150.35949367088608,153.5633570599179,0.02001953125,0.01953125,0.02099609375,1948.5,1928.0,1979.25
production,b4_h6_w2_n10_a1.5,fr_oracle,120000,1024,4.0,6.0,2.0,10,100,1.5,24.0,4,0.023078539703001402,0.02242718298888739,0.023466974708241484,0.4464892008065039,0.4457143604058866,0.4465865510257985,59.613647013852756,55.00441589446964,63.65234768372457,0.013097532843685025,0.012283918450875658,0.013972702105168544,0.04925926865221407,0.04673497583269342,0.05236666543782628,1.6495897038992702,1.6405005075759649,1.6520536109768422,0.12238548582154102,0.10624312180993309,0.1383361417634382,628815.0,626498.0,630188.5,313894.0,312751.0,314563.0,9.799314721763912e-05,9.770019311534423e-05,9.854243615944202e-05,0.0005546875000000001,0.000130859375,0.0009765625,185.0646880686678,182.81766137922315,186.12965615562578,185.0646880686678,182.81766137922315,185.9094154845386,0.0166015625,0.01513671875,0.017822265625,2007.0,2001.0,2018.25
production,b4_h6_w2_n10_a1.5,fr_uniform,120000,1024,4.0,6.0,2.0,10,100,1.5,24.0,4,0.041361865796261985,0.04097521489783088,0.04194553738494852,0.4391565637984697,0.4382050808481352,0.43989441522851525,64.64383740736916,58.975573904458344,68.9948244201494,0.022081392879786846,0.021920487456342674,0.022287451416150107,0.12185538681734764,0.11884490579394147,0.12381382848939948,1.6501205470343216,1.6457858682833162,1.6536446439353547,0.10583437265918832,0.10379600280318407,0.110867453491691,615400.0,610993.25,619095.5,306815.5,304606.5,308690.75,9.721193627818609e-05,9.408709252037398e-05,0.0001003611928778561,0.00020507812500000002,0.000185546875,0.00041259765625,159.90963640480902,148.19560087139976,172.24914650433004,159.90963640480902,148.19560087139976,172.24914650433004,0.0234375,0.020751953125,0.025390625,1991.0,1927.0,2055.5
