run_id,stage,name,method,seed,n_steps,n_replicas,beta,h,w,n_dim,M,a,beta_h,physics_tag,fr_rate,target_ema_rate,max_event_fraction,fr_every,fr_start_steps,score_clip,config_hash,core_version,had_nan,device,cuda_visible_devices,total_replacement_events,l2_f,l2_fp,integrated_l2_f,l2_f_compact,l2_f_transition,l2_f_stretched,l2_fp_compact,l2_fp_transition,l2_fp_stretched,marginal_l2_uniform,marginal_l2_target,marginal_l2_ref,n_compact_to_stretched,n_stretched_to_compact,n_barrier_crossings,n_round_trips,fr_event_fraction,max_fr_event_fraction,n_fr_applications,deaths_per_fr_application,clones_per_fr_application,final_ancestor_ess,min_ancestor_ess,final_n_unique_ancestor,final_max_ancestor_frac,max_ancestor_frac_over_time,runtime_seconds,wall_seconds
production__abf__b1_h6_w2_n10_a1.5__seed0__N1024__T120000__087dbf682224,production,abf,abf,0,120000,1024,1.0,6.0,2.0,10,100,1.5,6.0,b1_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.08642483279193833,0.3323572598461781,53.97435228128607,0.11663386057699654,0.036698620688989686,0.10066994713067894,0.4267748939683456,0.34410339738110896,0.17046505727877337,0.15106810728236986,nan,0.9463458513216891,814338,813734,1628072,813734,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,192.80857235658914,192.81213041674346
production__abf__b1_h6_w2_n10_a1.5__seed1__N1024__T120000__f3cd18297c52,production,abf,abf,1,120000,1024,1.0,6.0,2.0,10,100,1.5,6.0,b1_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.0944299883366071,0.3496607624769877,51.885068234061436,0.12672297268772836,0.04180419289600345,0.10980350189339072,0.41006929504914774,0.3906553372584799,0.18638104101580444,0.08004288791114272,nan,0.9444692052737031,816608,816040,1632648,816040,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,186.23517308291048,186.23871502373368
production__abf__b1_h6_w2_n10_a1.5__seed2__N1024__T120000__c0b8010ffec6,production,abf,abf,2,120000,1024,1.0,6.0,2.0,10,100,1.5,6.0,b1_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.09924512969886726,0.35632692576202957,55.052461559903904,0.1313603562470691,0.04397660475593731,0.11740689041473691,0.4262773011366046,0.392558195171101,0.18729079666242487,0.09259980821029633,nan,0.9347280056962872,813129,812545,1625674,812545,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,189.8719153283164,189.87551682908088
production__abf__b1_h6_w2_n10_a1.5__seed3__N1024__T120000__5c2971a237e3,production,abf,abf,3,120000,1024,1.0,6.0,2.0,10,100,1.5,6.0,b1_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.09750394871697178,0.3501435618297361,53.49759919777305,0.1306622817416514,0.044509653232827864,0.11285773361678392,0.4190919271463682,0.38719779857177683,0.18178291859562531,0.13844705626341142,nan,0.9951651095951793,817644,817034,1634678,817034,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,189.00985347572714,189.01341548655182
production__abf__b2_h1_w2_n10_a1.5__seed0__N1024__T120000__325f6f8cbd43,production,abf,abf,0,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.010397653294637816,0.07173710110919172,12.642946826135141,0.015902350914951742,0.004460052223538986,0.009539894271125617,0.11566865573132218,0.04262863107448892,0.032792776277580996,0.07799581140465031,nan,0.5621119882917718,502403,501840,1004243,501840,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,190.09449289366603,190.09803982451558
production__abf__b2_h1_w2_n10_a1.5__seed1__N1024__T120000__0d9d4bbdfbde,production,abf,abf,1,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.012789227074392739,0.0765595535582263,13.054727800240439,0.019019819760356056,0.006449483371266444,0.01190540773863353,0.11255925746441021,0.056971645232584196,0.04709650239645559,0.09337302879973566,nan,0.5023841443416253,508750,508176,1016926,508176,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,189.56821681465954,189.57172827608883
production__abf__b2_h1_w2_n10_a1.5__seed2__N1024__T120000__ead96b3960fe,production,abf,abf,2,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.01364225016584844,0.075910103415966,13.587611392709999,0.020333422151821743,0.0062052089640265385,0.013187458315796064,0.11596288598601161,0.05295654512334254,0.041076415897469576,0.1011397623032084,nan,0.5502919644181928,511139,510573,1021712,510573,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,185.45689632743597,185.4604462692514
production__abf__b2_h1_w2_n10_a1.5__seed3__N1024__T120000__94d150d843c2,production,abf,abf,3,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,b2_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.013190709803829845,0.07927819668802348,13.580710290894837,0.02039951751604955,0.0072372274693066965,0.01049213151513917,0.12281361647548497,0.05876311601303407,0.02458554197882557,0.11692655341987232,nan,0.5135707991180555,509200,508615,1017815,508615,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,187.26274845097214,187.26627749297768
production__abf__b2_h2_w2_n10_a1.5__seed0__N1024__T120000__2446325c0f7e,production,abf,abf,0,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.014008467370826196,0.0722054821843275,15.586643024435261,0.019471926726598796,0.004773702587846059,0.016187338236607392,0.097157801451288,0.062033884242739055,0.04651403107348552,0.08862743823097441,nan,0.8255037535429766,501928,501357,1003285,501357,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,184.53325680457056,184.53682459611446
production__abf__b2_h2_w2_n10_a1.5__seed1__N1024__T120000__243bac226ed5,production,abf,abf,1,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.010124039168381175,0.06305250363994273,14.994648447278617,0.014458953774729283,0.0036078741800152406,0.011177953704605626,0.08847936672733737,0.04850169249845454,0.044461732303031826,0.06939822815920076,nan,0.8361365097656075,499047,498523,997570,498523,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,185.59209462534636,185.59560729563236
production__abf__b2_h2_w2_n10_a1.5__seed2__N1024__T120000__dbe126bda5e3,production,abf,abf,2,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.011312209862097621,0.06537173146107675,15.137938341338197,0.012937947644095003,0.0031710242403024834,0.016092407213797344,0.08065953857966437,0.04982548824674538,0.06755069937866305,0.09695825491316568,nan,0.8284180386241606,496748,496175,992923,496175,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,184.7240453697741,184.72756272088736
production__abf__b2_h2_w2_n10_a1.5__seed3__N1024__T120000__74e591cc6508,production,abf,abf,3,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,b2_h2_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.01599534576474748,0.06705924841727305,16.194359139850924,0.01977474741252217,0.00619023967622757,0.02080099730732434,0.0882214297354106,0.05534365352922048,0.054585806209867964,0.1002912189679698,nan,0.8023854450285443,500351,499813,1000164,499813,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,185.84302958939224,185.84656903054565
production__abf__b2_h4_w2_n10_a1.5__seed0__N1024__T120000__4ee553594961,production,abf,abf,0,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.015733477254960108,0.10095846755482463,21.956049381505665,0.016918711451716625,0.008176402678980453,0.021694795494601335,0.16239200325995373,0.05224679404750684,0.0684078818575092,0.08583886392780725,nan,1.1225356901964822,487849,487297,975146,487297,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,186.05047659948468,186.05405254103243
production__abf__b2_h4_w2_n10_a1.5__seed1__N1024__T120000__c8ff981c1b3a,production,abf,abf,1,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.013179050673584158,0.09884043319102966,23.49940469974768,0.01444789727752815,0.00838357048848541,0.01703619804494917,0.1582937498790535,0.03953593126453292,0.07844470829187876,0.07400432253511241,nan,1.1482606589359887,492037,491480,983517,491480,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,185.8237836631015,185.82717155478895
production__abf__b2_h4_w2_n10_a1.5__seed2__N1024__T120000__7e1a12951498,production,abf,abf,2,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.01511503257487195,0.09865793804960124,23.729933020172986,0.01705487931960995,0.009343535163429074,0.019224137304440055,0.16097000029963432,0.049142057121282647,0.06393383993152871,0.09278931032807289,nan,1.1123573453819275,493070,492509,985579,492509,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,192.34403475839645,192.34771337918937
production__abf__b2_h4_w2_n10_a1.5__seed3__N1024__T120000__4c46c5189cfb,production,abf,abf,3,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,b2_h4_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.014938650608828154,0.09470637523958068,25.044270250351403,0.015416281829437,0.007417203147550642,0.021293116272459296,0.15154011811576354,0.03889424141048953,0.07442186341931196,0.10789558497671124,nan,1.1095144359208648,490211,489647,979858,489647,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,186.89023310504854,186.8936978559941
production__abf__b2_h4_w2_n14_a1.5__seed0__N1024__T120000__304db8ede911,production,abf,abf,0,120000,1024,2.0,4.0,2.0,14,196,1.5,8.0,b2_h4_w2_n14_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.013469035993131087,0.09256070083346914,25.088965092925516,0.014402051190024173,0.007751693849499956,0.018234673537465735,0.14423094830220845,0.03890240260288687,0.08041443400633529,0.08492261330794773,nan,1.1132062527861184,485593,485048,970641,485048,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,408.9840685399249,408.98767313174903
production__abf__b2_h4_w2_n14_a1.5__seed1__N1024__T120000__5bb7d4ea4bc6,production,abf,abf,1,120000,1024,2.0,4.0,2.0,14,196,1.5,8.0,b2_h4_w2_n14_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.015089469793882825,0.0908288545506929,21.76642645692378,0.013418554799997304,0.012834390564736462,0.019319516757672756,0.12633352914550625,0.043123623751327514,0.09905303724568915,0.09057470746947592,nan,1.1362627820810616,487791,487227,975018,487227,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,410.5523862829432,410.55582064483315
production__abf__b2_h4_w2_n14_a1.5__seed2__N1024__T120000__8ebf8b24962c,production,abf,abf,2,120000,1024,2.0,4.0,2.0,14,196,1.5,8.0,b2_h4_w2_n14_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.015153997029642693,0.09499253882529013,19.622142262024273,0.014105467961182892,0.010186229103281777,0.021099845215940202,0.1404878761124386,0.048884532155345196,0.087795122733958,0.10116873426984214,nan,1.1145698122957517,489239,488674,977913,488674,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,409.26276178564876,409.2662402074784
production__abf__b2_h4_w2_n14_a1.5__seed3__N1024__T120000__ac9a34b6188c,production,abf,abf,3,120000,1024,2.0,4.0,2.0,14,196,1.5,8.0,b2_h4_w2_n14_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.015495458483744161,0.09879915580402698,19.20759755852474,0.015173967651701243,0.009820536562893058,0.021450266784396106,0.14437014529601036,0.04992659320733973,0.09527220725113122,0.09642941576449675,nan,1.1237033581685552,487735,487168,974903,487168,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,410.3153283325955,410.3188271643594
production__abf__b2_h4_w2_n7_a1.5__seed0__N1024__T120000__967b4dfde01b,production,abf,abf,0,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,b2_h4_w2_n7_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.017184463078521953,0.15692694036135307,25.327222745990134,0.017368819017706403,0.0096733591488839,0.024094640506602025,0.15626174838323076,0.052024494696222855,0.23788950982552612,0.06336342956427474,nan,1.157071512381701,540013,539509,1079522,539509,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,186.37554827984422,186.3790706321597
production__abf__b2_h4_w2_n7_a1.5__seed1__N1024__T120000__b39d0dde71f7,production,abf,abf,1,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,b2_h4_w2_n7_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.015780452598189547,0.15849045595698621,24.315887483856766,0.01716520271526403,0.008021651572571436,0.021663555158375217,0.1609432578919939,0.06173834823764687,0.23491047589043237,0.06380357339753405,nan,1.1750963231883387,537375,536879,1074254,536879,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,189.06364211346954,189.06719108484685
production__abf__b2_h4_w2_n7_a1.5__seed2__N1024__T120000__0cefab4bba1e,production,abf,abf,2,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,b2_h4_w2_n7_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.022404327127178835,0.1620290459348008,24.738658365485318,0.024119384792265323,0.009260645990837708,0.03193696533766837,0.16411166987249579,0.08335168756618981,0.23011714203431088,0.06733113891959124,nan,1.1497514930437644,546173,545662,1091835,545662,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,190.98975825775415,190.9934071805328
production__abf__b2_h4_w2_n7_a1.5__seed3__N1024__T120000__0b448ad9d16e,production,abf,abf,3,120000,1024,2.0,4.0,2.0,7,49,1.5,8.0,b2_h4_w2_n7_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.023332115374734487,0.16660598487638362,22.433213145476717,0.021428279873760208,0.011434260378558029,0.035042417081714766,0.1422253101016941,0.08054507354284755,0.25654977414080987,0.04832093382718134,nan,1.1680065776885131,540150,539639,1079789,539639,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,191.65642350539565,191.65997021552175
production__abf__b2_h6_w2_n10_a1.5__seed0__N1024__T120000__950a4d31195b,production,abf,abf,0,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,b2_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.02497689216826862,0.16143622442049027,49.147166973107716,0.021313452893626583,0.016113018372566856,0.03641534053073818,0.26599807336599884,0.05887507207120743,0.11830904964009169,0.0942612392682744,nan,1.2897565256892798,502642,502073,1004715,502073,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,193.9980625193566,194.00166640151292
production__abf__b2_h6_w2_n10_a1.5__seed1__N1024__T120000__28693253a237,production,abf,abf,1,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,b2_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.023859104664987273,0.16006041851687855,29.37474991651721,0.01980594659567357,0.01888259129550392,0.032637107329071435,0.26630429570030634,0.056003595688864864,0.11438600225267312,0.10066800905155764,nan,1.2848428863693657,503007,502428,1005435,502428,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,190.34437040891498,190.34784536994994
production__abf__b2_h6_w2_n10_a1.5__seed2__N1024__T120000__e12ebd670251,production,abf,abf,2,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,b2_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,b59e1b1ca748,wca_phase_v1,False,cuda,4,0,0.02714822135779764,0.16211430015379583,37.37486014430034,0.021177445345936206,0.01945704858707715,0.03940662427479513,0.2633299491888384,0.07101178031127925,0.11859631401914608,0.08085456376347287,nan,1.3126236243018905,496490,495904,992394,495904,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,190.47806353401393,190.4815965462476
production__abf__b2_h6_w2_n10_a1.5__seed3__N1024__T120000__996d000bc42f,production,abf,abf,3,120000,1024,2.0,6.0,2.0,10,100,1.5,12.0,b2_h6_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,43463770f6e5,wca_phase_v1,False,cuda,7,0,0.024203711823766526,0.1646796069726294,237.64834786504576,0.019756860161032137,0.017009941713125934,0.03493978751143496,0.27315991556777014,0.055994626800064375,0.120004041453564,0.1237576491419515,nan,1.233764740092414,503818,503267,1007085,503267,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,189.02855032123625,189.03203534334898
production__abf__b4_h1_w2_n10_a1.5__seed0__N1024__T120000__69558b0eeb2d,production,abf,abf,0,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,fdfc8fc87c33,wca_phase_v1,False,cuda,4,0,0.0035832857429043026,0.021938072061807534,13.393513810424126,0.005124875116067582,0.0033057891703121515,0.0015870712991125182,0.027281923811755864,0.020709234688750234,0.016363003484369875,0.07279527182304045,nan,0.8351710915076381,334540,334008,668548,334008,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,187.14445968158543,187.14814338181168
production__abf__b4_h1_w2_n10_a1.5__seed1__N1024__T120000__7d5deb3f40b5,production,abf,abf,1,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,b4_h1_w2_n10_a1.5,0.0,0.005,0.02,5,20000,2.0,390450b69204,wca_phase_v1,False,cuda,7,0,0.0033106819935457012,0.02700199225635694,12.455718763802818,0.004917717511320485,0.0030067525811826633,0.0010005507632210816,0.0344143450587976,0.0259898886042736,0.017745698210920605,0.10572975695436507,nan,0.8105822799295942,341014,340456,681470,340456,0.0,0.0,0,0.0,0.0,nan,nan,1024,nan,nan,185.25415851920843,185.25764812994748
