stage,physics_tag,method,beta,h,M,z,F,Fp,p,q,neff,ref_F,ref_Fp,ref_p
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.15220126509666443,-0.13420680165290833,4.377835154533386,0.56155064702034,nan,61180685.0,-0.3275328576564789,4.80673885345459,0.4264444310631691
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.16100628674030304,-0.09748488664627075,3.9632800817489624,0.5640296339988708,nan,61139167.0,-0.2844775915145874,4.474207401275635,0.4084734023732288
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.16981132328510284,-0.06464631855487823,3.4957581758499146,0.5663725882768631,nan,61056937.0,-0.2488744556903839,4.048299312591553,0.3941863101321449
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.17861634492874146,-0.03615708649158478,2.9753637313842773,0.5684779733419418,nan,60940918.0,-0.21711060404777527,3.574293851852417,0.3818622014134733
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.18742138147354126,-0.012462690472602844,2.4066563844680786,0.570257231593132,nan,60802788.0,-0.18534664809703827,3.1002867221832275,0.3699233634201588
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.19622641801834106,0.0060596764087677,1.8005652725696564,0.5716403126716614,nan,60656110.0,-0.16081826388835907,2.564504861831665,0.3609601173896107
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.20503143966197968,0.019161328673362732,1.175391674041748,0.5725809782743454,nan,60520499.0,-0.1441282331943512,1.9618018865585327,0.3549856774288188
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.21383647620677948,0.026785939931869507,0.5564844310283661,0.5730610638856888,nan,60415381.0,-0.12743821740150452,1.3590989112854004,0.34911012875516023
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.22264151275157928,0.029121458530426025,-0.025987703818827868,0.5730933099985123,nan,60362086.0,-0.11549652367830276,0.7788585424423218,0.3449659559907107
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.2314465343952179,0.02662549912929535,-0.54095508903265,0.5727227181196213,nan,60376680.0,-0.1146339699625969,0.25102993845939636,0.34466853261383856
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.2402515709400177,0.020011529326438904,-0.9613635390996933,0.5720259696245193,nan,60470334.0,-0.11377140134572983,-0.27679866552352905,0.34437136053846257
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.2490566074848175,0.01019357144832611,-1.268711656332016,0.5711085349321365,nan,60646970.0,-0.11399698257446289,-0.7556647062301636,0.34444905301576606
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.2578616440296173,-0.0018015503883361816,-1.4558948576450348,0.5700999200344086,nan,60901950.0,-0.12220155447721481,-0.8754902482032776,0.3472867351032343
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.2666666805744171,-0.01493595540523529,-1.5274890065193176,0.5691466107964516,nan,61227778.0,-0.13040617108345032,-0.9953165054321289,0.3501478105812788
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.27547168731689453,-0.02825489640235901,-1.4978125989437103,0.5684033110737801,nan,61610259.0,-0.13861069083213806,-1.1151412725448608,0.35303242245444616
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.28427672386169434,-0.04095613956451416,-1.38718381524086,0.5680229738354683,nan,62038237.0,-0.1449621170759201,-0.8773218393325806,0.35528181771956174
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.29308176040649414,-0.052425578236579895,-1.2180177569389343,0.5681466907262802,nan,62498055.0,-0.1511952131986618,-0.6166762113571167,0.35750323941542644
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.30188679695129395,-0.06224013864994049,-1.011288121342659,0.5688929408788681,nan,62979859.0,-0.1574283391237259,-0.3560289442539215,0.35973856140986177
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.31069183349609375,-0.07014550268650055,-0.784360870718956,0.5703488886356354,nan,63475708.0,-0.15749062597751617,-0.05079604685306549,0.35976096909088384
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.31949687004089355,-0.076020747423172,-0.5501590967178345,0.5725627690553665,nan,63979054.0,-0.1556042730808258,0.2685186266899109,0.3590829726160746
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.32830187678337097,-0.07984091341495514,-0.31756629794836044,0.5755394101142883,nan,64485131.0,-0.15371794998645782,0.5878332257270813,0.35840626455770996
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3371069133281708,-0.08164669573307037,-0.09260458964854479,0.5792382806539536,nan,64991205.0,-0.14769470691680908,0.8322320580482483,0.35625398486741594
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3459119498729706,-0.08152496814727783,0.1202558372169733,0.5835753530263901,nan,65495710.0,-0.13867580890655518,1.022385835647583,0.3530554119945124
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3547169864177704,-0.07959942519664764,0.31711600720882416,0.5884279012680054,nan,65998513.0,-0.12965698540210724,1.212538480758667,0.3498855830960415
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3635220229625702,-0.07602764666080475,0.49418797343969345,0.5936425477266312,nan,66501243.0,-0.11925237625837326,1.3495452404022217,0.34626403343437684
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3723270297050476,-0.07100017368793488,0.647774875164032,0.5990452021360397,nan,67004543.0,-0.10676942020654678,1.4068342447280884,0.3419685009729993
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3811320662498474,-0.06473882496356964,0.7744462937116623,0.6044533550739288,nan,67507564.0,-0.09428630024194717,1.4641237258911133,0.33772620081121485
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.3899371027946472,-0.05749364197254181,0.8712459057569504,0.6096879541873932,nan,68006934.0,-0.08176401257514954,1.499009370803833,0.333523465023599
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.398742139339447,-0.04953794181346893,0.9358320832252502,0.6145857721567154,nan,68497908.0,-0.0691024586558342,1.4544649124145508,0.32932716160951253
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.4075471758842468,-0.0411626398563385,0.9665563404560089,0.6190094649791718,nan,68974946.0,-0.056440990418195724,1.4099208116531372,0.32518368282971877
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.41635221242904663,-0.03267042338848114,0.9623878002166748,0.6228560656309128,nan,69432016.0,-0.04388541728258133,1.3613710403442383,0.32112633975195704
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.42515721917152405,-0.024371013045310974,0.922769233584404,0.6260620802640915,nan,69864354.0,-0.0338728129863739,1.2167065143585205,0.3179270720116615
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.43396225571632385,-0.01657700538635254,0.8475856482982635,0.6286058127880096,nan,70269594.0,-0.023860270157456398,1.0720428228378296,0.3147596967877188
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.44276729226112366,-0.009599566459655762,0.7372899055480957,0.6305060535669327,nan,70647244.0,-0.013847668655216694,0.9273782968521118,0.3116238585221258
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.45157232880592346,-0.0037416964769363403,0.5932816714048386,0.6318182647228241,nan,70997356.0,-0.008103419095277786,0.7266606092453003,0.30983894471309986
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.46037736535072327,0.0007115453481674194,0.4182422384619713,0.6326282620429993,nan,71320098.0,-0.003053913824260235,0.5168173909187317,0.308278354748159
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.46918240189552307,0.003504544496536255,0.2161605954170227,0.633044108748436,nan,71617406.0,0.001995560945942998,0.30697545409202576,0.306725634483725
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.4779874086380005,0.00442129373550415,-0.007924658013507724,0.633187472820282,nan,71889554.0,0.002695030765607953,0.0718068778514862,0.306511164175984
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.4867924451828003,0.0032927989959716797,-0.2484036460518837,0.6331845670938492,nan,72138420.0,0.0013475194573402405,-0.1752796620130539,0.30692446984031013
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.4955974817276001,0.0,-0.4995294287800789,0.6331579685211182,nan,72365926.0,0.0,-0.4223676919937134,0.3073383353186211
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5044025182723999,-0.005526304244995117,-0.7557342499494553,0.6332195699214935,nan,72577870.0,-0.00488165020942688,-0.6748020052909851,0.3088423215482119
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5132075548171997,-0.01330818235874176,-1.0118590593338013,0.6334645748138428,nan,72778554.0,-0.01329740509390831,-0.932585597038269,0.3114524304375864
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5220125913619995,-0.023324504494667053,-1.2632757425308228,0.6339680403470993,nan,72973172.0,-0.02171310782432556,-1.190367579460144,0.3140845816730349
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5308176279067993,-0.03551582992076874,-1.5058946013450623,0.634782001376152,nan,73166704.0,-0.03228754550218582,-1.4373574256896973,0.31742347183801384
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5396226644515991,-0.04978889226913452,-1.7361282706260681,0.6359352320432663,nan,73363658.0,-0.047449011355638504,-1.6614116430282593,0.3222727451214871
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5484277009963989,-0.06602117419242859,-1.950916737318039,0.6374336332082748,nan,73565880.0,-0.06261038780212402,-1.8854644298553467,0.32719607142145396
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.557232677936554,-0.08406601846218109,-2.1478375792503357,0.6392620950937271,nan,73775070.0,-0.07853749394416809,-2.1014747619628906,0.3324490795442809
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5660377144813538,-0.10375979542732239,-2.3254603147506714,0.6413875371217728,nan,73992466.0,-0.09916812926530838,-2.2680840492248535,0.3393789533254806
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5748427510261536,-0.12493142485618591,-2.483525812625885,0.643762394785881,nan,74219472.0,-0.11979888379573822,-2.434694528579712,0.3464533210574123
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5836477875709534,-0.14741221070289612,-2.6228594183921814,0.6463290303945541,nan,74457816.0,-0.1404295116662979,-2.601303815841675,0.3536751094686327
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.5924528241157532,-0.17104466259479523,-2.7450806498527527,0.6490246057510376,nan,74708624.0,-0.1645209789276123,-2.69521427154541,0.3622991273010788
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.601257860660553,-0.19568593800067902,-2.85200959444046,0.6517857760190964,nan,74972186.0,-0.18875649571418762,-2.786095142364502,0.3711868987266053
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6100628972053528,-0.22120872139930725,-2.9453048706054688,0.6545538902282715,nan,75248680.0,-0.2129921317100525,-2.876976728439331,0.38029274659665363
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6188679337501526,-0.24749933183193207,-3.0264158844947815,0.6572796702384949,nan,75537734.0,-0.2385811060667038,-2.922757863998413,0.3901496237786039
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6276729702949524,-0.27445657551288605,-3.096723973751068,0.6599273234605789,nan,75837208.0,-0.26455196738243103,-2.955819606781006,0.4004148671831056
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6364780068397522,-0.30199161171913147,-3.1576595306396484,0.6624775230884552,nan,76146524.0,-0.29052281379699707,-2.9888811111450195,0.4109501937213527
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.645283043384552,-0.33002831786870956,-3.210675001144409,0.6649292558431625,nan,76466108.0,-0.3169684112071991,-3.016188621520996,0.4219629953315962
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6540880799293518,-0.3585028722882271,-3.2571128606796265,0.6673003286123276,nan,76795354.0,-0.34373071789741516,-3.0396599769592285,0.43340816489577993
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6628930568695068,-0.3873618468642235,-3.2979936003684998,0.6696258634328842,nan,77135768.0,-0.37049272656440735,-3.063131332397461,0.4451636363734999
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6716980934143066,-0.41656021773815155,-3.334204137325287,0.6719551980495453,nan,77485896.0,-0.39763200283050537,-3.0938127040863037,0.4574104889600335
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6805031299591064,-0.4460602104663849,-3.3665043711662292,0.674347534775734,nan,77843334.0,-0.42529168725013733,-3.1344504356384277,0.4702389159926073
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.6893081665039062,-0.4758308678865433,-3.3956825137138367,0.6768663823604584,nan,78204002.0,-0.4529515504837036,-3.17508864402771,0.48342721251718684
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.698113203048706,-0.5058481693267822,-3.4225708842277527,0.6795729547739029,nan,78564158.0,-0.4808654487133026,-3.214376211166382,0.4971116550482422
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7069182395935059,-0.5360961109399796,-3.4480282068252563,0.6825200766324997,nan,78919722.0,-0.5095843076705933,-3.249389410018921,0.5115951133030919
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7157232761383057,-0.5665650367736816,-3.4727725982666016,0.6857458651065826,nan,79266934.0,-0.5383034348487854,-3.284402847290039,0.5265006915429328
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7245283126831055,-0.5972505062818527,-3.497206687927246,0.6892690658569336,nan,79603366.0,-0.5670768618583679,-3.3191161155700684,0.5418699738724772
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7333333492279053,-0.6281499862670898,-3.521388530731201,0.6930855214595795,nan,79926490.0,-0.5967060327529907,-3.3491315841674805,0.5581653490505446
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7421383857727051,-0.6592599600553513,-3.5450156331062317,0.6971665620803833,nan,80237618.0,-0.626335620880127,-3.379147529602051,0.5749510064978252
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7509434223175049,-0.6905739307403564,-3.5677236914634705,0.7014599442481995,nan,80534952.0,-0.6559647917747498,-3.409162998199463,0.5922412104427562
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7597483992576599,-0.7220813482999802,-3.588956832885742,0.7058921605348587,nan,80819534.0,-0.6863732933998108,-3.4420127868652344,0.6105269908292785
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7685534358024597,-0.753765732049942,-3.6079235672950745,0.7103732973337173,nan,81090666.0,-0.7168880701065063,-3.4752488136291504,0.6294442456513539
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7773584723472595,-0.7856018394231796,-3.62341445684433,0.7148029655218124,nan,81349334.0,-0.7474028468132019,-3.5084850788116455,0.6489476539693089
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7861635088920593,-0.8175532072782516,-3.6341078877449036,0.7190775126218796,nan,81595396.0,-0.7784722447395325,-3.534806966781616,0.6694265530531558
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.7949685454368591,-0.849572092294693,-3.638746201992035,0.723097562789917,nan,81831062.0,-0.8097796440124512,-3.558166027069092,0.6907160783803128
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8037735819816589,-0.8816020488739014,-3.6366313099861145,0.7267753183841705,nan,82057998.0,-0.841086745262146,-3.581524610519409,0.7126824542194455
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8125786185264587,-0.913582369685173,-3.6275089979171753,0.7300411760807037,nan,82278334.0,-0.8724710941314697,-3.586109161376953,0.735404217869775
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8213836550712585,-0.9454511851072311,-3.611267387866974,0.7328491359949112,nan,82493670.0,-0.9039267301559448,-3.5733642578125,0.7589044956931406
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8301886916160583,-0.9771439582109451,-3.587514638900757,0.7351800948381424,nan,82706432.0,-0.9353827238082886,-3.5606191158294678,0.7831560189066791
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8389937281608582,-1.008590966463089,-3.5554450154304504,0.7370442450046539,nan,82917944.0,-0.9664792418479919,-3.530886650085449,0.8078920531780517
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.847798764705658,-1.039714366197586,-3.5140069723129272,0.7384807765483856,nan,83128432.0,-0.9968785047531128,-3.4681806564331055,0.8328284802887249
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8566038012504578,-1.0704260468482971,-3.461927056312561,0.7395565807819366,nan,83340070.0,-1.027278184890747,-3.4054741859436035,0.8585349543239816
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8654087781906128,-1.1006270349025726,-3.398003101348877,0.7403639405965805,nan,83554780.0,-1.0572885274887085,-3.3350486755371094,0.8846903861903899
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8742138147354126,-1.1302086114883423,-3.321237802505493,0.7410173714160919,nan,83773814.0,-1.085256814956665,-3.2241010665893555,0.9097829232297331
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8830188512802124,-1.1590541005134583,-3.230798125267029,0.7416502684354782,nan,83997980.0,-1.113224983215332,-3.1131534576416016,0.9355870501707891
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.8918238878250122,-1.1870399713516235,-3.1259949803352356,0.7424125522375107,nan,84228164.0,-1.1411935091018677,-3.002204179763794,0.9621234023385247
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.900628924369812,-1.2140373289585114,-3.006263017654419,0.7434684783220291,nan,84461720.0,-1.165738821029663,-2.8642349243164062,0.9860312336452269
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.9094339609146118,-1.2399120330810547,-2.8709840178489685,0.7449954599142075,nan,84697672.0,-1.1902145147323608,-2.725714683532715,1.0104628022444808
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.9182389974594116,-1.264524132013321,-2.719517230987549,0.7471840083599091,nan,84934282.0,-1.2146904468536377,-2.5871927738189697,1.035499975369844
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.9270440340042114,-1.287728875875473,-2.55127090215683,0.7502377033233643,nan,85170954.0,-1.2356497049331665,-2.419145345687866,1.0574323266164178
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.9358490705490112,-1.3093766272068024,-2.3658527135849,0.7543731778860092,nan,85409054.0,-1.2557300329208374,-2.2437169551849365,1.0788805374234969
production,b1_h1_w2_n10_a1.5,abf,1.0,1.0,100,0.944654107093811,-1.3293164670467377,-2.1633359789848328,0.7598190456628799,nan,85650250.0,-1.2758104801177979,-2.068288803100586,1.1007639198182626
