step,arm,mass_ess,n_occupied,resampled,benefit,lam,n_replacements,duplicate_pairs,cooling,ess_predicted,fr_active,tv_to_unconstrained,mass_ess_unconstrained,row,seed
10000,A6c,0.0,31,False,0.0,0.002242221863514325,0,0.0,False,0.5000000037331809,True,0.25022921574870394,0.08873841795717434,0,5200
10000,A6c,0.2776117714852523,32,False,0.0,0.0016858922423077108,0,0.0,False,0.5000000050351506,True,0.24365270210955223,0.11474141787954902,1,5201
10000,A6c,0.22552297518346232,32,False,0.0,0.001770062231714414,0,0.0,False,0.5000000010914704,True,0.237796790460571,0.12371308958817617,2,5202
10000,A6c,0.0,31,False,0.0,0.0019607179764408135,0,0.0,False,0.5000000033203801,True,0.2585743460883098,0.0726298205902199,3,5203
10000,A6c,0.27685600508406344,32,False,0.0,0.0020439890161002726,0,0.0,False,0.500000000376069,True,0.23418727860019772,0.124261273748548,4,5204
10000,A6c,0.23537422919946144,32,False,0.0,0.001959002964438396,0,0.0,False,0.5000000001298249,True,0.2406698285836329,0.12266194534409047,5,5205
10000,A6c,0.08783687648737293,32,False,0.0,0.0019969117421519723,0,0.0,False,0.5000000015557952,True,0.25454467480702925,0.07594742220564493,6,5206
10000,A6c,0.2970200448773285,32,False,0.0,0.0018791192174056602,0,0.0,False,0.5000000035799844,True,0.2336885507599098,0.12765921915130976,7,5207
10000,A6c,0.0,31,False,0.0,0.0021585383592333178,0,0.0,False,0.5000000004443956,True,0.24980606356104443,0.10108690477260708,8,5208
10000,A6c,0.13327702333418018,32,False,0.0,0.002018065042385756,0,0.0,False,0.5000000047765152,True,0.25263446802600886,0.09020424094577476,9,5209
10000,A6c,0.0,31,False,0.0,0.0020816627766998344,0,0.0,False,0.5000000020867102,True,0.25159030994841625,0.11806069170051611,10,5210
10000,A6c,0.14558136965431845,32,False,0.0,0.0020266516405925087,0,0.0,False,0.5000000028321779,True,0.28126464281367747,0.0664512809494434,11,5211
10000,A6c,0.15784600256679315,32,False,0.0,0.0021881415175758795,0,0.0,False,0.5000000024588556,True,0.27779264362302647,0.06645406417153413,12,5212
10000,A6c,0.178556698018555,32,False,0.0,0.001779264721386622,0,0.0,False,0.5000000005847041,True,0.23680688413596557,0.11297092171211344,13,5213
10000,A6c,0.0,30,False,0.0,0.0015107470867318357,0,0.0,False,0.50000000067512,True,0.23188366295615487,0.12821076035669693,14,5214
10000,A6c,0.17165393990067968,32,False,0.0,0.001570649613573461,0,0.0,False,0.5000000005582053,True,0.25754895375540127,0.08191808481721594,15,5215
10500,A6c,0.0,31,False,0.0,0.0020921620465347525,0,0.0,False,0.5000000007362346,True,0.2468883974277688,0.09251496068642995,0,5200
10500,A6c,0.0,31,False,0.0,0.0016184168578433887,0,0.0,False,0.5000000055598456,True,0.24332450066869343,0.11471474228076345,1,5201
10500,A6c,0.0,31,False,0.0,0.0017122982813364321,0,0.0,False,0.5000000002752977,True,0.2381567201395708,0.12341330648378325,2,5202
10500,A6c,0.0,31,False,0.0,0.0019724577614296003,0,0.0,False,0.5000000027478748,True,0.25696976314670306,0.07314997818932052,3,5203
10500,A6c,0.0,31,False,0.0,0.0019932459115382375,0,0.0,False,0.5000000026193006,True,0.23505775596576967,0.12447415179434214,4,5204
10500,A6c,0.0,30,False,0.0,0.0018153554868697026,0,0.0,False,0.5000000019948845,True,0.23650576086183653,0.12553179082211138,5,5205
10500,A6c,0.2754735920325688,32,False,0.0,0.0019433556283599256,0,0.0,False,0.5000000002358146,True,0.2527735190046104,0.07876014973450576,6,5206
10500,A6c,0.3514164038706478,32,False,0.0,0.001796624763087529,0,0.0,False,0.5000000050992344,True,0.2337954484699561,0.12740586997411482,7,5207
