method,ms_per_step,wall_seconds,force_evaluations,aggregate_simulated_ps,peak_cuda_gib,clip_fraction,n_replicas,n_steps,run_id
abf,78.74011169367004,7874.011169367004,3276832768.0,3276800.0,4.578976631164551,0.0,2048,100000,N2048_uniform__abf__c7eq__N2048__T100000__ns16__52d2e1284bbd
fr_uniform,65.25509637005162,6525.5096370051615,3276832768.0,3276800.0,4.578976631164551,0.0,2048,100000,N2048_uniform__fr_uniform__c7eq__N2048__T100000__ns16__ac77ccbf63b2
