t_ps,seed,method,eF_equilibrium,eF_km_equilibrium,eF_uniform8,eF_km_uniform8,eF_uniform10,eF_km_uniform10,egradF_equilibrium,egradF_uniform8,egradF_uniform10
0.0,0,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,1,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,2,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,3,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,4,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,5,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,6,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,7,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,8,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,9,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,10,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,11,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,12,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,13,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,14,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
0.0,15,abf,3.113083015241455,2.994907572165497,5.070322530661614,5.0341336724056545,6.375544970707544,6.355161029630353,17.90760282093166,26.55426001503629,29.35409200350472
1.0,0,abf,1.755218329966039,1.6601436079647494,2.4328291787817276,2.3006609550586483,2.9984936422355704,2.92290881009584,9.487652288128443,16.86145142339113,22.45486302996345
1.0,1,abf,1.7167430686385639,1.6212518786699388,2.4000968045710867,2.2730499698909927,3.0218963191856103,2.9513163634968462,9.470324372763747,16.97641438435162,22.520906885447392
1.0,2,abf,1.7176530095551898,1.6170485110693231,2.4221202884899133,2.2991524906099854,3.0041286870204176,2.9344427125935066,9.502301366095265,16.875708192285543,22.37690727625136
1.0,3,abf,1.682673434672954,1.5739857937823236,2.41312291210184,2.281707007080095,2.9910515873132932,2.9158964261886453,9.503480606282304,16.64740746413887,22.203018054689657
1.0,4,abf,1.739561614552312,1.6384393697927775,2.440739188616977,2.3112052574621305,2.9853942650953527,2.91117446513895,9.463032056994065,16.56031074385446,22.127248931409063
1.0,5,abf,1.6857527210104026,1.5801169306625122,2.397525577468442,2.2700817685156762,3.0078785313022722,2.936258593004638,9.520152025680558,16.86058425568312,22.376642530935474
1.0,6,abf,1.624029707427868,1.50535183677536,2.311009461334773,2.1783780878963275,2.993194877552113,2.9214545924019495,9.461008451318714,16.921801093713427,22.663166076123503
1.0,7,abf,1.7170322775030549,1.6190779472630739,2.445230266473219,2.3123558382717553,2.9961988968712143,2.9189856341564595,9.464739155546374,16.888376798053837,22.446279904431375
1.0,8,abf,1.739121163715164,1.6380532374448207,2.4715737548963235,2.336416193619703,2.9893169542956737,2.9095078723155035,9.469753427283631,16.618807743984927,22.099316592725415
1.0,9,abf,1.6862209227059592,1.5839553981069874,2.3925823012072893,2.2631044513098892,2.9988522470628207,2.925490587056821,9.482026450074436,16.85756168022407,22.41230495754412
1.0,10,abf,1.7910943583620638,1.702252145973493,2.446928307570289,2.3162738021492606,3.0244650239357886,2.9497753534205966,9.454530865832437,16.9767729356331,22.50134249167556
1.0,11,abf,1.6770805355393863,1.5673907444972284,2.425364274052741,2.296501556892395,3.002032632818888,2.9274565686102947,9.528050522526586,16.672943318071123,22.199861823929833
1.0,12,abf,1.6526393214120638,1.5446351688307414,2.357751979166759,2.236124003584141,3.0234573825783833,2.9564829462230167,9.467546611285655,16.947684132700978,22.54739438609499
1.0,13,abf,1.6448183835379724,1.5271594010950045,2.3936408026483265,2.253586882658266,3.0069660423080276,2.926843797040528,9.533795349442757,16.794708675255258,22.446409710645575
1.0,14,abf,1.6830509142650372,1.5841815109832047,2.3758940221389935,2.2485039433532954,2.9984901674966316,2.927948038333525,9.450155509198247,17.02280815767013,22.566250168762817
1.0,15,abf,1.6769971242575168,1.5665290159090954,2.4155576652643473,2.2782674765596895,2.9966979918067036,2.918045323367138,9.588908650580555,16.75938722940109,22.308829524874987
2.0,0,abf,2.324304299945441,2.2369749408699615,3.4623752168961874,3.3202756326412044,3.255802396262316,3.1388530589851507,9.384930795006264,15.431494605304035,19.198266325310954
2.0,1,abf,2.312436131823228,2.2309864001285264,3.401207941606619,3.259384523294365,3.224774266059771,3.108160103918774,9.39801549733541,15.553762226027851,19.445045307001408
2.0,2,abf,2.2973935656552174,2.21366023952509,3.400964426796447,3.261550293282769,3.2233872285285736,3.110050051606128,9.37567161609513,15.459662505919567,19.430424182033917
2.0,3,abf,2.3523831045515733,2.2727764334636853,3.455059108065387,3.3180488706677496,3.2664518023074867,3.1532653590968125,9.405768949489678,15.519800562502352,19.011163380089112
2.0,4,abf,2.3434475131592785,2.263155910672127,3.445331845657114,3.302181241690159,3.2579940223565793,3.1379327808235074,9.37592688095011,15.538281937707024,19.263995280999602
2.0,5,abf,2.330426601696691,2.2456001422071936,3.4456544660191497,3.30686791551417,3.2482291966645596,3.1347342669780396,9.384854260096002,15.492209438132367,19.363565887232458
2.0,6,abf,2.2963684249124516,2.208427715796898,3.42192202306915,3.276344203232395,3.229851414322459,3.1103963316051146,9.406126349097924,15.494611920405674,19.415435576131888
2.0,7,abf,2.276519777625005,2.1937507811897783,3.3747361099567303,3.233431975456882,3.198953072034645,3.0839104817142267,9.349596805550327,15.509915595153188,19.50543697958009
2.0,8,abf,2.297897823067537,2.2128765392947853,3.40808340777325,3.2652893201760236,3.228266392708146,3.1115879164461338,9.389242090440469,15.477467506631305,19.315142963851617
2.0,9,abf,2.3326964124308347,2.251892104868269,3.437957314979453,3.3026992259381047,3.254828021857358,3.1458897684802474,9.390638417186604,15.568429404510193,19.513063125450596
2.0,10,abf,2.365071381940055,2.28577929665387,3.4670868515153255,3.3302397172098366,3.27034090633894,3.1571653107257958,9.332039998124241,15.492699725468842,19.268352709004905
2.0,11,abf,2.3716387355119752,2.2936405192917886,3.469702546742835,3.3291377159488116,3.278497154214597,3.1632182498848915,9.420726936304591,15.546202631528246,19.296572654656885
2.0,12,abf,2.3097169585663977,2.2239066917530295,3.4391771092573102,3.302834446272346,3.2532912691153606,3.141620230656302,9.380492181345556,15.626347521602762,19.34986424640217
