target_ema_rate,phi,method,seed,final_l2_f,final_l2_fp,int_l2_f,int_l2_fp,final_ess,repl_fraction,score_std,final_cross,final_occ,gamma,N,n_steps,dt,H,omega_in
0.00025,0.5,abf,0,0.026376698242742195,0.07225664032522897,2.3268704304872845,5.3274634136345345,512.0,0.0,0.0,110535.0,0.0859375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,1,0.029118758078104937,0.0719375364809916,2.200752638420486,5.453120512629425,512.0,0.0,0.0,103854.0,0.083984375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,10,0.02875133358099727,0.0726018648542082,2.6126565002607243,5.52559500498735,512.0,0.0,0.0,107520.0,0.087890625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,11,0.02869570756263388,0.07203584686755954,2.437760625980145,5.8788936900674615,512.0,0.0,0.0,107349.0,0.06640625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,12,0.032011349457376034,0.0746322816089088,2.605240902705737,5.779401194768699,512.0,0.0,0.0,111091.0,0.0859375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,13,0.028524968996563732,0.07151533063328064,2.207291238764813,5.187736981750165,512.0,0.0,0.0,110039.0,0.09375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,14,0.027665266166411222,0.07235314912559244,2.334403146610299,5.143914544458528,512.0,0.0,0.0,109866.0,0.056640625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,15,0.031350108271146704,0.07613615745023629,2.5147744119099182,5.909313149322134,512.0,0.0,0.0,109131.0,0.1015625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,16,0.03252053863538539,0.07614355066165847,2.797919110438154,5.857760939517273,512.0,0.0,0.0,112839.0,0.08203125,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,17,0.031101407403525794,0.07382448957931365,2.5120749765040906,5.655146700601698,512.0,0.0,0.0,106790.0,0.09375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,18,0.02714689017265564,0.06540759319799418,2.658080996361197,5.4265345379789,512.0,0.0,0.0,106938.0,0.06640625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,19,0.029929850044661657,0.07177115668198915,2.381652954956434,5.307066263302135,512.0,0.0,0.0,111381.0,0.087890625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,2,0.025871729424289037,0.06956457052930172,2.1769753722683127,5.195583732701021,512.0,0.0,0.0,109031.0,0.0859375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,3,0.0272324167299773,0.07033535864301393,2.3448603654797013,5.408079375874333,512.0,0.0,0.0,110535.0,0.099609375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,4,0.02790271661529453,0.07145844066681621,2.3768162748452557,5.095049820586724,512.0,0.0,0.0,116530.0,0.060546875,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,5,0.028381025318949964,0.07096115981087946,2.6163822721630723,5.372203654476722,512.0,0.0,0.0,105466.0,0.08203125,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,6,0.02816969526411252,0.06939487617551321,2.5060119961685956,5.779557997642749,512.0,0.0,0.0,111439.0,0.072265625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,7,0.028070531920304658,0.07138711592239577,2.201916102186945,5.396619585769361,512.0,0.0,0.0,105366.0,0.08203125,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,8,0.023609422060183575,0.06654389487673733,2.22006277274449,5.349256126154322,512.0,0.0,0.0,112322.0,0.083984375,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.5,abf,9,0.028748849703421495,0.0722669895579499,2.4803552552446604,5.57453473319636,512.0,0.0,0.0,108609.0,0.103515625,15.0,512.0,80000.0,0.0005,1.0,7.38905609893065
0.00025,0.75,abf,0,0.021131126547095598,0.0712035381279763,2.414636108400326,4.885513049806158,512.0,0.0,0.0,117721.0,0.08984375,15.0,512.0,80000.0,0.0005,0.5,20.085536923187668
0.00025,0.75,abf,1,0.026796561253208718,0.07827549319522265,2.7294295958689254,5.391107666306537,512.0,0.0,0.0,112728.0,0.078125,15.0,512.0,80000.0,0.0005,0.5,20.085536923187668
0.00025,0.75,abf,10,0.022950683294503487,0.06928032796948717,2.714140376980974,5.4064812606293104,512.0,0.0,0.0,111185.0,0.080078125,15.0,512.0,80000.0,0.0005,0.5,20.085536923187668
0.00025,0.75,abf,11,0.02126191652777491,0.07152196192409005,2.4953211721893593,5.085650695793823,512.0,0.0,0.0,114903.0,0.091796875,15.0,512.0,80000.0,0.0005,0.5,20.085536923187668
