phi,ema_0.00025_med_l2,ema_0.0005_med_l2,ema_0.001_med_l2,ema_0.002_med_l2,ema_0.005_med_l2,ema_0.01_med_l2,ema_0.02_med_l2,ema_0.05_med_l2,ema_0.00025_gain_pct,ema_0.0005_gain_pct,ema_0.001_gain_pct,ema_0.002_gain_pct,ema_0.005_gain_pct,ema_0.01_gain_pct,ema_0.02_gain_pct,ema_0.05_gain_pct
0.5,0.03416634914769752,0.03253952493182244,0.0325718656676355,0.031940526414209844,0.031326297844360876,0.031542934273909216,0.03237110482238399,0.03126453205851375,-24.452321873542864,-14.790570745714636,-14.04582972387131,-11.569348918584243,-8.890295447545725,-11.462579486739562,-12.608184192016708,-6.855177061732315
0.75,0.03199045273100562,0.028935765680249376,0.029158810548496297,0.02600927165579279,0.026066541721121023,0.026817781694377305,0.02614438895161283,0.024802583973339815,-39.475587122210335,-22.09404871436191,-22.615846358427184,-12.5834470861121,-12.403187649518664,-23.771832541718975,-10.302898389696916,-9.77989338420679
0.9,0.03418095741469436,0.02682644628125789,0.02622409948963917,0.026592033120825344,0.025523258430189762,0.026464987434078848,0.0267430852432533,0.029061912049505454,-8.299125959224078,11.832138340804498,19.598695836862525,17.135204630640047,18.02431915302636,17.483318542284877,10.213953944677685,8.77257929213673
