run_id,config_id,method,target_type,seed,gamma,eta,burnin_fraction,stop_fraction,fr_every,final_l2_F,final_l2_Fprime,integrated_l2_F,integrated_l2_Fprime,final_marginal_l2_uniform,final_marginal_l2_target,final_marginal_l2_physical_ref,integrated_marginal_l2_physical_ref,final_deltaF_error,integrated_deltaF_error,final_barrier_height_error,integrated_barrier_height_error,deltaF_ref,barrier_crossings,n_unique_ancestors,mean_fr_event_fraction,max_fr_event_fraction,any_nan,final_ancestor_ess,final_max_clone_multiplicity,final_max_clone_weight,cumulative_fr_events,cumulative_replacements,frac_left,frac_barrier,frac_right,runtime_seconds,total_barrier_crossings
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2000,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2000,0.0,0.1,0.0,1.0,1,0.0633104730552578,0.1130131699077791,17.06955378369304,37.37784414335634,0.0768930770283987,0.4290688472046872,0.4187963192130338,39.06060279437062,0.1166631036579728,22.5046340637898,0.1254691744046886,36.39751257536158,0.2136588086310551,27731,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.421875,0.14453125,0.26171875,7.240624606609344,27731
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2001,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2001,0.0,0.1,0.0,1.0,1,0.0362403203087839,0.1333613646820974,12.126519171614683,29.282785233088138,0.0549757584353479,0.4062640397342346,0.3971676769587731,39.41155949131628,0.0596054041241158,12.662978241598822,0.0321418338787889,24.649881324587177,0.2136588086310551,28726,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.390625,0.1640625,0.26953125,7.240624606609344,28726
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2002,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2002,0.0,0.1,0.0,1.0,1,0.0281403446299497,0.0855618309295663,11.796862542406704,32.17310974528935,0.0614857868475698,0.4100213991055738,0.3888183033526662,39.37261797487701,0.009074188821919,2.4749483253334947,0.0840568137122632,30.53882401124339,0.2136588086310551,26707,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.37109375,0.08984375,0.36328125,7.240624606609344,26707
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2003,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2003,0.0,0.1,0.0,1.0,1,0.0279853732040495,0.0723756857612561,11.557041802111684,24.222357358578133,0.066276526789842,0.4648571355909738,0.417664975340326,39.853564360534925,0.051160134044534,16.40758540167878,0.0412459171427834,20.66058390862265,0.2136588086310551,33456,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.2734375,0.13671875,0.40625,7.240624606609344,33456
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2004,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2004,0.0,0.1,0.0,1.0,1,0.0355709399373864,0.1017141029559991,14.579978207436236,27.514124222297514,0.0558064064739163,0.4036666016017041,0.3959671872692791,39.05320220615294,0.0714981979628879,24.07725033706009,0.0384108732632796,24.33170427035424,0.2136588086310551,35185,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.4140625,0.14453125,0.2734375,7.240624606609344,35185
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2005,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2005,0.0,0.1,0.0,1.0,1,0.0160441298886013,0.0706307952438399,8.224263566794706,21.927414194939768,0.0387731593231498,0.4272143984717631,0.4029182835202415,39.09080232987336,0.0189109472212001,6.397996064105845,0.036557151215669,18.76678102955273,0.2136588086310551,33861,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.34765625,0.15234375,0.34375,7.240624606609344,33861
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2006,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2006,0.0,0.1,0.0,1.0,1,0.0156782726875413,0.0882491276535975,10.171305304578818,29.572864356448875,0.0553638498678695,0.406168243103293,0.3894262513303645,38.99476277344242,0.0084602995953124,2.6421622830179707,0.0390358582570853,25.84190652196912,0.2136588086310551,26672,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.35546875,0.1015625,0.3359375,7.240624606609344,26672
abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1|seed=2007,abf_only|tt=none|g=0|eta=0.1|bi=0|sf=1|fe=1,abf_only,none,2007,0.0,0.1,0.0,1.0,1,0.0188216063773457,0.086890546088607,11.325160740036386,31.47387093075621,0.0552777045857836,0.4357024929423803,0.4111509931011851,39.19395295015039,0.018656546944114,4.514219819752531,0.0502800626928746,28.898152507579358,0.2136588086310551,24381,256,0.0,0.0,False,256.0,1,0.00390625,0,0,0.3515625,0.10546875,0.37109375,7.240624606609344,24381
abf_fr_physical|tt=physical|g=0.002|eta=0.1|bi=0.2|sf=0.8|fe=100|seed=2000,abf_fr_physical|tt=physical|g=0.002|eta=0.1|bi=0.2|sf=0.8|fe=100,abf_fr_physical,physical,2000,0.002,0.1,0.2,0.8,100,0.072562124413789,0.1278194541760909,17.399135749090156,38.807159952868446,0.0714305372860699,0.4248335585211528,0.4181706488320676,38.75498371878421,0.1354109057133987,22.525767312551345,0.1404123052975714,37.55619543165029,0.2136588086310551,27763,77,0.0070440573770491,0.0234375,False,43.00262467191601,17,0.06640625,300,540,0.41015625,0.125,0.3046875,2.73932546377182,27763
abf_fr_physical|tt=physical|g=0.002|eta=0.1|bi=0.2|sf=0.8|fe=100|seed=2001,abf_fr_physical|tt=physical|g=0.002|eta=0.1|bi=0.2|sf=0.8|fe=100,abf_fr_physical,physical,2001,0.002,0.1,0.2,0.8,100,0.0280695676929421,0.0870606751303433,11.819939552186538,27.88329517299631,0.0463092961907765,0.3969055774749561,0.3882775038077811,39.10787777984756,0.052739872893329,12.407724371637798,0.0354090991255314,24.59487458655005,0.2136588086310551,37294,74,0.0064228995901639,0.0234375,False,40.40443896424168,18,0.0703125,300,496,0.38671875,0.16796875,0.27734375,2.73932546377182,37294
