stage,method,physics_tag,beta,h,M,seed,n_steps,t,l2_f,l2_fp,repl_cumulative,frac_compact,frac_transition,frac_stretched,ancestor_ess,max_ancestor_frac
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,70.0,0.13900571414865986,0.45870799933762446,0.0,0.23828125,0.306640625,0.455078125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,75.0,0.13266926684059527,0.4348845119650429,0.0,0.255859375,0.326171875,0.41796875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,80.0,0.12837855614722837,0.4218233468242958,0.0,0.2646484375,0.314453125,0.4208984375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,85.0,0.12441095352070822,0.4145096701983569,0.0,0.23046875,0.3212890625,0.4482421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,90.0,0.12067366075868907,0.40784287596511837,0.0,0.24609375,0.33984375,0.4140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,95.0,0.11644524742561024,0.4018044177446647,0.0,0.265625,0.32421875,0.41015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,100.0,0.11207026071422296,0.38634785850531544,0.0,0.2626953125,0.310546875,0.4267578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,105.0,0.10978253833268231,0.3818695016974422,0.0,0.263671875,0.310546875,0.42578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,110.0,0.11109743458074856,0.38450588971828953,0.0,0.2421875,0.3388671875,0.4189453125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,115.0,0.11198453062850783,0.3918477373218913,0.0,0.255859375,0.3212890625,0.4228515625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,120.0,0.11202670238450521,0.3941145044575793,0.0,0.2353515625,0.34375,0.4208984375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,125.0,0.11416181951556924,0.40096516410936733,0.0,0.2314453125,0.328125,0.4404296875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,130.0,0.11548831136874158,0.4013757641644628,0.0,0.24609375,0.3359375,0.41796875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,135.0,0.11412540506591295,0.3952603900987777,0.0,0.2626953125,0.310546875,0.4267578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,140.0,0.11325886990001396,0.3910041128749486,0.0,0.2763671875,0.294921875,0.4287109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,145.0,0.11176337106939464,0.3840803330750498,0.0,0.2568359375,0.3125,0.4306640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,150.0,0.11024111306232748,0.3793026193724663,0.0,0.24609375,0.314453125,0.439453125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,155.0,0.10931280957435732,0.37731107003202713,0.0,0.2705078125,0.2880859375,0.44140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,160.0,0.10679738493879457,0.37196479512414715,0.0,0.2646484375,0.3310546875,0.404296875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,165.0,0.10542606999003368,0.3687805917030569,0.0,0.26953125,0.3134765625,0.4169921875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,170.0,0.10559478501861382,0.3700819993419278,0.0,0.2568359375,0.30859375,0.4345703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,175.0,0.10386353034885314,0.3616829527177132,0.0,0.2734375,0.3125,0.4140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,180.0,0.1037729037421409,0.36143216706360204,0.0,0.234375,0.2998046875,0.4658203125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,185.0,0.10590278802508389,0.36380590147176045,0.0,0.25,0.27734375,0.47265625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,190.0,0.1073940652145983,0.36803366956784767,0.0,0.2392578125,0.3212890625,0.439453125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,195.0,0.10716341504584143,0.36812292687952264,0.0,0.244140625,0.328125,0.427734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,200.0,0.10699545985434543,0.36524688108551956,0.0,0.2578125,0.32421875,0.41796875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,205.0,0.10735183798866117,0.3685681189912929,0.0,0.2763671875,0.3115234375,0.412109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,210.0,0.10701282390982211,0.366610920964545,0.0,0.279296875,0.296875,0.423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,215.0,0.1053690920894763,0.3622248125738153,0.0,0.2490234375,0.3427734375,0.408203125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,220.0,0.10463511082807289,0.36110905742358423,0.0,0.279296875,0.326171875,0.39453125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,225.0,0.10388730478804507,0.36019451517291345,0.0,0.267578125,0.3310546875,0.4013671875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,230.0,0.10380302434479309,0.3613560849011512,0.0,0.2763671875,0.322265625,0.4013671875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,235.0,0.10182645054145457,0.35718238765039695,0.0,0.2548828125,0.333984375,0.4111328125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,0,120000,240.0,0.10259158544434231,0.36076961481691633,0.0,0.22265625,0.3427734375,0.4345703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,0.0,0.7004342990317703,4.660075178974423,0.0,1.0,0.0,0.0,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,5.0,0.9183979428558741,2.5074832943687935,0.0,0.52734375,0.21875,0.25390625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,10.0,0.551512153013497,1.5402462698264292,0.0,0.318359375,0.2626953125,0.4189453125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,15.0,0.3604754051223155,1.0401037462762985,0.0,0.2021484375,0.259765625,0.5380859375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,20.0,1.6529636676879347,9.608110888492023,0.0,0.1533203125,0.28515625,0.5615234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,25.0,0.21470485557210403,0.7142771979751266,0.0,0.150390625,0.34375,0.505859375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,30.0,0.20854256893046827,0.691771601516128,0.0,0.1787109375,0.35546875,0.4658203125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,35.0,0.19180006602297192,0.6177175929439205,0.0,0.212890625,0.3369140625,0.4501953125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,40.0,0.17455348746120766,0.5668026901109249,0.0,0.2177734375,0.3271484375,0.455078125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,45.0,0.16343289316306692,0.5360222284593192,0.0,0.2099609375,0.298828125,0.4912109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,50.0,0.15397959461541863,0.5094460542534054,0.0,0.22265625,0.3154296875,0.4619140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,55.0,0.15066083503864044,0.4887225212344546,0.0,0.236328125,0.328125,0.435546875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,60.0,0.14773085725219,0.4797774066307336,0.0,0.2314453125,0.3115234375,0.45703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,65.0,0.1487135141277531,0.48507955937866465,0.0,0.224609375,0.3525390625,0.4228515625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,70.0,0.1417171207783931,0.472911350428966,0.0,0.2587890625,0.3125,0.4287109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,75.0,0.13693719063048618,0.45770762427556255,0.0,0.2412109375,0.328125,0.4306640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,80.0,0.13180697849371428,0.4360855295575629,0.0,0.267578125,0.3251953125,0.4072265625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,85.0,0.1259264968811697,0.41611471666591227,0.0,0.25,0.2958984375,0.4541015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,90.0,0.12103437109268532,0.39855411485531905,0.0,0.251953125,0.3271484375,0.4208984375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,95.0,0.12065484876841678,0.39813274509766766,0.0,0.2470703125,0.3427734375,0.41015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,100.0,0.11988564899545878,0.3954808809170038,0.0,0.2392578125,0.3125,0.4482421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,105.0,0.11959757501568055,0.3868403838891276,0.0,0.234375,0.3291015625,0.4365234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,110.0,0.1178623047450639,0.38088050024631104,0.0,0.2431640625,0.3408203125,0.416015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,115.0,0.11606492385557694,0.3794958099685093,0.0,0.263671875,0.3056640625,0.4306640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,120.0,0.11579423824173726,0.38133960445212417,0.0,0.236328125,0.3359375,0.427734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,125.0,0.11676282396555261,0.38209573324031587,0.0,0.26953125,0.314453125,0.416015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,130.0,0.11614226660201746,0.3794824650906058,0.0,0.228515625,0.3349609375,0.4365234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,135.0,0.11376743316930918,0.3697701771103824,0.0,0.2275390625,0.341796875,0.4306640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,140.0,0.11131916388651529,0.36625732032067965,0.0,0.2451171875,0.3369140625,0.41796875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,145.0,0.11070595958264343,0.36565157216951216,0.0,0.2578125,0.2958984375,0.4462890625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,150.0,0.10947676085080878,0.36101295460601995,0.0,0.2568359375,0.3076171875,0.435546875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,155.0,0.10840888960641971,0.3633445670089816,0.0,0.2646484375,0.3251953125,0.41015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,160.0,0.10793340834992655,0.3652575883269402,0.0,0.2294921875,0.333984375,0.4365234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,165.0,0.10769931673985521,0.36394536864516064,0.0,0.275390625,0.296875,0.427734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,170.0,0.10494407382167377,0.35545310469180147,0.0,0.2724609375,0.3115234375,0.416015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,175.0,0.10397349180118885,0.3537499826674163,0.0,0.244140625,0.3193359375,0.4365234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,180.0,0.10427357680845353,0.35116018154753287,0.0,0.255859375,0.296875,0.447265625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,185.0,0.10399416381952634,0.3505331188053353,0.0,0.267578125,0.310546875,0.421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,190.0,0.10410969303878313,0.34990770398396726,0.0,0.271484375,0.2802734375,0.4482421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,195.0,0.10285031924372678,0.3479033546671147,0.0,0.271484375,0.322265625,0.40625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,200.0,0.10316945676753564,0.34951109156763843,0.0,0.259765625,0.3134765625,0.4267578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,205.0,0.10357602818630529,0.3506924718681865,0.0,0.2529296875,0.33203125,0.4150390625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,210.0,0.10321787516750146,0.34865306803065116,0.0,0.24609375,0.3037109375,0.4501953125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,215.0,0.10353355941463693,0.34768754173694427,0.0,0.2431640625,0.3212890625,0.435546875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,220.0,0.10433450671653106,0.35103992377291443,0.0,0.220703125,0.330078125,0.44921875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,225.0,0.1040666868462004,0.35042010975516863,0.0,0.2646484375,0.306640625,0.4287109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,230.0,0.1029892988376393,0.3481270572834828,0.0,0.27734375,0.3017578125,0.4208984375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,235.0,0.10258910578449344,0.34818560578653546,0.0,0.2587890625,0.333984375,0.4072265625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,1,120000,240.0,0.10108451502211513,0.34650802486798365,0.0,0.26171875,0.314453125,0.423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,0.0,0.7004342867285105,4.660075081127229,0.0,1.0,0.0,0.0,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,5.0,0.8589885962389201,2.464751497062425,0.0,0.5146484375,0.23828125,0.2470703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,10.0,0.48206611026549523,1.3652915753052874,0.0,0.298828125,0.2568359375,0.4443359375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,15.0,0.3011565489513087,0.8871148669871279,0.0,0.181640625,0.28125,0.537109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,20.0,0.7958531883981117,8.509049867625743,0.0,0.15625,0.3486328125,0.4951171875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,25.0,0.13775172576237069,0.45042739897430184,0.0,0.16015625,0.3349609375,0.5048828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,30.0,0.15598052504782434,0.5070569718522873,0.0,0.1845703125,0.341796875,0.4736328125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,35.0,0.1482414929381662,0.47709124080407095,0.0,0.220703125,0.3056640625,0.4736328125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,40.0,0.14219055824404125,0.4319717236984754,0.0,0.2255859375,0.3173828125,0.45703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,45.0,0.13867173521415568,0.4208325840706673,0.0,0.2373046875,0.314453125,0.4482421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,50.0,0.13766788419945225,0.4112814956095606,0.0,0.216796875,0.328125,0.455078125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,55.0,0.1356523507357851,0.4090851495694312,0.0,0.2265625,0.3349609375,0.4384765625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,60.0,0.13666617331568282,0.4156630260924217,0.0,0.22265625,0.349609375,0.427734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,65.0,0.1352342530045475,0.42126929348422393,0.0,0.2373046875,0.32421875,0.4384765625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,70.0,0.13424357066235973,0.421963686110037,0.0,0.2529296875,0.3212890625,0.42578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,75.0,0.12928560447613485,0.41192099555132594,0.0,0.2529296875,0.341796875,0.4052734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,80.0,0.12397295747647816,0.40125452939006634,0.0,0.2392578125,0.318359375,0.4423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,85.0,0.11805334610065905,0.390752935375645,0.0,0.275390625,0.306640625,0.41796875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,90.0,0.11686968909414958,0.38282031388843435,0.0,0.244140625,0.32421875,0.431640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,95.0,0.11477938613807295,0.37375257203431017,0.0,0.248046875,0.294921875,0.45703125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,100.0,0.11529538574385051,0.3778543535542941,0.0,0.2578125,0.3095703125,0.4326171875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,105.0,0.11276598410994791,0.3700273792816051,0.0,0.2509765625,0.296875,0.4521484375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,110.0,0.11240758438400109,0.37102733365507534,0.0,0.22265625,0.3408203125,0.4365234375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,115.0,0.11430073498719913,0.38017086476052053,0.0,0.251953125,0.333984375,0.4140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,120.0,0.11416301496577161,0.3826791035400533,0.0,0.255859375,0.3212890625,0.4228515625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,125.0,0.11269209440897135,0.37767743778234336,0.0,0.244140625,0.3251953125,0.4306640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,130.0,0.11263437860276843,0.3802321767180993,0.0,0.2607421875,0.31640625,0.4228515625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,135.0,0.11198529364336922,0.3832561444361284,0.0,0.26953125,0.30859375,0.421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,140.0,0.10914854779208853,0.37655951557693346,0.0,0.2783203125,0.31640625,0.4052734375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,145.0,0.10835111753269835,0.3771420325172453,0.0,0.248046875,0.330078125,0.421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,150.0,0.10844748790376867,0.3780180259686189,0.0,0.2587890625,0.294921875,0.4462890625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,155.0,0.10822673711206889,0.3753894988506979,0.0,0.23828125,0.3291015625,0.4326171875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,160.0,0.10583999837142231,0.3681777811380268,0.0,0.251953125,0.3359375,0.412109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,165.0,0.10339144082374528,0.36032390696174443,0.0,0.2626953125,0.31640625,0.4208984375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,170.0,0.10476993676589061,0.36553976579079983,0.0,0.248046875,0.326171875,0.42578125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,175.0,0.1059619493280286,0.3678592107999934,0.0,0.255859375,0.2919921875,0.4521484375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,180.0,0.10548967781033454,0.3684151908092911,0.0,0.2431640625,0.314453125,0.4423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,185.0,0.10496764094619342,0.36504132695611596,0.0,0.2470703125,0.3125,0.4404296875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,190.0,0.10357080895007988,0.36029962275926425,0.0,0.25,0.3076171875,0.4423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,195.0,0.10373781629072211,0.36009588857091956,0.0,0.2607421875,0.3076171875,0.431640625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,200.0,0.10385349040221573,0.36160663559692263,0.0,0.2529296875,0.3134765625,0.43359375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,205.0,0.1039090057044541,0.3616417574910842,0.0,0.25390625,0.3359375,0.41015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,210.0,0.1028474993610625,0.35862485679349815,0.0,0.2646484375,0.3349609375,0.400390625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,215.0,0.10185791522773918,0.35661965237714016,0.0,0.248046875,0.3271484375,0.4248046875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,220.0,0.1017496802551042,0.3577034393312349,0.0,0.255859375,0.33203125,0.412109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,225.0,0.10157909585945604,0.35674830766988447,0.0,0.2509765625,0.306640625,0.4423828125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,230.0,0.10143236247056978,0.3543290815137721,0.0,0.263671875,0.3076171875,0.4287109375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,235.0,0.10159202509862822,0.3526501442989601,0.0,0.2568359375,0.294921875,0.4482421875,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,2,120000,240.0,0.10106369538657559,0.35157282163937603,0.0,0.240234375,0.3154296875,0.4443359375,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,0.0,0.7004342867285105,4.6600751418786475,0.0,1.0,0.0,0.0,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,5.0,0.8567652769269034,2.3725895323166473,0.0,0.533203125,0.21484375,0.251953125,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,10.0,0.5352450475483602,1.5134761659094405,0.0,0.3037109375,0.2490234375,0.447265625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,15.0,0.33689824581220534,0.9866300885545018,0.0,0.197265625,0.2861328125,0.5166015625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,20.0,2.338006844045988,9.362102861603335,0.0,0.1650390625,0.310546875,0.5244140625,nan,nan
pilot,abf,b1_h1_w2_n10_a1.5,1.0,1.0,100,3,120000,25.0,0.2186090115688801,0.6695214762992702,0.0,0.181640625,0.2978515625,0.5205078125,nan,nan
