stage,physics_tag,method,n_steps,n_replicas,beta,h,w,n_dim,M,a,beta_h,n_seeds,l2_f_median,l2_f_q25,l2_f_q75,l2_fp_median,l2_fp_q25,l2_fp_q75,integrated_l2_f_median,integrated_l2_f_q25,integrated_l2_f_q75,l2_f_transition_median,l2_f_transition_q25,l2_f_transition_q75,l2_fp_transition_median,l2_fp_transition_q25,l2_fp_transition_q75,marginal_l2_ref_median,marginal_l2_ref_q25,marginal_l2_ref_q75,marginal_l2_uniform_median,marginal_l2_uniform_q25,marginal_l2_uniform_q75,n_barrier_crossings_median,n_barrier_crossings_q25,n_barrier_crossings_q75,n_round_trips_median,n_round_trips_q25,n_round_trips_q75,fr_event_fraction_median,fr_event_fraction_q25,fr_event_fraction_q75,max_fr_event_fraction_median,max_fr_event_fraction_q25,max_fr_event_fraction_q75,final_ancestor_ess_median,final_ancestor_ess_q25,final_ancestor_ess_q75,min_ancestor_ess_median,min_ancestor_ess_q25,min_ancestor_ess_q75,final_max_ancestor_frac_median,final_max_ancestor_frac_q25,final_max_ancestor_frac_q75,total_replacement_events_median,total_replacement_events_q25,total_replacement_events_q75
pilot,b2_h1_w2_n10_a1.5,fr_estimated,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,4,0.015569253473933599,0.014990836968660557,0.016921497011473653,0.08070042288577634,0.07848871762414428,0.08258135187726409,11.745628935191826,11.602222934492733,11.91748413973899,0.012723234608169738,0.011430670646681887,0.013875358132659473,0.07151235414133666,0.06450649121934651,0.07790302803471552,0.5466098099921425,0.5382906394587306,0.553376811591035,0.06807030392194002,0.05976685172869178,0.07879702225189225,1043800.5,1038441.5,1047384.75,534421.5,528231.0,539809.0,7.846287373131344e-05,7.801123615694216e-05,7.906098835683216e-05,0.0001748046875,0.00016064453124999998,0.00037744140625,225.37407236324265,222.1273662180153,229.3956754242294,225.37407236324265,222.1273662180153,229.3956754242294,0.0166015625,0.013916015625,0.0185546875,1607.0,1597.75,1619.25
pilot,b2_h1_w2_n10_a1.5,fr_uniform,120000,1024,2.0,1.0,2.0,10,100,1.5,2.0,4,0.015780215778162677,0.014010782789130729,0.017069858361000993,0.08035584518840563,0.07935232542604327,0.08201891779717041,12.480298527362267,12.321263230358742,12.699982903482436,0.012690255917686607,0.012090487322816043,0.013840809851806371,0.07497864765212472,0.07030137307702111,0.08119119413404843,0.5280265090372072,0.5167383770311578,0.541433384066244,0.08334107109194377,0.07152151899414202,0.09388101812104713,1040609.5,1038028.25,1042417.5,536475.0,534129.25,537577.25,8.175860738213089e-05,8.095298360081995e-05,8.233230916579172e-05,0.000142578125,0.000138671875,0.000154296875,217.738427005049,214.89619946483023,225.61956848213464,217.738427005049,214.89619946483023,225.61956848213464,0.013671875,0.013427734375,0.014404296875,1674.5,1658.0,1686.25
pilot,b2_h2_w2_n10_a1.5,abf,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,4,0.012809534725170588,0.011332740929868874,0.013128645325502536,0.06498117533368908,0.06105387852519217,0.06981462362225554,14.905570889350342,14.335643777302568,15.311745358109182,0.003353702825731255,0.002505892904792544,0.004037091385936465,0.05268134094806557,0.047557961617680146,0.053990330739806074,0.8068715798715798,0.8033397097575844,0.8165254702252038,0.08911242336974827,0.07039513690777452,0.10426473941667556,1002015.0,996681.25,1005112.25,500732.5,498058.75,502286.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b2_h2_w2_n10_a1.5,fr_estimated,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,4,0.014580461348060871,0.012511005985145329,0.01577391340395527,0.056824957038201576,0.05472958059629743,0.06364438779493828,15.324889977055156,14.153082162124214,16.37052013549947,0.0069480923432267624,0.006162249355729489,0.008871462564088302,0.0507308810359805,0.0490683357292913,0.05994350275789932,0.8251896896189954,0.8170721857122302,0.8297267351753624,0.07497301071711243,0.06628205535936388,0.08474813935565009,1015650.0,1014059.75,1018720.0,524289.5,521709.75,525582.5,7.677838764311784e-05,7.563098407579621e-05,7.798682331508424e-05,0.00014453125000000002,0.00012939453125,0.00015869140625,234.8805160820525,223.89987208234248,244.649987063206,234.8805160820525,223.89987208234248,244.649987063206,0.01416015625,0.011474609375,0.018310546875,1572.5,1549.0,1597.25
pilot,b2_h2_w2_n10_a1.5,fr_uniform,120000,1024,2.0,2.0,2.0,10,100,1.5,4.0,4,0.016230033028474995,0.013096825642261927,0.017803855180918638,0.06311060690192369,0.05838166242669733,0.06838824530021637,14.175058130832287,13.508628416921898,15.706791956178114,0.008561658678180772,0.007704907207853907,0.009175171149605164,0.0606538877615042,0.053429210141023635,0.06690611253314971,0.8252557982991242,0.8241515081255697,0.8294194444756542,0.06493007490206806,0.06067259356257728,0.07389726308946643,1020347.0,1016891.75,1024444.0,524299.0,524128.0,526238.75,7.607041522923855e-05,7.550891986650668e-05,7.675397480125994e-05,0.00016406249999999998,0.00014111328125,0.0001826171875,230.76932373980327,225.8831882176577,236.45420583781387,230.76932373980327,225.8831882176577,236.45420583781387,0.01513671875,0.0126953125,0.017822265625,1558.0,1546.5,1572.0
pilot,b2_h4_w2_n10_a1.5,abf,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,4,0.014043049806113286,0.013281291429481054,0.014757107565932194,0.09695722956603324,0.0943411235853612,0.09811869269069817,23.321421096367878,22.0058926980086,24.877716079146392,0.008611471409025281,0.008234926011032956,0.009028164868070718,0.04629994524847959,0.03920032482037849,0.05179541003120807,1.1125260932076753,1.1101315498049025,1.118599007216569,0.0949779178618369,0.0892501540123175,0.10431568761042226,973001.0,969119.5,976560.0,486221.5,484287.5,487995.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b2_h4_w2_n10_a1.5,fr_estimated,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,4,0.02497576373759939,0.02237340377723722,0.026610526655054874,0.10106885452525097,0.09899689391957671,0.10292174120716296,25.875888537109056,25.56132237183683,26.56656742244381,0.014848831046705396,0.013035047260223323,0.015685619896755477,0.08216775641466299,0.07298798106306702,0.08998536938614811,1.1278828270816206,1.1087559930559079,1.1422833113970574,0.07239544591763723,0.06277696924947655,0.09052931587133699,990680.0,989250.75,991639.25,510392.5,506443.25,514122.75,7.458123187590621e-05,7.400753009224539e-05,7.566760333858308e-05,0.00016406249999999998,0.00015380859375,0.000373046875,219.73516013978582,218.38436708868358,220.52734046388656,219.73516013978582,218.38436708868358,220.52734046388656,0.01416015625,0.013671875,0.0146484375,1527.5,1515.75,1549.75
pilot,b2_h4_w2_n10_a1.5,fr_uniform,120000,1024,2.0,4.0,2.0,10,100,1.5,8.0,4,0.025212326288497178,0.02390680750670464,0.025768984903392824,0.10041983609787075,0.09843388393647584,0.10266060773037794,26.12554293208316,25.659488407409967,26.75468180727104,0.012827436156877925,0.012334854598628655,0.013438263281894808,0.08269782580491974,0.07415655905507401,0.08858560307705629,1.1166510399741085,1.1062376594021814,1.1326334957659263,0.09103850238291418,0.08760965649199218,0.09488708125435996,989884.0,987524.25,993283.5,512936.5,511182.5,516180.75,7.555774555022249e-05,7.427607135268237e-05,7.633895648967551e-05,0.00016601562499999998,0.00015478515625,0.000171875,211.09890060371566,208.09406615969402,219.10309146178759,211.09890060371566,208.09406615969402,218.24522202193455,0.01611328125,0.015380859375,0.017333984375,1547.5,1521.25,1563.5
pilot,b4_h1_w2_n10_a1.5,abf,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.003959259767153541,0.0038016132739830065,0.004400682083334381,0.02495454285998392,0.024140476947146588,0.026354025611797796,12.24129790589637,11.836063286411774,12.589709837232064,0.004125287016405469,0.004028587140121709,0.004410936254121476,0.029416871567761738,0.028323256172235887,0.030084254843158447,0.8352418431628994,0.8269065492586324,0.8416746271217428,0.08059420866992238,0.07161123903412442,0.09188437931867166,676428.0,673005.25,680481.75,337937.0,336227.75,339961.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b4_h1_w2_n10_a1.5,fr_estimated,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.02409376400393387,0.0226218778386999,0.025594532028048525,0.06731419413916492,0.06335749046690473,0.07192513909734306,16.528921481766318,15.543277479633526,17.0968137473918,0.011794952191572266,0.011251701689424033,0.012223336752663683,0.08185572543204236,0.07932466445057815,0.08266568604934552,0.8577113107777303,0.8508400450035714,0.8666704622678958,0.05162630817161285,0.04671737565841121,0.05772443932453508,700504.0,698039.25,703939.5,366608.0,364119.0,368647.75,6.830713151842408e-05,6.68545674278786e-05,7.093151201814909e-05,0.00015527343749999998,0.00013574218749999999,0.0003701171875,219.46568656310538,217.77618761043465,223.31232929203816,219.46568656310538,217.6648812966003,223.31232929203816,0.01611328125,0.013916015625,0.018798828125,1399.0,1369.25,1452.75
pilot,b4_h1_w2_n10_a1.5,fr_uniform,120000,1024,4.0,1.0,2.0,10,100,1.5,4.0,4,0.025033822439342348,0.022974324352626443,0.026463257596194535,0.07095061836255082,0.06654127872970127,0.07331699824142025,16.31600406956061,15.95268153232136,16.63071308468482,0.012105420346602095,0.011017836556315034,0.01334808141244544,0.08426255536642954,0.07723638517424064,0.0911778290649009,0.8531500807317779,0.8482780824385792,0.8588032047658947,0.06686627434631714,0.062857050234428,0.07115097122408379,695166.0,690587.5,700081.0,357080.0,354261.0,361367.5,7.287233294585271e-05,7.212774126918653e-05,7.343382830858458e-05,0.00014453125,0.00013818359375,0.00015234375,228.95934273756245,226.69881067324488,233.8730544903121,228.95934273756245,226.69881067324488,233.8730544903121,0.013671875,0.01220703125,0.01513671875,1492.5,1477.25,1504.0
pilot,b4_h2_w2_n10_a1.5,abf,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.008387107632457601,0.007622649517416867,0.009090258308128233,0.04232170853067248,0.04049981975878344,0.04511190502414556,17.052430140278844,16.792658442515677,17.91346750169296,0.007142301812862364,0.006962611893871288,0.0074820401973794545,0.03270074781433928,0.03137214636564367,0.033953552503130216,1.1462142125606132,1.1389918950766018,1.16073305619074,0.08544436567929056,0.08133779134255832,0.09275373935869036,644014.0,641171.0,647789.25,321732.5,320311.0,323620.25,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b4_h2_w2_n10_a1.5,fr_estimated,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.030822513937622045,0.02935505935096118,0.031330810033328764,0.09008455583400876,0.08705511486758616,0.09108878390372538,21.819459077588306,21.145645086074893,23.284634311601685,0.014877112546293248,0.0136555299726863,0.015699538346951106,0.1052085292434229,0.09679015228689108,0.10951779906590733,1.1581291969855467,1.153551252746174,1.1677297004369396,0.06680883327098766,0.05906046195931162,0.07340100065639132,670598.5,668693.25,672019.0,352308.5,350405.0,355239.5,7.499625018749062e-05,7.293336505049747e-05,7.639998859432028e-05,0.00016796875,0.00016259765625,0.000177734375,202.69164840498726,196.05853858815618,209.54458298166958,202.69164840498726,196.05853858815618,209.0983857048983,0.0166015625,0.016357421875,0.016845703125,1536.0,1493.75,1564.75
pilot,b4_h2_w2_n10_a1.5,fr_uniform,120000,1024,4.0,2.0,2.0,10,100,1.5,8.0,4,0.03020017829649469,0.029586037343515774,0.030528989547844526,0.08809956634213503,0.08717623381073003,0.0887266852159633,21.467414447631526,20.892141995985025,22.64695749742833,0.014762403943117657,0.01400217438448019,0.015120096139989029,0.10248521430430708,0.09812902242959783,0.10494018005444801,1.1389316063313726,1.134904344638233,1.1452299558390968,0.08049165051401859,0.06793758865270748,0.09021465222745814,665127.0,664146.0,666699.25,343900.0,341677.0,347827.25,7.672956195940203e-05,7.4898598820059e-05,7.798682331508425e-05,0.00016699218749999999,0.00014892578125,0.00037890625,209.79856611154497,199.1151736950676,219.3855646296397,209.79856611154497,199.1151736950676,219.3855646296397,0.01513671875,0.0126953125,0.018798828125,1571.5,1534.0,1597.25
pilot,b4_h4_w2_n10_a1.5,abf,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.014763059266880704,0.014569621177619669,0.015067963212455685,0.15107657764931193,0.1507133167097905,0.15167419671132298,42.939133401156596,41.251720758830444,44.227083275618526,0.013905409259952019,0.013722152349126267,0.013981158075325227,0.04766758110953935,0.04507859092929575,0.04968430601955843,1.4382455431356078,1.436991029829864,1.442546966154008,0.1121209405604085,0.11010833370617809,0.11801955320716324,598200.0,595850.5,602231.5,298820.5,297642.0,300835.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0
pilot,b4_h4_w2_n10_a1.5,fr_estimated,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.037856242961640744,0.03564349456597715,0.03974705626868564,0.1658631504947746,0.1641671391833349,0.16869287278475542,47.381927695202066,46.078149022067564,48.85006058015665,0.019373214112802073,0.017498733970441847,0.020782745230002307,0.12063539228733632,0.10963447134389989,0.1281198013153883,1.4629210620343727,1.4605718301816286,1.4655004346052505,0.08295298429874418,0.08023718012236339,0.08563744015971295,633401.0,631356.0,636464.75,335455.5,333498.5,338272.75,9.167022117644117e-05,8.988808372081396e-05,9.414812462501875e-05,0.0001884765625,0.00018115234375,0.00019580078125,153.22192516516066,146.64919638605627,159.75948968901506,152.6005708700564,146.37432011728686,158.8274582463587,0.0185546875,0.018310546875,0.020263671875,1877.5,1841.0,1928.25
pilot,b4_h4_w2_n10_a1.5,fr_uniform,120000,1024,4.0,4.0,2.0,10,100,1.5,16.0,4,0.04103920619698209,0.03957233246952868,0.04211947436746235,0.17425692126399678,0.17129460964994564,0.17649003872497782,47.97791748037601,46.33500165389505,49.52706773093946,0.02085823552120386,0.02028289589791831,0.021571850554068652,0.12935551842870643,0.1257758683682374,0.13375015368801457,1.4614415274657206,1.458547696341955,1.4634930342415053,0.08970268425993107,0.08207983104005437,0.09551919021649455,630809.5,626734.5,633247.5,335609.0,330983.75,340392.0,9.198758812059397e-05,8.95096846720164e-05,9.387958336458177e-05,0.00020312500000000002,0.000197265625,0.00040087890625,160.91911395086623,149.27873714800108,173.61526881236063,160.91911395086623,149.27873714800108,173.61526881236063,0.0185546875,0.017578125,0.02001953125,1884.0,1833.25,1922.75
